ref	subsections
30:3	(1) Tähtiopiskelijat | (2) Taivaalliset Käsityöläiset | (3) Palautusjohtajat | (4) Laajennuskoulujen Ohjaajat | (5) Erilaiset Reservijoukot | (6) Opiskelijavierailijat | (7) Ylösnousevat Pyhiinvaeltajat ( 
30:4	1) Planeettakuolevaiset | (2) Nukkuvat Eloonjääneet | (3) Mansiomaailmojen Opiskelijat | (4) Morontiaedistäjät | (5) Superuniversumin Suojat | (6) Havonan Pyhiinvaeltajat | (7) Paratiisiin Saapujat | 
33:6	Paikallisuniversumin aika | 
34:6	Ihmisen kaksoisluonto | 
34:7	"Tämä on tie." 
35:4	Melkisedekien inkarnaatiot 
35:8	Ensisijaiset Lanonandekit|Toissijaiset Lanonandekit|Kolmansien asteiden Lanonandekit 
36:4	Midsoniitit|Salvingtonin finaliittien maailmat 
36:5	(1) Intuition henki|(2) Ymmärryksen henki|(3) Rohkeuden henki|(4) Tiedon henki|(5) Neuvon henki|(6) Palvonnan henki|(7) Viisauden henki 
37:2	Luodut Iltatähdet|Ylösnousevat Iltatähdet|Iltatähtien maailmat Arkkienkelien 
37:3	maailmat Rotukomissiaarit|Nebadonin 
37:5	Täydellisyyden joukko|Henkeen fuusioituneiden kuolevaisten maailmat 
37:6	Nebadonin koulutusjärjestelmä 
37:8	Yksinäiset Sanansaattajat|Universumin Piirivalvoja - Andovontia|Laskentajohtaja - Salsatia|Apulaistarkastaja|Määrätyt Vartijat|Universaalit Sovittelijat|Tekniset Neuvonantajat|Taivaalliset Kirjurit|Morontiaseuralaiset 
37:9	(1) Susatia|(2) Univitatia|(3) Aineelliset Pojat|(4) Keskiväli Olentoja|Hylkäyksiä 
37:10	Spirongat|Spornagiat|Kohteliaisuuskoloniat 
38:8	(1) Ylösnousemuskandidaatit|(2) Keskivaiheen kerubit|(3) Morontiakerubit 
38:9	(1) Ensisijaiset keskiväliolennot|(2) Toissijaiset keskiväliolennot 
39:1	(1) Poika-henki-palvelijat|_Lahjautumisen avustajat|(2) Hovin neuvonantajat|(3) Universumin suunnannäyttäjät|(4) Opetusneuvonantajat|(5) Tehtävienjohtajat|(6) Kirjurit|(7) Sitoutumattomat palvelijat 
39:2	(1) Tiedustelujoukko|(2) Armon Ääni|(3) Henkikoordinaattorit|(4) Apulaisopettajat|(5) Kuljettajat|_Serafien kuljetustekniikat|(6) Kirjurit|_Lähettäjät|(7) Reservit 
39:3	(1) Valvovat avustajat|(2) Lain ennustajat|(3) Sosiaaliset arkkitehdit|(4) Eettiset herkistäjät|(5) Kuljettajat|(6) The Kirjurit|(7) Reservit
39:4	(1) Hallinnolliset avustajat|(2) Oikeudenmukaisuuden oppaat|(3) Kosmisen kansalaisuuden tulkitsijat|(4) Moraalin kiihdyttäjät|(5) Kuljettajat|(6) Kirjurit|(7) Varakuolevaiset,  
39:5	(1) Puutarhan Äänet|(2) Veljeyden Henget|(3) Rauhan Sielut|(4) Luottamuksen Henget|(5) Kuljettajat|_Serafikuljetuksen lähtö|(6) Kirjurit|(7) Reservit
40:5	joilla on ohimenevä tai kokemuksellinen Suuntaajan oleskelu|Ei-Suuntaajafuusiotyyppiset kuolevaiset|Suuntaajafuusiopotentiaalin omaavat kuolevaiset|Numeroituneet 
40:9	muistin rekonstruointitekniikat 
42:2	(1) Avaruuden potentiaali|(2) Alkukantainen voima|(3) Emergentit energiat|_a. Voimakas energia|_b. Painovoimaenergia|(4) Universumivoima|(5) Havonan energia|(6) Transsendentaalinen energia|(7) Monota 
42:10	(1) Esiadjutantti-henkimielet|(2) Auttajahenkimielet|(3) Kehittyvät morontiamielet|_Kosminen mieli 
45:1	(1) Finaliittimaailma|(2) Morontiamaailma|(3) Enkelien maailma|(4) Ylienkelien maailma|(5) Poikien maailma|(6) Hengen maailma|(7) Isän maailma Vanhempien 
45:6	kokemus|Satanian koeajan lastenhuone 
46:5	(1) Jumalan Poikien piirit|(2) Enkelien piirit|(3) Universumin avustajien piirit|(4) Fyysisten Päävalvojien piirit|(5) Ylösnousevien kuolevaisten piirit|(6) Kohteliaisuussiirtokuntien piirit|(7) Finaliittien piirit 
47:1	Vaadittava vanhempien kokemus 
47:3	Morontiaseuralaiset 
47:8	Suuntaajafuusio 
48:2	(1) Piirisäätelijät|(2) Järjestelmän koordinaattorit|(3) Planeetanvartijat|(4) Yhdistetyt valvojat|(5) Yhdysvaltojen vakauttajat|(6) Valikoivat lajittelijat|(7) Apulaisrekisterinpitäjät 
48:3	(1) Pyhiinvaeltajien vartijat|(2) Pyhiinvaeltajien vastaanottajat ja vapaat yhdistäjät|(3) Taivaallisten vierailijoiden isännät|(4) Koordinaattorit ja yhteysjohtajat|(5) Tulkit ja kääntäjät|(6) Retkien ja paluumuuttojen valvojat|(7) Alue- ja rakennusvartijat 
48:4	Taivaallinen huumori|Kuolevaisten huumori 
48:6	(1) Serafi-evankelistat|_Psalmin 23 alkuperäinen versio|(2) Rotujen tulkitsijat|(3) Mielensuunnittelijat|(4) Morontia-neuvonantajat|_Motan stereoskooppinen vaikutus|(5) Teknikot|(6) Kirjuri-opettajat|_Totuus ja tosiasiat|(7) Palvelureservit|_Menestys, epäonnistuminen ja ego 
49:2	(1) Ilmakehätyypit|(2) Elementtityypit|(3) Painovoima tyypit|(4) Lämpötilatyypit|(5) Sähköiset tyypit|(6) Energisoivat tyypit|(7) Nimeämättömät tyypit 
49:5	(1) Sopeutuminen planeettaympäristöön|_Tabamantian tarkastamat kokeelliset sarjat|(2) Aivotyyppien sarjat|(3) Henkien vastaanottosarjat|(4) Planeetta-kuolevaisten aikakaudet|(5) Olentojen ja sukulaisuussuhteiden sarjat|(6) Suuntaaja-fuusiosarjat|(7) Maanpäällisen paon tekniikat 
49:6	(1) Dispensationaalinen eli ryhmäeloonjäämisjärjestys|(2) Yksilölliset ylösnousemusjärjestöt|(3) Koeajasta riippuvat ylösnousemusjärjestöt|(4) Toissijaiset modifioidut ylösnousemusjärjestöt|(5) Ensisijainen modifioitu ylösnousemusjärjestys 
50:7	Agondonterit|Tabamantia ja agondonter 
54:5	Kaksitoista syytä 
55:4	Planeetan seitsemän vaihetta|Keskiväliolentojen vapautus|Adamin lähtö 
55:12	Korkeimman Pätemättömät Valvojat 
57:4	Auringon alkuperä 
57:5	Perääntyvä liike 
57:6	Planeettojen muodostumisaikakausi|Vuorovesikitka|Painovoima-vuorovesiräjähdykset 
57:7	Tulivuoren aikakausi|Alkuperäinen planeetan ilmakehä 
57:8	Maanjäristysten aikakausi|Maailmanmeri ja ensimmäinen manner 
59:1	Trilobiittien aikakausi 
59:2	Selkärangattomien eläinten aikakausi Korallikausi|Kärpäsjalkaisten aikakausi Kasvullisen maaelämän 
59:3	aikakausi|Kalojen aikakausi Saniaismetsäkausi Kivihiilikausi 
59:4	|Sammakoiden aikakausi Siemenkasvien aikakausi 
59:5	| 
59:6	Biologisen ahdistuksen aikakausi Kukkivien kasvien aikakausi|Lintujen aikakausi Varhaisten 
60:3	nisäkkäiden aika 
61:1	Edistyneiden nisäkkäiden aika Elefantin ja hevosen aika 
61:2	Viimeinen 
61:3	suuri 
61:4	nisäkäsvaellus Apina- 
62:3	heimojen alkuperä 
64:6	(1) Punainen ihminen|(2) Oranssi ihminen|(3) Keltainen ihminen|(4) Vihreä ihminen|(5) Sininen ihminen|(6) Indigorotu|_Kuuden rodun tarkoitus (1) 
65:1	Sähkökemian fyysinen taso|(2) Kvasimorontiaalisen olemassaolon tavanomainen keskivaihe|(3) Edistynyt puolihengellinen taso 
65:7	Mekaanis-opettamaton mieli|Ei-mekaaninen kokeva mieli 
66:3	(1) Ruoan ja materiaalin neuvosto hyvinvointi|(2) Eläinten kesyttämisen ja hyödyntämisen lautakunta|(3) Petoeläinten valloitusta koskevat neuvonantajat|(4) Tiedon levittämisen ja säilyttämisen tiedekunta|(5) Teollisuuden ja kaupan toimikunta|(6) Ilmoitetun uskonnon korkeakoulu|(7) Terveyden ja elämän vartijat|(8) Taiteen ja tieteen planeettaneuvosto|(9) Edistyneiden heimojen suhteiden hallitsijat|(10) Heimojen koordinaation ja rotujen yhteistyön korkein oikeus 
68:5	(1) Keräilyvaihe|(2) Metsästysvaihe|(3) Paimentolaisvaihe|(4) Maanviljelyvaihe 
68:6	Maan ja ihmisen suhde 
69:1	(1) Itsensä ylläpidon instituutiot|(2) Itsensä ylläpitämisen instituutiot|(3) Itsensä tyydyttämisen instituutiot 
70:2	Moderni teollistuminen vastaan ​​militarismi 
73:0	Tabamantian tarkastus 
76:3	Seetiläispappeus 
76:5	Mikaelin viesti 
78:7	Nooan tarina 
80:2	Välimeren tulviminen 
81:2	(1) Tulen kesyttäminen|(2) Eläinten kesyttäminen|(3) Vankien orjuuttaminen|(4) Yksityisomaisuus 
81:4	(1) Kaukasialainen rotu|(2) Mongolilainen rotu|(3) Neekerirotu 
81:5	Voima ja oikeus 
81:6	(1) Luonnolliset olosuhteet|(2) Pääomahyödykkeet|(3) Tieteellinen tieto|(4) Ihmisresurssit|(5) Aineellisten resurssien tehokkuus|(6) Kielen tehokkuus|(7) Mekaanisten laitteiden tehokkuus|(8) Soihdunkantajien luonne|(9) Rodulliset ihanteet|(10) Asiantuntijoiden koordinointi|(11) Paikanmäärityskeinot|(12) Yhteistyöhalukkuus|(13) Tehokas ja viisas johtajuus|(14) Yhteiskunnalliset muutokset|(15) Siirtymäkauden romahduksen estäminen 
88:2	Kuvat ja epäjumalat|"Pyhät kirjat" 
89:3	Pidättyvyyskultti Temppeliporttoisuus 
89:7	Rukous 
91:2	vastaan ​​magia 
92:4	(1) Dalamatian opetukset|(2) Eedenin opetukset|(3) Salemin Melkisedek|(4) Jeesus Nasaretilainen|(5) Urantia-luvut
92:6	Yksitoista elävää uskontoa 
93:4	Uskontunnustus|Seitsemän käskyä 
94:1	Rigvedan 
94:2	jälleensyntymisoppi 
94:8	Gautaman evankeliumi|Moraalikäskyt 
96:5	Materialistinen kaitselmus 
97:5	Miika ja Obadja 
97:9	Efraim ja Juuda|Saul ja Daavid|Salomon ja verotus|Israel ja Juuda|Israelin kuningaskunnan tuho|Juudan kuningaskunnan loppu|Babylonian vankeus 
98:4	Frygialainen Kybelen ja Attiksen kultti|Egyptiläinen Osiriksen ja Isiksen kultti|Iranin Mithran kultti 
101:3	Kaksitoista esimerkkiä hengellisestä uskosta 
101:6	Seitsemän pelastuksen aspektia 
106:1	Seitsenkertainen Jumala 
106:2	Korkein 
106:3	Olento Kolminaisuus Perimmäinen 
106:4	Perimmäinen 
106:5	Jumaluus Absoluuttinen Kolminaisuus Ääretön 
106:6	kosmos 
106:8	(1) Kolmen kolminaisuuden taso|(2) Kokemuksellisen jumaluuden taso|(3) MINÄ OLEN -olemuksen taso Urantialla 
108:2	|Muissa maailmoissa 
108:3	Tabamantian kunnianosoitus 
109:6	Jeesuksessa asunut Suuntaaja 
109:7	Kaikkipersoonalliset olennot 
110:7	Suuntaajan pyyntö sielulle 
111:7	Kohtalon vartijan lausunto 
112:0	Neljätoista persoonallisuuden aspektia 
114:4	Korkeimmat holhousvallat 
114:6	(1) Aikakauden enkelit|(2) Edistyminen enkelit|(3) Uskonnolliset suojelijat|(4) Kansallisen elämän enkelit|(5) Rotujen enkelit|(6) Tulevaisuuden enkelit|(7) Valistuksen enkelit|(8) Terveyden enkelit|(9) Kotiserafit|(10) Ahkeran työn enkelit|(11) Huvituksen enkelit|(12) Yli-inhimillisen hoivan enkelit Kosminen 
116:1	mieli 
116:5	Tasapainon ongelma Olentojen 
117:2	kolminaistamat pojat ja kasvu 
117:4	Kosminen moraali - korkein velvollisuus 
117:5	Finaliitin transsendentio|Ihmiskasvun seuraukset 
118:1	Kokemukselliset (subjektiiviset) aikayksiköt 
118:3	Totuus ja tosiasia|Avaruus ja malli 
118:8	Edistyksen ajanhallitsija 
121:4	(1) Epikurolainen|(2) Stoalainen|(3) Kyynikko|(4) Skeptikko 
121:5	Mysteeriuskonnot 
121:8	(1) Markuksen evankeliumi|(2) Matteuksen evankeliumi|(3) Luukkaan evankeliumi|(4) Johanneksen evankeliumi|_Kiitokset 
122:4	"Daavidin suku" 
122:8	Paimenten legenda|Kolme Urin pappia|"Betlehemin tähti" 
122:10	Pako Egyptiin 
123:0	Egyptin-matka 
123:1	Jeesuksen neljäs vuosi 
123:2	Lastenkasvatus 
123:4	Aineelliset onnettomuudet 
124:1	Lattialla oleva kuva | Ilmasto Galileassa 
124:2	Kivenhakkaajan Jaakobin poika 
124:3	Skytopoliin-jakso 
124:4	Henkilökohtainen moraali ja ryhmälojaalisuus 
124:6	Maria, Martta ja Lasarus 
126:3	"Isän rukouksen" alkuperä | "Ihmisen Poika" | Kuka on Messias? 
127:2	Jaakobin kanssa pääsiäisenä | Elisabetin ja Johanneksen vierailu | Aamoksen kuolema 
127:3	Lastenkasvatus 
127:4	Pääsiäisvierailu Jerusalemissa 
127:6	Selootti-jakso
128:1	Kasvava tietoisuus jumalallisuudesta|Joosefin kanssa pääsiäisenä 
128:2	Seppänä Sepforissa 
128:3	Simonin kanssa pääsiäisenä|Jeesus tapaa Stefanoksen 
128:5	Aleksandrialainen kosinta 
128:6	Juudaksen kanssa pääsiäisenä|"Setä Joosua kertoo meille tarinan" 
128:7	Jaakobin avioliitto|Miriamin avioliitto|Jaakob, Joosef Sebedeuksen perheen pää 
129:1	Kapernaumista|Jeesus, veneenrakentaja 
129:2	Jeesus vierailee Jerusalemissa|Gonodin ja Ganidin tapaaminen 
129:3	Rooman-matkan tarkoitus 
130:1	Keskustelu hyvästä ja pahasta 
130:2	Mongolian kauppias|Kreikkalainen työläinen ja roomalainen työnjohtaja|Jumalan tahto ja ihmisen tahto 
130:8	Esra, luopiojuutalainen 
132:0	Vaikutus 32 uskonnolliseen johtajaan 
132:4	Roomalaiselle senaattorille|Roomalaiselle sotilaalle|Puhujalle foorumilla|Köyhälle miehelle, jota syytetään väärin 
132:7	Ajattelematon pakana|"Tehdäänpä sinä ja minä uusi uskonto." 
133:0	Intian kastijärjestelmä 
133:2	Mies kohtelee vaimoaan huonosti 
133:3	Krispus, synagogan ylin hallitsija|Justus, kauppias|Kaksi julkista naista 
133:4	Myllärille|Roomalaiselle sadanpäämiehelle|Mithran johtajalle|Epikurolaiselle opettajalle|Kreikkalaiselle urakoitsijalle|Roomalaiselle tuomarille|Kreikkalaisen majatalon emännälle|Kiinalaiselle kauppiaalle|Britanniasta kotoisin olevalle matkalaiselle|Karanneelle nuorukaiselle|Tuomitulle rikolliselle 
134:1	Paluu Nasaretiin|Simonin avioliitto; Juudaksen avioliitto 
134:7	Yksinäiset vaellukset 
134:8	Luciferin kapinan loppu|Nebadonin suvereenius 
134:9	Vierailu Johanneksen luona Jerusalemissa|Työskentely Sebedeuksen venepajalla 
135:8	Jeesuksen kaste 
136:3	Keskustelu Gabrielin kanssa|Universumin suvereniteetin täyttyminen 
136:4	Isän tie 
136:5	Personoitu Suuntaaja komennossa|Suuntaajan epäherkkyys ajalle 
136:6	Normaalin maallisen olemassaolon polku 
136:7	Kuuliaisuus luonnolliselle laille 
136:8	Kieltäytyminen kompromisseista pahan kanssa 
136:9	Daavidin valtaistuimen hylkääminen 
136:10	"Minä olen alamainen Isäni tahdolle." 
137:1	Andreas ja Pietari|Jaakob ja Johannes 
138:3	Eivät vanhurskaita, vaan 
140:3	syntisiä "Vuorisaarna" 
140:5	Onnellisia ovat hengeltään köyhät - nöyrät|Onnellisia ovat ne, jotka isoavat ja janoavat vanhurskautta...|Onnellisia ovat sävyisät|Onnellisia ovat puhdassydämiset|Onnellisia ovat ne, jotka surevat|Onnellisia ovat armolliset|Onnellisia ovat rauhantekijät|Onnellisia ovat ne, joita vainotaan 
140:6	"Minä katson tekojen yli..."|Avioerosta|Oikeudenmukaisuudesta ja armosta|"He tekevät hyvin - älkää vaivautuko heihin." 
140:8	(1) Isän tahdon tekeminen|(2) Poliittinen asenne|(3) Sosiaalinen asenne|(4) Taloudellinen asenne|(5) Henkilökohtainen uskonto 
141:3	Jeesuksen persoonallisuus|Jeesuksen ilmestyminen 
141:4	Sairaiden palveleminen 
141:6	Persialainen Teherma 
141:7	Kuusi heprealaista käsitystä Jumalasta|Aiemmat kymmenen käskyä 
142:0	Leiri Getsemanen puistossa 
142:2	Opetus valtakunnasta|Pelastus uskon kautta; vapaus totuuden kautta
142:3	Vierailu Hannaan luona 
142:8	Kreetan Jaakob 
143:1	”He pitivät sanomaamme vähäpätöisenä.” | ”Muistatteko heikkoja?” 
143:3	Kolme päivää Sartaban 
143:6	vuorella Leirissä Gerisiminvuorella 
144:5	Seitsemän rukousta muista maailmoista 
144:8	”...kertokaa Johannekselle, ettei häntä ole unohdettu.” 
145:0	Vierailu Ruutin luona 
145:2	Uskonto on henkilökohtainen kokemus | Nuori epilepsiapotilas | Pietarin vaimon äiti 
146:2	Rukous, kiitos ja palvonta | Oikeus ja armo | Rukous ja henkilökohtainen ponnistelu | Eettinen rukous 
146:3	Uskonto, tiede ja filosofia | Totuuden varmuus | Vierailu Sebulumissa 
146:4	Työ kaivoksissa | Spitaalisen miehen parantaminen 
146:5	Titus, aatelismies 
147:2	Ero Johanneksen apostoleista 
147:4	Natanaelin kysymys kultaisesta säännöstä 
147:5	Vertaus rahanlainaajasta | Asema ja edistys 
147:6	Kuusi vakoojaa | ”Sapatti on asetettu ihmistä varten...” 
148:8	Bagdadin Kirmeth 
148:9	Kolmen vakoojan kaste 
149:0	Daavidin tiedusteluorganisaatio 
149:1	Parantumisilmiöt 
149:2	Varhaiskristillisyyden kaksi virhettä|Jeesuksen maine parantajana|Hänen tunnustuksensa naisten tasa-arvosta|Hänen persoonallisuutensa viehätysvoima 
149:4	Kommentteja vihasta|Tasapainoisista henkilöistä 
150:3	Keskustelu aiheesta "Magia ja taikausko" 
151:5	Myrsky järvellä 
152:0	Veronica Kesarea-Filippiläinen 
152:6	Lisää kylväjän vertauksesta 
153:2	"Minä olen elämän leipä." 
153:4	Pahan hengen riivaama poika|"Kuinka Saatana voi ajaa ulos Saatanan?" Puolisydämisten 
153:5	seuraajien hylkääminen 
154:2	Synagogien sulkeminen 
154:4	"Mitä meidän pitäisi tehdä Jeesukselle? " 
155:3	Totuus ja uskontunnustus|Uskonnollisten perinteiden alkuperä 
156:2	"Tämä maailma on vain silta....." 
156:5	Vertaus tyhmästä puusepästä|Kiusaus ja ihmisluonto|Aineellisen menestyksen olennaisuus|Hengellinen elämä ja itsekunnioitus|Ihanteet ja ajatukset|Tahdikkuus, viehätysvoima ja viisaus 
156:6	Juutalaisten johtajien asenne 
157:0	Jeesus yrittää nähdä perheensä 
157:1	"Kala, jonka suussa on sekeli." 
157:3	"Keneksi ihmiset minua sanovat?" 
157:6	Jeesuksen elämän neljä vaihetta | Uudet arvovaltaiset julistukset 
158:4	Jaakob Safedilainen 
158:5	"Herra, minä uskon, auta minun epäuskoani." 
159:1	"Kuinka usein veljeni tekee syntiä minua vastaan?" | Vertaus tilinteosta taloudenhoitajien kanssa | Henkilökohtaisen tuomitsemisen vaarat 
159:4	"Mikä on totuus Raamatusta?" 
159:5	"...kantakaa taakkaa vielä yksi maili." 
160:1	Elämän kolme ajavaa voimaa | Ongelmanratkaisu ja hartaasti mietiskely | Ennakkoluulot ja totuuden tunnustaminen 
160:2	| Ystävyyden sosiaalinen arvo | Avioliiton suuri arvo 
160:4	| Maallisen elämän olennaiset tekijät | Aineellisen menestyksen tekijät | Epäonnistumisen merkitys
160:5	Mikä on uskonto?|Jumalan idea ja Jumalan ihanne|Isä on lopullinen arvo|"Mutta olemmeko valmiita maksamaan hinnan.....?" 
161:1	Natanaelin viisi kohtaa 
161:2	Varokaa väkijoukon tukea 
161:3	| Natanaelin ja Tuomaan puhe | 
162:0	Keskiväliolentojen näkemykset
162:2	”Herra... käske tulta tulen tulevan taivaasta...” 
163:1	Eber, sanhedrinin virkamies 
163:2	Sato on runsas, mutta työmiehiä on vähän 
163:3	Rikkaus ja vaurauden rakkaus 
163:4	Vertaus viinitarhan työmiehistä 
165:3	Jeesuksen ohjeet | Pietarin vihkimyssaarna 
165:4	”Varokaa fariseusten hapatusta...” | ”...jopa teidän päänne hiukset ovat luetut” 
165:5	Vertaus tyhmästä rikkaasta miehestä | ”Missä teidän aarteenne on, siellä on myös teidän sydämenne.” | ”Mitä hyötyä siitä, jos voitatte koko maailman...?” ” 
166:1	Katsokaa liljoja, kuinka ne kasvavat...” 
166:3	Seremoniallinen käsienpesu 
166:4	Kaita ja kaita tie | Monet ensimmäiset tulevat olemaan viimeisiä | ”Minä seison ovella ja kolkutan” 
167:1	Abnerin myöhempi palvelutyö ja kuolema Uskovan 
167:5	parantaminen | ”...älä istu ensimmäisenä...” 
167:6	Fariseus ja publikaani | Opetus avioliitosta 
168:0	Kauneus palvonnan voimana 
168:3	"Minä olen ylösnousemus ja elämä ....." 
169:0	"Parempi on, että yksi ihminen kuolee . . ." 
169:4	Sanhedrinin syytökset Jeesusta vastaan 
170:2	​​Jeesus eli Jumalan ilmestystä | Elohim ja Jahve 
170:5	Synti ja anteeksianto 
171:0	Sosiaalinen veljeys ja hengellinen veljeys | Toinen ja suurempi Johannes Kastaja | Kristinusko ja Jeesuksen evankeliumi 
171:1	". . . lupaa minulle, että näillä pojillani on kunnia ..... " 
171:3	Daavid Sebedeuksen myöhempi elämä | Antiokia ja Filadelfia 
171:4	Jäähyväiset Abnerille 
171:8	Pietari ja Simon ja 100 miekkaa | Varoitus ystävällisistä fariseuksista 
172:1	Natanaelin tulkinta vertauksesta 
172:4	Maria voitelee Jeesuksen jalat | Jeesus nuhtelee Juudasta 
173:2	Lesken ropo 
173:4	"Mistä Johanneksen kaste oli?" 
173:5	Kivi, jonka rakentajat hylkäsivät 
174:0	"Hajottakaa tämä temppeli, niin . . . minä pystytän sen." 
174:2	Yksilölliset tervehdykset kahdelletoista 
174:4	Onko laillista antaa veroa keisarille? 
174:5	Vapauttaja, kenen poika hän on? 
175:1	"...paitsi jos vehnänjyvä putoaa maahan ja kuolee..."|"...jos minut korotetaan... teidän elämässänne..." " 
175:4	Sukupolvi sukupolven jälkeen olemme lähettäneet profeettojamme..."|"...joka tahtoo olla suurin teistä..."|"Voi teitä, kirjanoppineet ja fariseukset, te ulkokullatut!"|"...te...puhdistatte maljan ulkopuolen..."|"Ja nyt minä jätän teille hyvästit." 
176:2	Juudaksen lopullinen päätös 
176:3	Kertomus Matteuksen evankeliumin 
177:1	vertauksesta talenteista|"Jatkakaa, kunnes minä tulen."|Kommentteja elävän totuuden kasvusta 
177:5	Johannes Markus ja eväskori 
178:1	Daavid vapauttaa Juudaksen "laukusta"|Järjestelyt viimeistä ehtoollista varten 
178:2	"...rakastakaa toisianne, niin kuin minä olen rakastanut teitä."
180:1	Oppikaa olemaan uskollinen jopa menestyksessä | Älä kiusaa valvojienne enkeleitä 
180:3	. "Älkää antako sydämenne olla levottomia." | "Mestari, näytä meille Isä..." 
180:5	Kommentteja kultaisesta säännöstä 
181:1	: "Annan jokaiselle teistä kaiken, mitä te tahdotte saada." | "Älköön sydämenne olko levoton." 
182:1	Jeesuksen laajempi selitys Jumalan nimestä 
182:2	Lähetti Abnerin luo | Daavid Sebedeuksen jäähyväiset | 
182:3	Henki on altis, mutta liha on heikko | 
184:4	Uusi ilmoitus ihmisestä Jumalalle | 
185:2	Sanhedristituomioistuimen kirjalliset syytökset 
185:6	| Jeesuksen ruoskiminen | "Katso, mies!" 
186:0	Jeesuksen perhe Betaniassa | 
186:1	Kolmekymmentä hopearahaa 
