ref	subsections
39:5	(1) Les Voix du Jardin | (2) Les Esprits de la Fraternité | (3) Les Âmes de la Paix | (4) Les Esprits de la Confiance | (5) Les Transporteurs | Départ d'un transport séraphique | (6) Les Chroniqueurs | (7) Les Réserves
40:5	Mortels du séjour transitoire ou expérientiel de l'Ajusteur | Mortels des types non fusionnés avec l'Ajusteur | Mortels ayant un potentiel de fusion avec l'Ajusteur | La série non numérotée
40:9	Techniques de reconstruction de la mémoire
42:2	(1) Puissance spatiale | (2) Force primordiale | (3) Énergies émergentes | a. Énergie de puissance | b. Énergie gravitationnelle | (4) Puissance de l'univers | (5) Énergie d'Havona | (6) Énergie transcendante | (7) Monota
42:10	(1) Esprits préadjudants | (2) Esprits adjudants | (3) Esprits morontiens en évolution | L'esprit cosmique
45:1	(1) Le Monde des Finalistes | (2) Le Monde des Morontia | (3) Le Monde Angélique | (4) Le Monde des Superanges | (5) Le Monde des Fils | (6) Le Monde de l'Esprit | (7) Le Monde du Père
45:6	Expérience parentale | La crèche de probation de Satania
46:5	(1) Cercles des Fils de Dieu | (2) Cercles des anges | (3) Cercles des Aides de l'Univers | (4) Cercles des Maîtres Physiques | (5) Cercles des mortels ascendants | (6) Cercles des colonies de courtoisie | (7) Cercles des finalistes
47:1	Expérience parentale requise
47:3	Compagnons de Morontia
47:8	Fusion de l'ajusteur
48:2	(1) Régulateurs de circuit | (2) Coordinateurs de système | (3) Gardiens planétaires | (4) Contrôleurs combinés | (5) Stabilisateurs de liaison | (6) Trieurs sélectifs | (7) Registraires associés
48:3	(1) Gardiens des pèlerins | (2) Accueillants des pèlerins et associés libres | (3) Hôtes des visiteurs célestes | (4) Coordinateurs et directeurs de liaison | (5) Interprètes et traducteurs | (6) Superviseurs d'excursions et de retour | (7) Gardiens de zone et de bâtiment
48:4	Humour céleste | Humour mortel
48:6	(1) Évangélistes séraphiques |_Original du vingt-troisième psaume|(2) Interprètes raciaux|(3) Planificateurs mentaux|(4) Conseillers morontiens|_Effet stéréoscopique de mota|(5) Techniciens|(6) Enseignants-enregistreurs|_Vérité et fait|(7) Réserves ministérielles|_Succès, échec et ego
49:2	(1) Les types atmosphériques | (2) Les types élémentaires | (3) Les types de gravité | (4) Les types de température | (5) Les types électriques | (6) Les types énergisants | (7) Les types non nommés
49:5	(1) Adaptation à l'environnement planétaire | Série expérimentale examinée par Tabamantia | (2) Série sur les types de cerveaux | (3) Série sur la réception des esprits | (4) Époques planétaires-mortelles | (5) Séries sur les liens de parenté entre créatures | (6) Série sur la fusion des ajusteurs | (7) Techniques d'évasion terrestre
49:6	(1) L'ordre de survie dispensationnel ou de groupe | (2) Les ordres d'ascension individuels | (3) Les ordres d'ascension dépendants de la probation | (4) Les ordres d'ascension secondaires modifiés | (5) L'ordre d'ascension primaire modifié
50:7	Agondontes | Tabamante un agondonte
54:5	Douze raisons
55:4	Les sept étapes sur une planète | Libération des intermédiaires | Départ adamique
55:12	Les superviseurs non qualifiés du Suprême
57:4	Origine du Soleil
57:5	mouvement rétrograde
57:6	L'ère de la formation des planètes | Friction des marées | Explosions gravitationnelles et de marées
57:7	L'ère volcanique | L'atmosphère planétaire primitive
57:8	L'ère des tremblements de terre | L'océan mondial et le premier continent
59:1	L'âge des trilobites
59:2	L'ère des invertébrés et des animaux
59:3	La période corallienne | L'âge des brachiopodes
59:4	La période de vie végétale terrestre | L'âge des poissons
59:5	La période carbonifère des forêts de fougères | L'âge des grenouilles
59:6	La période de la graine à la plante | L'ère des tribulations biologiques
60:3	La période des plantes à fleurs | L'ère des oiseaux
61:1	L'ère des premiers mammifères
61:2	L'ère des mammifères évolués
61:3	L'Âge de l'éléphant et du cheval
61:4	La dernière grande migration des mammifères
62:3	Origine des tribus simiennes
64:6	(1) L'homme rouge | (2) L'homme orange | (3) L'homme jaune | (4) L'homme vert | (5) L'homme bleu | (6) La race indigo |_Objectif des six courses
65:1	(1) Le niveau physique de l'électrochimie | (2) La phase intermédiaire habituelle de l'existence quasi-morontiale | (3) Le niveau semi-spirituel avancé
65:7	Esprit mécanique et réfractaire à l'enseignement | Esprit d'expérience non mécanique
66:3	(1) Conseil de l'alimentation et du bien-être matériel | (2) Conseil de la domestication et de l'utilisation des animaux | (3) Conseils pour la maîtrise des animaux prédateurs | (4) Faculté de diffusion et de conservation des connaissances | (5) Commission de l'industrie et du commerce | (6) Collège des religions révélées | (7) Conseils de la santé et de la vie | (8) Conseil planétaire des arts et des sciences | (9) Conseil des relations tribales avancées | (10) Cour suprême de coordination tribale et de coopération raciale
68:5	(1) L'étape de collecte | (2) L'étape de chasse | (3) L'étape pastorale | (4) L'étape agricole
68:6	Le rapport terre-homme
69:1	(1) Institutions d'auto-entretien | (2) Institutions d'auto-perpétuation | (3) Institutions d'auto-satisfaction
70:2	Industrialisme moderne contre militarisme
73:0	L'inspection de Tabamantia
76:3	Le sacerdoce séthite
76:5	Le message de Michael
78:7	Histoire de Noé
80:2	Inondations de la Méditerranée
81:2	(1) La maîtrise du feu | (2) La domestication des animaux | (3) L'esclavage des captifs | (4) La propriété privée
81:4	(1) Les races caucasiennes | (2) Les races mongoloïdes | (3) Les races négroïdes
81:5	Force et droit
81:6	(1) Circonstances naturelles | (2) Biens d'équipement | (3) Connaissances scientifiques | (4) Ressources humaines | (5) Efficacité des ressources matérielles | (6) Efficacité du langage | (7) Efficacité des dispositifs mécaniques | (8) Caractère des précurseurs | (9) Idéaux raciaux | (10) Coordination des spécialistes | (11) Dispositifs de localisation | (12) Volonté de coopérer | (13) Leadership efficace et avisé | (14) Changements sociaux | (15) Prévention de la rupture de la transition
88:2	Images et idoles | « Livres sacrés »
89:3	Le culte de la continence
89:7	prostitution du temple
91:2	Prière contre magie
92:4	(1) Les enseignements dalamatiens | (2) Les enseignements édéniques | (3) Melchisédech de Salem | (4) Jésus de Nazareth | (5) Les Papiers d'Urantia
92:6	Onze religions vivantes
93:4	Le credo | Les sept commandements
94:1	Le Rig-Veda
94:2	Doctrine de la réincarnation
94:8	L'Évangile de Gautama | Les commandements moraux
96:5	Providence matérialiste
97:5	Michée et Abdias
97:9	Éphraïm et Juda | Saül et David | Salomon et l'impôt | Israël et Juda | Destruction du royaume d'Israël | Fin du royaume de Juda | La captivité babylonienne
98:4	Le culte phrygien de Cybèle et d'Attis | Le culte égyptien d'Osiris et d'Isis | Le culte iranien de Mithra
101:3	Douze illustrations de la foi spirituelle
101:6	Sept aspects du salut
106:1	Dieu le Septuple
106:2	L'Être suprême
106:3	La Trinité Ultime
106:4	Divinité suprême
106:5	La Trinité Absolue
106:6	Le cosmos infini
106:8	(1) Le niveau des trois Trinités | (2) Le niveau de la Divinité expérientielle | (3) Le niveau du JE SUIS
108:2	Sur Urantia | Sur d'autres mondes
108:3	L'hommage de Tabamantia
109:6	L'Ajusteur qui habitait Jésus
109:7	Êtres omnipersonnels
110:7	Le plaidoyer de l'Ajusteur à l'âme
111:7	Déclaration d'un gardien du destin
112:0	Quatorze aspects de la personnalité
114:4	La plupart des hautes régences
114:6	(1) Les anges de l'époque | (2) Les anges du progrès | (3) Les gardiens religieux | (4) Les anges de la vie nationale | (5) Les anges des peuples | (6) Les anges de l'avenir | (7) Les anges de l'illumination | (8) Les anges de la santé | (9) Les séraphins du foyer | (10) Les anges de l'industrie | (11) Les anges du divertissement | (12) Les anges du ministère surhumain
116:1	L'esprit cosmique
116:5	Le problème de l'équilibre
117:2	Créature-trinité fils et croissance
117:4	Moralité cosmique - devoir suprême
117:5	Transcender la finalité | Répercussions de la croissance humaine
118:1	unités de temps expérientielles (subjectives)
118:3	Vérité et fait | Espace et motif
118:8	Le gouverneur du temps du progrès
121:4	(1) L'épicurien | (2) Le stoïcien | (3) Le cynique | (4) Le sceptique
121:5	Les religions à mystères
121:8	(1) L'Évangile selon Marc | (2) L'Évangile selon Matthieu | (3) L'Évangile selon Luc | (4) L'Évangile selon Jean | Remerciements
122:4	La « maison de David »
122:8	La légende des bergers | Les trois prêtres d'Ur | L'« étoile de Bethléem »
122:10	Le vol vers l'Égypte
123:0	Le séjour en Égypte
123:1	La quatrième année de Jésus
123:2	éducation des enfants
123:4	Accidents matériels
124:1	Le tableau au sol | Climat en Galilée
124:2	Jacob, le fils du tailleur de pierre
124:3	L'épisode de Scythopolis
124:4	Moralité personnelle et loyauté envers le groupe
124:6	Marie, Marthe et Lazare
126:3	Origine du « Notre Père » | Le « Fils de l'homme » | Qui est le Messie ?
127:2	L'épisode du zélote
127:3	Avec Jacques à la Pâque | Visite d'Élisabeth et de Jean | Mort d'Amos
127:4	Élever les enfants
127:6	Visite à Jérusalem pour la Pâque
128:1	Prise de conscience croissante du divin | Avec Joseph à la Pâque
128:2	En tant que forgeron chez Sepphoris
128:3	Avec Simon à la Pâque | Jésus rencontre Étienne
128:5	La proposition alexandrine
128:6	Avec Jude à la Pâque | « Oncle Josué nous raconte une histoire »
128:7	Le mariage de James | Le mariage de Miriam | James, chef de la famille de Joseph
129:1	Zébédée de Capharnaüm | Jésus, le constructeur de bateaux
129:2	Jésus visite Jérusalem | Rencontre avec Gonod et Ganid
129:3	Objectif du voyage à Rome
130:1	Discussion sur le bien et le mal
130:2	Le marchand mongol | L'ouvrier grec et le contremaître romain | La volonté de Dieu et la volonté de l'homme
130:8	Ezra, le Juif apostat
132:0	Influence sur trente-deux chefs religieux
132:4	Au sénateur romain | Au soldat romain | À l'orateur du forum | Au pauvre homme, accusé à tort
132:7	Le païen insouciant | « Créons ensemble une nouvelle religion. »
133:0	Le système des castes en Inde
133:2	L'homme qui maltraite sa femme
133:3	Crispus, chef de la synagogue | Justus, le marchand | Les deux femmes publiques
133:4	Au meunier | Au centurion romain | Au chef mithraïque | Au maître épicurien | À l'entrepreneur grec | Au juge romain | À l'aubergiste grecque | Au marchand chinois | Au voyageur breton | Au jeune fugueur | Au condamné
134:1	Retour à Nazareth | Mariage de Simon ; mariage de Jude
134:7	Errances solitaires
134:8	Fin de la rébellion de Lucifer | La souveraineté de Nebadon
134:9	Visite chez Jean à Jérusalem | Travail dans l'atelier de bateaux de Zébédée
135:8	Le baptême de Jésus
136:3	Conférence avec Gabriel | Accomplissement de la souveraineté de l'univers
136:4	La voie du Père
136:5	Expert en sinistres personnalisé aux commandes | Insensibilité de l'expert en sinistres au facteur temps
136:6	Le chemin de l'existence terrestre normale
136:7	Obéissance à la loi naturelle
136:8	Refus de faire des compromis avec le mal
136:9	Rejet du trône de David
136:10	« Je me soumettrai à la volonté de mon Père. »
137:1	André et Pierre | Jacques et Jean
138:3	Non pas les justes, mais les pécheurs
140:3	Le « Sermon sur la montagne »
140:5	Heureux les pauvres en esprit, les humbles ! | Heureux ceux qui ont faim et soif de justice... | Heureux les doux | Heureux les purs de cœur | Heureux ceux qui pleurent | Heureux les miséricordieux | Heureux les artisans de paix | Heureux ceux qui sont persécutés
140:6	« Je vois au-delà des apparences… » | À propos du divorce | Justice et miséricorde | « Ils font bien, ne les dérangez pas. »
140:8	(1) Faire la volonté du père | (2) Attitude politique | (3) Attitude sociale | (4) Attitude économique | (5) Religion personnelle
141:3	La personnalité de Jésus | L'apparence de Jésus
141:4	Ministre auprès des malades
141:6	Teherma le Perse
141:7	Enseignement sur le royaume | Le salut par la foi ; la liberté par la vérité
142:0	Visite à Annas
142:2	Jacob de Crète
142:3	Six conceptions hébraïques de Dieu | Les dix premiers commandements
142:8	Le camp du parc de Gethsémani
143:1	« Ils ont pris notre message à la légère. » | « Vous ressemblez à des faibles ? »
143:3	Trois jours sur le mont Sartaba
143:6	Au campement sur le mont Garizim
144:5	Sept prières d'autres mondes
144:8	« … dites à John qu’il n’est pas oublié. »
145:0	Rendez visite à Ruth
145:2	La religion est une expérience personnelle | Le jeune épileptique | La mère de la femme de Pierre
146:2	Prière, action de grâce et adoration | Justice et miséricorde | Prière et effort personnel | Prière éthique
146:3	Religion, science et philosophie | L'assurance de la vérité | La visite chez Zabulon
146:4	Travail dans les mines | Soigner le lépreux
146:5	Titus le noble
147:2	Séparation d'avec les apôtres de Jean
147:4	La question de Nathaniel sur la règle d'or
147:5	Parabole du prêteur d'argent | Situation et progrès
147:6	Les six espions | « Le sabbat a été fait pour l’homme… »
148:8	Kirmeth de Bagdad
148:9	Baptême de trois des espions
149:0	L'organisation de renseignement de David
149:1	Les phénomènes de guérison
149:2	Deux erreurs du christianisme primitif | La renommée de Jésus comme guérisseur | Sa reconnaissance de l'égalité des femmes | Le charme de sa personnalité
149:4	Commentaires sur la colère | À propos des personnages équilibrés
150:3	Discours sur « la magie et la superstition »
151:5	La tempête sur le lac
152:0	Véronique de Césarée-Philippe
152:6	Pour en savoir plus sur la parabole du semeur
153:2	« Je suis le pain de vie. »
153:4	Le garçon possédé par l'esprit malin | « Comment Satan peut-il chasser Satan ? »
153:5	Abandon des partisans tièdes
154:2	Fermeture des synagogues
154:4	«Que ferons-nous de Jésus ?»
155:3	Vérité et croyance | Origine des traditions religieuses
156:2	« Ce monde n’est qu’un pont… »
156:5	Parabole du charpentier insensé | Tentation et nature humaine | Les clés de la réussite matérielle | Vie spirituelle et respect de soi | Idéaux et idées | Tact, charme et sagesse
156:6	Attitude des dirigeants juifs
157:0	Jésus tente de voir sa famille
157:1	« Le poisson qui avait un shekel dans la bouche. »
157:3	« Qui les hommes disent-ils que je suis ? »
157:6	Les quatre étapes de la vie de Jésus | Nouvelles déclarations faisant autorité
158:4	Jacques de Safed
158:5	« Seigneur, je crois, viens en aide à mon incrédulité. »
159:1	« Combien de fois mon frère péchera-t-il contre moi ? » | Parabole du jugement des intendants | Les dangers du jugement personnel
159:4	« Quelle est la vérité concernant les Écritures ? »
159:5	« …portez le sac sur un deuxième kilomètre. »
160:1	Les trois motivations de la vie | Résolution de problèmes et méditation spirituelle | Préjugés et reconnaissance de la vérité
160:2	La valeur sociale de l'amitié | La grande valeur du mariage
160:4	Les éléments essentiels de la vie terrestre | Les facteurs de réussite matérielle | La signification de l'échec
160:5	Qu'est-ce que la religion ? | L'idée de Dieu et l'idéal de Dieu | Le Père est la valeur ultime | « Mais sommes-nous prêts à en payer le prix… ? »
161:1	Les cinq points de Nathaniel
161:2	Discours de Nathaniel et Thomas
161:3	Les points de vue des intermédiaires
162:0	« Maître… ordonne au feu de descendre du ciel… »
162:2	Eber, officier du Sanhédrin
163:1	La récolte est abondante, mais les ouvriers sont peu nombreux.
163:2	La richesse et l'amour de la richesse
163:3	Parabole des ouvriers de la vigne
163:4	Les instructions de Jésus | Le sermon d'ordination de Pierre
165:3	« Prenez garde au levain des pharisiens… » | « …même les cheveux de votre tête sont comptés »
165:4	Parabole du riche insensé | « Là où est ton trésor, là aussi sera ton cœur. » | « Que sert-il à quelqu'un de gagner le monde entier… ? »
165:5	« Considérez les lys, comment ils poussent… »
166:1	Lavage rituel des mains
166:3	Le chemin droit et étroit | Beaucoup de premiers seront les derniers | « Je me tiens à la porte et je frappe »
166:4	Le ministère ultérieur et la mort d'Abner
167:1	Guérir le croyant | « … ne vous asseyez pas sur le siège principal… »
167:5	Le pharisien et le publicain | Enseignements sur le mariage
167:6	La beauté comme influence sur le culte
168:0	« Je suis la résurrection et la vie… »
168:3	« Il vaut mieux qu’un seul homme meure… »
169:0	Les accusations du Sanhédrin contre Jésus
169:4	Jésus a vécu une révélation de Dieu|Elohim et Yahvé
170:2	Le péché et le pardon
170:5	Fraternité sociale et fraternité spirituelle | Un autre Jean-Baptiste, plus grand encore | Le christianisme et l'Évangile de Jésus
171:0	« … promettez-moi que mes fils seront honorés… »
171:1	La fin de la vie de David Zebedee | Antioche et Philadelphie
171:3	Adieu à Abner
171:4	Pierre et Simon et les 100 épées | Avertissement des pharisiens bienveillants
171:8	L'interprétation de la parabole par Nathanaël
172:1	Marie oint les pieds de Jésus | Jésus réprimande Judas
172:4	L'obole de la veuve
173:2	« Le baptême de Jean, d'où venait-il ? »
173:4	La pierre que les bâtisseurs ont rejetée
173:5	« Détruisez ce temple et… je le relèverai. »
174:0	Salutations individuelles aux douze
174:2	Est-il légal de payer un tribut à César ?
174:4	Le Libérateur, de qui est-il le fils ?
174:5	« … si toutefois un grain de blé tombe en terre et meurt… » | « … si je suis exalté… dans vos vies… »
175:1	« De génération en génération, nous avons envoyé nos prophètes… » | « … celui qui veut être le plus grand parmi vous… » | « Malheur à vous, scribes et pharisiens hypocrites ! » | « … vous… purifiez l’extérieur de la coupe… » | « Et maintenant, je vous quitte. »
175:4	La décision finale de Judas
176:2	Le récit de l'Évangile selon Matthieu
176:3	Parabole des talents | « Continuez jusqu'à ce que je vienne. » | Commentaires sur la croissance de la vérité vivante
177:1	John Mark et le panier-repas
177:5	Méfiez-vous du soutien de la multitude
178:1	Apprends à être fidèle même dans la prospérité | Ne tente pas les anges qui te protègent
178:2	David décharge Judas du fardeau | Préparatifs pour la Cène
180:1	« Aimez-vous les uns les autres comme je vous ai aimés. »
180:3	« Que votre cœur ne se trouble point. » | « Maître, montre-nous le Père… »
180:5	Commentaires sur la règle d'or
181:1	« Je vous donne à chacun tout ce que vous recevrez. » | « Que votre cœur ne se trouble point. »
182:1	L'approfondissement par Jésus de la révélation du nom de Dieu
182:2	Envoi du messager aux adieux d'Abner|David Zebedee
182:3	L'esprit est bien disposé, mais la chair est faible.
184:4	Une nouvelle révélation de l'homme à Dieu
185:2	Les accusations écrites du tribunal du Sanhédrin
185:6	La flagellation de Jésus | « Voici l'homme ! »
186:0	La famille de Jésus à Béthanie
186:1	Les trente pièces d'argent
186:2	« Pilate en procès devant Jésus. » | « Voici Dieu et l'homme ! »
187:1	« Filles de Jérusalem, ne pleurez pas sur moi… » | Simon de Cyrène
187:4	Les instructions de Jésus à Jean
188:0	Joseph et Nicodème devant Pilate
188:3	Qu’a remis Jésus entre les mains du Père ? | Le statut de la personnalité de Jésus
189:3	Départ de l'expert personnalisé
189:4	Les cinq femmes | Jésus apparaît à Marie-Madeleine
189:5	Deuxième apparition - à Marie-Madeleine
190:2	Apparition à son frère Jacques | Apparition à sa famille terrestre
191:0	Réactions des apôtres individuellement
191:3	Étapes de la progression de la morontie
191:5	« Heureux ceux qui vivront dans les siècles à venir… »
192:1	« Les gars, vous avez attrapé quelque chose ? »
193:0	La seizième apparition (cour de Nicodème)
194:0	Le nouvel évangile concernant Jésus
194:2	La mission de l'Esprit de Vérité | Le triple don spirituel de l'homme | Les sept influences spirituelles supérieures
195:0	Raisons du triomphe du christianisme en Occident | Les premiers compromis chrétiens
196:0	La foi vivante de Jésus en Dieu | « Cherchez d’abord le royaume des cieux. » | « Pourquoi m’appelez-vous bon ? » | Ce que la prière signifiait pour Jésus | La foi d’enfant de Jésus en Dieu
196:2	La religion à propos de Jésus | La religion comme expérience personnelle
196:3	Fait, idée et relation | Raison, sagesse et foi | Chose, signification et valeur | À moins qu'un amour divin n'habite en l'homme… | Moralité et religion | Le Père est amour vivant
