ref	subsections
29:4	(1) Associerede kraftdirektører|(2) Mekaniske controllere|(3) Energitransformere|(4) Energitransmittere|(5) Primære associatorer|(6) Sekundære dissociatorer|(7) Frandalankerne|Chronoldekerne
29:5	Primære Eventuerede Mesterkraftorganisatorer Associerede Transcendentale Mesterkraftorganisatorer
30:1	I. Væsener med treenig oprindelse | II. Væsener med dobbelt oprindelse | III. Væsener med én oprindelse | IV. Eventuerede transcendentale væsener | V. Fragmenterede guddommelighedsenheder | VI. Overpersonlige væsener | VII. Uklassificerede og uåbenbarede ordener
30:2	I. Paradisguddommene | II. De Højeste Ånder | III. Væsenerne med Treenighedsoprindelse | IV. Guds Sønner | V. Den Uendelige Ånds Personligheder | VI. Universets Kraftledere | VII. Det Permanente Medborgerskabskorps | Sammensatte Personlighedsgrupper
30:3	(1) Stjernestudenterne|(2) De himmelske håndværkere|(3) Tilbageførselsdirektørerne|(4) Udvidelsesskoleinstruktører|(5) De forskellige reservekorps|(6) De studerende besøgende|(7) De opstigende pilgrimme
30:4	(1) Planetariske Dødelige | (2) Sovende Overlevende | (3) Mansoniaverdenens Studerende | (4) Morontia-Progressorer | (5) Superuniversets Afdelinger | (6) Havona-Pilgrimme | (7) Paradisets Ankomster
33:6	Lokal universtid
34:6	Menneskets dobbelte natur
34:7	"Dette er vejen."
35:4	Melkisedek-inkarnationer
35:8	Primære Lanonandeks|Sekundære Lanonandeks|Tertiære Lanonandeks
36:4	Midsoniterne | Salvington Worlds of the Finaliters
36:5	(1) Intuitionens ånd|(2) Forståelsens ånd|(3) Modets ånd|(4) Kundskabens ånd|(5) Råds ånd|(6) Tilbedelsens ånd|(7) Visdommens ånd
37:2	Skabte aftenstjerner | Opstigende aftenstjerner | Aftenstjernernes verdener
37:3	Ærkeenglenes verdener
37:5	Racekommissærer|Nebadons Perfektionskorps|De Åndefusionerede Dødeliges Verdener
37:6	Nebadons uddannelsessystem
37:8	Enlige Budbringere | Universkredsvejleder - Andovontia | Folketællingsdirektør - Salsatia | Associeret Inspektør | Udpegede Vagtposter | Universelle Mæglere | Tekniske Rådgivere | Himmelske Optegnere | Morontia Ledsagere
37:9	(1) Susatia|(2) Univitatia|(3) Materielle Sønner|(4) Mellemvæsener|Forladere
37:10	Spirongaerne|Spornagiaerne|Colonies
38:8	(1) Opstigningskandidater | (2) Midtfase-keruber | (3) Morontia-keruber
38:9	(1) Primære Mellemvæsener | (2) Sekundære Mellemvæsener
39:1	(1) Søn-Åndsministre | Overdragelsesmedhjælpere | (2) Hofrådgivere | (3) Universorientatorer | (4) Undervisningsrådgiverne | (5) Tildelingsledere | (6) Optegnerne | (7) Selvstændige Prædikatorer
39:2	(1) Efterretningskorpset|(2) Barmhjertighedens Stemme|(3) Åndekoordinatorer|(4) Assistentlærere|(5) Transportørerne|_Serafisk transportteknikker|(6) Optagerne|_Telefonister|(7) Reserverne
39:3	(1) Superviserende assistenter|(2) Juridiske prognoser|(3) Sociale arkitekter|(4) Etiske sensibilisatorer|(5) Transportørerne|(6) Optegnerne|(7) Reserverne
39:4	(1) Administrative assistenter | (2) Retfærdighedsguider | (3) Fortolkere af kosmisk medborgerskab | (4) Moralens fremskyndere | (5) Transportørerne | (6) Optegnerne | (7) Reserverne
39:5	(1) Havens Stemmer|(2) Broderskabets Ånder|(3) Fredens Sjæle|(4) Tillidens Ånder|(5) Transportørerne|_Afgang af en serafisk transportmand|(6) Optegnerne|(7) Reserverne
40:5	Dødelige af det forbigående eller erfaringsmæssige Retterophold|Dødelige af ikke-Retter-fusionstyperne|Dødelige med Retter-fusionspotentiale|Den unummererede serie
40:9	Teknikker til hukommelsesrekonstruktion
42:2	(1) Rumstyrke|(2) Urkraft|(3) Emergente energier|_a. Puissant energi|_b. Tyngdekraftsenergi|(4) Universkraft|(5) Havonaenergi|(6) Transcendental energi|(7) Monota
42:10	(1) Prædjutant-åndelige sind|(2) Adjutant-åndelige sind|(3) Udviklende morontia sind|_Det kosmiske sind
45:1	(1) Finalitverdenen | (2) Morontiaverdenen | (3) Engleverdenen | (4) Superengleverdenen | (5) Sønnernes verden | (6) Åndens verden | (7) Faderens verden
45:6	Forældreoplevelse | Satanias prøvetidsbørnehave
46:5	(1) Guds Sønners Cirkler | (2) Englenes Cirkler | (3) Universets Hjælperes Cirkler | (4) De Mesterlige Fysiske Kontrollørers Cirkler | (5) De opstigende dødeliges Cirkler | (6) Høflighedskoloniernes Cirkler | (7) Finaliternes Cirkler
47:1	Nødvendig forældreerfaring
47:3	Morontia-ledsagere
47:8	Justerfusion
48:2	(1) Kredsløbsregulatorer|(2) Systemkoordinatorer|(3) Planetariske vogtere|(4) Kombinerede controllere|(5) Forbindelsesstabilisatorer|(6) Selektive sorterere|(7) Associerede registratorer
48:3	(1) Pilgrimvogtere | (2) Pilgrimmodtagere og gratis associatører | (3) Værter for himmelske besøgende | (4) Koordinatorer og forbindelsesledere | (5) Tolke og oversættere | (6) Udflugts- og returvejledere | (7) Område- og bygningsvogtere
48:4	Himmelsk humor | Dødelig humor
48:6	(1) Serafiske Evangelister |_Originalteksten af ​​Salme 23 | (2) Racefortolkere | (3) Sindeplanlæggere | (4) Morontia-rådgivere |_Stereoskopisk effekt af mota | (5) Teknikere | (6) Optegner-Lærere |_Sandhed og fakta | (7) Omsorgsreserver |_Succes, fiasko og ego
49:2	(1) De atmosfæriske typer|(2) De elementære typer|(3) Tyngdekraftstyperne|(4) Temperaturtyperne|(5) De elektriske typer|(6) De energigivende typer|(7) De unavngivne typer
49:5	(1) Tilpasning til planetarisk miljø|_Eksperimentel serie inspiceret af Tabamantia|(2) Hjernetype-serie|(3) Åndemodtagelsesserie|(4) Planetarisk-dødelige epoker|(5) Væsen-slægtskab-serier|(6) Retter-fusionsserie|(7) Teknikker til jordisk undslippe
49:6	(1) Den dispensationelle eller gruppemæssige overlevelsesorden | (2) De individuelle opstigningsordener | (3) De prøvetidsafhængige opstigningsordener | (4) De sekundære modificerede opstigningsordener | (5) Den primære modificerede opstigningsorden
50:7	Agondontere|Tabamantia en agondonter
54:5	Tolv grunde
55:4	De syv stadier på en planet|Frigivelse af mellemvæsener|Adamisk afrejse
55:12	De ukvalificerede vejledere af den Højeste
57:4	Solens oprindelse
57:5	Retrograd bevægelse
57:6	Planetdannelsesæraen|Tidevådsfriktion|Tyngdekraft-tidevådseksplosioner
57:7	Vulkantiden | Den primitive planetariske atmosfære
57:8	Jordskælvenes tidsalder | Verdenshavet og det første kontinent
59:1	Trilobit-alderen
59:2	Hvirvelløse dyrs tidsalder
59:3	Koralperioden|Brachiopodetiden
59:4	Den vegetative periode med landliv | Fiskenes tidsalder
59:5	Karbonperioden i bregneskoven | Frøernes tidsalder
59:6	Frø-plante-perioden | Den biologiske trængsels tidsalder
60:3	Blomstringsperioden | Fuglenes tidsalder
61:1	De tidlige pattedyrs tidsalder
61:2	De avancerede pattedyrs tidsalder
61:3	Elefantens og hestens tidsalder
61:4	Den sidste store pattedyrmigration
62:3	Simian-stammernes oprindelse
64:6	(1) Den røde mand|(2) Den orange mand|(3) Den gule mand|(4) Den grønne mand|(5) Den blå mand|(6) Den indigofarvede race|_Formålet med de seks racer
65:1	(1) Det fysiske niveau af elektrokemi | (2) Den sædvanlige midtfase af kvasi-morontiel eksistens | (3) Det avancerede semispirituelle niveau
65:7	Mekanisk-ikke-lærbart sind|Ikke-mekanisk oplevende sind
66:3	(1) Rådet for fødevarer og materiel velfærd | (2) Udvalget for husdyrs domesticering og udnyttelse | (3) Rådgiverne vedrørende erobring af rovdyr | (4) Fakultetet for formidling og bevarelse af viden | (5) Kommissionen for industri og handel | (6) Kollegiet for åbenbaret religion | (7) Vogterne af sundhed og liv | (8) Det planetariske råd for kunst og videnskab | (9) Guvernørerne for avancerede stammeforhold | (10) Den højeste domstol for stammekoordinering og racemæssigt samarbejde
68:5	(1) Samlestadiet|(2) Jagtstadiet|(3) Hyrdestadiet|(4) Landbrugsstadiet
68:6	Forholdet mellem land og mand
69:1	(1) Institutioner for selvopretholdelse | (2) Institutioner for selvopretholdelse | (3) Institutioner for selvtilfredsstillelse
70:2	Moderne industrialisme versus militarisme
73:0	Tabamantias inspektion
76:3	Det setitiske præsteskab
76:5	Michaels besked
78:7	Historien om Noah
80:2	Oversvømmelse af Middelhavet
81:2	(1) Tæmning af ild | (2) Domesticering af dyr | (3) Slaveri af fanger | (4) Privat ejendom
81:4	(1) De kaukasiske racer | (2) De mongoliske racer | (3) De negroide racer
81:5	Magt og ret
81:6	(1) Naturlige omstændigheder|(2) Kapitalgoder|(3) Videnskabelig viden|(4) Menneskelige ressourcer|(5) Effektiviteten af ​​materielle ressourcer|(6) Effektiviteten af ​​sprog|(7) Effektiviteten af ​​mekaniske apparater|(8) Fakkelbærernes karakter|(9) Raceidealerne|(10) Koordinering af specialister|(11) Stedfindende apparater|(12) Viljen til at samarbejde|(13) Effektivt og klogt lederskab|(14) Sociale forandringer|(15) Forebyggelse af overgangssammenbrud
88:2	Billeder og idoler | “Hellige bøger”
89:3	Kontinenskulten
89:7	Tempelhoreri
91:2	Bøn versus magi
92:4	(1) Dalamatas lære | (2) Edens lære | (3) Melkisedek fra Salem | (4) Jesus fra Nazareth | (5) Urantia-papirerne
92:6	Elleve levende religioner
93:4	Trosbekendelsen | De syv bud
94:1	Rigvedaen
94:2	Læren om reinkarnation
94:8	Gautama-evangeliet | De moralske bud
96:5	Materialistisk forsyn
97:5	Mika og Obadja
97:9	Efraim og Juda|Saul og David|Salomon og beskatning|Israel og Juda|Ødelæggelsen af ​​Israels rige|Judas riges afslutning|Det babylonske fangenskab
98:4	Den frygiske kult af Kybele og Attis | Den egyptiske kult af Osiris og Isis | Den iranske kult af Mithras
101:3	Tolv illustrationer af åndelig tro
101:6	Syv aspekter af frelse
106:1	Gud den Syvfoldige
106:2	Det Højeste Væsen
106:3	Den ultimative treenighed
106:4	Den ultimative guddom
106:5	Den Absolutte Treenighed
106:6	Det uendelige kosmos
106:8	(1) Niveauet af tre Treenigheder | (2) Niveauet af erfaringsmæssig Guddom | (3) Niveauet af JEG ER
108:2	På Urantia|På andre verdener
108:3	Tabamantias hyldest
109:6	Retteren, der boede i Jesus
109:7	Omnipersonlige væsener
110:7	Retterens bøn til sjælen
111:7	En skæbnens vogters udtalelse
112:0	Fjorten aspekter af personligheden
114:4	De fleste høje regencer
114:6	(1) De epokale engle|(2) Fremskridtsenglene|(3) De religiøse vogtere|(4) Det nationale livsengle|(5) Racernes engle|(6) Fremtidens engle|(7) Oplysningsenglene|(8) Sundhedens engle|(9) Hjemmeseraferne|(10) Flidens engle|(11) Fordrivelsens engle|(12) Den overmenneskelige tjenestes engle
116:1	Det kosmiske sind
116:5	Problemet med ligevægt
117:2	Skabelsens treenigede sønner og vækst
117:4	Kosmisk moral - den højeste pligt
117:5	Finalittranscendation|Konsekvenser af menneskelig vækst
118:1	Erfaringsmæssige (subjektive) tidsenheder
118:3	Sandhed og fakta | Rum og mønster
118:8	Tidens hersker over fremskridt
121:4	(1) Epikuræeren|(2) Stoikeren|(3) Kynikeren|(4) Skeptikeren
121:5	De mystiske religioner
121:8	(1) Markusevangeliet | (2) Matthæusevangeliet | (3) Lukasevangeliet | (4) Johannesevangeliet | Taksigelse
122:4	"Davids hus"
122:8	Legenden om hyrderne | De tre præster fra Ur | "Betlehemsstjernen"
122:10	Flyveturen til Egypten
123:0	Opholdet i Egypten
123:1	Jesu fjerde år
123:2	Børneopdragelse
123:4	Materielle ulykker
124:1	Billedet på gulvet | Klimaet i Galilæa
124:2	Jakob, stenhuggerens søn
124:3	Scythopolis-episoden
124:4	Personlig moral og gruppeloyalitet
124:6	Maria, Martha og Lazarus
126:3	Oprindelsen af ​​"Fadervor" | "Menneskesønnen" | Hvem er Messias?
127:2	Zealot-episoden
127:3	Med Jakob ved påsken | Elisabeths og Johannes' besøg | Amos' død
127:4	Opdragelse af børnene
127:6	Påskebesøg i Jerusalem
128:1	Voksende bevidsthed om guddommelighed | Med Josef ved påsken
128:2	Som smed i Sepphoris
128:3	Med Simon ved påsken | Jesus møder Stefanus
128:5	Det alexandrinske forslag
128:6	Med Judas ved påsken | “Onkel Josva fortæller os en historie”
128:7	Jakobs ægteskab|Miriams ægteskab|Jakob, Josefs families overhoved
129:1	Zebedeus fra Kapernaum | Jesus, bådebyggeren
129:2	Jesus besøger Jerusalem | Møde med Gonod og Ganid
129:3	Formålet med rejsen til Rom
130:1	Diskussion om godt og ondt
130:2	Købmanden fra Mongoliet|Den græske arbejder og den romerske formand|Guds vilje og menneskets vilje
130:8	Ezra, den frafaldne jøde
132:0	Indflydelse på 32 religiøse ledere
132:4	Til den romerske senator|Til den romerske soldat|Til taleren på forummet|Til den fattige mand, falsk anklaget
132:7	Den tankeløse hedning | "Lad dig og mig skabe en ny religion."
133:0	Indiens kastesystem
133:2	Manden der mishandlede sin kone
133:3	Krispus, synagogens øverste forstander | Justus, købmanden | De to offentlige kvinder
133:4	Til mølleren|Til den romerske centurion|Til den mithraiske leder|Til den epikuræiske lærer|Til den græske entreprenør|Til den romerske dommer|Til værtinden på det græske værtshus|Til den kinesiske købmand|Til den rejsende fra Britannien|Til den bortløbne dreng|Til den dømte forbryder
134:1	Tilbage til Nazareth | Simons bryllup; Judas' bryllup
134:7	Ensomme vandringer
134:8	Slutningen på Lucifer-oprøret | Nebadons suverænitet
134:9	Besøg hos Johannes i Jerusalem | Arbejder i Zebedeus' bådværksted
135:8	Jesu dåb
136:3	Konference med Gabriel | Fuldførelsen af ​​universets suverænitet
136:4	Faderens vej
136:5	Personlig Takstmand i kommandoen | Takstmandens ufølsomhed over for tid
136:6	Den normale jordiske eksistens vej
136:7	Lydighed mod naturloven
136:8	Nægtelse af at gå på kompromis med ondskaben
136:9	Afvisning af Davids trone
136:10	"Jeg vil være underlagt min Faders vilje."
137:1	Andreas og Peter | Jakob og Johannes
138:3	Ikke de retfærdige, men syndere
140:3	"Bjergprædikenen"
140:5	Lykkelige er de fattige i ånden - de ydmyge | Lykkelige er de, som hungrer og tørster efter retfærdighed... | Lykkelige er de sagtmodige | Lykkelige er de rene af hjertet | Lykkelige er de, som sørger | Lykkelige er de barmhjertige | Lykkelige er fredsstifterne | Lykkelige er de, som forfølges
140:6	"Jeg ser ud over handlingen ..." | Angående skilsmisse | Retfærdighed og barmhjertighed | "De gør det godt - gener dem ikke."
140:8	(1) At gøre Faderens vilje | (2) Politisk holdning | (3) Social holdning | (4) Økonomisk holdning | (5) Personlig religion
141:3	Jesu personlighed | Jesu udseende
141:4	Tjener til de syge
141:6	Teherma den persiske
141:7	Undervisning om Riget | Frelse ved tro; frihed gennem sandhed
142:0	Besøg hos Annas
142:2	Jakob af Kreta
142:3	Seks hebraiske opfattelser af Gud | De tidligere ti bud
142:8	Lejren i Getsemane Park
143:1	"De tog vores budskab bagover." | "Ligner I svæklinge?"
143:3	Tre dage på Sartaba-bjerget
143:6	I lejr på Gerizimbjerget
144:5	Syv bønner fra andre verdener
144:8	"... fortæl John, at han ikke er glemt."
145:0	Besøg hos Ruth
145:2	Religion er en personlig oplevelse | Den unge epileptiker | Peters kones mor
146:2	Bøn, taksigelse og tilbedelse | Retfærdighed og barmhjertighed | Bøn og personlig indsats | Etisk bøn
146:3	Religion, videnskab og filosofi | Sandhedens sikkerhed | Besøget i Zebulum
146:4	Arbejde i minerne | Helbredelse af den spedalske mand
146:5	Titus, adelsmanden
147:2	Adskillelse fra Johannes' apostle
147:4	Nathaniels spørgsmål om den gyldne regel
147:5	Lignelsen om pengeudlåneren|Status og fremskridt
147:6	De seks spioner | “Sabbatten blev skabt for menneskets skyld ...”
148:8	Kirmeth af Bagdad
148:9	Dåb af tre af spionerne
149:0	Davids efterretningsorganisation
149:1	De helbredende fænomener
149:2	To fejltagelser i den tidlige kristendom | Jesu berømmelse som helbreder | Hans anerkendelse af kvinders ligestilling | Hans personligheds charme
149:4	Kommentarer til vrede|Vedrørende velafbalancerede karakterer
150:3	Foredrag om "Magi og overtro"
151:5	Stormen på søen
152:0	Veronica fra Cæsarea-Filippi
152:6	Mere om lignelsen om sædemanden
153:2	"Jeg er livets brød."
153:4	Drengen besat af den onde ånd | "Hvordan kan Satan uddrive Satan?"
153:5	De halvhjertede tilhængeres svigt
154:2	Lukning af synagogerne
154:4	"Hvad skal vi gøre med Jesus?"
155:3	Sandhed og trosbekendelse | Oprindelsen af ​​religiøse traditioner
156:2	"Denne verden er kun en bro ...."
156:5	Lignelsen om den tåbelige tømrer | Fristelse og menneskets natur | Det essentielle ved materiel succes | Åndelig levevis og selvrespekt | Idealer og ideer | Takt, charme og visdom
156:6	De jødiske lederes holdning
157:0	Jesus forsøger at se sin familie
157:1	"Fisken med en shekel i munden."
157:3	"Hvem siger folk, at jeg er?"
157:6	De fire stadier i Jesu liv | Nye autoritative udtalelser
158:4	Jakob af Safed
158:5	"Herre, jeg tror, ​​hjælp min vantro."
159:1	"Hvor ofte skal min broder synde imod mig?" | Lignelsen om opgøret med forvalterne | Farerne ved personlig dømmekraft
159:4	"Hvad er sandheden om Skrifterne?"
159:5	"...bær pakkelen en kilometer mere."
160:1	Livets tre drivkræfter | Problemløsning og tilbedende meditation | Fordomme og erkendelsen af ​​sandhed
160:2	Venskabets sociale værdi | Ægteskabets store værdi
160:4	Det essentielle i det jordiske liv|Faktorer for materiel succes|Betydningen af ​​fiasko
160:5	Hvad er religion?|Idéen om Gud og idealet om Gud|Faderen er den endelige værdi|"Men er vi villige til at betale prisen .....?"
161:1	Nathaniels fem point
161:2	Foredrag af Nathaniel og Thomas
161:3	Midtvæsenernes synspunkter
162:0	"Mester ... befal ild at komme ned fra himlen ..."
162:2	Eber, embedsmanden i Sanhedrinet
163:1	Høsten er rigelig, men arbejderne er få
163:2	Rigdom og kærlighed til rigdom
163:3	Lignelsen om arbejderne i vingården
163:4	Jesu instruktioner | Peters ordinationsprædiken
165:3	"Vogt jer for farisæernes surdej ..." | "... selv hårene på jeres hoved er talte"
165:4	Lignelsen om den tåbelige rige mand | "Hvor din skat er, dér vil også dit hjerte være." | "Hvad gavner det dig, om du vinder hele verden ...?"
165:5	"Se på liljerne, hvordan de vokser ..."
166:1	Ceremoniel håndvask
166:3	Den lige og smalle vej | Mange, som er de første, vil blive de sidste | "Jeg står ved døren og banker på"
166:4	Abners senere tjeneste og død
167:1	Helbredelse af den troende | “... sæt dig ikke ned på den øverste plads ...”
167:5	Farisæeren og tolderen | Lære om ægteskab
167:6	Skønhed som en indflydelse på tilbedelse
168:0	"Jeg er opstandelsen og livet ..."
168:3	"Det er bedre, at én mand dør ..."
169:0	Sanhedrinets anklager mod Jesus
169:4	Jesus levede en åbenbaring fra Gud | Elohim og Jahve
170:2	Synd og tilgivelse
170:5	Socialt broderskab og åndeligt broderskab | En anden og større Johannes Døber | Kristendom og Jesu evangelium
171:0	"... lov mig, at disse mine sønner skal have ære ...."
171:1	David Zebedees' senere liv | Antiokia og Filadelfia
171:3	Farvel til Abner
171:4	Peter og Simon og de 100 sværd | Advarsel mod de venlige farisæere
171:8	Nathaniels fortolkning af lignelsen
172:1	Maria salver Jesu fødder | Jesus irettesætter Judas
172:4	Enkens skærp
173:2	"Johannes' dåb, hvorfra var den?"
173:4	Stenen som bygmestrene forkastede
173:5	"Ødelæg dette tempel, og ... jeg vil genoprejse det."
174:0	Individuelle hilsner til de tolv
174:2	Er det tilladt at betale kejseren tribut?
174:4	Befrieren, hvis søn er han?
174:5	"... medmindre hvedekornet falder i jorden og dør ..." | "... hvis jeg bliver ophøjet ... i jeres liv ..."
175:1	"Slyttår efter slægtår har vi sendt vore profeter ..." | "... ham, som vil være den største iblandt jer ..." | "Ve jer, skriftkloge og farisæere, hyklere!" | "... I ... renser bægeret ydersiden ..." | "Og nu tager jeg afsked med jer."
175:4	Judas' endelige beslutning
176:2	Beretningen i Matthæusevangeliet
176:3	Lignelsen om talenterne | "Bliv ved, indtil jeg kommer." | Kommentarer til væksten af ​​levende sandhed
177:1	John Mark og madkurven
177:5	Pas på støtten fra mængden
178:1	Lær at være trofast selv i medgang | Frist ikke englene i din overvågning
178:2	David befrier Judas fra "posen" | Forberedelser til den sidste nadver
180:1	"...elsk hinanden, ligesom jeg har elsket jer."
180:3	"Jeres hjerter forfærdes ikke!" | "Mester, vis os Faderen ..."
180:5	Kommentarer til den gyldne regel
181:1	"Jeg giver jer hver især alt, hvad I vil modtage." | "Jeres hjerte må ikke forfærdes."
182:1	Jesu udvidelse af åbenbaringen af ​​Guds navn
182:2	Sender løberen til Abner | David Zebedees afsked
182:3	Ånden er villig, men kødet er svagt
184:4	En ny åbenbaring af mennesket for Gud
185:2	Sanhedrist-domstolens skriftlige anklager
185:6	Jesu piskning | "Se, manden!"
186:0	Jesu familie i Betania
186:1	De tredive sølvmønter
186:2	"Pilatus stilles for retten for Jesus." | "Se, Gud og mennesker!"
187:1	"Jerusalems døtre, græd ikke over mig ..." | Simon fra Kyrene
187:4	Jesu opfordring til Johannes
188:0	Josef og Nikodemus foran Pilatus
188:3	Hvad overgav Jesus til Faderens hænder? | Status for Jesu personlighed
189:3	Afgang af den personlige takstmand
189:4	De fem kvinder | Jesus viser sig for Maria Magdalene
189:5	Anden optræden - for Maria Magdalene
190:2	Åbenbaring for sin bror James | Åbenbaring for sin jordiske familie
191:0	Reaktioner fra de enkelte apostle
191:3	Stadier af morontia-progression
191:5	"Salige er de, der lever i de kommende tider ..."
192:1	"Drenge, har I fanget noget?"
193:0	Den sekstende tilsynekomst (Nikodemus' gårdhave)
194:0	Det nye evangelium om Jesus
194:2	Sandhedens Ånds mission | Menneskets trefoldige åndelige begavelse | De syv højere åndelige indflydelser
195:0	Årsager til kristendommens triumf i Vesten | Tidlige kristne kompromiser
196:0	Jesu levende tro på Gud | "Søg først Himmeriget." | "Hvorfor kalder du mig god?" | Hvad bøn betød for Jesus | Jesu barnlige tro på Gud
196:2	Religionen om Jesus | Religion som en personlig oplevelse
196:3	Faktum, idé og relation|Fornuft, visdom og tro|Ting, mening og værdi|Medmindre en guddommelig elsker boede i mennesket...|Moral og religion|Faderen er levende kærlighed
