ref	subsections
49:6	(1) Tatanan kelangsungan hidup dispensasional atau kelompok|(2) Tatanan kenaikan individu|(3) Tatanan kenaikan yang bergantung pada masa percobaan|(4) Tatanan kenaikan sekunder yang dimodifikasi|(5) Tatanan kenaikan primer yang dimodifikasi
50:7	Agondonters|Tabamantia an agondonter
54:5	Dua belas alasan
55:4	Tujuh tahap di sebuah planet|Pelepasan para midwayer|Kepergian Adam
55:12	Pengawas Tertinggi yang Tidak Berkualifikasi
57:4	Asal Mula Matahari
57:5	Gerak mundur
57:6	Era pembentukan planet | Gesekan pasang surut | Ledakan pasang surut gravitasi
57:7	Zaman Vulkanik | Atmosfer Planet Primitif
57:8	Zaman Gempa Bumi | Samudra Dunia dan Benua Pertama
59:1	Zaman Trilobita
59:2	Zaman Invertebrata-Hewan
59:3	Zaman Karang | Zaman Brakiopoda
59:4	Periode Vegetatif di Daratan | Zaman Ikan
59:5	Periode Karbonifer Hutan Pakis | Zaman Katak
59:6	Periode Benih-Tanaman | Zaman Kesengsaraan Biologis
60:3	Periode Tumbuhan Berbunga | Zaman Burung
61:1	Zaman Mamalia Awal
61:2	Zaman Mamalia Tingkat Lanjut
61:3	Zaman Gajah dan Kuda
61:4	Migrasi Mamalia Besar Terakhir
62:3	Asal usul suku Simian
64:6	(1) Manusia merah|(2) Manusia oranye|(3) Manusia kuning|(4) Manusia hijau|(5) Manusia biru|(6) Ras nila|_Tujuan dari enam ras
65:1	(1) Tingkat fisik elektrokimia|(2) Fase tengah biasa dari keberadaan kuasi-morontial|(3) Tingkat semispiritual tingkat lanjut
65:7	Pikiran mekanis-tidak dapat diajarkan | Pikiran yang mengalami nonmekanis
66:3	(1) Dewan kesejahteraan pangan dan material|(2) Dewan domestikasi dan pemanfaatan hewan|(3) Penasihat mengenai penaklukan hewan predator|(4) Fakultas penyebaran dan konservasi pengetahuan|(5) Komisi industri dan perdagangan|(6) Perguruan tinggi agama wahyu|(7) Penjaga kesehatan dan kehidupan|(8) Dewan planet tentang seni dan sains|(9) Gubernur hubungan suku tingkat lanjut|(10) Mahkamah agung koordinasi suku dan kerja sama ras
68:5	(1) Tahap pengumpulan|(2) Tahap perburuan|(3) Tahap penggembalaan|(4) Tahap pertanian
68:6	Rasio lahan-manusia
69:1	(1) Lembaga pemeliharaan diri|(2) Lembaga pelestarian diri|(3) Lembaga pemuasan diri
70:2	Industrialisme modern versus militerisme
73:0	Inspeksi Tabamantia
76:3	Imamat Set
76:5	Pesan Mikhael
78:7	Kisah Nuh
80:2	Banjir Mediterania
81:2	(1) Penjinakan api|(2) Domestikasi hewan|(3) Perbudakan tawanan|(4) Hak milik pribadi
81:4	(1) Ras Kaukasoid|(2) Ras Mongoloid|(3) Ras Negroid
81:5	Kekuatan dan kebenaran
81:6	(1) Keadaan alam|(2) Barang modal|(3) Pengetahuan ilmiah|(4) Sumber daya manusia|(5) Efektivitas sumber daya material|(6) Efektivitas bahasa|(7) Efektivitas perangkat mekanis|(8) Karakter pembawa obor|(9) Cita-cita rasial|(10) Koordinasi spesialis|(11) Perangkat pencari tempat|(12) Kesediaan untuk bekerja sama|(13) Kepemimpinan yang efektif dan bijaksana|(14) Perubahan sosial|(15) Pencegahan kerusakan transisi
88:2	Gambar dan berhala|“Kitab Suci”
89:3	Kultus Pantang
89:7	Percabulan di Kuil
91:2	Doa versus Sihir
92:4	(1) Ajaran Dalamatia|(2) Ajaran Eden|(3) Melkisedek dari Salem|(4) Yesus dari Nazaret|(5) Naskah-naskah Urantia
92:6	Sebelas agama yang hidup
93:4	Kredo|Tujuh perintah
94:1	Rig Veda
94:2	Doktrin reinkarnasi
94:8	Injil Gautama | Perintah moral
96:5	Takdir Materialistis
97:5	Mikha dan Obaja
97:9	Efraim dan Yehuda|Saul dan Daud|Salomo dan perpajakan|Israel dan Yehuda|Kehancuran Kerajaan Israel|Akhir Kerajaan Yehuda|Pembuangan ke Babilonia
98:4	Kultus Frigia terhadap Cybele dan Attis|Kultus Mesir terhadap Osiris dan Isis|Kultus Iran terhadap Mithras
101:3	Dua belas ilustrasi iman spiritual
101:6	Tujuh aspek keselamatan
106:1	Tuhan Yang Mahakuasa
106:2	Tuhan Yang Mahatinggi
106:3	Tritunggal Mahatinggi
106:4	Keilahian Mahatinggi
106:5	Trinitas Mutlak
106:6	Kosmos tak terbatas
106:8	(1) Tingkat tiga Trinitas|(2) Tingkat Keilahian yang bersifat pengalaman|(3) Tingkat AKU ADALAH
108:2	Di Urantia | Di dunia lain
108:3	Upeti Tabamantia
109:6	Sang Penyetel yang berdiam di dalam Yesus
109:7	Makhluk omnipersonal
110:7	Permohonan Penyetel kepada jiwa
111:7	Pernyataan penjaga takdir
112:0	Empat belas aspek kepribadian
114:4	Kabupaten Paling Tinggi
114:6	(1) Malaikat zaman|(2) Malaikat kemajuan|(3) Malaikat penjaga agama|(4) Malaikat kehidupan nasional|(5) Malaikat ras|(6) Malaikat masa depan|(7) Malaikat pencerahan|(8) Malaikat kesehatan|(9) Serafim rumah tangga|(10) Malaikat industri|(11) Malaikat pengalihan perhatian|(12) Malaikat pelayanan manusia super
116:1	Pikiran kosmik
116:5	Masalah keseimbangan
117:2	Putra-putra trinitisasi makhluk dan pertumbuhan
117:4	Moralitas kosmik - tugas tertinggi
117:5	Transendensi finaliter | Dampak pertumbuhan manusia
118:1	Unit waktu eksperimental (subjektif)
118:3	Kebenaran dan fakta | Ruang dan pola
118:8	Gubernur waktu kemajuan
121:4	(1) Kaum Epikurean|(2) Kaum Stoa|(3) Kaum Sinis|(4) Kaum Skeptis
121:5	Agama-agama misteri
121:8	(1) Injil Markus|(2) Injil Matius|(3) Injil Lukas|(4) Injil Yohanes|_Ucapan Terima Kasih
122:4	“Rumah Daud”
122:8	Legenda para gembala | Tiga pendeta dari Ur | “Bintang Betlehem”
122:10	Penerbangan ke Mesir
123:0	Perjalanan di Mesir
123:1	Tahun keempat Yesus
123:2	Mengasuh anak
123:4	Kecelakaan materi
124:1	Gambar di lantai | Iklim di Galilea
124:2	Yakub, putra tukang batu
124:3	Episode Scythopolis
124:4	Moralitas pribadi dan loyalitas kelompok
124:6	Maria, Marta, dan Lazarus
126:3	Asal Usul “Doa Bapa Kami” | “Anak Manusia” | Siapakah Mesias?
127:2	Episode Orang Zelot
127:3	Bersama Yakobus di Paskah | Kunjungan Elisabet dan Yohanes | Kematian Amos
127:4	Membesarkan anak-anak
127:6	Kunjungan Paskah ke Yerusalem
128:1	Menumbuhkan kesadaran akan keilahian | Bersama Yusuf saat Paskah
128:2	Sebagai seorang pandai besi di Sepphoris
128:3	Bersama Simon di Paskah | Yesus bertemu Stefanus
128:5	Lamaran Aleksandria
128:6	Bersama Yudas saat Paskah | “Paman Yosua, ceritakan sebuah kisah kepada kami”
128:7	Pernikahan Yakobus | Pernikahan Miriam | Yakobus kepala keluarga Yusuf
129:1	Zebedeus dari Kapernaum | Yesus sang pembuat perahu
129:2	Yesus mengunjungi Yerusalem | Bertemu Gonod dan Ganid
129:3	Tujuan perjalanan ke Roma
130:1	Diskusi tentang kebaikan dan kejahatan
130:2	Pedagang dari Mongolia | Pekerja Yunani dan mandor Romawi | Kehendak Tuhan dan kehendak manusia
130:8	Ezra, orang Yahudi yang murtad
132:0	Pengaruh pada tiga puluh dua pemimpin agama
132:4	Kepada senator Romawi|Kepada prajurit Romawi|Kepada pembicara di forum|Kepada orang miskin yang dituduh secara palsu
132:7	Orang kafir yang tidak berpikir panjang|“Mari kita buat agama baru.”
133:0	Sistem kasta India
133:2	Pria yang menganiaya istrinya
133:3	Krispus, kepala sinagoge | Yustus, pedagang | Dua perempuan publik
133:4	Kepada tukang giling|Kepada perwira Romawi|Kepada pemimpin Mithraic|Kepada guru Epikurean|Kepada kontraktor Yunani|Kepada hakim Romawi|Kepada nyonya penginapan Yunani|Kepada pedagang Cina|Kepada pelancong dari Inggris|Kepada pemuda yang melarikan diri|Kepada penjahat yang dihukum
134:1	Kembali ke Nazaret | Pernikahan Simon; pernikahan Yudas
134:7	Pengembaraan Sendirian
134:8	Akhir Pemberontakan Lucifer | Kedaulatan Nebadon
134:9	Berkunjung ke Yohanes di Yerusalem | Bekerja di bengkel perahu Zebedeus
135:8	Baptisan Yesus
136:3	Konferensi dengan Gabriel | Penyempurnaan kedaulatan alam semesta
136:4	Jalan Bapa
136:5	Penyetel Pribadi yang Bertugas | Ketidakpekaan Penyetel terhadap Waktu
136:6	Jalan menuju kehidupan duniawi yang normal
136:7	Kepatuhan pada hukum alam
136:8	Penolakan untuk berkompromi dengan kejahatan
136:9	Penolakan tahta Daud
136:10	“Aku akan tunduk pada keinginan Ayahku.”
137:1	Andreas dan Petrus | Yakobus dan Yohanes
138:3	Bukan orang benar, tapi orang berdosa
140:3	“Khotbah di Bukit”
140:5	Berbahagialah orang yang miskin dalam roh - yang rendah hati | Berbahagialah orang yang lapar dan haus akan kebenaran... | Berbahagialah orang yang lemah lembut | Berbahagialah orang yang suci hatinya | Berbahagialah orang yang berdukacita | Berbahagialah orang yang berbelas kasih | Berbahagialah orang yang membawa damai | Berbahagialah mereka yang dianiaya
140:6	“Saya melihat lebih jauh dari sekadar tindakan . . .”|Mengenai perceraian|Keadilan dan belas kasihan|“Mereka berbuat baik, jangan ganggu mereka.”
140:8	(1) Melakukan Kehendak Bapa|(2) Sikap politik|(3) Sikap sosial|(4) Sikap ekonomi|(5) Agama pribadi
141:3	Kepribadian Yesus | Penampakan Yesus
141:4	Pelayan orang sakit
141:6	Teherma si Persia
141:7	Mengajar tentang kerajaan | Keselamatan melalui iman; kebebasan melalui kebenaran
142:0	Kunjungan ke Hanas
142:2	Yakub dari Kreta
142:3	Enam konsep Ibrani tentang Tuhan | Sepuluh perintah sebelumnya
142:8	Perkemahan di Taman Getsemani
143:1	“Mereka meremehkan pesan kami.”|“Apakah kalian terlihat seperti orang lemah?”
143:3	Tiga hari di Gunung Sartaba
143:6	Di perkemahan di Gunung Gerizim
144:5	Tujuh doa dari dunia lain
144:8	“...katakan pada John bahwa dia tidak dilupakan.”
145:0	Berkunjung bersama Rut
145:2	Agama adalah pengalaman pribadi | Anak muda penderita epilepsi | Ibu dari istri Petrus
146:2	Doa, ucapan syukur, dan ibadah|Keadilan dan belas kasihan|Doa dan usaha pribadi|Doa yang etis
146:3	Agama, sains, dan filsafat | Jaminan kebenaran | Kunjungan ke Zebulum
146:4	Bekerja di tambang | Menyembuhkan orang kusta
146:5	Titus sang bangsawan
147:2	Perpisahan dari para rasul Yohanes
147:4	Pertanyaan Natanael tentang aturan emas
147:5	Perumpamaan tentang rentenir | Status dan kemajuan
147:6	Enam Pengintai|“Hari Sabat diciptakan untuk manusia . . .”
148:8	Kirmeth dari Bagdad
148:9	Pembaptisan tiga mata-mata
149:0	Organisasi intelijen Daud
149:1	Fenomena penyembuhan
149:2	Dua kesalahan Kekristenan awal | Ketenaran Yesus sebagai penyembuh | Pengakuan-Nya atas kesetaraan perempuan | Pesona kepribadian-Nya
149:4	Komentar tentang kemarahan | Mengenai karakter yang seimbang
150:3	Wacana tentang “Sihir dan Takhayul”
151:5	Badai di danau
152:0	Veronika dari Kaisarea-Filipi
152:6	Lebih lanjut tentang perumpamaan penabur
153:2	“Akulah roti hidup.”
153:4	Anak laki-laki yang dirasuki roh jahat|“Bagaimana Setan dapat mengusir Setan?”
153:5	Meninggalkan para pengikut yang setengah hati
154:2	Penutupan sinagoga
154:4	“Apa yang harus kita lakukan terhadap Yesus?”
155:3	Kebenaran dan keyakinan | Asal usul tradisi keagamaan
156:2	“Dunia ini hanya sebuah jembatan.....”
156:5	Perumpamaan tentang tukang kayu yang bodoh | Godaan dan sifat manusia | Esensi kesuksesan materi | Kehidupan spiritual dan harga diri | Cita-cita dan ide | Kebijaksanaan, pesona, dan kebijaksanaan
156:6	Sikap para pemimpin Yahudi
157:0	Yesus mencoba menemui keluarganya
157:1	“Ikan dengan uang shekel di mulutnya.”
157:3	“Menurut kata orang, siapakah Aku ini?”
157:6	Empat Tahapan Kehidupan Yesus | Pernyataan Resmi Baru
158:4	Yakobus dari Safed
158:5	“Tuhan, aku percaya tolonglah ketidakpercayaanku.”
159:1	“Berapa kali saudaraku harus berbuat dosa terhadap aku?” | Perumpamaan tentang perhitungan dengan para pengurus | Bahaya penghakiman pribadi
159:4	“Apa kebenaran tentang Kitab Suci?”
159:5	“... membawa ransel sejauh satu mil.”
160:1	Tiga dorongan hidup | Pemecahan masalah dan meditasi penyembahan | Prasangka dan pengakuan kebenaran
160:2	Nilai sosialisasi persahabatan | Nilai besar pernikahan
160:4	Esensi kehidupan duniawi | Faktor-faktor kesuksesan materi | Arti kegagalan
160:5	Apa itu agama?|Gagasan tentang Tuhan dan cita-cita Tuhan|Sang Bapa adalah nilai akhir|“Tetapi apakah kita bersedia membayar harganya .....?”
161:1	Lima Poin Nathaniel
161:2	Wacana oleh Nathaniel dan Thomas
161:3	Pandangan para midwayer
162:0	“Guru… perintahkan api turun dari surga…”
162:2	Eber, perwira Sanhedrin
163:1	Panen melimpah, tapi buruh sedikit
163:2	Kekayaan dan cinta kekayaan
163:3	Perumpamaan tentang para pekerja di kebun anggur
163:4	Petunjuk Yesus | Khotbah Penahbisan Petrus
165:3	“Waspadalah terhadap ragi orang Farisi . . .”|“. . . bahkan rambut kepalamu pun terhitung”
165:4	Perumpamaan tentang orang kaya yang bodoh|“Di mana hartamu berada, di situ juga hatimu berada.”|“Apa gunanya jika engkau memperoleh seluruh dunia ..... ?”
165:5	“Perhatikanlah bunga lili, bagaimana mereka tumbuh ....”
166:1	Cuci tangan seremonial
166:3	Jalan yang lurus dan sempit|Banyak yang pertama akan menjadi yang terakhir|“Aku berdiri di pintu dan mengetuk”
166:4	Pelayanan selanjutnya dan kematian Abner
167:1	Menyembuhkan orang percaya|“. . . jangan duduk di kursi terdepan . . .”
167:5	Orang Farisi dan Pemungut Cukai | Ajaran tentang Pernikahan
167:6	Keindahan sebagai pengaruh untuk beribadah
168:0	“Akulah kebangkitan dan hidup .....”
168:3	“Lebih baik satu orang mati . . .”
169:0	Tuduhan Sanhedrin terhadap Yesus
169:4	Yesus menjalani wahyu Allah|Elohim dan Yahweh
170:2	Dosa dan pengampunan
170:5	Persaudaraan sosial dan persaudaraan rohani | Yohanes Pembaptis yang lain dan lebih agung | Kekristenan dan Injil Yesus
171:0	“. . . berjanjilah padaku bahwa anak-anakku ini akan mendapat kehormatan ..... ”
171:1	Kehidupan akhir David Zebedee | Antiokhia dan Philadelphia
171:3	Perpisahan dengan Abner
171:4	Petrus dan Simon dan 100 pedang | Peringatan bagi orang Farisi yang ramah
171:8	Penafsiran Natanael tentang perumpamaan tersebut
172:1	Maria mengurapi kaki Yesus | Yesus menegur Yudas
172:4	Persembahan janda
173:2	“Baptisan Yohanes, dari mana?”
173:4	Batu yang ditolak oleh tukang-tukang bangunan
173:5	“Hancurkan bait suci ini dan . . . Aku akan membangunnya kembali.”
174:0	Salam individu untuk kedua belas murid
174:2	Apakah sah hukumnya memberi upeti kepada Kaisar?
174:4	Sang Pembebas, anak siapakah dia?
174:5	“. . . kecuali biji gandum jatuh ke dalam tanah dan mati . . .”|“. . . jika Aku ditinggikan . . . di dalam hidupmu . . .”
175:1	“Dari generasi ke generasi kami telah mengutus nabi-nabi kami . . .”|“. . . siapa yang ingin menjadi yang terbesar di antara kamu . . .”|“Celakalah kamu, ahli-ahli Taurat dan orang-orang Farisi, hai orang-orang munafik!”|“. . . kamu . . . membersihkan bagian luar dari cawan . . .”|“Dan sekarang aku pamit.”
175:4	Keputusan akhir Yudas
176:2	Kisah dalam Injil Matius
176:3	Perumpamaan tentang talenta|“Lanjutkan sampai Aku datang.”|Komentar tentang pertumbuhan kebenaran yang hidup
177:1	John Mark dan keranjang makan siang
177:5	Waspadalah terhadap dukungan orang banyak
178:1	Belajarlah untuk setia bahkan dalam kemakmuran | Jangan cobai malaikat pengawasmu
178:2	David membebaskan Yudas dari “tas” | Pengaturan untuk Perjamuan Terakhir
180:1	“. . . saling mengasihi, seperti Aku telah mengasihi kamu.”
180:3	“Janganlah gelisah hatimu.”|“Guru, tunjukkanlah kepada kami Bapa . . .”
180:5	Komentar tentang aturan emas
181:1	“Aku memberikan kepada kalian masing-masing apa yang akan kalian terima.” |“Janganlah gelisah hatimu.”
182:1	Perluasan wahyu nama Tuhan oleh Yesus
182:2	Mengirim pelari ke Abner | Perpisahan David Zebedee
182:3	Roh memang penurut, tetapi daging lemah
184:4	Wahyu baru manusia kepada Tuhan
185:2	Dakwaan tertulis dari pengadilan Sanhedrin
185:6	Pencambukan Yesus|“Lihatlah manusia itu!”
186:0	Keluarga Yesus di Betania
186:1	Tiga puluh keping perak
186:2	“Pilatus diadili di hadapan Yesus.”|“Lihatlah Allah dan manusia!”
187:1	“Putri-putri Yerusalem, janganlah menangis karena Aku . . .”|Simon dari Kirene
187:4	Perintah Yesus kepada Yohanes
188:0	Yusuf dan Nikodemus di hadapan Pilatus
188:3	Apa yang Yesus serahkan kepada tangan Bapa?|Status Kepribadian Yesus
189:3	Keberangkatan Penyetel Pribadi
189:4	Lima wanita|Yesus menampakkan diri kepada Maria Magdalena
189:5	Penampakan kedua-kepada Maria Magdalena
190:2	Penampakan kepada saudaranya James | Penampakan kepada keluarga duniawinya
191:0	Reaksi para rasul secara individu
191:3	Tahapan perkembangan morontia
191:5	“Berbahagialah mereka yang hidup di masa yang akan datang . . .”
192:1	“Teman-teman, apakah kalian tertular sesuatu?”
193:0	Penampakan keenam belas (halaman Nikodemus)
194:0	Injil baru tentang Yesus
194:2	Misi Roh Kebenaran | Tiga Karunia Rohani Manusia | Tujuh Pengaruh Rohani Yang Lebih Tinggi
195:0	Alasan kemenangan Kekristenan di Barat | Kompromi Kristen awal
196:0	Iman Yesus yang hidup kepada Tuhan|“Carilah dahulu Kerajaan Surga.”|“Mengapa kau menyebut Aku baik?”|Apa arti doa bagi Yesus|Iman Yesus yang seperti anak kecil kepada Tuhan
196:2	Agama tentang Yesus | Agama sebagai pengalaman pribadi
196:3	Fakta, ide, dan hubungan|Akal, kebijaksanaan, dan iman|Hal, makna, dan nilai|Kecuali jika kekasih ilahi hidup dalam manusia...|Moralitas dan agama|Bapa adalah kasih yang hidup
