ref	subsections
57:6	行星形成时代|潮汐摩擦|引力潮汐爆炸
57:7	火山时代|原始行星大气层
57:8	地震时代|世界海洋与第一块大陆
59:1	三叶虫时代
59:2	无脊椎动物时代
59:3	珊瑚时期|腕足动物时代
59:4	陆地植物生长期|鱼类时代
59:5	蕨类森林时期的石炭纪 | 青蛙时代
59:6	种子植物时期|生物苦难时代
60:3	开花植物时期|鸟类时代
61:1	早期哺乳动物时代
61:2	高等哺乳动物时代
61:3	象与马的时代
61:4	最后一次哺乳动物大迁徙
62:3	猿猴部落的起源
64:6	（1）红人 | （2）橙人 | （3）黄人 | （4）绿人 | （5）蓝人 | （6）靛蓝人 | 六大种族的目的
65:1	（1）电化学的物理层面 | （2）准死亡状态的通常中间阶段 | （3）高级半精神层面
65:7	机械的、不可教导的思维|非机械的、体验的思维
66:3	（1）食品和物质福利委员会；（2）动物驯化和利用委员会；（3）征服掠食动物顾问委员会；（4）知识传播和保存学院；（5）工商业委员会；（6）启示宗教学院；（7）健康与生命守护者；（8）行星艺术与科学委员会；（9）高级部落关系管理委员会；（10）部落协调和种族合作最高法院
68:5	（1）采集阶段 | （2）狩猎阶段 | （3）畜牧阶段 | （4）农业阶段
68:6	土地-人力比率
69:1	（1）自我维持机构 | （2）自我延续机构 | （3）自我满足机构
70:2	现代工业主义与军国主义
73:0	塔巴曼蒂亚的检查
76:3	塞特祭司团
76:5	迈克尔的信息
78:7	诺亚的故事
80:2	地中海洪水
81:2	（1）驯服火 | （2）驯养动物 | （3）奴役俘虏 | （4）私有财产
81:4	（1）高加索人种 | （2）蒙古人种 | （3）尼格罗人种
81:5	强权与正义
81:6	（1）自然环境 | （2）资本货物 | （3）科学知识 | （4）人力资源 | （5）物质资源的有效性 | （6）语言的有效性 | （7）机械设备的有效性 | （8）火炬手的品格 | （9）种族理想 | （10）专家的协调 | （11）定位工具 | （12）合作意愿 | （13）高效明智的领导 | （14）社会变革 | （15）防止转型崩溃
88:2	图像与偶像|“圣书”
89:3	禁欲崇拜
89:7	寺庙娼妓
91:2	祈祷与魔法
92:4	（1）达拉马提亚教义 | （2）伊甸园教义 | （3）撒冷的麦基洗德 | （4）拿撒勒的耶稣 | （5）尤兰西亚书
92:6	十一种现存宗教
93:4	信条|七诫
94:1	《梨俱吠陀》
94:2	轮回转世的教义
94:8	乔达摩福音|道德诫律
96:5	物质天意
97:5	弥迦和俄巴底亚
97:9	以法莲和犹大|扫罗和大卫|所罗门和赋税|以色列和犹大|以色列王国的毁灭|犹大王国的终结|巴比伦之囚
98:4	弗里吉亚的库柏勒和阿提斯崇拜|埃及的奥西里斯和伊西斯崇拜|伊朗的密特拉崇拜
101:3	十二个关于灵性信仰的例证
101:6	救赎的七个方面
106:1	七重神
106:2	至高无上的存在
106:3	三位一体终极版
106:4	至高神
106:5	绝对三位一体
106:6	宇宙无限
106:8	（1）三位一体的层面 | （2）体验神性的层面 | （3）“我是”的层面
108:2	关于尤兰西亚|关于其他世界
108:3	塔巴曼蒂亚的致敬
109:6	住在耶稣里面的那位调整者
109:7	全能存在
110:7	调节者向灵魂的恳求
111:7	命运守护者的声明
112:0	人格的十四个方面
114:4	大多数高级摄政
114:6	（1）时代天使 | （2）进步天使 | （3）宗教守护天使 | （4）民族天使 | （5）种族天使 | （6）未来天使 | （7）启蒙天使 | （8）健康天使 | （9）家庭天使 | （10）工业天使 | （11）娱乐天使 | （12）超凡事工天使
116:1	宇宙意识
116:5	均衡问题
117:2	受造物三位一体的儿子们和成长
117:4	宇宙道德——至高无上的职责
117:5	最终超越|人类成长的影响
118:1	体验式（主观）时间单位
118:3	真理与事实|空间与模式
118:8	进步的时间管理者
121:4	（1）伊壁鸠鲁主义者 | （2）斯多葛主义者 | （3）犬儒主义者 | （4）怀疑论者
121:5	神秘宗教
121:8	（1）马可福音 | （2）马太福音 | （3）路加福音 | （4）约翰福音 | 致谢
122:4	“大卫之家”
122:8	牧羊人的传说|乌尔的三位祭司|“伯利恒之星”
122:10	飞往埃及的航班
123:0	在埃及的旅程
123:1	耶稣的第四年
123:2	育儿
123:4	物质事故
124:1	地板上的图片|加利利的气候
124:2	石匠雅各布的儿子
124:3	斯基托波利斯篇
124:4	个人道德与群体忠诚
124:6	玛丽、玛莎和拉撒路
126:3	《主祷文》的起源|“人子”|弥赛亚是谁？
127:2	狂热者篇
127:3	与雅各共度逾越节|伊丽莎白和约翰的来访|阿摩司之死
127:4	抚养孩子
127:6	逾越节期间访问耶路撒冷
128:1	对神性的日益觉醒|与约瑟共度逾越节
128:2	作为塞弗里斯的一名铁匠
128:3	与西门共度逾越节 | 耶稣遇见司提反
128:5	亚历山大提案
128:6	与犹大共度逾越节|“约书亚叔叔给我们讲个故事”
128:7	雅各的婚姻|米利暗的婚姻|雅各是约瑟家族的族长
129:1	迦百农的西庇太|造船者耶稣
129:2	耶稣访问耶路撒冷|遇见戈诺德和加尼德
129:3	罗马之行的目的
130:1	善与恶的探讨
130:2	来自蒙古的商人|希腊工人和罗马工头|神的旨意和人的旨意
130:8	背道的犹太人以斯拉
132:0	对三十二位宗教领袖的影响
132:4	致罗马元老院议员|致罗马士兵|致广场上的演说家|致蒙冤受屈的穷人
132:7	不加思考的异教徒|“让我们一起创立一种新的宗教吧。”
133:0	印度的种姓制度
133:2	虐待妻子的男人
133:3	犹太会堂的首领克里斯普斯|商人尤斯图斯|两位公众人物
133:4	致磨坊主|致罗马百夫长|致密特拉教领袖|致伊壁鸠鲁学派教师|致希腊承包商|致罗马法官|致希腊客栈老板娘|致中国商人|致来自不列颠的旅人|致离家出走的少年|致被判死刑的罪犯
134:1	重返拿撒勒|西门的婚事；犹大的婚事
134:7	独自漫游
134:8	路西法叛乱的终结|尼巴顿的主权
134:9	在耶路撒冷拜访约翰|在西庇太的船厂工作
135:8	耶稣的洗礼
136:3	与加百列的会面|宇宙主权的完成
136:4	父亲的方式
136:5	个性化调节器指挥|调节器对时间不敏感
136:6	正常尘世生活的道路
136:7	服从自然法
136:8	拒绝与邪恶妥协
136:9	拒绝大卫的王位
136:10	“我愿顺服我父的旨意。”
137:1	安德鲁和彼得|詹姆斯和约翰
138:3	不是义人，而是罪人
140:3	《登山宝训》
140:5	虚心谦卑的人有福了！饥渴慕义的人有福了！温柔的人有福了！清心的人有福了！哀恸的人有福了！怜悯人的人有福了！使人和睦的人有福了！为义受逼迫的人有福了！
140:6	“我关注的是行为背后的意义……”|关于离婚|公正与仁慈|“他们做得很好——不要打扰他们。”
140:8	（1）遵行天父旨意 | （2）政治态度 | （3）社会态度 | （4）经济态度 | （5）个人宗教信仰
141:3	耶稣的性格|耶稣的外貌
141:4	照顾病人的牧师
141:6	波斯人特赫尔马
141:7	关于天国的教导|因信称义；真理带来自由
142:0	拜访安娜
142:2	克里特岛的雅各布
142:3	希伯来人对上帝的六个概念|早期的十诫
142:8	客西马尼公园的营地
143:1	“他们轻视了我们的信息。”|“你像弱者吗？”
143:3	在萨尔塔巴山上待了三天
143:6	在格里齐姆山上的营地
144:5	来自其他世界的七篇祈祷文
144:8	“……告诉约翰，他没有被遗忘。”
145:0	拜访露丝
145:2	宗教是一种个人体验|年轻的癫痫患者|彼得妻子的母亲
146:2	祷告、感恩与敬拜|公义与怜悯|祷告与个人努力|合乎伦理的祷告
146:3	宗教、科学与哲学|真理的保证|西布伦之行
146:4	矿井工作|治愈麻风病人
146:5	贵族提图斯
147:2	与约翰的使徒们分离
147:4	纳撒尼尔关于黄金法则的问题
147:5	放债人的寓言|地位与进步
147:6	六个探子|“安息日是为人设立的……”
148:8	巴格达的基尔梅特
148:9	三个间谍的洗礼
149:0	大卫的情报组织
149:1	治愈现象
149:2	早期基督教的两个错误|耶稣作为医者的名声|他对男女平等的认可|他的人格魅力
149:4	关于愤怒的评论|关于性格平衡的人
150:3	论“魔法与迷信”
151:5	湖上的风暴
152:0	凯撒利亚-腓立比的维罗妮卡
152:6	关于撒种的比喻，还有更多内容。
153:2	“我就是生命的粮。”
153:4	被邪灵附身的男孩|“撒旦如何驱逐撒旦？”
153:5	半心半意的追随者的背叛
154:2	关闭犹太教堂
154:4	我们该如何处置耶稣？
155:3	真理与信条|宗教传统的起源
156:2	“这个世界只是一座桥……”
156:5	愚拙木匠的寓言|诱惑与人性|物质成功的要素|精神生活与自尊|理想与理念|机智、魅力与智慧
156:6	犹太领袖的态度
157:0	耶稣试图见到他的家人
157:1	“嘴里叼着舍客勒的鱼。”
157:3	人们说我是谁？
157:6	耶稣生平的四个阶段|最新权威声明
158:4	萨菲德的詹姆斯
158:5	“主啊，我信，求你帮助我克服我的不信。”
159:1	“我的弟兄当多次得罪我？”|管家清算的比喻|个人论断的危险
159:4	“圣经的真理是什么？”
159:5	“……再背着背包走一英里。”
160:1	生命的三大驱动力|解决问题与冥想|偏见与真理的认识
160:2	友谊的社交价值|婚姻的伟大价值
160:4	世俗生活的要素|物质成功的因素|失败的意义
160:5	什么是宗教？|上帝的观念和上帝的理想|天父是最终的价值|“但我们愿意付出代价吗……？”
161:1	纳撒尼尔的五分
161:2	纳撒尼尔和托马斯的演讲
161:3	中途岛民的观点
162:0	“主人……吩咐从天上降下火来……”
162:2	埃伯，公会官员
163:1	庄稼丰收，但劳动力不足。
163:2	财富与对财富的喜爱
163:3	葡萄园工人的比喻
163:4	耶稣的训诫 | 彼得的按立讲道
165:3	“要提防法利赛人的酵……”|“……你们的头发也都被数过了。”
165:4	愚昧富翁的比喻|“你的财宝在哪里，你的心也在那里。”|“你若赚得全世界，有什么益处呢……？”
165:5	“想想百合花，它们是如何生长的……”
166:1	仪式性洗手
166:3	正道|许多在前的将要在后|“我站在门外叩门”
166:4	阿布纳后来的事奉和去世
167:1	医治信徒|“……不要坐在首位上……”
167:5	法利赛人和税吏|关于婚姻的教导
167:6	美作为一种影响崇拜的因素
168:0	“我就是复活，我就是生命……”
168:3	“与其让一个人死去，不如……”
169:0	犹太公会对耶稣的指控
169:4	耶稣活出了上帝|Elohim和Yahweh的启示。
170:2	罪与宽恕
170:5	社会兄弟情谊与属灵兄弟情谊|另一位更伟大的施洗约翰|基督教与耶稣福音
171:0	“……答应我，我的这些儿子们要享有荣誉……”
171:1	大卫·西庇太的晚年生活 | 安提阿和费城
171:3	向阿布纳告别
171:4	彼得、西门和百剑 | 警惕友好的法利赛人
171:8	纳撒尼尔对这则寓言的解释
172:1	玛利亚膏抹耶稣的脚 | 耶稣斥责犹大
172:4	寡妇的奉献
173:2	“约翰的洗礼源自何处？”
173:4	匠人弃置的石头
173:5	“摧毁这座圣殿……我必重建它。”
174:0	向十二位致以个人问候
174:2	向凯撒进贡合法吗？
174:4	救世主是谁的儿子？
174:5	“……除非一粒麦子落在地里死了……”|“……如果我被高举……在你们的生命中……”
175:1	“我们世世代代都差遣先知……”|“……你们中间谁愿为大……”|“你们这假冒为善的文士和法利赛人有祸了！”|“……你们……要洗净杯的外面……”|“现在我告辞了。”
175:4	犹大的最终决定
176:2	马太福音中的记载
176:3	按才干分银的比喻|“你们继续努力，直到我来。”|关于活出真理的成长的评论
177:1	约翰·马克和午餐篮
177:5	警惕大众的支持
178:1	即使在顺境中也要学会忠诚|不要试探你所监管的天使
178:2	大卫解除犹大身上的“袋子”|最后的晚餐安排
180:1	“……你们要彼此相爱，像我爱你们一样。”
180:3	“你们心里不要忧愁。”|“夫子，求你将父显给我们看……”
180:5	关于黄金法则的评论
181:1	“我把你们将要得到的都给你们每个人。”|“你们心里不要忧愁。”
182:1	耶稣扩展了对上帝之名的启示
182:2	派人送信给阿布纳|大卫·泽贝迪的告别仪式
182:3	心灵虽有意愿，肉体却软弱了。
184:4	人类对上帝的新启示
185:2	犹太公会法庭的书面指控
185:6	耶稣受鞭打|“看哪，这个人！”
186:0	耶稣在伯大尼的家人
186:1	三十块银币
186:2	“彼拉多在耶稣面前受审。”|“看哪，神和人！”
187:1	“耶路撒冷的女子们，不要为我哭泣……”|古利奈人西门
187:4	耶稣嘱咐约翰
188:0	约瑟和尼哥底母在彼拉多面前
188:3	耶稣将什么交托给了天父？|耶稣的位格地位
189:3	个性化理赔员离职
189:4	五位女性|耶稣向抹大拉的马利亚显现
189:5	第二次显现——向抹大拉的玛利亚显现
190:2	向他的兄弟詹姆斯展示的外貌|向他的尘世家人展示的外貌
191:0	各个使徒的反应
191:3	智力障碍进展阶段
191:5	“后世的人们有福了……”
192:1	“伙计们，你们有没有抓到什么虫子？”
193:0	第十六次显现（尼哥底母的院子）
194:0	关于耶稣的新福音
194:2	真理之灵的使命|人类的三重灵性天赋|七种更高的灵性影响
195:0	基督教在西方取得胜利的原因|早期基督教的妥协
196:0	耶稣对上帝的活泼信心 | “你们要先求他的国和他的义。” | “你为什么称我为良善的？” | 祷告对耶稣的意义 | 耶稣对上帝的孩童般的信心
196:2	关于耶稣的宗教|宗教作为一种个人体验
196:3	事实、理念与关系|理性、智慧与信仰|事物、意义与价值|除非有神圣的爱住在人里面……|道德与宗教|父是永活的爱
