ref	subsections
39:5	(1) أصوات الحديقة | (2) أرواح الأخوة | (3) أرواح السلام | (4) أرواح الثقة | (5) الناقلون | رحيل النقل السيرافي | (6) المسجلون | (7) الاحتياطيات
40:5	بشر الإقامة المؤقتة أو التجريبية للمُعدِّل | بشر الأنواع غير المرتبطة بالمُعدِّل - الاندماج | بشر ذوو إمكانية الاندماج مع المُُعدِّل | السلسلة غير المرقمة
40:9	تقنيات إعادة بناء الذاكرة
42:2	(١) قوة الفضاء | (٢) القوة البدائية | (٣) الطاقات الناشئة | أ. طاقة قوية | ب. طاقة الجاذبية | (٤) قوة الكون | (٥) طاقة هافونا | (٦) الطاقة المتعالية | (٧) مونوتا
42:10	(1) عقول ما قبل الروح | (2) عقول الروح المساعدة | (3) عقول مورونتية متطورة | العقل الكوني
45:1	(1) عالم النهائيين | (2) عالم المورونشيا | (3) عالم الملائكة | (4) عالم الملائكة الخارقين | (5) عالم الأبناء | (6) عالم الروح | (7) عالم الآب
45:6	تجربة الوالدين | حضانة المراقبة في ساتانيا
46:5	(1) دوائر أبناء الله | (2) دوائر الملائكة | (3) دوائر مساعدي الكون | (4) دوائر المتحكمين الماديين الرئيسيين | (5) دوائر البشر الصاعدين | (6) دوائر مستعمرات المجاملة | (7) دوائر النهائيين
47:1	خبرة أبوية مطلوبة
47:3	رفقاء مورونتيا
47:8	اندماج الموجه
48:2	(1) منظمات الدائرة | (2) منسقو النظام | (3) أمناء الكواكب | (4) وحدات التحكم المشتركة | (5) مثبتات الاتصال | (6) المصنفات الانتقائية | (7) المسجلون المساعدون
48:3	(1) حراس الحجاج | (2) مستقبلو الحجاج والمرتبطون الأحرار | (3) مضيفو الزوار السماويين | (4) المنسقون ومديرو الاتصال | (5) المترجمون والمترجمون | (6) مشرفو الرحلات والعودة | (7) أمناء المنطقة والمباني
48:4	الفكاهة السماوية | الفكاهة البشرية
48:6	(1) الإنجيليون السيرافيون | أصل المزمور الثالث والعشرين | (2) المفسرون العنصريون | (3) مخططو العقول | (4) مستشارو المورونشيا | التأثير المجسم للموتا | (5) الفنيون | (6) مدرسو التسجيل | الحقيقة والواقع | (7) احتياطيات الخدمة | النجاح والفشل والأنا
49:2	(1) الأنواع الجوية|(2) الأنواع العنصرية|(3) أنواع الجاذبية|(4) أنواع درجة الحرارة|(5) الأنواع الكهربائية|(6) الأنواع المنشطة|(7) الأنواع غير المسماة
49:5	(1) التكيف مع البيئة الكوكبية | سلسلة تجريبية تم فحصها بواسطة Tabamantia | (2) سلسلة نوع الدماغ | (3) سلسلة استقبال الروح | (4) عصور الكواكب البشرية | (5) مسلسلات قرابة المخلوقات | (6) سلسلة اندماج المضبط | (7) تقنيات الهروب الأرضي
49:6	(1) الترتيب التدبيري أو الجماعي للبقاء على قيد الحياة | (2) الترتيبات الفردية للصعود | (3) الترتيبات المعتمدة على الاختبار للصعود | (4) الترتيبات المعدلة الثانوية للصعود | (5) الترتيب المعدل الأساسي للصعود
50:7	أغوندونتر | تابامانتيا أن أغوندونتر
54:5	اثنا عشر سببًا
55:4	المراحل السبع على كوكب | إطلاق سراح منتصف الطريق | رحيل آدم
55:12	المشرفون غير المؤهلين على الهيئة العليا
57:4	أصل الشمس
57:5	الحركة التراجعية
57:6	عصر تكوّن الكواكب | الاحتكاك المدّي | انفجارات الجاذبية المديّة
57:7	العصر البركاني | الغلاف الجوي الكوكبي البدائي
57:8	عصر الزلازل | المحيط العالمي والقارة الأولى
59:1	عصر ثلاثيات الفصوص
59:2	عصر اللافقاريات الحيوانية
59:3	العصر المرجاني | عصر ذراعيات الأرجل
59:4	فترة الحياة النباتية البرية | عصر الأسماك
59:5	العصر الكربوني لغابات السرخس | عصر الضفادع
59:6	عصر البذور والنباتات | عصر المحنة البيولوجية
60:3	عصر النباتات المزهرة | عصر الطيور
61:1	عصر الثدييات المبكرة
61:2	عصر الثدييات المتقدمة
61:3	عصر الفيل والحصان
61:4	الهجرة الكبرى الأخيرة للثدييات
62:3	أصل قبائل القردة
64:6	(1) الرجل الأحمر|(2) الرجل البرتقالي|(3) الرجل الأصفر|(4) الرجل الأخضر|(5) الرجل الأزرق|(6) العرق النيلي|_غرض الأعراق الستة
65:1	(1) المستوى الفيزيائي للكيمياء الكهربائية | (2) المرحلة المتوسطة المعتادة للوجود شبه المورونتي | (3) المستوى شبه الروحي المتقدم
65:7	العقل الميكانيكي غير القابل للتدريس | العقل التجريبي غير الميكانيكي
66:3	(1) مجلس الغذاء والرفاهية المادية | (2) مجلس تدجين الحيوانات والاستفادة منها | (3) المستشارون بشأن غزو الحيوانات المفترسة | (4) هيئة نشر المعرفة وحفظها | (5) لجنة الصناعة والتجارة | (6) كلية الدين الموحى به | (7) حراس الصحة والحياة | (8) المجلس الكوكبي للفنون والعلوم | (9) حكام العلاقات القبلية المتقدمة | (10) المحكمة العليا للتنسيق القبلي والتعاون العنصري
68:5	(1) مرحلة الجمع|(2) مرحلة الصيد|(3) مرحلة الرعي|(4) مرحلة الزراعة
68:6	نسبة الأرض إلى الإنسان
69:1	(1) مؤسسات الحفاظ على الذات | (2) مؤسسات إدامة الذات | (3) مؤسسات إشباع الذات
70:2	الصناعة الحديثة في مقابل العسكرية
73:0	تفتيش تابامانتيا
76:3	كهنوت شيثي
76:5	رسالة ميخائيل
78:7	قصة نوح
80:2	طوفان البحر الأبيض المتوسط
81:2	(1) ترويض النار | (2) تدجين الحيوانات | (3) استعباد الأسرى | (4) الملكية الخاصة
81:4	(1) الأجناس القوقازية|(2) الأجناس المنغولية|(3) الأجناس الزنجية
81:5	القوة والحق
81:6	(1) الظروف الطبيعية | (2) السلع الرأسمالية | (3) المعرفة العلمية | (4) الموارد البشرية | (5) فعالية الموارد المادية | (6) فعالية اللغة | (7) فعالية الأجهزة الميكانيكية | (8) شخصية حاملي الشعلة | (9) المُثُل العرقية | (10) تنسيق المتخصصين | (11) أدوات تحديد المواقع | (12) الرغبة في التعاون | (13) القيادة الفعالة والحكيمة | (14) التغيرات الاجتماعية | (15) منع الانهيار الانتقالي
88:2	الصور والأصنام | «الكتب المقدسة»
89:3	عبادة العفة
89:7	زنا الهيكل
91:2	الصلاة مقابل السحر
92:4	(1) التعاليم الدالاماتية | (2) التعاليم العدنية | (3) ملكي صادق سالم | (4) يسوع الناصري | (5) أوراق أورانتيا
92:6	إحدى عشرة ديانة حية
93:4	العقيدة | الوصايا السبع
94:1	الريج فيدا
94:2	عقيدة التناسخ
94:8	إنجيل غوتاما | الوصايا الأخلاقية
96:5	العناية الإلهية المادية
97:5	ميخا وعوبديا
97:9	أفرايم ويهوذا | شاول وداود | سليمان والضرائب | إسرائيل ويهوذا | تدمير مملكة إسرائيل | نهاية مملكة يهوذا | السبي البابلي
98:4	عبادة سيبيل وأتيس الفريجية | عبادة أوزوريس وإيزيس المصرية | عبادة ميثرا الإيرانية
101:3	اثنا عشر مثالاً للإيمان الروحي
101:6	سبعة جوانب للخلاص
106:1	الله السباعي
106:2	الكائن الأسمى
106:3	الثالوث الأقدس
106:4	الإله الأسمى
106:5	الثالوث المطلق
106:6	الكون اللامتناهي
106:8	(1) مستوى الثالوثات الثلاثة | (2) مستوى الألوهية التجريبية | (3) مستوى الأنا هو
108:2	عن أورانتيا|عن عوالم أخرى
108:3	تحية تابامانتيا
109:6	المُوَضِّح الذي سكن يسوع
109:7	كائناتٌ كليّةُ الشخصيّة
110:7	نداء المُوَقِّت إلى الروح
111:7	حارس بيان القدر
112:0	أربعة عشر جانبًا للشخصية
114:4	أعلى الوصايا
114:6	(1) ملائكة العصر | (2) ملائكة التقدم | (3) الأوصياء الدينيون | (4) ملائكة الحياة الوطنية | (5) ملائكة الأجناس | (6) ملائكة المستقبل | (7) ملائكة التنوير | (8) ملائكة الصحة | (9) السرافيم المنزلي | (10) ملائكة الصناعة | (11) ملائكة التسلية | (12) ملائكة الخدمة الخارقة للطبيعة
116:1	العقل الكوني
116:5	مشكلة التوازن
117:2	الأبناء المتثلثون والنمو
117:4	الأخلاق الكونية - الواجب الأسمى
117:5	التسامي النهائي | تداعيات النمو البشري
118:1	وحدات زمنية تجريبية (ذاتية)
118:3	الحقيقة والحقيقة | الفضاء والنمط
118:8	حاكم الزمن للتقدم
121:4	(1) الأبيقوري|(2) الرواقي|(3) الساخر|(4) المتشكك
121:5	الديانات الغامضة
121:8	(1) إنجيل مرقس | (2) إنجيل متى | (3) إنجيل لوقا | (4) إنجيل يوحنا | شكر وتقدير
122:4	"بيت داود"
122:8	أسطورة الرعاة | الكهنة الثلاثة من أور | نجمة بيت لحم
122:10	الرحلة إلى مصر
123:0	الإقامة في مصر
123:1	السنة الرابعة ليسوع
123:2	تربية الأطفال
123:4	الحوادث المادية
124:1	الصورة على الأرض | المناخ في الجليل
124:2	يعقوب ابن البناء
124:3	حلقة سكيثوبوليس
124:4	الأخلاق الشخصية والولاء الجماعي
124:6	مريم ومرثا ولعازر
126:3	أصل "صلاة الرب" | "ابن الإنسان" | من هو المسيح؟
127:2	حلقة الغيور
127:3	مع يعقوب في عيد الفصح | زيارة أليصابات ويوحنا | وفاة عاموس
127:4	تربية الأطفال
127:6	زيارة عيد الفصح إلى القدس
128:1	تنمية الوعي بالألوهية | مع يوسف في عيد الفصح
128:2	كحداد في صفورية
128:3	مع سمعان في عيد الفصح | يسوع يلتقي استفانوس
128:5	عرض الزواج السكندري
128:6	مع يهوذا في عيد الفصح | "العم جوشوا يروي لنا قصة"
128:7	زواج يعقوب|زواج مريم|يعقوب رئيس عائلة يوسف
129:1	زبدي من كفرناحوم | يسوع صانع السفن
129:2	يسوع يزور أورشليم | لقاء جونود وغانيد
129:3	غرض الرحلة إلى روما
130:1	مناقشة الخير والشر
130:2	التاجر من منغوليا | العامل اليوناني ورئيس العمال الروماني | إرادة الله وإرادة الإنسان
130:8	عزرا، اليهودي المرتد
132:0	التأثير على اثنين وثلاثين من الزعماء الدينيين
132:4	إلى السيناتور الروماني | إلى الجندي الروماني | إلى المتحدث في المنتدى | إلى الرجل الفقير المتهم زوراً
132:7	الوثني الطائش|دعنا أنا وأنت نصنع دينًا جديدًا.
133:0	نظام الطبقات في الهند
133:2	الرجل يسيء معاملة زوجته
133:3	كريسبس، كبير حكام الكنيس | يوستوس، التاجر | المرأتان العامتان
133:4	إلى الطحّان | إلى قائد المئة الروماني | إلى الزعيم الميثراطي | إلى المعلم الأبيقوري | إلى المقاول اليوناني | إلى القاضي الروماني | إلى سيدة النزل اليوناني | إلى التاجر الصيني | إلى المسافر من بريطانيا | إلى الشاب الهارب | إلى المجرم المحكوم عليه بالإعدام
134:1	العودة إلى الناصرة | زواج سمعان؛ زواج يهوذا
134:7	تجوالات منعزلة
134:8	نهاية تمرد لوسيفر | سيادة نبادون
134:9	زيارة مع يوحنا في أورشليم | العمل في متجر قوارب زبدي
135:8	معمودية يسوع
136:3	مؤتمر مع جبرائيل | إتمام سيادة الكون
136:4	طريق الآب
136:5	المُقيِّم المُخصَّص في القيادة | عدم حساسية المُقيِّم للوقت
136:6	مسار الوجود الأرضي الطبيعي
136:7	الطاعة للقانون الطبيعي
136:8	رفض التنازل عن الشر
136:9	رفض عرش داود
136:10	"سأكون خاضعًا لإرادة أبي."
137:1	أندراوس وبطرس | يعقوب ويوحنا
138:3	ليس الصالحين بل الخطاة
140:3	"عظة الجبل"
140:5	طوبى للفقراء بالروح - المتواضعين | طوبى للجياع والعطاش إلى البر... | طوبى للودعاء | طوبى للأنقياء القلب | طوبى للحزانى | طوبى للرحماء | طوبى لصانعي السلام | طوبى للمضطهدين
140:6	"أنا أنظر إلى ما وراء الفعل..." |فيما يتعلق بالطلاق|العدالة والرحمة|"إنهم يفعلون الخير - ولا يزعجونهم."
140:8	(1) عمل مشيئة الآب|(2) الموقف السياسي|(3) الموقف الاجتماعي|(4) الموقف الاقتصادي|(5) الدين الشخصي
141:3	شخصية يسوع | ظهور يسوع
141:4	خدمة المرضى
141:6	تهرما الفارسي
141:7	التعليم عن الملكوت | الخلاص بالإيمان؛ الحرية من خلال الحقيقة
142:0	زيارة حنان
142:2	يعقوب الكريتي
142:3	ستة مفاهيم عبرية عن الله | الوصايا العشر السابقة
142:8	المخيم في حديقة جثسيماني
143:1	«استهزأوا برسالتنا»|«أتشبهون بالضعفاء؟»
143:3	ثلاثة أيام على جبل سارتابا
143:6	في المخيم على جبل جرزيم
144:5	سبع صلوات من عوالم أخرى
144:8	"... أخبر جون أنه لم يُنسى."
145:0	زيارة مع راعوث
145:2	الدين تجربة شخصية | الشاب المصاب بالصرع | والدة زوجة بيتر
146:2	الصلاة والشكر والعبادة | العدل والرحمة | الصلاة والجهد الشخصي | الصلاة الأخلاقية
146:3	الدين والعلم والفلسفة | ضمان الحقيقة | زيارة زيبولوم
146:4	العمل في المناجم | شفاء الرجل المصاب بالجذام
146:5	تيطس النبيل
147:2	الانفصال عن رسل يوحنا
147:4	سؤال ناثانيال عن القاعدة الذهبية
147:5	مثل المُقرض | الوضع والتقدم
147:6	الجواسيس الستة|"السبت خلق من أجل الإنسان..."
148:8	كرمث بغداد
148:9	معمودية ثلاثة من الجواسيس
149:0	منظمة استخبارات داود
149:1	ظاهرة الشفاء
149:2	خطأان من أخطاء المسيحية المبكرة | شهرة يسوع كمعالج | اعترافه بمساواة المرأة | سحر شخصيته
149:4	تعليقات على الغضب | فيما يتعلق بالشخصيات المتوازنة
150:3	محاضرة عن "السحر والخرافات"
151:5	العاصفة على البحيرة
152:0	فيرونيكا من قيصرية فيلبي
152:6	المزيد عن مثل الزارع
153:2	«أنا خبز الحياة».
153:4	الصبي الذي كان مسكونًا بالروح الشريرة|كيف يستطيع الشيطان أن يخرج الشيطان؟
153:5	هجران المتابعين غير المخلصين
154:2	إغلاق المعابد اليهودية
154:4	ماذا نفعل مع يسوع؟
155:3	الحقيقة والعقيدة | أصل التقاليد الدينية
156:2	"هذا العالم مجرد جسر....."
156:5	مثل النجار الأحمق | الإغراء والطبيعة البشرية | أساسيات النجاح المادي | الحياة الروحية واحترام الذات | المُثُل والأفكار | اللباقة والسحر والحكمة
156:6	موقف القادة اليهود
157:0	يسوع يحاول رؤية عائلته
157:1	"السمكة التي في فمها شيكل."
157:3	"من يقول الناس أني أنا؟"
157:6	المراحل الأربع في حياة يسوع | تصريحات جديدة موثوقة
158:4	يعقوب الصفدي
158:5	«يا رب، أعن عدم إيماني.»
159:1	«كم مرة يخطئ أخي إليّ؟» | مثل الحساب مع الوكلاء | مخاطر الحكم الشخصي
159:4	ما هي الحقيقة بشأن الكتاب المقدس؟
159:5	"... احمل الحقيبة لمسافة ميل ثاني."
160:1	دوافع الحياة الثلاثة | حل المشكلات والتأمل التعبدي | التحيز والاعتراف بالحقيقة
160:2	القيمة الاجتماعية للصداقة | القيمة العظيمة للزواج
160:4	أساسيات الحياة الدنيا | عوامل النجاح المادي | معنى الفشل
160:5	ما هو الدين؟ | فكرة الله ومثال الله | الآب هو القيمة النهائية | "ولكن هل نحن على استعداد لدفع الثمن ...؟"
161:1	نقاط ناثانيال الخمس
161:2	خطاب ناثانيال وتوماس
161:3	آراء منتصفي الطريق
162:0	"يا سيد... أمر أن تنزل النار من السماء..."
162:2	عابر ضابط السنهدرين
163:1	الحصاد كثير ولكن العمال قليلون
163:2	الغنى وحب الغنى
163:3	مثل العمال في الكرم
163:4	تعليمات يسوع | عظة رسامة بطرس
165:3	"احذروا من خمير الفريسيين..."|"... حتى شعور رؤوسكم محصاة"
165:4	مثل الرجل الغني الأحمق|"حيث يكون كنزك هناك يكون قلبك أيضًا".|"ماذا ينفعك لو ربحت العالم كله...؟"
165:5	"تأملوا الزنابق، كيف تنمو...."
166:1	غسل اليدين الاحتفالي
166:3	الطريق المستقيم والضيق | كثيرون من الأوائل سيكونون آخرين | «أنا واقف على الباب وأقرع»
166:4	الخدمة اللاحقة ووفاة أبنير
167:1	شفاء المؤمن|“... لا تجلس في الكرسي الأول...”
167:5	الفريسي والعشار | تعليم عن الزواج
167:6	الجمال كعامل مؤثر في العبادة
168:0	“أنا القيامة والحياة.....”
168:3	"من الأفضل أن يموت رجل واحد..."
169:0	اتهامات السنهدرين ضد يسوع
169:4	عاش يسوع وحيًا من الله | إلوهيم ويهوه
170:2	الخطيئة والمغفرة
170:5	الأخوة الاجتماعية والأخوة الروحية | يوحنا المعمدان الآخر والأعظم | المسيحية وإنجيل يسوع
171:0	"... وعدني أن هؤلاء أبنائي سيكون لهم شرف....."
171:1	حياة داود زبدي اللاحقة | أنطاكية وفيلادلفيا
171:3	وداعًا لأبنير
171:4	بطرس وسمعان والسيف المئة | تحذير من الفريسيين الودودين
171:8	تفسير ناثانيال للمثل
172:1	مريم تدهن قدمي يسوع | يسوع يوبخ يهوذا
172:4	فلس الأرملة
173:2	«معمودية يوحنا، من أين كانت؟»
173:4	الحجر الذي رفضه البناؤون
173:5	"اهدموا هذا الهيكل... وأنا أقيمه."
174:0	تحيات فردية للاثني عشر
174:2	هل يجوز إعطاء الجزية لقيصر؟
174:4	المُخلِّص، ابنه من هو؟
174:5	"... إن لم تقع حبة الحنطة في الأرض وتمت..."|"... إن ارتفعت... في حياتكم..."
175:1	"جيلاً بعد جيل أرسلنا أنبياءنا..."|"... من أراد أن يكون أعظم بينكم..."|"ويل لكم أيها الكتبة والفريسيون المراؤون!"|"... أنتم... طهروا خارج الكأس..."|"والآن أودعكم."
175:4	قرار يهوذا النهائي
176:2	الرواية في إنجيل متى
176:3	مثل الوزنات | «استمروا حتى أجيء» | تعليقات على نمو الحقيقة الحية
177:1	جون مارك وسلة الغداء
177:5	احذروا من دعم الجماهير
178:1	تعلم أن تكون مخلصًا حتى في الرخاء | لا تغري ملائكة الإشراف عليك
178:2	داود يُخرج يهوذا من «الحقيبة» | ترتيبات العشاء الأخير
180:1	"... أحبوا بعضكم بعضا كما أحببتكم."
180:3	لا تضطرب قلوبكم.|يا معلم، أرنا الآب...
180:5	تعليقات على القاعدة الذهبية
181:1	"أعطي لكل واحد منكم كل ما سيحصل عليه."|"لا تضطرب قلوبكم."
182:1	توسيع يسوع لكشف اسم الله
182:2	إرسال العداء إلى أبنير | وداع داود زبدي
182:3	الروح راغبة والجسد ضعيف
184:4	إعلان جديد للإنسان لله
185:2	التهم المكتوبة لمحكمة السنهدريس
185:6	جلد يسوع|هوذا الرجل!
186:0	عائلة يسوع في بيت عنيا
186:1	الثلاثين قطعة من الفضة
186:2	«بيلاطس يُحاكم أمام يسوع»|«هوذا الله والإنسان!»
187:1	يا بنات أورشليم، لا تبكين عليّ... | سمعان القيرواني
187:4	وصية يسوع ليوحنا
188:0	يوسف ونيقوديموس أمام بيلاطس
188:3	ماذا أوصى به يسوع إلى يدي الآب؟|مكانة شخصية يسوع
189:3	رحيل المُقيِّم الشخصي
189:4	النساء الخمس | يسوع يظهر لمريم المجدلية
189:5	الظهور الثاني-لمريم المجدلية
190:2	ظهوره لأخيه يعقوب | ظهوره لعائلته الأرضية
191:0	ردود أفعال الرسل الأفراد
191:3	مراحل تطور المورونشيا
191:5	"طوبى للذين في الدهور الآتية..."
192:1	"يا شباب، هل اصطدتم شيئًا؟"
193:0	الظهور السادس عشر (ساحة نيقوديموس)
194:0	الإنجيل الجديد عن يسوع
194:2	مهمة روح الحق | الموهبة الروحية الثلاثية للإنسان | التأثيرات الروحية السبعة العليا
195:0	أسباب انتصار المسيحية في الغرب | التنازلات المسيحية المبكرة
196:0	إيمان يسوع الحي بالله | "اطلبوا أولاً ملكوت السماوات". | "لماذا تدعوني صالحًا؟" | ما معنى الصلاة بالنسبة ليسوع | إيمان يسوع الطفولي بالله
196:2	الدين حول يسوع | الدين كتجربة شخصية
196:3	الحقيقة والفكرة والعلاقة | العقل والحكمة والإيمان | الشيء والمعنى والقيمة | ما لم يكن هناك محب إلهي يعيش في الإنسان ... | الأخلاق والدين | الآب هو الحب الحي
