ref	subsections
39:4	(1) Assistentes Administrativos|(2) Guias da Justiça|(3) Intérpretes da Cidadania Cósmica|(4) Aceleradores da Moralidade|(5) Os Transportadores|(6) Os Registradores|(7) As Reservas
39:5	(1) As Vozes do Jardim|(2) Os Espíritos da Fraternidade|(3) As Almas da Paz|(4) Os Espíritos da Confiança|(5) Os Transportadores|Partida de um transporte seráfico|(6) Os Registradores|(7) As Reservas
40:5	Mortais da jornada transitória ou experiencial do Ajustador|Mortais dos tipos de fusão não-Ajustador|Mortais com potencial de fusão com o Ajustador|A série não numerada
40:9	Técnicas de reconstrução da memória
42:2	(1) Potência espacial|(2) Força primordial|(3) Energias emergentes|_a. Energia poderosa|_b. Energia gravitacional|(4) Poder do universo|(5) Energia Havona|(6) Energia transcendental|(7) Monota
42:10	(1) Mentes de espírito pré-adjutante | (2) Mentes de espírito adjutante | (3) Mentes morôncias em evolução | A mente cósmica
45:1	(1) O Mundo Finalista|(2) O Mundo Morontia|(3) O Mundo Angélico|(4) O Mundo dos Superanjos|(5) O Mundo dos Filhos|(6) O Mundo do Espírito|(7) O Mundo do Pai
45:6	Experiência parental | O berçário probatório de Satania
46:5	(1) Círculos dos Filhos de Deus|(2) Círculos dos anjos|(3) Círculos dos Auxílios do Universo|(4) Círculos dos Controladores Físicos Mestres|(5) Círculos dos mortais ascendentes|(6) Círculos das colônias de cortesia|(7) Círculos dos finalistas
47:1	Experiência parental necessária
47:3	Companheiros de Morôncia
47:8	Fusão de ajuste
48:2	(1) Reguladores de Circuito|(2) Coordenadores de Sistema|(3) Custodiantes Planetários|(4) Controladores Combinados|(5) Estabilizadores de Ligação|(6) Classificadores Seletivos|(7) Registradores Associados
48:3	(1) Guardiões Peregrinos|(2) Receptores Peregrinos e Associados Livres|(3) Anfitriões de Visitantes Celestiais|(4) Coordenadores e Diretores de Ligação|(5) Intérpretes e Tradutores|(6) Supervisores de Excursões e Retornos|(7) Zeladores de Área e Edifício
48:4	Humor celestial | Humor mortal
48:6	(1) Evangelistas Seráficos|_Original do Salmo 23|(2) Intérpretes Raciais|(3) Planejadores da Mente|(4) Conselheiros Morôncios|_Efeito estereoscópico de mota|(5) Técnicos|(6) Registradores-Professores|_Verdade e fato|(7) Reservas Ministeriais|_Sucesso, fracasso e ego
49:2	(1) Os tipos atmosféricos|(2) Os tipos elementais|(3) Os tipos gravitacionais|(4) Os tipos térmicos|(5) Os tipos elétricos|(6) Os tipos energizantes|(7) Os tipos não nomeados
49:5	(1) Adaptação ao ambiente planetário|_Série experimental inspecionada por Tabamantia|(2) Série tipo cérebro|(3) Série recepção espiritual|(4) Épocas planetário-mortais|(5) Séries de parentesco criatura|(6) Série fusão ajustador|(7) Técnicas de fuga terrestre
49:6	(1) A ordem dispensacional ou de grupo de sobrevivência|(2) As ordens individuais de ascensão|(3) As ordens de ascensão dependentes do período probatório|(4) As ordens secundárias modificadas de ascensão|(5) A ordem primária modificada de ascensão
50:7	Agondontores|Tabamantia um agondonter
54:5	Doze razões
55:4	Os sete estágios em um planeta | Libertação dos intermediários | Partida adâmica
55:12	Os Supervisores Não Qualificados do Supremo
57:4	Origem do Sol
57:5	Movimento retrógrado
57:6	A era da formação planetária | Atrito de maré | Explosões de maré gravitacionais
57:7	A Era Vulcânica | A Atmosfera Planetária Primitiva
57:8	A Era dos Terremotos | O Oceano Mundial e o Primeiro Continente
59:1	A Era dos Trilobitas
59:2	A Era dos Animais Invertebrados
59:3	O Período dos Corais | A Era dos Braquiópodes
59:4	O Período Vegetativo da Vida Terrestre | A Era dos Peixes
59:5	O Período Carbonífero das Florestas de Samambaias | A Era dos Sapos
59:6	O Período das Plantas-Semente | A Era da Tribulação Biológica
60:3	O Período das Plantas com Flores | A Era das Aves
61:1	A Era dos Primeiros Mamíferos
61:2	A Era dos Mamíferos Avançados
61:3	A Idade do Elefante e do Cavalo
61:4	A Última Grande Migração de Mamíferos
62:3	Origem das tribos símias
64:6	(1) O homem vermelho|(2) O homem laranja|(3) O homem amarelo|(4) O homem verde|(5) O homem azul|(6) A raça índigo|_Propósito das seis raças
65:1	(1) O nível físico da eletroquímica | (2) A fase intermediária usual da existência quase-moroncial | (3) O nível semiespiritual avançado
65:7	Mente mecânica não ensinável | Mente experiencial não mecânica
66:3	(1) O conselho de alimentação e bem-estar material|(2) O conselho de domesticação e utilização de animais|(3) Os conselheiros para o controle de animais predadores|(4) A faculdade de disseminação e conservação do conhecimento|(5) A comissão de indústria e comércio|(6) A faculdade de religião revelada|(7) Os guardiões da saúde e da vida|(8) O conselho mundial de arte e ciência|(9) Os governadores de relações tribais avançadas|(10) O tribunal supremo de coordenação tribal e cooperação racial
68:5	(1) A fase de coleta|(2) A fase de caça|(3) A fase pastoril|(4) A fase agrícola
68:6	A proporção entre terra e homem
69:1	(1) Instituições de automanutenção | (2) Instituições de autoperpetuação | (3) Instituições de autogratificação
70:2	Industrialismo moderno versus militarismo
73:0	inspeção de Tabamantia
76:3	O sacerdócio setita
76:5	Mensagem de Michael
78:7	História de Noé
80:2	Inundações do Mediterrâneo
81:2	(1) O domínio do fogo|(2) A domesticação de animais|(3) A escravização de cativos|(4) Propriedade privada
81:4	(1) As raças caucasoides | (2) As raças mongoloides | (3) As raças negroides
81:5	Força e direito
81:6	(1) Circunstâncias naturais|(2) Bens de capital|(3) Conhecimento científico|(4) Recursos humanos|(5) Eficácia dos recursos materiais|(6) Eficácia da linguagem|(7) Eficácia dos dispositivos mecânicos|(8) Caráter dos líderes|(9) Ideais raciais|(10) Coordenação de especialistas|(11) Dispositivos de localização|(12) Disposição para cooperar|(13) Liderança eficaz e sábia|(14) Mudanças sociais|(15) Prevenção da ruptura de transição
88:2	Imagens e ídolos | “Livros Sagrados”
89:3	O culto da continência
89:7	prostituição no templo
91:2	Oração versus magia
92:4	(1) Os ensinamentos da Dalamácia | (2) Os ensinamentos do Edênio | (3) Melquisedeque de Salém | (4) Jesus de Nazaré | (5) Os Documentos de Urântia
92:6	Onze religiões vivas
93:4	O credo | Os sete mandamentos
94:1	O Rigveda
94:2	Doutrina da reencarnação
94:8	O evangelho de Gautama | Os mandamentos morais
96:5	Providência Materialista
97:5	Miquéias e Obadias
97:9	Efraim e Judá|Saul e Davi|Salomão e a tributação|Israel e Judá|Destruição do Reino de Israel|Fim do Reino de Judá|O cativeiro babilônico
98:4	O culto frígio de Cibele e Átis | O culto egípcio de Osíris e Ísis | O culto iraniano de Mitra
101:3	Doze ilustrações de fé espiritual
101:6	Sete aspectos da salvação
106:1	Deus Sétuplo
106:2	O Ser Supremo
106:3	A Trindade Suprema
106:4	Divindade Suprema
106:5	A Trindade Absoluta
106:6	O cosmos infinito
106:8	(1) O nível das três Trindades | (2) O nível da Deidade experiencial | (3) O nível do EU SOU
108:2	Em Urântia | Em outros mundos
108:3	Homenagem de Tabamantia
109:6	O Ajustador que habitava em Jesus
109:7	Seres onipessoais
110:7	O apelo do Ajustador à alma
111:7	Declaração de um guardião do destino
112:0	Quatorze aspectos da personalidade
114:4	Altas regências
114:6	(1) Os anjos da época | (2) Os anjos do progresso | (3) Os guardiões religiosos | (4) Os anjos da vida nacional | (5) Os anjos das raças | (6) Os anjos do futuro | (7) Os anjos da iluminação | (8) Os anjos da saúde | (9) Os serafins do lar | (10) Os anjos da indústria | (11) Os anjos da diversão | (12) Os anjos do ministério sobre-humano
116:1	A mente cósmica
116:5	O problema do equilíbrio
117:2	filhos e crescimento trinitários da criatura
117:4	Moralidade cósmica - dever supremo
117:5	Transcendência final | Repercussões do crescimento humano
118:1	Unidades de tempo experienciais (subjetivas)
118:3	Verdade e fato | Espaço e padrão
118:8	O regulador temporal do progresso
121:4	(1) O Epicurista | (2) O Estoico | (3) O Cínico | (4) O Cético
121:5	As religiões de mistério
121:8	(1) O Evangelho de Marcos | (2) O Evangelho de Mateus | (3) O Evangelho de Lucas | (4) O Evangelho de João | Agradecimentos
122:4	A “casa de Davi”
122:8	A lenda dos pastores | Os três sacerdotes de Ur | A “Estrela de Belém”
122:10	O voo para o Egito
123:0	A Estadia no Egito
123:1	Quarto ano de Jesus
123:2	criação de filhos
123:4	Acidentes com materiais
124:1	A imagem no chão | Clima na Galileia
124:2	Jacob, o filho do pedreiro
124:3	O episódio de Citópolis
124:4	Moralidade pessoal e lealdade ao grupo
124:6	Maria, Marta e Lázaro
126:3	Origem da “Oração do Senhor” | O “Filho do Homem” | Quem é o Messias?
127:2	O episódio do fanático
127:3	Com Tiago na Páscoa | Visita de Isabel e João | Morte de Amós
127:4	Criar os filhos
127:6	Visita a Jerusalém durante a Páscoa judaica
128:1	Crescente consciência da divindade | Com José na Páscoa
128:2	Como ferreiro em Séforis
128:3	Com Simão na Páscoa | Jesus encontra Estêvão
128:5	A proposta alexandrina
128:6	Com Judas na Páscoa | “Tio Josué, conte-nos uma história”
128:7	Casamento de Tiago | Casamento de Miriam | Tiago, chefe da família de José
129:1	Zebedeu de Cafarnaum | Jesus, o construtor de barcos
129:2	Jesus visita Jerusalém | Encontro com Gonod e Ganid
129:3	Objetivo da viagem a Roma
130:1	Discussão sobre o bem e o mal.
130:2	O mercador da Mongólia | O trabalhador grego e o capataz romano | A vontade de Deus e a vontade do homem
130:8	Esdras, o judeu apóstata
132:0	Influência sobre trinta e dois líderes religiosos
132:4	Ao senador romano|Ao soldado romano|Ao orador no fórum|Ao pobre homem, falsamente acusado
132:7	O pagão inconsequente | “Vamos criar uma nova religião juntos.”
133:0	Sistema de castas da Índia
133:2	O homem que maltrata sua esposa
133:3	Crispo, chefe da sinagoga | Justo, o mercador | As duas mulheres públicas
133:4	Ao moleiro|Ao centurião romano|Ao líder mitraico|Ao mestre epicurista|Ao empreiteiro grego|Ao juiz romano|À dona da estalagem grega|Ao comerciante chinês|Ao viajante da Grã-Bretanha|Ao jovem fugitivo|Ao criminoso condenado
134:1	Retorno a Nazaré | Casamento de Simão; casamento de Judas
134:7	Peregrinações solitárias
134:8	Fim da Rebelião de Lúcifer | A soberania de Nebadon
134:9	Visita a John em Jerusalém | Trabalhando na oficina de barcos de Zebedeu
135:8	Batismo de Jesus
136:3	Conferência com Gabriel | Conclusão da soberania do universo
136:4	O caminho do Pai
136:5	Ajustador personalizado no comando | Insensibilidade do Ajustador ao tempo
136:6	O caminho da existência terrena normal
136:7	Obediência à lei natural
136:8	Recusa de fazer concessões ao mal
136:9	Rejeição do trono de Davi
136:10	“Eu me submeterei à vontade de meu Pai.”
137:1	André e Pedro | Tiago e João
138:3	Não os justos, mas os pecadores.
140:3	O “Sermão da Montanha”
140:5	Bem-aventurados os pobres de espírito, os humildes; bem-aventurados os que têm fome e sede de justiça; bem-aventurados os mansos; bem-aventurados os puros de coração; bem-aventurados os que choram; bem-aventurados os misericordiosos; bem-aventurados os pacificadores; bem-aventurados os perseguidos.
140:6	“Eu olho além do ato...”|Sobre o divórcio|Justiça e misericórdia|“Eles estão bem - não os perturbe.”
140:8	(1) Fazer a vontade do Pai | (2) Atitude política | (3) Atitude social | (4) Atitude econômica | (5) Religião pessoal
141:3	Personalidade de Jesus | Aparência de Jesus
141:4	Ministro dos Doentes
141:6	Teherma, o Persa
141:7	Ensinando sobre o reino | Salvação pela fé; liberdade pela verdade
142:0	Visita a Annas
142:2	Jacó de Creta
142:3	Seis conceitos hebraicos de Deus | Os primeiros dez mandamentos
142:8	O acampamento no Parque Getsêmani
143:1	“Eles menosprezaram nossa mensagem.” | “Vocês se parecem com fracotes?”
143:3	Três dias no Monte Sartab
143:6	Acampados no Monte Gerizim
144:5	Sete orações de outros mundos
144:8	“...diga a John que ele não foi esquecido.”
145:0	Visita à Ruth
145:2	A religião é uma experiência pessoal | O jovem epiléptico | A mãe da esposa de Peter
146:2	Oração, ação de graças e adoração | Justiça e misericórdia | Oração e esforço pessoal | Oração ética
146:3	Religião, ciência e filosofia | A garantia da verdade | A visita a Zebulom
146:4	Trabalho nas minas | Curando o leproso
146:5	Tito, o nobre
147:2	Separação dos apóstolos de João
147:4	A pergunta de Nathaniel sobre a regra de ouro
147:5	Parábola do agiota | Situação e progresso
147:6	Os seis espiões | “O sábado foi feito para o homem...”
148:8	Kirmeth de Bagdá
148:9	Batismo de três dos espiões
149:0	organização de inteligência de David
149:1	Os fenômenos de cura
149:2	Dois erros do cristianismo primitivo | A fama de Jesus como curador | Seu reconhecimento da igualdade das mulheres | O encanto de sua personalidade
149:4	Comentários sobre a raiva | Sobre personagens equilibrados
150:3	Discurso sobre “Magia e Superstição”
151:5	A tempestade no lago
152:0	Verônica de Cesareia-Filipe
152:6	Mais sobre a parábola do semeador
153:2	“Eu sou o pão da vida.”
153:4	O menino possuído pelo espírito maligno | “Como Satanás pode expulsar Satanás?”
153:5	Deserção dos seguidores hesitantes
154:2	Fechamento das sinagogas
154:4	“O que faremos com Jesus?”
155:3	Verdade e credo | Origem das tradições religiosas
156:2	“Este mundo é apenas uma ponte...”
156:5	Parábola do carpinteiro insensato|Tentação e natureza humana|Os fundamentos do sucesso material|Vida espiritual e autoestima|Ideais e ideias|Tato, charme e sabedoria
156:6	Atitude dos líderes judeus
157:0	Jesus tenta ver sua família.
157:1	“O peixe com um shekel na boca.”
157:3	“Quem dizem os homens que eu sou?”
157:6	As quatro fases da vida de Jesus | Novas declarações oficiais
158:4	James de Safed
158:5	“Senhor, eu creio, ajuda a minha incredulidade.”
159:1	“Quantas vezes meu irmão pecará contra mim?” | Parábola da prestação de contas aos administradores | Perigos do julgamento pessoal
159:4	“Qual é a verdade sobre as Escrituras?”
159:5	“...carregue a mochila por mais uma milha.”
160:1	Os três impulsos da vida | Resolução de problemas e meditação reverente | Preconceito e o reconhecimento da verdade
160:2	A importância da amizade para a socialização | O grande valor do casamento
160:4	Elementos essenciais da vida terrena | Fatores de sucesso material | O significado do fracasso
160:5	O que é religião? | A ideia de Deus e o ideal de Deus | O Pai é o valor final | “Mas estamos dispostos a pagar o preço...?”
161:1	Os cinco pontos de Nathaniel
161:2	Discurso de Nathaniel e Thomas
161:3	As opiniões dos intermediários
162:0	“Mestre... ordene que desça fogo do céu...”
162:2	Éber, o oficial do Sinédrio
163:1	A colheita é abundante, mas os trabalhadores são poucos.
163:2	Riquezas e o amor à riqueza
163:3	Parábola dos trabalhadores na vinha
163:4	Instruções de Jesus | Sermão de ordenação de Pedro
165:3	“Cuidado com o fermento dos fariseus...” | “...até os cabelos da vossa cabeça estão contados”
165:4	Parábola do rico insensato: “Onde estiver o seu tesouro, aí estará também o seu coração.” “Que adianta ganhar o mundo inteiro...?”
165:5	“Observem os lírios, como eles crescem...”
166:1	Lavagem cerimonial das mãos
166:3	O caminho reto e estreito | Muitos dos primeiros serão os últimos | “Estou à porta e bato”
166:4	O ministério posterior e a morte de Abner
167:1	Curando o crente | “... não te assentes no trono da autoridade...”
167:5	O fariseu e o publicano | Ensinamentos sobre o casamento
167:6	A beleza como influência para a adoração
168:0	“Eu sou a ressurreição e a vida...”
168:3	“É melhor que um homem morra...”
169:0	As acusações do Sinédrio contra Jesus
169:4	Jesus viveu uma revelação de Deus | Elohim e Javé
170:2	Pecado e perdão
170:5	Fraternidade social e fraternidade espiritual | Um outro e maior João Batista | Cristianismo e o Evangelho de Jesus
171:0	“...prometam-me que estes meus filhos terão honra...”
171:1	A vida posterior de David Zebedee | Antioquia e Filadélfia
171:3	Adeus a Abner
171:4	Pedro, Simão e as cem espadas | Aviso dos fariseus amigáveis
171:8	A interpretação da parábola por Nathaniel
172:1	Maria unge os pés de Jesus | Jesus repreende Judas
172:4	A pequena contribuição da viúva
173:2	“O batismo de João, de onde veio?”
173:4	A pedra que os construtores rejeitaram.
173:5	“Destruam este templo e... eu o reconstruirei.”
174:0	Saudações individuais aos doze
174:2	É lícito pagar tributo a César?
174:4	O Libertador, de quem é filho?
174:5	“...a menos que um grão de trigo caia na terra e morra...”|“...se eu for levantado... em vossas vidas...”
175:1	“Geração após geração enviamos nossos profetas...”|“...aquele que quiser ser o maior entre vocês...”|“Ai de vocês, escribas e fariseus, hipócritas!”|“...vocês... limpam o exterior do copo...”|“Agora, despeço-me de vocês.”
175:4	Decisão final de Judas
176:2	O relato no Evangelho de Mateus.
176:3	Parábola dos talentos | “Continuem até que eu venha.” | Comentários sobre o crescimento da verdade viva
177:1	John Mark e a cesta de lanche
177:5	Cuidado com o apoio da multidão.
178:1	Aprenda a ser fiel mesmo na prosperidade | Não tente os anjos da sua proteção
178:2	Davi livra Judas da “bolsa” | Preparativos para a Última Ceia
180:1	“...amem-se uns aos outros como eu os amei.”
180:3	“Não se perturbe o vosso coração.”|“Mestre, mostra-nos o Pai...”
180:5	Comentários sobre a regra de ouro
181:1	“Dou a cada um de vocês tudo o que receberão.” | “Não se perturbe o vosso coração.”
182:1	A ampliação da revelação do nome de Deus por Jesus
182:2	Enviando o mensageiro para Abner | Despedida de David Zebedee
182:3	O espírito está pronto, mas a carne é fraca.
184:4	Uma nova revelação do homem a Deus
185:2	As acusações escritas do tribunal do Sinédrio
185:6	A flagelação de Jesus | “Eis o homem!”
186:0	A família de Jesus em Betânia
186:1	As trinta moedas de prata
186:2	“Pilatos sendo julgado perante Jesus.” | “Eis Deus e o homem!”
187:1	“Filhas de Jerusalém, não chorem por mim...” | Simão de Cirene
187:4	A instrução de Jesus a João
188:0	José e Nicodemos perante Pilatos
188:3	O que Jesus confiou nas mãos do Pai? | Status da personalidade de Jesus
189:3	Partida do Ajustador Personalizado
189:4	As cinco mulheres | Jesus aparece a Maria Madalena
189:5	Segunda aparição - para Maria Madalena
190:2	Aparência perante seu irmão James | Aparência perante sua família terrena
191:0	Reações dos apóstolos individualmente
191:3	Estágios de progressão da morôncia
191:5	“Bem-aventurados aqueles que viverão nos séculos vindouros...”
192:1	“Rapazes, vocês pegaram alguma coisa?”
193:0	A décima sexta aparição (pátio de Nicodemos)
194:0	O novo evangelho sobre Jesus
194:2	A missão do Espírito da Verdade | A tríplice dádiva espiritual do homem | As sete influências espirituais superiores
195:0	Razões para o triunfo do cristianismo no Ocidente | Os primeiros compromissos cristãos
196:0	A fé viva de Jesus em Deus | “Buscai primeiro o reino dos céus.” | “Por que me chamas bom?” | O significado da oração para Jesus | A fé infantil de Jesus em Deus
196:2	A religião sobre Jesus | A religião como experiência pessoal
196:3	Fato, ideia e relação|Razão, sabedoria e fé|Coisa, significado e valor|A menos que um amante divino vivesse no homem...|Moralidade e religião|O Pai é o amor vivo
