ref	subsections
29:2	(1) Yüce Merkez Denetçileri|(2) Havona Merkezleri|(3) Süper Evren Merkezleri|(4) Yerel Evren Merkezleri|(5) Takımyıldız Merkezleri|(6) Sistem Merkezleri|(7) Sınıflandırılmamış Merkezler
29:4	(1) Ortak Güç Direktörleri|(2) Mekanik Kontrolörler|(3) Enerji Transformatörleri|(4) Enerji Vericileri|(5) Birincil Birleştiriciler|(6) İkincil Ayrıştırıcılar|(7) Frandalanks|Chronoldeks
29:5	Birincil Etkinlik Ustası Kuvvet Organizatörleri Ortak Aşkın Ustası Kuvvet Organizatörleri
30:1	I. Üçlü Kökenli Varlıklar | II. Çift Kökenli Varlıklar | III. Tek Kökenli Varlıklar | IV. Oluşmuş Aşkın Varlıklar | V. Parçalanmış İlahi Varlıklar | VI. Süper-kişisel Varlıklar | VII. Sınıflandırılmamış ve Ortaya Çıkmamış Düzenler
30:2	I. Cennet Tanrıları | II. Yüce Ruhlar | III. Üçlü Kökenli Varlıklar | IV. Tanrı'nın Oğulları | V. Sonsuz Ruhun Kişilikleri | VI. Evrenin Güç Yöneticileri | VII. Kalıcı Vatandaşlık Birliği | Bileşik Kişilik Grupları
30:3	(1) Yıldız Öğrencileri | (2) Göksel Zanaatkarlar | (3) Geri Dönüş Yöneticileri | (4) Uzatma Okulu Eğitmenleri | (5) Çeşitli Yedek Birlikler | (6) Öğrenci Ziyaretçiler | (7) Yükselen Hacılar
30:4	(1) Gezegensel Ölümlüler | (2) Uyuyan Kurtulanlar | (3) Konak Dünyası Öğrencileri | (4) Morontia İlerleyenleri | (5) Süper Evren Muhafızları | (6) Havona Hacıları | (7) Cennete Gelenler
33:6	Yerel evren zamanı
34:6	İnsanın ikili doğası
34:7	"İşte yol budur."
35:4	Melkizedek enkarnasyonları
35:8	Birincil Lanonandekler|İkincil Lanonandekler|Üçüncül Lanonandekler
36:4	Midsoniterler|Salvington Finaliterler Dünyaları
36:5	(1) Sezgi ruhu|(2) Anlayış ruhu|(3) Cesaret ruhu|(4) Bilgi ruhu|(5) Öğüt ruhu|(6) İbadet ruhu|(7) Bilgelik ruhu
37:2	Akşam Yıldızları Yaratıldı | Yükselen Akşam Yıldızları | Akşam Yıldızlarının Dünyaları
37:3	Başmeleklerin Dünyaları
37:5	Irk Komiserleri | Nebadon Mükemmellik Birliği | Ruhla Birleşmiş Ölümlülerin Dünyaları
37:6	Nebadon eğitim sistemi
37:8	Yalnız Haberciler | Evren Devre Görevlisi - Andovontia | Nüfus Sayımı Müdürü - Salsatia | Yardımcı Müfettiş | Atanmış Nöbetçiler | Evrensel Uzlaştırıcılar | Teknik Danışmanlar | Göksel Kayıtçılar | Morontia Yoldaşları
37:9	(1) Susatia|(2) Univitatia|(3) Maddi Oğullar|(4) Yarı Yol Yaratıkları|Terk Edilenler
37:10	Spironga | Spornagia | Nezaket kolonileri
38:8	(1) Yükseliş Adayları|(2) Orta Evre Kerubim|(3) Morontia Kerubim
38:9	(1) Birincil Ortaokul Öğrencileri | (2) İkincil Ortaokul Öğrencileri
39:1	(1) Oğul-Ruh Hizmetlileri|_Bağış görevlileri|(2) Mahkeme Danışmanları|(3) Evren Yönlendiricileri|(4) Öğretim Danışmanları|(5) Görevlendirme Direktörleri|(6) Kayıtçılar|(7) Bağımsız Hizmetliler
39:2	(1) İstihbarat Kolordusu|(2) Merhametin Sesi|(3) Ruh Koordinatörleri|(4) Yardımcı Öğretmenler|(5) Taşıyıcılar|_Serafik taşıma teknikleri|(6) Kayıtçılar|_Yayıncılar|(7) Yedekler
39:3	(1) Denetleyici Yardımcılar|(2) Hukuk Tahmincileri|(3) Sosyal Mimarlar|(4) Etik Duyarlılaştırıcılar|(5) Taşıyıcılar|(6) Kayıtçılar|(7) Yedekler
39:4	(1) İdari Asistanlar|(2) Adalet Rehberleri|(3) Kozmik Vatandaşlığın Tercümanları|(4) Ahlakın Hızlandırıcıları|(5) Taşıyıcılar|(6) Kayıtçılar|(7) Yedekler
39:5	(1) Bahçenin Sesleri|(2) Kardeşlik Ruhları|(3) Barış Ruhları|(4) Güven Ruhları|(5) Taşıyıcılar|_Bir serafik taşıyıcının ayrılışı|(6) Kaydediciler|(7) Yedekler
40:5	Geçici veya deneyimsel Düzenleyici yolculuğunun ölümlüleri | Düzenleyici-füzyon olmayan tiplerin ölümlüleri | Düzenleyici-füzyon potansiyelinin ölümlüleri | Numaralandırılmamış seri
40:9	Hafıza yeniden yapılandırma teknikleri
42:2	(1) Uzay gücü|(2) İlkel kuvvet|(3) Ortaya çıkan enerjiler|_a. Kudretli enerji|_b. Yerçekimi enerjisi|(4) Evren gücü|(5) Havona enerjisi|(6) Aşkın enerji|(7) Monota
42:10	(1) Ön-yardımcı-ruh zihinleri|(2) Yardımcı-ruh zihinleri|(3) Gelişen morontia zihinleri|_Kozmik zihin
45:1	(1) Finaliter Dünyası|(2) Morontia Dünyası|(3) Melek Dünyası|(4) Süpermelek Dünyası|(5) Oğullar Dünyası|(6) Ruh Dünyası|(7) Baba Dünyası
45:6	Ebeveyn deneyimi | Satania'nın denetimli serbestlik kreşi
46:5	(1) Tanrı Oğullarının Çemberleri|(2) Meleklerin Çemberleri|(3) Evren Yardımcılarının Çemberleri|(4) Üstat Fiziksel Kontrolcülerin Çemberleri|(5) Yükselen Ölümlülerin Çemberleri|(6) Nezaket Kolonilerinin Çemberleri|(7) Sonlandırıcıların Çemberleri
47:1	Gerekli ebeveyn deneyimi
47:3	Morontia Arkadaşları
47:8	Ayarlayıcı füzyonu
48:2	(1) Devre Regülatörleri|(2) Sistem Koordinatörleri|(3) Gezegen Koruyucuları|(4) Birleşik Kontrolörler|(5) Bağlantı Sabitleyicileri|(6) Seçici Düzenleyiciler|(7) Ortak Kayıt Memurları
48:3	(1) Hac Bekçileri | (2) Hac Alıcıları ve Özgür Ortaklar | (3) Göksel Ziyaretçilere Ev Sahipleri | (4) Koordinatörler ve İrtibat Direktörleri | (5) Tercümanlar ve Çevirmenler | (6) Gezi ve Geri Dönüş Görevlileri | (7) Alan ve Bina Sorumluları
48:4	Göksel mizah|Ölümlü mizah
48:6	(1) Serafik Evanjelistler | _Yirmi Üçüncü Mezmurun Orijinali | (2) Irksal Yorumcular | (3) Zihin Planlamacıları | (4) Morontia Danışmanları | _Mota'nın Stereoskopik Etkisi | (5) Teknisyenler | (6) Kaydedici Öğretmenler | _Gerçek ve Gerçek | (7) Hizmet Yedekleri | _Başarı, Başarısızlık ve Ego
49:2	(1) Atmosferik tipler | (2) Elemental tipler | (3) Yerçekimi tipleri | (4) Sıcaklık tipleri | (5) Elektrik tipleri | (6) Enerji verici tipler | (7) İsimsiz tipler
49:5	(1) Gezegensel ortama uyum | Tabamantia tarafından incelenen deneysel seriler | (2) Beyin tipi serileri | (3) Ruh alımı serileri | (4) Gezegensel-ölümlü çağlar | (5) Yaratık-akrabalık serileri | (6) Ayarlayıcı-füzyon serileri | (7) Karasal kaçış teknikleri
49:6	(1) Dispensasyonel veya grup hayatta kalma düzeni | (2) Bireysel yükseliş düzenleri | (3) Deneme süresine bağlı yükseliş düzenleri | (4) İkincil değiştirilmiş yükseliş düzenleri | (5) Birincil değiştirilmiş yükseliş düzeni
50:7	Agondonters|Tabamantia an agondonter
54:5	On iki neden
55:4	Bir gezegendeki yedi aşama | Orta Dünya'nın serbest bırakılması | Adem'in ayrılışı
55:12	Yüce Divanın Niteliksiz Denetçileri
57:4	Güneş'in Kökeni
57:5	Geriye doğru hareket
57:6	Gezegen oluşum dönemi | Gelgit sürtünmesi | Yerçekimi-gelgit patlamaları
57:7	Volkanik Çağ | İlkel Gezegen Atmosferi
57:8	Deprem Çağı | Dünya Okyanusu ve İlk Kıta
59:1	Trilobit Çağı
59:2	Omurgasız-Hayvan Çağı
59:3	Mercan Dönemi | Brakiopod Çağı
59:4	Bitkisel Kara Yaşamı Dönemi | Balıkların Çağı
59:5	Eğrelti Otu-Orman Karbonifer Dönemi | Kurbağaların Çağı
59:6	Tohum-Bitki Dönemi | Biyolojik Sıkıntı Çağı
60:3	Çiçekli Bitki Dönemi | Kuşların Çağı
61:1	İlk Memelilerin Çağı
61:2	Gelişmiş Memelilerin Çağı
61:3	Fil ve At Çağı
61:4	Son Büyük Memeli Göçü
62:3	Simian kabilelerinin kökeni
64:6	(1) Kırmızı adam|(2) Turuncu adam|(3) Sarı adam|(4) Yeşil adam|(5) Mavi adam|(6) Çivit mavisi ırk|_Altı ırkın amacı
65:1	(1) Elektrokimyanın fiziksel seviyesi | (2) Yarı-morontial varoluşun olağan orta aşaması | (3) İleri yarı-ruhsal seviye
65:7	Mekanik-öğretilemez zihin | Mekanik olmayan deneyimleyen zihin
66:3	(1) Gıda ve maddi refah konseyi|(2) Hayvan evcilleştirme ve kullanım kurulu|(3) Yırtıcı hayvanların avlanmasıyla ilgili danışmanlar|(4) Bilginin yayılması ve korunması fakültesi|(5) Sanayi ve ticaret komisyonu|(6) Vahiy dinleri koleji|(7) Sağlık ve yaşam koruyucuları|(8) Sanat ve bilimle ilgili gezegen konseyi|(9) İleri kabile ilişkilerinin yöneticileri|(10) Kabile koordinasyonu ve ırksal işbirliğinin en yüksek mahkemesi
68:5	(1) Toplama aşaması | (2) Avcılık aşaması | (3) Çobanlık aşaması | (4) Tarım aşaması
68:6	Kara-insan oranı
69:1	(1) Öz bakım kurumları | (2) Öz devamlılık kurumları | (3) Öz tatmin kurumları
70:2	Modern endüstriyalizm ve militarizm
73:0	Tabamantia'nın denetimi
76:3	Seth rahipliği
76:5	Michael'ın mesajı
78:7	Nuh'un Hikayesi
80:2	Akdeniz'in taşkınları
81:2	(1) Ateşin evcilleştirilmesi | (2) Hayvanların evcilleştirilmesi | (3) Esirlerin köleleştirilmesi | (4) Özel mülkiyet
81:4	(1) Kafkas ırkları|(2) Moğol ırkları|(3) Zenci ırkları
81:5	Güç ve hak
81:6	(1) Doğal koşullar | (2) Sermaye malları | (3) Bilimsel bilgi | (4) İnsan kaynakları | (5) Maddi kaynakların etkinliği | (6) Dilin etkinliği | (7) Mekanik araçların etkinliği | (8) Meşale taşıyıcılarının karakteri | (9) Irksal idealler | (10) Uzmanların koordinasyonu | (11) Yer bulma araçları | (12) İşbirliği yapma isteği | (13) Etkili ve akıllı liderlik | (14) Toplumsal değişimler | (15) Geçişsel bozulmanın önlenmesi
88:2	Resimler ve putlar | “Kutsal Kitaplar”
89:3	İffet kültü
89:7	Tapınak fahişeliği
91:2	Dua ve büyü
92:4	(1) Dalaman öğretileri | (2) Cennet öğretileri | (3) Salem Melkizedek | (4) Nasıralı İsa | (5) Urantia Belgeleri
92:6	Yaşayan on bir din
93:4	İnanç | Yedi Emir
94:1	Rig-Veda
94:2	Reenkarnasyon doktrini
94:8	Gautama'nın İncili | Ahlaki emirler
96:5	Maddeci İlahi Takdir
97:5	Mika ve Obadya
97:9	Efrayim ve Yahuda|Saul ve Davut|Süleyman ve vergilendirme|İsrail ve Yahuda|İsrail Krallığı'nın yıkılışı|Yahuda Krallığı'nın sonu|Babil esareti
98:4	Friglerin Kibele ve Attis kültü | Mısırlıların Osiris ve İsis kültü | İranlıların Mithras kültü
101:3	Manevi inancın on iki örneği
101:6	Kurtuluşun yedi yönü
106:1	Yedi Katlı Tanrı
106:2	Yüce Varlık
106:3	Trinity Ultimate
106:4	Nihai Tanrı
106:5	Üçlü Mutlak
106:6	Sonsuz kozmos
106:8	(1) Üçlü Birlik düzeyi | (2) Deneyimsel İlahiyat düzeyi | (3) BENİM düzeyi
108:2	Urantia'da|Diğer dünyalarda
108:3	Tabamantia'nın saygı duruşu
109:6	İsa'nın içinde yaşayan Düzenleyici
109:7	Her şeye kadir varlıklar
110:7	Düzenleyicinin ruha yalvarışı
111:7	Kaderin ifadesinin koruyucusu
112:0	Kişiliğin on dört yönü
114:4	En Yüksek Naiplikler
114:6	(1) Çağ melekleri|(2) İlerleme melekleri|(3) Dini koruyucular|(4) Ulusal yaşamın melekleri|(5) Irkların melekleri|(6) Geleceğin melekleri|(7) Aydınlanma melekleri|(8) Sağlık melekleri|(9) Ev serafimleri|(10) Çalışma melekleri|(11) Eğlence melekleri|(12) İnsanüstü hizmet melekleri
116:1	Kozmik zihin
116:5	Denge sorunu
117:2	Yaratık-üçlemeli oğullar ve büyüme
117:4	Kozmik ahlak-en yüce görev
117:5	Finaliter aşkınlığı | İnsan gelişiminin yankıları
118:1	Deneyimsel (öznel) zaman birimleri
118:3	Gerçek ve olgu | Uzay ve desen
118:8	İlerlemenin zaman valisi
121:4	(1) Epikürcü|(2) Stoacı|(3) Alaycı|(4) Şüpheci
121:5	Gizemli dinler
121:8	(1) Markos'un İncili|(2) Matta'nın İncili|(3) Luka'nın İncili|(4) Yuhanna'nın İncili|_Teşekkür
122:4	“Davut'un evi”
122:8	Çobanların efsanesi|Ur'dan üç rahip|"Beytüllahim Yıldızı"
122:10	Mısır'a uçuş
123:0	Mısır'da Yolculuk
123:1	İsa'nın dördüncü yılı
123:2	Çocuk yetiştirme
123:4	Maddi kazalar
124:1	Yerdeki resim | Celile'deki iklim
124:2	Taş ustası Yakup'un oğlu
124:3	Scythopolis bölümü
124:4	Kişisel ahlak ve grup sadakati
124:6	Meryem, Marta ve Lazar
126:3	“Rabbin Duası”nın Kökeni|“İnsanoğlu”|Mesih Kimdir?
127:2	Zealot bölümü
127:3	Fısıh Bayramı'nda Yakup ile | Elizabeth ve Yuhanna'nın Ziyareti | Amos'un Ölümü
127:4	Çocuk yetiştirmek
127:6	Kudüs'e Fısıh Bayramı ziyareti
128:1	İlahiyatın farkındalığının artması | Yusuf'la Fısıh Bayramı'nda
128:2	Sepphoris'te bir demirci olarak
128:3	Simon'la Fısıh Bayramı'nda | İsa, Stephen'la tanışıyor
128:5	İskenderiye önerisi
128:6	Fısıh Bayramı'nda Yahuda ile | "Amca Yeşu bize bir hikaye anlat"
128:7	James'in evliliği | Miryam'ın evliliği | James, Joseph ailesinin başı
129:1	Kefarnahumlu Zebedi | Tekne yapımcısı İsa
129:2	İsa Kudüs'ü ziyaret ediyor | Gonod ve Ganid ile buluşuyor
129:3	Roma gezisinin amacı
130:1	İyi ve kötünün tartışılması
130:2	Moğolistanlı tüccar | Yunan işçi ve Romalı ustabaşı | Tanrı'nın iradesi ve insanın iradesi
130:8	Ezra, dinden dönen Yahudi
132:0	Otuz iki dini lider üzerindeki etkisi
132:4	Roma senatörüne|Roma askerine|Forumdaki konuşmacıya|Yanlış yere suçlanan yoksul adama
132:7	Düşüncesiz putperest|“Hadi sen ve ben yeni bir din kuralım.”
133:0	Hindistan'ın kast sistemi
133:2	Karısına kötü davranan adam
133:3	Sinagogun baş yöneticisi Crispus|Tüccar Justus|İki kamu görevlisi kadın
133:4	Değirmenciye|Romalı yüzbaşıya|Mitraik lidere|Epikürcü öğretmene|Yunan müteahhite|Romalı yargıca|Yunan hanının sahibine|Çinli tüccara|Britanya'dan gelen gezgine|Kaçak çocuğa|Mahkum suçluya
134:1	Nasıra'ya Dönüş | Simon'un evliliği; Yahuda'nın evliliği
134:7	Yalnız gezintiler
134:8	Lucifer İsyanı'nın Sonu | Nebadon'un Egemenliği
134:9	Kudüs'te John'la görüşme | Zebedi'nin kayıkhanesinde çalışma
135:8	İsa'nın vaftizi
136:3	Gabriel ile Konferans | Evren egemenliğinin tamamlanması
136:4	Babanın yolu
136:5	Kişiselleştirilmiş Ekspertizci komutasında | Ekspertizcinin zamana karşı duyarsızlığı
136:6	Normal dünyevi varoluşun yolu
136:7	Doğal yasaya itaat
136:8	Kötülükle uzlaşmayı reddetmek
136:9	Davut'un tahtının reddedilmesi
136:10	“Ben Babamın iradesine tabi olacağım.”
137:1	Andrew ve Peter|James ve John
138:3	Salihler değil, günahkarlar
140:3	“Dağdaki Vaaz”
140:5	Ruhen yoksul olanlar, alçakgönüllüler ne mutludur | Doğruluğa acıkıp susayanlar ne mutludur... | Yumuşak huylu olanlar ne mutludur | Yüreği temiz olanlar ne mutludur | Yas tutanlar ne mutludur | Merhametli olanlar ne mutludur | Barışı sağlayanlar ne mutludur | Zulüm görenler ne mutludur
140:6	"Ben eylemin ötesine bakıyorum..."|Boşanma konusunda|Adalet ve merhamet|"Onlar iyi yaparlar, onları rahatsız etmeyin."
140:8	(1) Babanın İradesini Yapmak|(2) Siyasi Tavır|(3) Sosyal Tavır|(4) Ekonomik Tavır|(5) Kişisel Din
141:3	İsa'nın kişiliği | İsa'nın görünüşü
141:4	Hastalara bakan
141:6	Fars Teherma
141:7	Krallık hakkında öğreti | İmanla kurtuluş; hakikatle özgürlük
142:0	Annas'ı ziyaret edin
142:2	Giritli Yakup
142:3	Altı İbranice Tanrı kavramı | Daha önceki on emir
142:8	Gethsemane Parkı'ndaki kamp
143:1	"Mesajımızı hafife aldılar."|"Siz zayıflara mı benziyorsunuz?"
143:3	Sartaba Dağı'nda üç gün
143:6	Gerizim Dağı'ndaki kampta
144:5	Diğer dünyalardan yedi dua
144:8	“...John'a unutulmadığını söyle.”
145:0	Ruth ile görüşme
145:2	Din kişisel bir deneyimdir|Genç epileptik|Peter'ın karısının annesi
146:2	Dua, şükran ve ibadet | Adalet ve merhamet | Dua ve kişisel çaba | Etik dua
146:3	Din, bilim ve felsefe | Gerçeğin güvencesi | Zebulum ziyareti
146:4	Madenlerde çalışmak | Cüzzamlı adamın iyileştirilmesi
146:5	Asilzade Titus
147:2	Yahya'nın elçilerinden ayrılması
147:4	Nathaniel'in altın kural hakkındaki sorusu
147:5	Tefecinin benzetmesi | Durum ve ilerleme
147:6	Altı casus|“Şabat günü insan için yaratıldı…”
148:8	Bağdat Kirmeth'i
148:9	Üç casusun vaftizi
149:0	David'in istihbarat örgütü
149:1	İyileşme fenomeni
149:2	Erken Hıristiyanlığın iki hatası | İsa'nın şifacı olarak ünü | Kadınların eşitliğini kabul etmesi | Kişiliğinin çekiciliği
149:4	Öfke üzerine yorumlar | Dengeli karakterler hakkında
150:3	“Büyü ve Batıl İnanç” Üzerine Söylev
151:5	Göldeki fırtına
152:0	Sezariyeli Veronica-Filippi
152:6	Ekici benzetmesi hakkında daha fazla bilgi
153:2	“Ben hayat ekmeğiyim.”
153:4	Kötü ruh tarafından ele geçirilen çocuk|“Şeytan, Şeytan’ı nasıl kovabilir?”
153:5	Yarım yamalak takipçilerin terk edilmesi
154:2	Sinagogların kapatılması
154:4	“İsa’yla ne yapacağız?”
155:3	Hakikat ve inanç | Dini geleneklerin kökeni
156:2	“Bu dünya sadece bir köprüdür.....”
156:5	Akılsız marangoz benzetmesi | Günaha girme ve insan doğası | Maddi başarının temelleri | Manevi yaşam ve öz saygı | İdealler ve fikirler | Zekâ, çekicilik ve bilgelik
156:6	Yahudi liderlerin tutumu
157:0	İsa ailesini görmeye çalışıyor
157:1	“Ağzında bir şekel olan balık.”
157:3	"İnsanlar benim kim olduğumu söylüyor?"
157:6	İsa'nın hayatının dört aşaması | Yeni yetkili açıklamalar
158:4	Safed'li James
158:5	"İnandığım Rabbim, inanmazlığıma yardım et."
159:1	“Kardeşim bana karşı ne sıklıkta günah işleyecek?”|Kâhyalarla hesaplaşma benzetmesi|Kişisel yargılamanın tehlikeleri
159:4	“Kutsal Yazılar hakkında gerçek nedir?”
159:5	“... sürüyü bir mil daha taşı.”
160:1	Yaşamın üç dürtüsü | Problem çözme ve ibadet meditasyonu | Önyargı ve gerçeğin tanınması
160:2	Arkadaşlığın sosyalleştirici değeri | Evliliğin büyük değeri
160:4	Dünyevi yaşamın esasları|Maddi başarının faktörleri|Başarısızlığın anlamı
160:5	Din nedir?|Tanrı fikri ve Tanrı ideali|Baba nihai değerdir|“Ama bedeli ödemeye razı mıyız ..... ?”
161:1	Nathaniel'in beş noktası
161:2	Nathaniel ve Thomas'ın Söylevi
161:3	Orta yolcuların görüşleri
162:0	"Efendim... gökten ateş insin..."
162:2	Sanhedrin görevlisi Eber
163:1	Hasat bol ama işçi az
163:2	Zenginlik ve zenginlik sevgisi
163:3	Bağdaki işçilerin benzetmesi
163:4	İsa'nın talimatları | Petrus'un rahiplik vaazı
165:3	“Ferisilerin mayasından sakının...”|“. . . başınızdaki saçlar bile sayılıdır”
165:4	Akılsız zengin adamın benzetmesi|“Hazineniz neredeyse, yüreğiniz de orada olacaktır.”|“Bütün dünyayı kazansan bile ne kazancı olur…?”
165:5	“Zambaklara bakın, nasıl büyüyorlar....”
166:1	Törensel el yıkama
166:3	Düz ve dar yol|İlk olanların çoğu sonuncu olacaktır|"Kapıda duruyorum ve kapıyı çalıyorum"
166:4	Abner'in sonraki bakanlığı ve ölümü
167:1	İnanlının şifalandırılması|“. . . başköşeye oturmayın…”
167:5	Ferisi ve Vergi Memuru | Evlilik Hakkında Öğreti
167:6	İbadet üzerinde bir etki olarak güzellik
168:0	“Ben diriliş ve yaşamım….”
168:3	"Bir adamın ölmesi daha iyidir..."
169:0	Sanhedrin'in İsa'ya yönelttiği suçlamalar
169:4	İsa Tanrı'nın bir vahyini yaşadı | Elohim ve Yahweh
170:2	Günah ve bağışlanma
170:5	Sosyal kardeşlik ve manevi kardeşlik | Başka ve daha büyük Vaftizci Yahya | Hıristiyanlık ve İsa'nın müjdesi
171:0	“... bana oğullarımın onur göreceğine söz ver...”
171:1	David Zebedee'nin sonraki yaşamı | Antakya ve Philadelphia
171:3	Abner'a veda
171:4	Petrus, Simun ve 100 Kılıç | Dost Ferisilerin Uyarısı
171:8	Nathaniel'in benzetmenin yorumu
172:1	Meryem, İsa'nın ayaklarına yağ sürüyor | İsa, Yahuda'yı azarlıyor
172:4	Dul kadının akarı
173:2	“Yahya’nın vaftizi nereden geldi?”
173:4	İnşaatçıların reddettiği taş
173:5	"Bu tapınağı yıkın ve... Ben onu yeniden kuracağım."
174:0	On iki kişiye bireysel selamlar
174:2	Sezar'a vergi vermek caiz midir?
174:4	Kurtarıcı kimin oğludur?
174:5	“. . . bir buğday tanesi toprağa düşüp ölmedikçe . . .”|“. . . . eğer hayatlarınızda . . . . yükseltilirsem . . .”
175:1	“Nesilden nesile peygamberlerimizi gönderdik . . .”|“. . . aranızda en büyük olmak isteyen . . .”|“Vay halinize ey din bilginleri ve Ferisiler, ikiyüzlüler!”|“. . . . siz . . . kâsenin dışını temizleyin . . .”|“Ve şimdi sizden ayrılıyorum.”
175:4	Yahuda'nın son kararı
176:2	Matta İncili'ndeki hesap
176:3	Yetenekler benzetmesi|“Ben gelinceye kadar devam edin.”|Yaşayan gerçeğin büyümesi üzerine yorumlar
177:1	John Mark ve öğle yemeği sepeti
177:5	Kalabalığın desteğine dikkat edin
178:1	Refah içinde bile sadık olmayı öğrenin|Gözetiminizdeki melekleri ayartmayın
178:2	Davut, Yahuda'nın "çantası"nı elinden alıyor | Son Akşam Yemeği için Düzenlemeler
180:1	“...birbirinizi sevin, tıpkı benim sizi sevdiğim gibi.”
180:3	“Yüreğinizde kaygı olmasın.”|“Öğretmen, bize Baba’yı göster…”
180:5	Altın kurala ilişkin yorumlar
181:1	“Her birinize alacağınızın hepsini veriyorum.”|“Yüreğinizde kaygı olmasın.”
182:1	İsa'nın Tanrı'nın isminin vahyinin genişletilmesi
182:2	Abner'e koşucuyu göndermek | Davut Zebedi'nin vedası
182:3	Ruh istekli ama beden zayıf
184:4	İnsanın Tanrı'ya yeni bir vahiy yapması
185:2	Sanhedrin mahkemesinin yazılı suçlamaları
185:6	İsa'nın kırbaçlanması|"İşte adam!"
186:0	İsa'nın ailesi Beytanya'da
186:1	Otuz gümüş para
186:2	“Pilatus İsa’nın önünde yargılanıyor.”|“İşte Tanrı ve insan!”
187:1	“Ey Yeruşalim kızları, benim için ağlamayın…”|Simon, Kireneli
187:4	İsa'nın Yahya'ya talimatı
188:0	Pilatus'un önünde Yusuf ve Nikodemus
188:3	İsa, Baba'nın ellerine neyi emanet etti?|İsa'nın kişiliğinin durumu
189:3	Kişiselleştirilmiş Ekspertizcinin Ayrılışı
189:4	Beş kadın | İsa'nın Mecdelli Meryem'e görünmesi
189:5	İkinci görünüm - Mecdelli Meryem'e
190:2	Kardeşi James'e Görünüşü | Dünyevi Ailesine Görünüşü
191:0	Bireysel havarilerin tepkileri
191:3	Morontia ilerlemesinin aşamaları
191:5	“Gelecek çağlarda olanlar ne mutludur…”
192:1	"Çocuklar, bir şey yakaladınız mı?"
193:0	On altıncı görünüm (Nikodemus avlusu)
194:0	İsa hakkında yeni müjde
194:2	Hakikat Ruhu'nun misyonu | İnsanın üçlü ruhsal yeteneği | Yedi yüksek ruhsal etki
195:0	Batı'da Hıristiyanlığın zaferinin nedenleri | İlk Hıristiyan uzlaşmaları
196:0	İsa'nın Tanrı'ya olan canlı inancı | "Önce cennetin krallığını arayın." | "Neden bana iyi diyorsun?" | Dua İsa için ne anlama geliyordu? | İsa'nın Tanrı'ya olan çocuksu inancı
196:2	İsa ile ilgili din | Kişisel bir deneyim olarak din
