ref	subsections
39:2	(1) Zpravodajský sbor|(2) Hlas milosrdenství|(3) Koordinátoři duchů|(4) Asistenti učitelů|(5) Transportéři|_Serafické transportní techniky|(6) Zaznamenovatelé|_Vysílatelé|(7) Záložníci
39:3	(1) Vedoucí asistenti|(2) Právní prognostici|(3) Sociální architekti|(4) Etičtí senzibilizátoři|(5) Dopravci|(6) Zaznamenovatelé|(7) Rezervisté
39:4	(1) Administrativní asistenti|(2) Průvodci spravedlností|(3) Tlumočníci kosmického občanství|(4) Zrychlovači morálky|(5) Transportéři|(6) Zapisovatelé|(7) Rezervisté
39:5	(1) Hlasy zahrady|(2) Duchové bratrstva|(3) Duše míru|(4) Duchové důvěry|(5) Převozníci|_Odjezd serafického transportu|(6) Zapisovatelé|(7) Zálohy
40:5	Smrtelníci přechodného nebo empirického pobytu Ladiče | Smrtelníci typů nesouvisejících s Ladičem | Smrtelníci s potenciálem sloučení s Ladičem | Nečíslovaná řada
40:9	Techniky rekonstrukce paměti
42:2	(1) Vesmírná síla|(2) Prvotní síla|(3) Vznikající energie|_a. Mocná energie|_b. Gravitační energie|(4) Vesmírná síla|(5) Havonská energie|(6) Transcendentální energie|(7) Monota
42:10	(1) Mysli předběžných duchů|(2) Mysli pobočníků duchů|(3) Vyvíjející se morontiální mysli|_Kosmická mysl
45:1	(1) Svět Konečných|(2) Morontiální svět|(3) Andělský svět|(4) Svět Superandělů|(5) Svět Synů|(6) Svět Ducha|(7) Svět Otce
45:6	Zkušenosti rodičů|Jesle pro probaci v Satanii
46:5	(1) Kruhy Synů Božích|(2) Kruhy andělů|(3) Kruhy Vesmírných Pomocníků|(4) Kruhy Hlavních Fyzických Kontrolorů|(5) Kruhy vzestupných smrtelníků|(6) Kruhy zdvořilostních kolonií|(7) Kruhy konečných
47:1	Potřebné rodičovské zkušenosti
47:3	Morontiální společníci
47:8	Fúze seřizovače
48:2	(1) Regulátory obvodů|(2) Koordinátoři systémů|(3) Planetární správci|(4) Kombinovaní regulátoři|(5) Stabilizátory spojení|(6) Selektivní třídiče|(7) Přidružení registrátoři
48:3	(1) Strážci poutníků|(2) Přijímající poutníci a svobodní společníci|(3) Hostitelé nebeských návštěvníků|(4) Koordinátoři a styční ředitelé|(5) Tlumočníci a překladatelé|(6) Vedoucí exkurzí a návratů|(7) Správci oblastí a budov
48:4	Nebeský humor | Smrtelný humor
48:6	(1) Serafínská evangelia|_Originál dvacátého třetího žalmu|(2) Rasoví vykladači|(3) Plánovači mysli|(4) Morontiální poradci|_Stereoskopický efekt moty|(5) Technici|(6) Zapisovatelé-učitelé|_Pravda a fakta|(7) Rezervy pro službu|_Úspěch, neúspěch a ego
49:2	(1) Atmosférické typy|(2) Elementární typy|(3) Gravitační typy|(4) Teplotní typy|(5) Elektrické typy|(6) Energizující typy|(7) Nepojmenované typy
49:5	(1) Přizpůsobení se planetárnímu prostředí|_Experimentální série zkoumaná Tabamantií|(2) Série mozkových typů|(3) Série duchovního vnímání|(4) Planetární a smrtelní epochy|(5) Série spřízněnosti s tvory|(6) Série fúze s Ladiči|(7) Techniky pozemského úniku
49:6	(1) Dispenzační nebo skupinový řád přežití|(2) Individuální řády vzestupu|(3) Řády vzestupu závislé na zkušební době|(4) Sekundární modifikované řády vzestupu|(5) Primární modifikovaný řád vzestupu
50:7	Agondonters|Tabamantia a agondonter
54:5	Dvanáct důvodů
55:4	Sedm stádií na planetě | Uvolnění middlebytostí | Adamův odchod
55:12	Nekvalifikovaní dozorci Nejvyššího
57:4	Původ Slunce
57:5	Retrográdní pohyb
57:6	Éra formování planet | Slapové tření | Gravitačně-slipovou explozi
57:7	Sopečný věk | Primitivní planetární atmosféra
57:8	Věk zemětřesení | Světový oceán a první kontinent
59:1	Věk trilobitů
59:2	Věk bezobratlých a živočichů
59:3	Korálové období | Věk brachiopodů
59:4	Vegetativní období suchozemského života | Věk ryb
59:5	Karbonské období kapradin a lesů | Věk žab
59:6	Období semen a rostlin | Věk biologického soužení
60:3	Období kvetoucích rostlin | Věk ptáků
61:1	Věk raných savců
61:2	Věk pokročilých savců
61:3	Věk slona a koně
61:4	Poslední velká migrace savců
62:3	Původ opičích kmenů
64:6	(1) Rudý muž|(2) Oranžový muž|(3) Žlutý muž|(4) Zelený muž|(5) Modrý muž|(6) Indigová rasa|_Účel šesti ras
65:1	(1) Fyzikální úroveň elektrochemie | (2) Obvyklá střední fáze kvazi-morontiální existence | (3) Pokročilá poloduchovní úroveň
65:7	Mechanicky neučitelná mysl | Nemechanická prožívající mysl
66:3	(1) Rada pro potravinovou a materiální pohodu|(2) Komise pro domestikaci a využití zvířat|(3) Poradci pro dobývání dravých zvířat|(4) Fakulta pro šíření a uchovávání znalostí|(5) Komise pro průmysl a obchod|(6) Vysoká škola zjeveného náboženství|(7) Strážci zdraví a života|(8) Planetární rada pro umění a vědu|(9) Správci pokročilých kmenových vztahů|(10) Nejvyšší soud kmenové koordinace a rasové spolupráce
68:5	(1) Fáze sběru|(2) Fáze lovu|(3) Fáze pastevectva|(4) Fáze zemědělství
68:6	Poměr obyvatel k půdě
69:1	(1) Instituce samoobsluhy|(2) Instituce sebeudržování|(3) Instituce sebeuspokojování
70:2	Moderní industrialismus versus militarismus
73:0	Tabamantiina inspekce
76:3	Setitské kněžství
76:5	Michaelova zpráva
78:7	Příběh Noema
80:2	Záplavy Středozemního moře
81:2	(1) Zkrocení ohně|(2) Domestikace zvířat|(3) Zotročení zajatců|(4) Soukromé vlastnictví
81:4	(1) Kavkazské rasy | (2) Mongoloidní rasy | (3) Negroidní rasy
81:5	Moc a právo
81:6	(1) Přírodní okolnosti|(2) Kapitálové statky|(3) Vědecké poznatky|(4) Lidské zdroje|(5) Efektivita materiálních zdrojů|(6) Efektivita jazyka|(7) Efektivita mechanických zařízení|(8) Charakter nositelů pochodní|(9) Rasové ideály|(10) Koordinace specialistů|(11) Zařízení pro vyhledávání míst|(12) Ochota ke spolupráci|(13) Efektivní a moudré vedení|(14) Sociální změny|(15) Prevence přechodného kolapsu
88:2	Obrazy a modly | „Posvátné knihy“
89:3	Kult zdrženlivosti
89:7	Chrámové prostituce
91:2	Modlitba versus magie
92:4	(1) Dalamatinské učení|(2) Edenské učení|(3) Melchisedech ze Šálemu|(4) Ježíš z Nazareta|(5) Urantijské dokumenty
92:6	Jedenáct živých náboženství
93:4	Sedm přikázání
94:1	Rigvéda
94:2	Doktrína reinkarnace
94:8	Gautamovo evangelium | Morální přikázání
96:5	Materialistická prozřetelnost
97:5	Micheáš a Obadiáš
97:9	Efraim a Juda | Saul a David | Šalomoun a zdanění | Izrael a Juda | Zničení Izraelského království | Konec Judského království | Babylonské zajetí
98:4	Frygický kult Kybelé a Attise | Egyptský kult Osirise a Isis | Íránský kult Mithry
101:3	Dvanáct ilustrací duchovní víry
101:6	Sedm aspektů spásy
106:1	Bůh Sedmidílný
106:2	Nejvyšší bytost
106:3	Trojice Ultimate
106:4	Konečné božstvo
106:5	Absolutní Trojice
106:6	Nekonečný vesmír
106:8	(1) Úroveň tří Trojic | (2) Úroveň empirického Božstva | (3) Úroveň JÁ JSEM
108:2	Na Urantii | Na jiných světech
108:3	Tabamantiina pocta
109:6	Upravitel, který přebýval v Ježíši
109:7	Všeobecné bytosti
110:7	Prosba Ladiče k duši
111:7	Strážce osudového prohlášení
112:0	Čtrnáct aspektů osobnosti
114:4	Většina vysokých regentství
114:6	(1) Epochální andělé|(2) Andělé pokroku|(3) Náboženští strážci|(4) Andělé národního života|(5) Andělé ras|(6) Andělé budoucnosti|(7) Andělé osvícení|(8) Andělé zdraví|(9) Domácí serafíni|(10) Andělé průmyslu|(11) Andělé zábavy|(12) Andělé nadlidské služby
116:1	Kosmická mysl
116:5	Problém rovnováhy
117:2	Synové a růst trinitizovaní tvory
117:4	Kosmická morálka – nejvyšší povinnost
117:5	Transcendence finalistů | Důsledky lidského růstu
118:1	Zkušenostní (subjektivní) časové jednotky
118:3	Pravda a fakt | Prostor a vzorec
118:8	Časový guvernér pokroku
121:4	(1) Epikurejec|(2) Stoik|(3) Cynik|(4) Skeptik
121:5	Mysteriózní náboženství
121:8	(1) Evangelium podle Marka|(2) Evangelium podle Matouše|(3) Evangelium podle Lukáše|(4) Evangelium podle Jana|_Poděkování
122:4	„Davidův dům“
122:8	Legenda o pastýřích | Tři kněží z Uru | „Betlémská hvězda“
122:10	Let do Egypta
123:0	Pobyt v Egyptě
123:1	Ježíšův čtvrtý rok
123:2	Výchova dětí
123:4	Hmotné nehody
124:1	Obraz na podlaze | Klima v Galileji
124:2	Syn kameníka Jakuba
124:3	Epizoda ze Scythopolis
124:4	Osobní morálka a skupinová loajalita
124:6	Marie, Marta a Lazar
126:3	Původ „Otčenáše“ | „Syn člověka“ | Kdo je Mesiáš?
127:2	Epizoda Zealot
127:3	S Jakubem na Pesachu|Návštěva Alžběty a Jana|Smrt Ámose
127:4	Výchova dětí
127:6	Návštěva Jeruzaléma na Pesach
128:1	Rostoucí povědomí o božství | S Josefem na Pesachu
128:2	Jako kovář v Sepforisu
128:3	Se Šimonem o Pesachu | Ježíš se setkává se Štěpánem
128:5	Alexandrijský návrh
128:6	S Judou na Pesachu | „Strýčku Jozuovi pověz nám příběh“
128:7	Jakubův sňatek|Miriamin sňatek|Jakub hlava Josefovy rodiny
129:1	Zebedeus z Kafarnaumu | Ježíš, stavitel lodí
129:2	Ježíš navštíví Jeruzalém | Setkání s Gonodem a Ganidem
129:3	Účel cesty do Říma
130:1	Diskuse o dobru a zlu
130:2	Obchodník z Mongolska | Řecký dělník a římský mistr | Boží vůle a lidská vůle
130:8	Ezdráš, odpadlý Žid
132:0	Vliv na třicet dva náboženských vůdců
132:4	Římskému senátorovi|Římskému vojákovi|Řečníkovi na fóru|Chudému muži, falešně obviněnému
132:7	Bezmyšlenkovitý pohan | „Pojďme si ty a já vytvořit nové náboženství.“
133:0	Kastovní systém v Indii
133:2	Muž týrá svou ženu
133:3	Krispus, představený synagogy | Justus, obchodník | Dvě veřejné ženy
133:4	Mlynáři|Římskému setníkovi|Mitraovskému vůdci|Epikurejskému učiteli|Řeckému dodavateli|Římskému soudci|Paní řeckého hostince|Čínskému obchodníkovi|Cestovateli z Británie|Uprchlému chlapci|Odsouzenému zločinci
134:1	Návrat do Nazareta | Šimonovo manželství; Judovo manželství
134:7	Osamělé toulky
134:8	Konec Luciferovy vzpoury | Svrchovanost Nebadonu
134:9	Návštěva Jana v Jeruzalémě | Práce v Zebedeově loděnici
135:8	Křest Ježíše
136:3	Konference s Gabrielem | Dokončení vesmírné svrchovanosti
136:4	Otcova cesta
136:5	Personalizovaný likvidátor exekucí ve vedení | Necitlivost likvidátora na čas
136:6	Cesta normální pozemské existence
136:7	Poslušnost přirozenému zákonu
136:8	Odmítnutí kompromisu se zlem
136:9	Odmítnutí Davidova trůnu
136:10	„Budu podřízen vůli svého Otce.“
137:1	Andrew a Petr | Jakub a Jan
138:3	Ne spravedliví, ale hříšníci
140:3	„Kázání na hoře“
140:5	Šťastní jsou chudí duchem - pokorní | Šťastní jsou ti, kdo hladoví a žízní po spravedlnosti... | Šťastní jsou tiší | Šťastní jsou čistého srdce | Šťastní jsou ti, kdo truchlí | Šťastní jsou milosrdní | Šťastní jsou mírotvorci | Šťastní jsou pronásledovaní
140:6	„Dívám se za hranice samotného aktu…“ | O rozvodu | Spravedlnost a milosrdenství | „Dělají dobře – neobtěžujte je.“
140:8	(1) Plnění Otcovy vůle|(2) Politický postoj|(3) Sociální postoj|(4) Ekonomický postoj|(5) Osobní náboženství
141:3	Ježíšova osobnost | Ježíšův vzhled
141:4	Ministr nemocným
141:6	Teherma Peršan
141:7	Učení o království | Spása skrze víru; svoboda skrze pravdu
142:0	Návštěva u Annáše
142:2	Jakub z Kréty
142:3	Šest hebrejských pojetí Boha | Dřívějších deset přikázání
142:8	Tábor v Getsemanském parku
143:1	„Zlehčovali naše poselství.“|„Připomínáte si slabochy?“
143:3	Tři dny na hoře Sartaba
143:6	V táboře na hoře Gerizim
144:5	Sedm modliteb z jiných světů
144:8	„…řekněte Johnovi, že na něj nezapomněli.“
145:0	Návštěva u Ruth
145:2	Náboženství je osobní zkušenost | Mladý epileptik | Matka Petrovy manželky
146:2	Modlitba, díkůvzdání a uctívání | Spravedlnost a milosrdenství | Modlitba a osobní úsilí | Etická modlitba
146:3	Náboženství, věda a filozofie | Jistota pravdy | Návštěva u Zebuluma
146:4	Práce v dolech | Uzdravování malomocného muže
146:5	Titus, šlechtic
147:2	Oddělení od Janových apoštolů
147:4	Nathanielova otázka ohledně zlatého pravidla
147:5	Podobenství o lichváři | Stav a pokrok
147:6	Šest zvědů | „Sabat byl ustanoven pro člověka…“
148:8	Kirmeth z Bagdádu
148:9	Křest tří špionů
149:0	Davidova zpravodajská organizace
149:1	Léčivé jevy
149:2	Dvě chyby raného křesťanství | Ježíšova sláva jako léčitele | Jeho uznání rovnosti žen | Kouzlo jeho osobnosti
149:4	Komentáře k hněvu|Týkající se vyvážených postav
150:3	Pojednání o „magici a pověrách“
151:5	Bouře na jezeře
152:0	Veronika z Cesareje Filipovy
152:6	Více o podobenství o rozsévači
153:2	„Já jsem chléb života.“
153:4	Chlapec posedlý zlým duchem | „Jak může satan vyhnat satana?“
153:5	Dezerce polovičatých následovníků
154:2	Zavírání synagog
154:4	„Co uděláme s Ježíšem?“
155:3	Pravda a vyznání víry | Původ náboženských tradic
156:2	„Tento svět je jen most...“
156:5	Podobenství o pošetilém tesaři|Pokušení a lidská přirozenost|Základy materiálního úspěchu|Duchovní život a sebeúcta|Ideály a myšlenky|Taktnost, šarm a moudrost
156:6	Postoj židovských vůdců
157:0	Ježíš se snaží vidět svou rodinu
157:1	„Ryba se šekelem v tlamě.“
157:3	„Za koho mě lidé považují?“
157:6	Čtyři etapy Ježíšova života | Nová autoritativní prohlášení
158:4	Jakub ze Safedu
158:5	„Pane, věřím, pomoz mé nevíře.“
159:1	„Jak často bude můj bratr hřešit proti mně?“|Podobenství o zúčtování se správci|Nebezpečí osobního soudu
159:4	„Jaká je pravda o Písmu?“
159:5	„…nes batoh ještě druhou míli.“
160:1	Tři životní pudy | Řešení problémů a meditace plná uctívání | Předsudky a poznání pravdy
160:2	Socializační hodnota přátelství | Velká hodnota manželství
160:4	Základy pozemského života|Faktory materiálního úspěchu|Význam neúspěchu
160:5	Co je náboženství?|Idea Boha a ideál Boha|Otec je konečná hodnota|„Ale jsme ochotni zaplatit cenu .....?“
161:1	Nathanielových pět bodů
161:2	Projev Nathaniela a Thomase
161:3	Názory midwayistů
162:0	„Pane… ať sestoupí oheň z nebe…“
162:2	Eber, úředník Sanhedrinu
163:1	Úroda je hojná, ale dělníků je málo
163:2	Bohatství a láska k bohatství
163:3	Podobenství o dělnících na vinici
163:4	Ježíšovy pokyny | Petrovo kázání při vysvěcení
165:3	„Varujte se kvasu farizeů...“|„...i vlasy na hlavě vám jsou sečteny“
165:4	Podobenství o pošetilém boháči | „Kde je tvůj poklad, tam bude i tvé srdce.“ | „Co ti prospěje, když získáš celý svět .....?“
165:5	„Viz lilie, jak rostou…“
166:1	Slavnostní mytí rukou
166:3	Přímá a úzká cesta | Mnozí z těch, kteří jsou první, budou poslední | „Stojím u dveří a klepu“
166:4	Pozdější služba a Abnerova smrt
167:1	Uzdravování věřícího|„... nesedej na přední místo...“
167:5	Farizeus a celník | Učení o manželství
167:6	Krása jako vliv na uctívání
168:0	„Já jsem vzkříšení a život...“
168:3	„Je lepší, když zemře jeden člověk…“
169:0	Obvinění Sanhedrinu proti Ježíši
169:4	Ježíš žil zjevením Boha|Elohima a Jahveho
170:2	Hřích a odpuštění
170:5	Sociální bratrství a duchovní bratrství | Jiný a větší Jan Křtitel | Křesťanství a Ježíšovo evangelium
171:0	„…slib mi, že tito moji synové budou mít čest…“
171:1	Pozdější život Davida Zebedea | Antiochie a Filadelfie
171:3	Sbohem Abnerovi
171:4	Petr a Šimon a sto mečů | Varování před přátelskými farizeji
171:8	Nathanielův výklad podobenství
172:1	Marie pomazává Ježíšovy nohy | Ježíš kárá Jidáše
172:4	Vdovský drobný
173:2	„Křest Janův, odkud byl?“
173:4	Kámen, který stavitelé zavrhli
173:5	„Zbořte tento chrám a… já ho znovu postavím.“
174:0	Individuální pozdrav dvanácti
174:2	Je dovoleno dávat císaři daň?
174:4	Vysvoboditel, čí je syn?
174:5	„... ledaže by pšeničné zrno padlo do země a zahynulo...“|„... budu-li ve vašich životech povýšen...“
175:1	„Z pokolení na pokolení posíláme své proroky…“|„…ten, kdo by mezi vámi chtěl být největším…“|„Běda vám, zákoníci a farizeové, pokrytci!“|„…vy…očistíte vnější stranu poháru…“|„A nyní se s vámi loučím.“
175:4	Jidášovo konečné rozhodnutí
176:2	Zpráva v Matoušově evangeliu
176:3	Podobenství o talentech | „Pokračuj, dokud nepřijdu.“ | Komentáře k růstu živé pravdy
177:1	Jan Mark a košík s obědem
177:5	Pozor na podporu davu
178:1	Nauč se být věrný i v blahobytu | Nepokoušej anděly svého dohledu
178:2	David zbavuje Jidáše „pytle“ | Přípravy k Poslední večeři
180:1	„…milujte se navzájem, jako jsem já miloval vás.“
180:3	„Nechte se trápit.“|„Mistře, ukaž nám Otce…“
180:5	Komentáře ke zlatému pravidlu
181:1	„Každému z vás dávám vše, co dostanete.“|„Nechť se vaše srdce netrápí.“
182:1	Ježíšovo rozšíření zjevení Božího jména
182:2	Vyslání běžce na rozloučenou s Abnerem | Davidem Zebedeem
182:3	Duch je ochotný, ale tělo slabé
184:4	Nové zjevení člověka Bohu
185:2	Písemná obvinění tribunálu Sanhedristu
185:6	Bičování Ježíše | „Hle, ten člověk!“
186:0	Ježíšova rodina v Betanii
186:1	Třicet stříbrných
186:2	„Pilát před Ježíšem.“|„Hle, Bůh i člověk!“
187:1	„Dcery jeruzalémské, neplačte nade mnou...“ | Šimon z Kyrény
187:4	Ježíšův příkaz Janovi
188:0	Josef a Nikodém před Pilátem
188:3	Co Ježíš svěřil do rukou Otce?|Stav Ježíšovy osobnosti
189:3	Odjezd personalizovaného likvidátora pojistných událostí
189:4	Pět žen | Ježíš se zjevuje Marii Magdaléně
189:5	Druhé zjevení - Marii Magdaléně
190:2	Zjevení se jeho bratru Jakubovi | Zjevení se jeho pozemské rodině
191:0	Reakce jednotlivých apoštolů
191:3	Fáze morontiálního vývoje
191:5	„Blahoslavení ti, kteří přijdou v budoucnu…“
192:1	„Kluci, chytili jste něco?“
193:0	Šestnácté zjevení (nádvoří Nikodéma)
194:0	Nové evangelium o Ježíši
194:2	Poslání Ducha pravdy | Trojnásobný duchovní dar člověka | Sedm vyšších duchovních vlivů
195:0	Důvody triumfu křesťanství na Západě | Raně křesťanské kompromisy
196:0	Ježíšova živá víra v Boha | „Hledejte nejprve nebeské království.“ | „Proč mi říkáš dobrý?“ ​​| Co pro Ježíše znamenala modlitba | Ježíšova dětská víra v Boha
196:2	Náboženství o Ježíši | Náboženství jako osobní zkušenost
196:3	Fakt, idea a vztah|Rozum, moudrost a víra|Věc, smysl a hodnota|Pokud v člověku nežil božský milenec...|Morálka a náboženství|Otec je živoucí láska
