ref	subsections
29:2	(1) Nadzornici Vrhovnih Centara|(2) Centri Havone|(3) Centri Supersvemira|(4) Centri Lokalnih Svemira|(5) Centri Konstelacija|(6) Centri Sistema|(7) Neklasificirani Centri
29:4	(1) Pridruženi direktori snage|(2) Mehanički kontroleri|(3) Energetski transformatori|(4) Prijenosnici energije|(5) Primarni asocijatori|(6) Sekundarni disocijatori|(7) Frandalanki|Kronoldeci
29:5	Primarni organizatori Događajne Majstorske Sile Pridruženi organizatori Transcendentalne Majstorske Sile
30:1	I. Bića Trojnog Podrijetla|II. Bića Dvojnog Podrijetla|III. Bića Jednog Podrijetla|IV. Eventualna Transcendentalna Bića|V. Fragmentirani Entiteti Božanstva|VI. Superpersonalna Bića|VII. Neklasificirani i Neotkriveni Redovi
30:2	I. Rajska Božanstva|II. Vrhovni Duhovi|III. Bića Trojstvenog Podrijetla|IV. Sinovi Božji|V. Osobnosti Beskonačnog Duha|VI. Upravitelji Svemirske Moći|VII. Zbor Trajnog Građanstva|Složene Grupe Osobnosti
30:3	(1) Zvjezdani studenti|(2) Nebeski obrtnici|(3) Ravnatelji povratka|(4) Instruktori u produžnim školama|(5) Razni rezervni korpusi|(6) Studenti posjetitelji|(7) Uzašli hodočasnici
30:4	(1) Planetarni smrtnici|(2) Uspavani preživjeli|(3) Studenti vila|(4) Morontijski progresivci|(5) Štiteži supersvemira|(6) Hodočasnici Havone|(7) Dolasci u Raj
33:6	Lokalno svemirsko vrijeme
34:6	Dvojna priroda čovjeka
34:7	"Ovo je put."
35:4	Melkisedekove inkarnacije
35:8	Primarni Lanonandeks|Sekundarni Lanonandeks|Tercijarni Lanonandeks
36:4	Midsoniteri|Salvingtonski svjetovi finalista
36:5	(1) Duh intuicije|(2) Duh razumijevanja|(3) Duh hrabrosti|(4) Duh znanja|(5) Duh savjeta|(6) Duh štovanja|(7) Duh mudrosti
37:2	Stvorene Večernje zvijezde|Uzlazne Večernje zvijezde|Svjetovi Večernjih zvijezda
37:3	Svjetovi Arkanđela
37:5	Povjerenici rase|Nebadonski korpus savršenstva|Svjetovi smrtnika spojenih s Duhom
37:6	Nebadonski obrazovni sustav
37:8	Usamljeni Glasnici|Nadzornik Svemirskog Kruga - Andovontia|Direktor Popisa - Salsatia|Pomoćni Inspektor|Dodijeljeni Stražari|Univerzalni Pomiritelji|Tehnički Savjetnici|Nebeski Zapisivači|Morontija Pratitelji
37:9	(1) Susatia|(2) Univitatia|(3) Materijalni sinovi|(4) Stvorenja s Midwaya|Napuštatelji
37:10	Spironga|Spornagija|Kolonije ljubaznošću
38:8	(1) Kandidati za Uzašašće|(2) Kerubini srednje faze|(3) Morontijski kerubini
38:9	(1) Primarni međuprostori|(2) Sekundarni međuprostori
39:1	(1) Sin-Duh Ministri|_Pratitelji Darivanja|(2) Dvorski savjetnici|(3) Orijentatori Svemira|(4) Savjetnici za Učenje|(5) Upravitelji Dodjela|(6) Zapisničari|(7) Nezavisni Ministri
39:2	(1) Obavještajni korpus|(2) Glas milosrđa|(3) Koordinatori duhova|(4) Pomoćni učitelji|(5) Transporteri|_Serafinske tehnike transporta|(6) Snimatelji|_Emiteri|(7) Rezerve
39:3	(1) Nadzorni asistenti|(2) Pravni prognozeri|(3) Socijalni arhitekti|(4) Etički senzibilizatori|(5) Prijevoznici|(6) Zapisničari|(7) Rezerve
39:4	(1) Administrativni asistenti|(2) Vodiči za pravdu|(3) Tumači kozmičkog građanstva|(4) Poticatelji morala|(5) Prijevoznici|(6) Zapisničari|(7) Rezerve
39:5	(1) Glasovi vrta|(2) Duhovi bratstva|(3) Duše mira|(4) Duhovi povjerenja|(5) Prijevoznici|_Odlazak serafskog prijevoza|(6) Zapisničari|(7) Rezerve
40:5	Smrtnici prolaznog ili iskustvenog boravka Ispravljača|Smrtnici tipova koji nisu spojeni s Ispravljačem|Smrtnici potencijala spajanja s Ispravljačem|Nenumerirani niz
40:9	Tehnike rekonstrukcije pamćenja
42:2	(1) Svemirska moć|(2) Primordijalna sila|(3) Emergentne energije|_a. Moćna energija|_b. Energija gravitacije|(4) Moć svemira|(5) Energija Havone|(6) Transcendentalna energija|(7) Monota
42:10	(1) Preduvjetni duhovni umovi|(2) Pomoćni duhovni umovi|(3) Razvijajući morontijski umovi|_Kozmički um
45:1	(1) Svijet Finalitera|(2) Morontijski svijet|(3) Anđeoski svijet|(4) Svijet Superanđela|(5) Svijet Sinova|(6) Svijet Duha|(7) Svijet Oca
45:6	Roditeljsko iskustvo|Probacijski vrtić Satania
46:5	(1) Krugovi Sinova Božjih|(2) Krugovi anđela|(3) Krugovi Svemirskih Pomoći|(4) Krugovi Glavnih Fizičnih Kontrolora|(5) Krugovi uzlaznih smrtnika|(6) Krugovi ljubaznih kolonija|(7) Krugovi finalista
47:1	Potrebno roditeljsko iskustvo
47:3	Morontijski pratioci
47:8	Fuzija podešivača
48:2	(1) Regulatori krugova|(2) Koordinatori sustava|(3) Planetarni skrbnici|(4) Kombinirani kontroleri|(5) Vezni stabilizatori|(6) Selektivni sorteri|(7) Pridruženi registratori
48:3	(1) Čuvari hodočasnika|(2) Primatelji hodočasnika i slobodni suradnici|(3) Domaćini nebeskim posjetiteljima|(4) Koordinatori i voditelji veze|(5) Tumači i prevoditelji|(6) Nadzornici izleta i povratka|(7) Čuvari područja i zgrada
48:4	Nebeski humor | Smrtni humor
48:6	(1) Serafska Evanđelja|_Izvornik dvadeset trećeg psalma|(2) Rasni Tumači|(3) Planeri Uma|(4) Morontija Savjetnici|_Stereoskopski učinak mote|(5) Tehničari|(6) Zapisničari-Učitelji|_Istina i činjenica|(7) Službene Rezerve|_Uspjeh, neuspjeh i ego
49:2	(1) Atmosferski tipovi|(2) Elementarni tipovi|(3) Gravitacijski tipovi|(4) Temperaturni tipovi|(5) Električni tipovi|(6) Energizirajući tipovi|(7) Neimenovani tipovi
49:5	(1) Prilagodba planetarnom okruženju|_Eksperimentalna serija koju je pregledao Tabamantia|(2) Serija o tipovima mozga|(3) Serija o prijemu duhova|(4) Planetarno-smrtne epohe|(5) Serija o srodstvu stvorenja|(6) Serija o fuziji Ispravljača|(7) Tehnike zemaljskog bijega
49:6	(1) Dispenzacijski ili grupni red preživljavanja|(2) Individualni redovi uzašašća|(3) Redovi uzašašća ovisni o probaciji|(4) Sekundarni modificirani redovi uzašašća|(5) Primarni modificirani red uzašašća
50:7	Agondontersi|Tabamantia i agondonter
54:5	Dvanaest razloga
55:4	Sedam faza na planetu | Oslobađanje međuprostora | Adamov odlazak
55:12	Nekvalificirani nadzornici Vrhovnog
57:4	Podrijetlo Sunca
57:5	Retrogradno kretanje
57:6	Era stvaranja planeta|Plimno trenje|Gravitacijsko-plimne eksplozije
57:7	Vulkansko doba | Primitivna planetarna atmosfera
57:8	Doba potresa | Svjetski ocean i prvi kontinent
59:1	Doba trilobita
59:2	Doba beskralježnjaka i životinja
59:3	Koraljno razdoblje | Doba brahiopoda
59:4	Vegetativno razdoblje kopnenog života | Doba riba
59:5	Karbonsko razdoblje paprati i šuma | Doba žaba
59:6	Razdoblje sjemena i sadnje | Doba bioloških nevolja
60:3	Razdoblje cvjetanja biljaka | Doba ptica
61:1	Doba ranih sisavaca
61:2	Doba naprednih sisavaca
61:3	Doba slona i konja
61:4	Posljednja velika migracija sisavaca
62:3	Podrijetlo simijanskih plemena
64:6	(1) Crveni čovjek|(2) Narančasti čovjek|(3) Žuti čovjek|(4) Zeleni čovjek|(5) Plavi čovjek|(6) Indigo rasa|_Svrha šest rasa
65:1	(1) Fizička razina elektrokemije | (2) Uobičajena srednja faza kvazi-morontijalnog postojanja | (3) Napredna poluduhovna razina
65:7	Mehanički-nepoučljiv um | Nemehanički iskustveni um
66:3	(1) Vijeće za hranu i materijalnu dobrobit|(2) Odbor za pripitomljavanje i korištenje životinja|(3) Savjetnici za osvajanje grabežljivih životinja|(4) Fakultet za širenje i očuvanje znanja|(5) Komisija za industriju i trgovinu|(6) Fakultet objavljene religije|(7) Čuvari zdravlja i života|(8) Planetarno vijeće za umjetnost i znanost|(9) Guverneri naprednih plemenskih odnosa|(10) Vrhovni sud plemenske koordinacije i rasne suradnje
68:5	(1) Faza sakupljanja|(2) Faza lova|(3) Pastoralna faza|(4) Poljoprivredna faza
68:6	Omjer kopnenih i ljudskih resursa
69:1	(1) Institucije samoodržavanja|(2) Institucije samoodržavanja|(3) Institucije samozadovoljavanja
70:2	Moderni industrijalizam nasuprot militarizmu
73:0	Tabamantijina inspekcija
76:3	Setitsko svećenstvo
76:5	Michaelova poruka
78:7	Priča o Noi
80:2	Poplave Sredozemnog mora
81:2	(1) Ukroćavanje vatre|(2) Pripitomljavanje životinja|(3) Porobljavanje zarobljenika|(4) Privatno vlasništvo
81:4	(1) Bijele rase | (2) Mongoloidne rase | (3) Negroidne rase
81:5	Moć i pravo
81:6	(1) Prirodne okolnosti|(2) Kapitalna dobra|(3) Znanstveno znanje|(4) Ljudski resursi|(5) Učinkovitost materijalnih resursa|(6) Učinkovitost jezika|(7) Učinkovitost mehaničkih uređaja|(8) Karakter nositelja baklji|(9) Rasni ideali|(10) Koordinacija stručnjaka|(11) Uređaji za pronalaženje mjesta|(12) Spremnost na suradnju|(13) Učinkovito i mudro vodstvo|(14) Društvene promjene|(15) Sprječavanje tranzicijskog sloma
88:2	Slike i idoli | „Svete knjige“
89:3	Kult suzdržavanja
89:7	Hramsko bludništvo
91:2	Molitva protiv magije
92:4	(1) Dalamatinska učenja|(2) Edenska učenja|(3) Melkizedek iz Salema|(4) Isus iz Nazareta|(5) Urantijski dokumenti
92:6	Jedanaest živih religija
93:4	Vjerovanje | Sedam zapovijedi
94:1	Rig-Veda
94:2	Doktrina reinkarnacije
94:8	Gautamino evanđelje | Moralne zapovijedi
96:5	Materijalistička providnost
97:5	Mika i Obadija
97:9	Efrajim i Juda|Šaul i David|Salomon i oporezivanje|Izrael i Juda|Uništenje Izraelskog kraljevstva|Kraj Judinog kraljevstva|Babilonsko ropstvo
98:4	Frigijski kult Kibele i Atisa | Egipatski kult Ozirisa i Izide | Iranski kult Mitre
101:3	Dvanaest ilustracija duhovne vjere
101:6	Sedam aspekata spasenja
106:1	Bog Sedmostruki
106:2	Vrhovno Biće
106:3	Trojstvo Ultimate
106:4	Vrhovno Božanstvo
106:5	Apsolutno Trojstvo
106:6	Beskonačni kozmos
106:8	(1) Razina triju Trojstava|(2) Razina iskustvenog Božanstva|(3) Razina JA JESAM
108:2	Na Urantiji | Na drugim svjetovima
108:3	Tabamantijin počast
109:6	Ispravljač koji je prebivao u Isusu
109:7	Sveosobna bića
110:7	Promjernikova molba duši
111:7	Čuvar izjave sudbine
112:0	Četrnaest aspekata osobnosti
114:4	Većina visokih regencija
114:6	(1) Epohalni anđeli|(2) Anđeli napretka|(3) Vjerski čuvari|(4) Anđeli nacionalnog života|(5) Anđeli rasa|(6) Anđeli budućnosti|(7) Anđeli prosvjetljenja|(8) Anđeli zdravlja|(9) Domaći serafi|(10) Anđeli industrije|(11) Anđeli zabave|(12) Anđeli nadljudske službe
116:1	Kozmički um
116:5	Problem ravnoteže
117:2	Sinovi i rast potrojstvoreni od stvorenja
117:4	Kozmički moral - vrhovna dužnost
117:5	Transcendiranje finalista | Posljedice ljudskog rasta
118:1	Iskustvene (subjektivne) vremenske jedinice
118:3	Istina i činjenica | Prostor i uzorak
118:8	Vremenski guverner napretka
121:4	(1) Epikurejac|(2) Stoik|(3) Cinik|(4) Skeptik
121:5	Misterijske religije
121:8	(1) Evanđelje po Marku|(2) Evanđelje po Mateju|(3) Evanđelje po Luki|(4) Evanđelje po Ivanu|_Zahvala
122:4	"Davidova kuća"
122:8	Legenda o pastirima | Tri svećenika iz Ura | „Betlehemska zvijezda“
122:10	Let za Egipat
123:0	Boravak u Egiptu
123:1	Isusova četvrta godina
123:2	Odgoj djece
123:4	Materijalne nesreće
124:1	Slika na podu | Klima u Galileji
124:2	Jakov, sin kamenorezaca
124:3	Epizoda o Skitopolisu
124:4	Osobni moral i grupna lojalnost
124:6	Marija, Marta i Lazar
126:3	Podrijetlo “Očenaša” | “Sin Čovječji” | Tko je Mesija?
127:2	Epizoda Zelota
127:3	S Jakovom na Pashi|Posjet Elizabete i Ivana|Amosova smrt
127:4	Odgoj djece
127:6	Posjet Jeruzalemu za Pesah
128:1	Rastuća svijest o božanstvu | S Josipom na Pashi
128:2	Kao kovač u Sepforisu
128:3	Sa Simonom na Pashi | Isus susreće Stjepana
128:5	Aleksandrijski prijedlog
128:6	S Judom na Pashi | „Ujak Jošua, ispričaj nam priču“
128:7	Jakovljev brak|Miriamin brak|Jakov glava Josipove obitelji
129:1	Zebedej iz Kafarnauma | Isus, graditelj brodova
129:2	Isus posjećuje Jeruzalem | Susret s Gonodom i Ganidom
129:3	Svrha putovanja u Rim
130:1	Rasprava o dobru i zlu
130:2	Trgovac iz Mongolije | Grčki radnik i rimski predradnik | Božja volja i ljudska volja
130:8	Ezra, otpali Židov
132:0	Utjecaj na trideset i dva vjerska vođe
132:4	Rimskom senatoru|Rimskom vojniku|Govorniku na forumu|Siromahu, lažno optuženom
132:7	Bezobzirni poganin | „Hajde da ti i ja stvorimo novu religiju.“
133:0	Indijski kastinski sustav
133:2	Muškarac zlostavlja svoju ženu
133:3	Krisp, glavni upravitelj sinagoge | Just, trgovac | Dvije javne žene
133:4	Mlinaru|Rimskom stotniku|Mitraičkom vođi|Epikurejskom učitelju|Grčkom izvođaču radova|Rimskom sucu|Gospodari grčke gostionice|Kineskom trgovcu|Putniku iz Britanije|Odbjeglom mladiću|Osuđenom kriminalcu
134:1	Povratak u Nazaret | Šimunov brak; Judin brak
134:7	Usamljena lutanja
134:8	Kraj Luciferove pobune | Suverenitet Nebadona
134:9	Posjet Ivanu u Jeruzalemu | Rad u Zebedejevoj brodogradilištu
135:8	Isusovo krštenje
136:3	Sastanak s Gabrijelom|Dovršetak svemirske suverenosti
136:4	Očev put
136:5	Personalizirani procjenitelj ima kontrolu | Neosjetljivost procjenitelja na vrijeme
136:6	Put normalnog zemaljskog postojanja
136:7	Poslušnost prirodnom zakonu
136:8	Odbijanje kompromisa sa zlom
136:9	Odbacivanje Davidovog prijestolja
136:10	"Bit ću podložan volji svoga Oca."
137:1	Andrija i Petar | Jakov i Ivan
138:3	Ne pravednici nego grešnici
140:3	„Propovijed na gori“
140:5	Sretni siromašni duhom - ponizni | Sretni oni koji gladuju i žeđaju za pravednošću... | Sretni krotki | Sretni čisti srcem | Sretni oni koji tuguju | Sretni milosrdni | Sretni mirotvorci | Sretni progonjeni
140:6	„Gledam dalje od samog čina...“ | Što se tiče razvoda | Pravda i milosrđe | „Dobro čine - ne uznemiruj ih.“
140:8	(1) Vršenje Očeve volje|(2) Politički stav|(3) Društveni stav|(4) Ekonomski stav|(5) Osobna religija
141:3	Isusova osobnost | Isusov izgled
141:4	Služi bolesnima
141:6	Teherma Perzijanac
141:7	Učenje o kraljevstvu | Spasenje vjerom; sloboda kroz istinu
142:0	Posjet Ani
142:2	Jakov s Krete
142:3	Šest hebrejskih koncepata Boga | Ranijih deset zapovijedi
142:8	Kamp u parku Getsemane
143:1	„Omalovažavali su našu poruku.“|„Nalikujete li slabićima?“
143:3	Tri dana na planini Sartaba
143:6	U logoru na gori Gerizim
144:5	Sedam molitvi iz drugih svjetova
144:8	„... reci Johnu da nije zaboravljen.“
145:0	Posjet Ruth
145:2	Religija je osobno iskustvo | Mladi epileptičar | Majka Petrove supruge
146:2	Molitva, zahvaljivanje i štovanje | Pravda i milosrđe | Molitva i osobni trud | Etička molitva
146:3	Religija, znanost i filozofija | Uvjerenje u istinu | Posjet Zebulumu
146:4	Rad u rudnicima | Iscjeljenje gubavca
146:5	Titus, plemić
147:2	Odvajanje od Ivanovih apostola
147:4	Nathanielovo pitanje o zlatnom pravilu
147:5	Prispodoba o lihvaru | Status i napredak
147:6	Šest špijuna | „Subota je stvorena za čovjeka...“
148:8	Kirmeth iz Bagdada
148:9	Krštenje trojice špijuna
149:0	Davidova obavještajna organizacija
149:1	Fenomeni iscjeljenja
149:2	Dvije pogreške ranog kršćanstva | Isusova slava kao iscjelitelja | Njegovo priznanje jednakosti žena | Šarm njegove osobnosti
149:4	Komentari o ljutnji|U vezi s uravnoteženim likovima
150:3	Rasprava o „Magiji i praznovjerju“
151:5	Oluja na jezeru
152:0	Veronika iz Cezareje Filipove
152:6	Više o prispodobi o sijaču
153:2	"Ja sam kruh života."
153:4	Dječak opsjednut zlim duhom | „Kako Sotona može istjerati Sotonu?“
153:5	Napuštanje mlakih sljedbenika
154:2	Zatvaranje sinagoga
154:4	„Što ćemo učiniti s Isusom?“
155:3	Istina i vjerovanje | Podrijetlo vjerskih tradicija
156:2	„Ovaj svijet je samo most...“
156:5	Prispodoba o ludom stolaru|Iskušenje i ljudska priroda|Bitni elementi materijalnog uspjeha|Duhovni život i samopoštovanje|Ideali i ideje|Taktičnost, šarm i mudrost
156:6	Stav židovskih vođa
157:0	Isus pokušava vidjeti svoju obitelj
157:1	"Riba sa šekelom u ustima."
157:3	„Što ljudi kažu, tko sam ja?“
157:6	Četiri faze Isusova života | Nove autoritativne izjave
158:4	Jakov od Safeda
158:5	"Gospodine, vjerujem, pomozi mom nevjerovanju."
159:1	„Koliko će puta moj brat griješiti protiv mene?“ | Prispodoba o obračunu s upraviteljima | Opasnosti osobnog osude
159:4	„Koja je istina o Svetom pismu?“
159:5	„... nosi ruksak još jednu milju.“
160:1	Tri životna pogona | Rješavanje problema i meditacija ispunjena štovanjem | Predrasude i prepoznavanje istine
160:2	Druženje i vrijednost prijateljstva | Velika vrijednost braka
160:4	Bitne stvari vremenitog života|Faktori materijalnog uspjeha|Značenje neuspjeha
160:5	Što je religija?|Ideja Boga i ideal Boga|Otac je konačna vrijednost|„Ali jesmo li spremni platiti cijenu .....?“
161:1	Nathanielovih pet bodova
161:2	Govor Nathaniela i Thomasa
161:3	Stavovi midwayera
162:0	„Gospodaru... zapovjedi da oganj siđe s neba...“
162:2	Eber, upravitelj Sinedrija
163:1	Žetva je obilna, ali radnika je malo
163:2	Bogatstvo i ljubav prema bogatstvu
163:3	Prispodoba o radnicima u vinogradu
163:4	Isusove upute | Petrova propovijed o zaređenju
165:3	„Čuvajte se kvasca farizejskoga...“ | „...vama su i vlasi na glavi izbrojane“
165:4	Prispodoba o ludom bogatašu|“Gdje je tvoje blago, ondje će biti i tvoje srce.”|“Što će ti koristiti ako dobiješ cijeli svijet.....?”
165:5	„Promotrite ljiljane, kako rastu...“
166:1	Ceremonijalno pranje ruku
166:3	Pravi i uski put | Mnogi koji su prvi bit će posljednji | „Stojim na vratima i kucam“
166:4	Kasnija služba i Abnerova smrt
167:1	Iscjeljivanje vjernika|“... ne sjedaj na prvo mjesto...”
167:5	Farizej i carinik | Poučavanje o braku
167:6	Ljepota kao utjecaj na obožavanje
168:0	„Ja sam uskrsnuće i život...“
168:3	„Bolje je da jedan čovjek umre...“
169:0	Optužbe Sinedrija protiv Isusa
169:4	Isus je živio otkrivenje Boga|Elohima i Jahvea
170:2	Grijeh i oprost
170:5	Društveno bratstvo i duhovno bratstvo | Drugi i veći Ivan Krstitelj | Kršćanstvo i Isusovo evanđelje
171:0	„... obećaj mi da će ovi moji sinovi imati čast...“
171:1	Kasniji život Davida Zebedeja | Antiohija i Filadelfija
171:3	Zbogom Abneru
171:4	Petar i Šimun i 100 mačeva | Upozorenje prijateljski nastrojenim farizejima
171:8	Natanaelovo tumačenje prispodobe
172:1	Marija pomazuje Isusove noge | Isus kori Judu
172:4	Udovičin novčić
173:2	"Ivanovo krštenje, odakle je bilo?"
173:4	Kamen koji su graditelji odbacili
173:5	„Razrušite ovaj hram i... ja ću ga podići.“
174:0	Pojedinačni pozdravi dvanaestorici
174:2	Je li dopušteno davati danak Cezaru?
174:4	Čiji je sin Izbavitelj?
174:5	„... osim ako zrno pšenice ne padne u zemlju i ne umre...“|„... ako ja budem uzdignut... u vašim životima...“
175:1	„Iz naraštaja u naraštaj slali smo svoje proroke...“|„... onaj koji bi među vama bio najveći...“|„Teško vama, pismoznanci i farizeji, licemjeri!“|„... vi... očistite čašu izvana...“|„A sada se od vas opraštam.“
175:4	Judina konačna odluka
176:2	Izvještaj u Matejevom evanđelju
176:3	Prispodoba o talentima|“Nastavite dok ne dođem.”|Komentari o rastu žive istine
177:1	John Mark i košara za ručak
177:5	Čuvajte se podrške mnoštva
178:1	Nauči biti vjeran čak i u blagostanju | Ne iskušavaj anđele svog nadzora
178:2	David oslobađa Judu "vreće" | Pripreme za Posljednju večeru
180:1	„...ljubite jedni druge kao što sam vas ja ljubio.“
180:3	„Neka se ne uznemiruju vaša srca.“|„Učitelju, pokaži nam Oca...“
180:5	Komentari o zlatnom pravilu
181:1	„Svakome od vas dajem sve što ćete primiti.“|„Neka se ne uznemiruje vaše srce.“
182:1	Isusovo proširenje otkrivenja Božjeg imena
182:2	Slanje trkača na oproštaj od Abnera|Davida Zebedeea
182:3	Duh je voljan, ali tijelo je slabo
184:4	Novo otkrivenje čovjeka Bogu
185:2	Pisane optužbe Sanhedristskog suda
185:6	Bičevanje Isusa | "Evo čovjeka!"
186:0	Isusova obitelj u Betaniji
186:1	Trideset srebrnjaka
186:2	„Pilat na sudu pred Isusom.“|„Gle, Bog i čovjek!“
187:1	„Kćeri jeruzalemske, ne plačite za mnom...“ | Šimun iz Cirene
187:4	Isusova zapovijed Ivanu
188:0	Josip i Nikodem pred Pilatom
188:3	Što je Isus povjerio Ocu?|Status Isusove osobnosti
189:3	Odlazak personaliziranog procjenitelja
189:4	Pet žena | Isus se ukazuje Mariji Magdaleni
189:5	Drugi ukazanje - Mariji Magdaleni
190:2	Ukazanje svom bratu Jakovu | Ukazanje svojoj zemaljskoj obitelji
191:0	Reakcije pojedinih apostola
191:3	Faze morontijske progresije
191:5	„Blago onima u budućim vjekovima...“
192:1	"Dečki, jeste li što ulovili?"
193:0	Šesnaesto pojavljivanje (dvorište Nikodema)
194:0	Novo evanđelje o Isusu
194:2	Misija Duha Istine | Čovjekov trostruki duhovni dar | Sedam viših duhovnih utjecaja
195:0	Razlozi trijumfa kršćanstva na Zapadu | Rani kršćanski kompromisi
196:0	Isusova živa vjera u Boga|“Tražite najprije kraljevstvo nebesko.”|“Zašto me zoveš dobrim?”|Što je molitva značila Isusu|Isusova dječja vjera u Boga
196:2	Religija o Isusu | Religija kao osobno iskustvo
196:3	Činjenica, ideja i odnos|Razum, mudrost i vjera|Stvar, značenje i vrijednost|Osim ako božanski ljubavnik nije živio u čovjeku...|Moral i religija|Otac je živa ljubav
