ref	subsections
106:5	La Trinità Assoluta
106:6	Il cosmo infinito
106:8	(1) Il livello delle tre Trinità|(2) Il livello della Divinità esperienziale|(3) Il livello dell'IO SONO
108:2	Su Urantia | Su altri mondi
108:3	L'omaggio di Tabamantia
109:6	L'Aggiustatore che dimorava in Gesù
109:7	Esseri onnipersonali
110:7	L'appello dell'aggiustatore all'anima
111:7	La dichiarazione di un guardiano del destino
112:0	Quattordici aspetti della personalità
114:4	La maggior parte delle reggenze più elevate
114:6	(1) Gli angeli epocali|(2) Gli angeli del progresso|(3) I guardiani religiosi|(4) Gli angeli della vita nazionale|(5) Gli angeli delle razze|(6) Gli angeli del futuro|(7) Gli angeli dell'illuminazione|(8) Gli angeli della salute|(9) I serafini domestici|(10) Gli angeli dell'industria|(11) Gli angeli della distrazione|(12) Gli angeli del ministero sovrumano
116:1	La mente cosmica
116:5	Il problema dell'equilibrio
117:2	Figli trinitizzati dalla creatura e crescita
117:4	Moralità cosmica-dovere supremo
117:5	Trascendenza finalitaria | Ripercussioni della crescita umana
118:1	Unità di tempo esperienziali (soggettive)
118:3	Verità e fatto | Spazio e schema
118:8	Il governatore del tempo del progresso
121:4	(1) L'epicureo|(2) Lo stoico|(3) Il cinico|(4) Lo scettico
121:5	Le religioni misteriche
121:8	(1) Il Vangelo di Marco|(2) Il Vangelo di Matteo|(3) Il Vangelo di Luca|(4) Il Vangelo di Giovanni|_Riconoscimento
122:4	La “casa di Davide”
122:8	La leggenda dei pastori | I tre sacerdoti di Ur | La “Stella di Betlemme”
122:10	La fuga in Egitto
123:0	Il soggiorno in Egitto
123:1	Il quarto anno di Gesù
123:2	educazione dei figli
123:4	Incidenti materiali
124:1	L'immagine sul pavimento | Clima in Galilea
124:2	Giacobbe, figlio dello scalpellino
124:3	L'episodio di Scitopoli
124:4	Moralità personale e lealtà di gruppo
124:6	Maria, Marta e Lazzaro
126:3	Origine della “Preghiera del Signore”|Il “Figlio dell’uomo”|Chi è il Messia?
127:2	L'episodio dello Zelota
127:3	Con Giacomo alla Pasqua | Visita di Elisabetta e Giovanni | Morte di Amos
127:4	Crescere i figli
127:6	Visita di Pasqua a Gerusalemme
128:1	Crescente consapevolezza della divinità | Con Giuseppe alla Pasqua
128:2	Come fabbro a Sepphoris
128:3	Con Simone alla Pasqua | Gesù incontra Stefano
128:5	La proposta alessandrina
128:6	Con Giuda alla Pasqua | “Lo zio Giosuè ci racconta una storia”
128:7	Matrimonio di Giacomo | Matrimonio di Miriam | Giacomo capo della famiglia di Giuseppe
129:1	Zebedeo di Cafarnao | Gesù costruttore di barche
129:2	Gesù visita Gerusalemme | Incontro con Gonod e Ganid
129:3	Scopo del viaggio a Roma
130:1	Discussione sul bene e sul male
130:2	Il mercante della Mongolia | L'operaio greco e il caposquadra romano | La volontà di Dio e la volontà dell'uomo
130:8	Esdra, l'ebreo apostata
132:0	Influenza su trentadue leader religiosi
132:4	Al senatore romano|Al soldato romano|All'oratore del foro|Al pover'uomo, falsamente accusato
132:7	Il pagano spensierato | "Lascia che tu ed io creiamo una nuova religione."
133:0	Il sistema delle caste in India
133:2	L'uomo che maltratta la moglie
133:3	Crispo, capo della sinagoga|Giusto, il mercante|Le due donne pubbliche
133:4	Al mugnaio|Al centurione romano|Al capo mitraico|Al maestro epicureo|Al contraente greco|Al giudice romano|Alla padrona della locanda greca|Al mercante cinese|Al viaggiatore della Britannia|Al ragazzo fuggitivo|Al criminale condannato
134:1	Ritorno a Nazareth | Nozze di Simone; nozze di Giuda
134:7	Vagabondaggi solitari
134:8	Fine della ribellione di Lucifero | La sovranità di Nebadon
134:9	Visita a Giovanni a Gerusalemme | Lavorare nel cantiere navale di Zebedeo
135:8	Battesimo di Gesù
136:3	Conferenza con Gabriele | Completamento della sovranità universale
136:4	La via del Padre
136:5	Regolatore personalizzato al comando | Insensibilità del Regolatore al tempo
136:6	Il percorso della normale esistenza terrena
136:7	Obbedienza alla legge naturale
136:8	Rifiuto di scendere a compromessi con il male
136:9	Rifiuto del trono di Davide
136:10	“Io sarò sottomesso alla volontà del Padre mio.”
137:1	Andrea e Pietro | Giacomo e Giovanni
138:3	Non i giusti ma i peccatori
140:3	Il “Sermone della Montagna”
140:5	Beati i poveri in spirito, gli umili|Beati coloro che hanno fame e sete di giustizia...|Beati i miti|Beati i puri di cuore|Beati coloro che piangono|Beati i misericordiosi|Beati coloro che operano la pace|Beati coloro che sono perseguitati
140:6	“Guardo oltre l'atto...” |Riguardo al divorzio|Giustizia e misericordia|“Fanno bene, non disturbateli.”
140:8	(1) Fare la volontà del Padre|(2) Atteggiamento politico|(3) Atteggiamento sociale|(4) Atteggiamento economico|(5) Religione personale
141:3	La personalità di Gesù | L'aspetto di Gesù
141:4	Ministro degli ammalati
141:6	Teherma il Persiano
141:7	Insegnamento sul regno | Salvezza per fede; libertà mediante la verità
142:0	Visita ad Annas
142:2	Giacobbe di Creta
142:3	Sei concetti ebraici di Dio | I primi dieci comandamenti
142:8	L'accampamento nel Parco del Getsemani
143:1	«Hanno preso alla leggera il nostro messaggio.» «Sembri un debole?»
143:3	Tre giorni sul Monte Sartaba
143:6	Nell'accampamento sul monte Gerizim
144:5	Sette preghiere da altri mondi
144:8	“... dite a John che non è dimenticato.”
145:0	Visita con Ruth
145:2	La religione è un'esperienza personale | Il giovane epilettico | La madre della moglie di Peter
146:2	Preghiera, ringraziamento e adorazione | Giustizia e misericordia | Preghiera e impegno personale | Preghiera etica
146:3	Religione, scienza e filosofia | La certezza della verità | La visita a Zebulum
146:4	Lavoro nelle miniere | Guarigione del lebbroso
146:5	Tito il nobile
147:2	Separazione dagli apostoli di Giovanni
147:4	La domanda di Nathaniel sulla regola d'oro
147:5	Parabola dell'usuraio | Stato e progresso
147:6	Le sei spie | “Il sabato è stato fatto per l’uomo…”
148:8	Kirmeth di Bagdad
148:9	Battesimo di tre delle spie
149:0	L'organizzazione di intelligence di David
149:1	I fenomeni di guarigione
149:2	Due errori del cristianesimo primitivo|La fama di Gesù come guaritore|Il suo riconoscimento dell'uguaglianza delle donne|Il fascino della sua personalità
149:4	Commenti sulla rabbia | Riguardo ai personaggi ben bilanciati
150:3	Discorso su “Magia e Superstizione”
151:5	La tempesta sul lago
152:0	Veronica di Cesarea di Filippo
152:6	Di più sulla parabola del seminatore
153:2	“Io sono il pane della vita.”
153:4	Il ragazzo posseduto dallo spirito maligno | «Come può Satana scacciare Satana?»
153:5	Diserzione dei seguaci tiepidi
154:2	Chiusura delle sinagoghe
154:4	“Cosa faremo di Gesù?”
155:3	Verità e credo | Origine delle tradizioni religiose
156:2	"Questo mondo è solo un ponte..."
156:5	Parabola del falegname stolto|Tentazione e natura umana|Gli elementi essenziali del successo materiale|Vita spirituale e rispetto di sé|Ideali e idee|Tatto, fascino e saggezza
156:6	Atteggiamento dei leader ebrei
157:0	Gesù cerca di vedere la sua famiglia
157:1	“Il pesce con uno siclo in bocca.”
157:3	“Chi dice la gente che io sia?”
157:6	Le quattro fasi della vita di Gesù | Nuovi pronunciamenti autorevoli
158:4	Giacomo di Safed
158:5	“Signore, io credo, aiuta la mia incredulità.”
159:1	“Quante volte il mio fratello peccherà contro di me?” | Parabola della resa dei conti con gli amministratori | Pericoli del giudizio personale
159:4	“Qual è la verità riguardo alle Scritture?”
159:5	“...porta lo zaino per un secondo miglio.”
160:1	Le tre pulsioni della vita | Risoluzione dei problemi e meditazione devozionale | Pregiudizio e riconoscimento della verità
160:2	Il valore sociale dell'amicizia | Il grande valore del matrimonio
160:4	Elementi essenziali della vita temporale | Fattori del successo materiale | Il significato del fallimento
160:5	Che cos'è la religione? | L'idea di Dio e l'ideale di Dio | Il Padre è il valore ultimo | "Ma siamo disposti a pagare il prezzo ..... ?"
161:1	I cinque punti di Nathaniel
161:2	Discorso di Natanaele e Tommaso
161:3	Le opinioni dei midwayer
162:0	“Maestro... ordina che il fuoco scenda dal cielo...”
162:2	Eber, l'ufficiale del Sinedrio
163:1	La messe è abbondante ma gli operai sono pochi
163:2	Ricchezza e amore per la ricchezza
163:3	Parabola degli operai nella vigna
163:4	Le istruzioni di Gesù | Il sermone di ordinazione di Pietro
165:3	“Guardatevi dal lievito dei farisei…”|“… perfino i capelli del vostro capo sono contati”
165:4	Parabola del ricco stolto|“Dov'è il tuo tesoro, là sarà anche il tuo cuore.”|“Che giova se guadagni il mondo intero .....?”
165:5	“Considerate i gigli, come crescono....”
166:1	Lavaggio cerimoniale delle mani
166:3	La via stretta e angusta|Molti dei primi saranno ultimi|“Sto alla porta e busso”
166:4	Il ministero successivo e la morte di Abner
167:1	Guarigione del credente | “. . . non sedetevi al posto d'onore . . .”
167:5	Il fariseo e il pubblicano | Insegnamento sul matrimonio
167:6	La bellezza come influenza per il culto
168:0	“Io sono la risurrezione e la vita ..... ”
168:3	"È meglio che muoia un solo uomo..."
169:0	Le accuse del Sinedrio contro Gesù
169:4	Gesù visse una rivelazione di Dio|Elohim e Yahweh
170:2	Peccato e perdono
170:5	Fratellanza sociale e fratellanza spirituale|Un altro e più grande Giovanni Battista|Il cristianesimo e il vangelo di Gesù
171:0	“. . . promettimi che questi miei figli avranno onore ..... ”
171:1	La vita successiva di Davide Zebedeo | Antiochia e Filadelfia
171:3	Addio ad Abner
171:4	Pietro e Simone e le 100 spade | Avvertimento dei farisei amici
171:8	L'interpretazione della parabola da parte di Natanaele
172:1	Maria unge i piedi di Gesù | Gesù rimprovera Giuda
172:4	L'obolo della vedova
173:2	“Il battesimo di Giovanni, da dove veniva?”
173:4	La pietra che i costruttori hanno scartato
173:5	“Distruggete questo tempio e... io lo farò risorgere.”
174:0	Saluti individuali ai dodici
174:2	È lecito pagare il tributo a Cesare?
174:4	Il Liberatore, di chi è figlio?
174:5	“…se un chicco di grano cade in terra e non muore…”|“…se io sarò innalzato… nelle vostre vite…”
175:1	“Di generazione in generazione abbiamo mandato i nostri profeti...”|“... colui che vorrebbe essere il più grande tra voi...”|“Guai a voi, scribi e farisei, ipocriti!”|“... voi... pulite l'esterno del calice...”|“E ora mi congedo da voi.”
175:4	La decisione finale di Giuda
176:2	Il racconto nel Vangelo di Matteo
176:3	Parabola dei talenti | “Continuate finché non verrò” | Commenti sulla crescita della verità viva
177:1	John Mark e il cestino del pranzo
177:5	Attenzione al sostegno della moltitudine
178:1	Impara ad essere fedele anche nella prosperità | Non tentare gli angeli della tua supervisione
178:2	Davide libera Giuda dal “sacco” | Disposizioni per l’Ultima Cena
180:1	“... amatevi gli uni gli altri come io ho amato voi.”
180:3	«Non sia turbato il vostro cuore». «Maestro, mostraci il Padre...»
180:5	Commenti sulla regola d'oro
181:1	«Io vi do tutto ciò che riceverete». «Non sia turbato il vostro cuore».
182:1	L'ampliamento da parte di Gesù della rivelazione del nome di Dio
182:2	Invio del corriere ad Abner | L'addio di Davide Zebedeo
182:3	Lo spirito è volenteroso ma la carne è debole
184:4	Una nuova rivelazione dell'uomo a Dio
185:2	Le accuse scritte del tribunale del Sinedrio
185:6	La flagellazione di Gesù | «Ecco l'uomo!»
186:0	La famiglia di Gesù a Betania
186:1	I trenta denari d'argento
186:2	«Pilato davanti a Gesù.» «Ecco Dio e uomo!»
187:1	“Figlie di Gerusalemme, non piangete per me…” | Simone di Cirene
187:4	L'incarico di Gesù a Giovanni
188:0	Giuseppe e Nicodemo davanti a Pilato
188:3	Cosa ha affidato Gesù alle mani del Padre? | Stato della personalità di Gesù
189:3	Partenza del Perito Personalizzato
189:4	Le cinque donne | Gesù appare a Maria Maddalena
189:5	Seconda apparizione - a Maria Maddalena
190:2	Apparizione al fratello James | Apparizione alla sua famiglia terrena
191:0	Reazioni dei singoli apostoli
191:3	Fasi della progressione morontiale
191:5	“Beati quelli che saranno nei secoli a venire…”
192:1	“Ragazzi, avete preso qualcosa?”
193:0	Sedicesima apparizione (cortile di Nicodemo)
194:0	Il nuovo vangelo su Gesù
194:2	La missione dello Spirito di Verità | La triplice dotazione spirituale dell'uomo | Le sette influenze spirituali superiori
195:0	Le ragioni del trionfo del cristianesimo in Occidente | I primi compromessi cristiani
196:0	La fede viva di Gesù in Dio|“Cercate prima il regno dei cieli.”|“Perché mi chiami buono?”|Cosa significava la preghiera per Gesù|La fede infantile di Gesù in Dio
196:2	La religione su Gesù | La religione come esperienza personale
196:3	Fatto, idea e relazione|Ragione, saggezza e fede|Cosa, significato e valore|A meno che un amante divino non vivesse nell'uomo...|Moralità e religione|Il Padre è amore vivente
