ref	subsections
45:1	(1) Świat Finalistów|(2) Świat Morontialny|(3) Świat Anielski|(4) Świat Superaniołów|(5) Świat Synów|(6) Świat Ducha|(7) Świat Ojca
45:6	Doświadczenie rodzicielskie | Przedszkole w okresie próbnym w Satanii
46:5	(1) Kręgi Synów Boga|(2) Kręgi Aniołów|(3) Kręgi Pomocy Wszechświata|(4) Kręgi Głównych Kontrolerów Fizycznych|(5) Kręgi wstępujących śmiertelników|(6) Kręgi kolonii kurtuazyjnych|(7) Kręgi finalistów
47:1	Wymagane doświadczenie rodzicielskie
47:3	Towarzysze Morontiańscy
47:8	Fuzja regulatora
48:2	(1) Regulatorzy obwodów|(2) Koordynatorzy systemu|(3) Opiekunowie planetarni|(4) Kontrolerzy połączeni|(5) Stabilizatorzy łącznikowi|(6) Selektywni sortownicy|(7) Rejestratorzy pomocniczy
48:3	(1) Opiekunowie pielgrzymów | (2) Odbiorcy pielgrzymów i wolni współpracownicy | (3) Gospodarze dla gości niebiańskich | (4) Koordynatorzy i kierownicy ds. kontaktów | (5) Tłumacze ustni i pisemni | (6) Kierownicy wycieczek i powrotów | (7) Opiekunowie obszarów i budynków
48:4	Humor niebiański|Humor śmiertelny
48:6	(1) Seraficcy Ewangeliści |_Oryginał Psalmu dwudziestego trzeciego |(2) Interpretatorzy rasowi |(3) Planiści umysłu |(4) Doradcy morontialni |_Stereoskopowy efekt mota |(5) Technicy |(6) Rejestratorzy-Nauczyciele |_Prawda i fakt |(7) Służba w rezerwach |_Sukces, porażka i ego
49:2	(1) Typy atmosferyczne|(2) Typy elementarne|(3) Typy grawitacyjne|(4) Typy temperaturowe|(5) Typy elektryczne|(6) Typy energetyzujące|(7) Typy nienazwane
49:5	(1) Dostosowanie do środowiska planetarnego |_Seria eksperymentalna zbadana przez Tabamantię |(2) Seria typu mózgu |(3) Seria odbioru ducha |(4) Epoki planetarno-śmiertelne |(5) Seria pokrewieństwa stworzeń |(6) Seria fuzji dostrajaczy |(7) Techniki ucieczki z Ziemi
49:6	(1) Porządek przetrwania dyspensacjonalny lub grupowy | (2) Indywidualne porządki wstąpienia | (3) Porządki wstąpienia zależne od okresu próbnego | (4) Drugorzędne zmodyfikowane porządki wstąpienia | (5) Pierwotny zmodyfikowany porządek wstąpienia
50:7	Agondonters|Tabamantia an agondonter
54:5	Dwanaście powodów
55:4	Siedem etapów na planecie | Uwolnienie pośredników | Odejście Adama
55:12	Niekompetentni nadzorcy Najwyższego
57:4	Pochodzenie Słońca
57:5	Ruch wsteczny
57:6	Era formowania się planet | Tarcie pływowe | Eksplozje pływowo-grawitacyjne
57:7	Epoka wulkaniczna | Pierwotna atmosfera planetarna
57:8	Era trzęsień ziemi | Oceany i pierwszy kontynent
59:1	Wiek trylobitów
59:2	Era zwierząt bezkręgowych
59:3	Okres koralowy|Epoka ramienionogów
59:4	Okres wegetatywnego życia lądowego | Wiek ryb
59:5	Okres karbonu paprociowo-leśnego | Wiek żab
59:6	Okres roślin nasiennych | Wiek biologicznego ucisku
60:3	Okres kwitnienia roślin | Era ptaków
61:1	Wiek wczesnych ssaków
61:2	Wiek zaawansowanych ssaków
61:3	Wiek Słonia i Konia
61:4	Ostatnia wielka migracja ssaków
62:3	Pochodzenie plemion małp
64:6	(1) Czerwony człowiek|(2) Pomarańczowy człowiek|(3) Żółty człowiek|(4) Zielony człowiek|(5) Niebieski człowiek|(6) Rasa indygo|_Cel sześciu ras
65:1	(1) Poziom fizyczny elektrochemii | (2) Zwykła faza środkowa quasi-morontialnej egzystencji | (3) Zaawansowany poziom półduchowy
65:7	Mechaniczny umysł nieuczący się | Niemechaniczny umysł doświadczający
66:3	(1) Rada ds. żywności i dobrostanu materialnego | (2) Rada ds. udomowienia i użytkowania zwierząt | (3) Doradcy ds. podboju zwierząt drapieżnych | (4) Wydział ds. upowszechniania i ochrony wiedzy | (5) Komisja ds. przemysłu i handlu | (6) Kolegium religii objawionej | (7) Strażnicy zdrowia i życia | (8) Rada planetarna ds. sztuki i nauki | (9) Gubernatorzy zaawansowanych stosunków plemiennych | (10) Sąd Najwyższy ds. koordynacji plemiennej i współpracy rasowej
68:5	(1) Faza zbierania|(2) Faza polowania|(3) Faza pasterska|(4) Faza rolnicza
68:6	Stosunek powierzchni ziemi do liczby ludzi
69:1	(1) Instytucje samoutrzymania|(2) Instytucje samoutrwalenia|(3) Instytucje samogratyfikacji
70:2	Współczesny industrializm kontra militaryzm
73:0	Inspekcja Tabamantii
76:3	Kapłaństwo setyckie
76:5	Wiadomość Michaela
78:7	Historia Noego
80:2	Zalewanie Morza Śródziemnego
81:2	(1) Oswojenie ognia|(2) Udomowienie zwierząt|(3) Zniewolenie jeńców|(4) Własność prywatna
81:4	(1) Rasy kaukaskie|(2) Rasy mongoloidalne|(3) Rasy negroidalne
81:5	Siła i prawo
81:6	(1) Okoliczności naturalne|(2) Dobra kapitałowe|(3) Wiedza naukowa|(4) Zasoby ludzkie|(5) Efektywność zasobów materialnych|(6) Efektywność języka|(7) Efektywność urządzeń mechanicznych|(8) Charakter pochodniowców|(9) Idee rasowe|(10) Koordynacja specjalistów|(11) Urządzenia do znajdowania miejsca|(12) Gotowość do współpracy|(13) Skuteczne i mądre przywództwo|(14) Zmiany społeczne|(15) Zapobieganie załamaniu przejściowemu
88:2	Obrazy i bożki | „Święte Księgi”
89:3	Kult wstrzemięźliwości
89:7	Nierząd świątynny
91:2	Modlitwa kontra magia
92:4	(1) Nauki Dalamatyńskie|(2) Nauki Edenu|(3) Melchizedek z Salem|(4) Jezus z Nazaretu|(5) Przekazy Urantii
92:6	Jedenaście żywych religii
93:4	Wyznanie wiary|Siedem przykazań
94:1	Rigweda
94:2	Doktryna reinkarnacji
94:8	Ewangelia Gautamy | Przykazania moralne
96:5	Materialistyczna Opatrzność
97:5	Micheasz i Abdiasz
97:9	Efraim i Juda | Saul i Dawid | Salomon i podatki | Izrael i Juda | Zniszczenie Królestwa Izraela | Koniec Królestwa Judy | Niewola babilońska
98:4	Frygijski kult Kybele i Attisa | Egipski kult Ozyrysa i Izydy | Irański kult Mitry
101:3	Dwanaście ilustracji wiary duchowej
101:6	Siedem aspektów zbawienia
106:1	Bóg Siedmiokrotny
106:2	Najwyższa Istota
106:3	Ostateczna Trójca
106:4	Najwyższe Bóstwo
106:5	Trójca Absolutna
106:6	Kosmos nieskończony
106:8	(1) Poziom trzech Trójc|(2) Poziom doświadczalnego Bóstwa|(3) Poziom JA JESTEM
108:2	Na Urantii|Na innych światach
108:3	Hołd Tabamantii
109:6	Dostrajacz, który zamieszkał w Jezusie
109:7	Istoty wszechosobowe
110:7	Apel Dostrajacza do duszy
111:7	Oświadczenie strażnika przeznaczenia
112:0	Czternaście aspektów osobowości
114:4	Najwyższe regencje
114:6	(1) Aniołowie epoki|(2) Aniołowie postępu|(3) Strażnicy religijni|(4) Aniołowie życia narodowego|(5) Aniołowie ras|(6) Aniołowie przyszłości|(7) Aniołowie oświecenia|(8) Aniołowie zdrowia|(9) Serafini domowi|(10) Aniołowie przemysłu|(11) Aniołowie rozrywki|(12) Aniołowie nadludzkiej posługi
116:1	Umysł kosmiczny
116:5	Problem równowagi
117:2	Synowie utrójcowieni przez stworzenie i wzrost
117:4	Moralność kosmiczna – najwyższy obowiązek
117:5	Transcendencja Finalitera|Reperkusje rozwoju człowieka
118:1	Jednostki czasu doświadczalnego (subiektywnego)
118:3	Prawda i fakt | Przestrzeń i wzór
118:8	Czasowy zarządca postępu
121:4	(1) Epikurejczyk|(2) Stoik|(3) Cynik|(4) Sceptyk
121:5	Religie tajemnicze
121:8	(1) Ewangelia według Marka|(2) Ewangelia według Mateusza|(3) Ewangelia według Łukasza|(4) Ewangelia według Jana|_Podziękowanie
122:4	„Dom Dawida”
122:8	Legenda o pasterzach | Trzej kapłani z Ur | „Gwiazda Betlejemska”
122:10	Lot do Egiptu
123:0	Pobyt w Egipcie
123:1	Czwarty rok życia Jezusa
123:2	Wychowywanie dzieci
123:4	Wypadki materialne
124:1	Obraz na podłodze | Klimat w Galilei
124:2	Jakub, syn kamieniarza
124:3	Odcinek Scytopolis
124:4	Moralność osobista i lojalność grupowa
124:6	Maria, Marta i Łazarz
126:3	Geneza „Modlitwy Pańskiej”|„Syn Człowieczy”|Kim jest Mesjasz?
127:2	Odcinek Zealot
127:3	Z Jakubem na Paschy | Wizyta Elżbiety i Jana | Śmierć Amosa
127:4	Wychowywanie dzieci
127:6	Wizyta Paschalna w Jerozolimie
128:1	Rosnąca świadomość boskości | Z Józefem podczas Paschy
128:2	Jako kowal w Sepphoris
128:3	Z Szymonem na Paschy|Jezus spotyka Szczepana
128:5	Propozycja aleksandryjska
128:6	Z Judą na Paschę|„Wujku Jozue opowiedz nam historię”
128:7	Małżeństwo Jamesa|Małżeństwo Miriam|Jakub głową rodziny Józefa
129:1	Zebedeusz z Kafarnaum | Jezus budowniczy łodzi
129:2	Jezus odwiedza Jerozolimę | Spotkanie z Gonodem i Ganidem
129:3	Cel podróży do Rzymu
130:1	Dyskusja o dobru i złu
130:2	Kupiec z Mongolii|Grecki robotnik i rzymski majster|Wola Boga i wola człowieka
130:8	Ezdrasz, odstępczy Żyd
132:0	Wpływ na trzydziestu dwóch przywódców religijnych
132:4	Do rzymskiego senatora|Do rzymskiego żołnierza|Do mówcy na forum|Do biednego człowieka, fałszywie oskarżonego
132:7	Bezmyślny poganin|„Stwórzmy razem nową religię”.
133:0	System kastowy w Indiach
133:2	Mężczyzna znęcający się nad żoną
133:3	Kryspus, naczelnik synagogi | Justus, kupiec | Dwie publiczne kobiety
133:4	Do młynarza | Do rzymskiego centuriona | Do mitraickiego przywódcy | Do epikurejskiego nauczyciela | Do greckiego przedsiębiorcy | Do rzymskiego sędziego | Do właścicielki greckiej gospody | Do chińskiego kupca | Do podróżnika z Brytanii | Do zbiegłego chłopca | Do skazanego przestępcy
134:1	Powrót do Nazaretu | Małżeństwo Szymona; małżeństwo Judy
134:7	Samotne wędrówki
134:8	Koniec buntu Lucyfera | Suwerenność Nebadonu
134:9	Wizyta u Jana w Jerozolimie | Praca w warsztacie szkutniczym Zebedeusza
135:8	Chrzest Jezusa
136:3	Konferencja z Gabrielem | Zakończenie suwerenności wszechświata
136:4	Droga Ojca
136:5	Spersonalizowany Rzeczoznawca dowodzi | Niewrażliwość Rzeczoznawcy na czas
136:6	Droga normalnego, ziemskiego istnienia
136:7	Posłuszeństwo prawu naturalnemu
136:8	Odmowa kompromisu ze złem
136:9	Odrzucenie tronu Dawida
136:10	„Będę poddany woli mojego Ojca”.
137:1	Andrzej i Piotr|Jakub i Jan
138:3	Nie sprawiedliwi, lecz grzesznicy
140:3	„Kazanie na Górze”
140:5	Szczęśliwi ubodzy w duchu – pokorni|Szczęśliwi, którzy łakną i pragną sprawiedliwości...|Szczęśliwi cisi|Szczęśliwi czystego serca|Szczęśliwi, którzy się smucą|Szczęśliwi miłosierni|Szczęśliwi pokój czyniący|Szczęśliwi, którzy są prześladowani
140:6	„Patrzę dalej niż tylko na czyn...” | O rozwodzie | Sprawiedliwość i miłosierdzie | „Dobrze postępują – nie sprawiajcie im kłopotów.”
140:8	(1) Czynienie woli Ojca|(2) Postawa polityczna|(3) Postawa społeczna|(4) Postawa ekonomiczna|(5) Religia osobista
141:3	Osobowość Jezusa|Wygląd Jezusa
141:4	Minister chorych
141:6	Teherma Pers
141:7	Nauczanie o królestwie | Zbawienie przez wiarę; wolność przez prawdę
142:0	Wizyta u Annasza
142:2	Jakub z Krety
142:3	Sześć hebrajskich koncepcji Boga | Wcześniejsze dziesięć przykazań
142:8	Obóz w Parku Getsemani
143:1	„Zlekceważyli nasze przesłanie.”|„Czy przypominacie słabeuszy?”
143:3	Trzy dni na górze Sartaba
143:6	W obozie na Górze Gerizim
144:5	Siedem modlitw z innych światów
144:8	„...powiedz Janowi, że nie został zapomniany”.
145:0	Odwiedź Ruth
145:2	Religia to osobiste doświadczenie | Młody epileptyk | Matka żony Piotra
146:2	Modlitwa, dziękczynienie i uwielbienie | Sprawiedliwość i miłosierdzie | Modlitwa i wysiłek osobisty | Modlitwa etyczna
146:3	Religia, nauka i filozofia | Pewność prawdy | Wizyta w Zebulum
146:4	Praca w kopalniach | Leczenie trędowatego
146:5	Tytus szlachcic
147:2	Oddzielenie od apostołów Jana
147:4	Pytanie Nathaniela o złotą zasadę
147:5	Przypowieść o lichwiarzu | Status i postęp
147:6	Sześciu szpiegów|„Sabat został ustanowiony dla człowieka...”
148:8	Kirmet w Bagdadzie
148:9	Chrzest trzech szpiegów
149:0	Organizacja wywiadowcza Dawida
149:1	Zjawiska uzdrawiania
149:2	Dwa błędy wczesnego chrześcijaństwa | Sława Jezusa jako uzdrowiciela | Jego uznanie równości kobiet | Urok Jego osobowości
149:4	Komentarze na temat gniewu|Dotyczące zrównoważonych postaci
150:3	Wykład na temat „Magia i przesądy”
151:5	Burza na jeziorze
152:0	Weronika z Cezarei Filipowej
152:6	Więcej o przypowieści o siewcy
153:2	„Ja jestem chlebem życia”.
153:4	Chłopiec opętany przez złego ducha|„Jak Szatan może wypędzić Szatana?”
153:5	Porzucenie nieśmiałych zwolenników
154:2	Zamknięcie synagog
154:4	„Co mamy uczynić z Jezusem?”
155:3	Prawda i wyznanie wiary | Geneza tradycji religijnych
156:2	„Ten świat jest tylko mostem ..... ”
156:5	Przypowieść o głupim cieśli | Pokusa i natura ludzka | Podstawy sukcesu materialnego | Życie duchowe i szacunek do samego siebie | Ideały i idee | Takt, urok i mądrość
156:6	Postawa przywódców żydowskich
157:0	Jezus próbuje zobaczyć swoją rodzinę
157:1	„Ryba z syklem w pysku”.
157:3	„Za kogo mnie uważają ludzie?”
157:6	Cztery etapy życia Jezusa | Nowe autorytatywne wypowiedzi
158:4	Jakub z Safedu
158:5	„Panie, wierzę, pomóż mojemu niedowiarstwu”.
159:1	„Ile razy mój brat zgrzeszy przeciwko mnie?”|Przypowieść o rozrachunku z zarządcami|Niebezpieczeństwa wynikające z osobistego osądu
159:4	„Jaka jest prawda o Piśmie Świętym?”
159:5	„...nieś plecak przez drugą milę.”
160:1	Trzy siły napędowe życia | Rozwiązywanie problemów i medytacja pełna czci | Uprzedzenia i rozpoznawanie prawdy
160:2	Wartość przyjaźni w kontaktach towarzyskich | Wielka wartość małżeństwa
160:4	Podstawy życia doczesnego | Czynniki sukcesu materialnego | Znaczenie porażki
160:5	Czym jest religia?|Idea Boga i ideał Boga|Ojciec jest wartością ostateczną|„Ale czy jesteśmy gotowi zapłacić cenę...?”
161:1	Pięć punktów Nathaniela
161:2	Wykład Nathaniela i Thomasa
161:3	Poglądy pośredników
162:0	„Mistrzu... rozkaż, aby ogień zstąpił z nieba...”
162:2	Eber, urzędnik Sanhedrynu
163:1	Żniwo wprawdzie wielkie, ale robotników mało
163:2	Bogactwo i miłość do bogactwa
163:3	Przypowieść o robotnikach w winnicy
163:4	Instrukcje Jezusa | Kazanie Piotra podczas święceń kapłańskich
165:3	„Strzeżcie się kwasu faryzeuszów...”|„...nawet wasze włosy na głowie są policzone”
165:4	Przypowieść o głupim bogaczu|„Gdzie jest twój skarb, tam będzie i serce twoje.”|„Cóż za korzyść z tego, jeśli zyskasz cały świat...?”
165:5	„Przyjrzyjcie się liliom, jak rosną...”
166:1	Ceremonialne mycie rąk
166:3	Prosta i wąska droga|Wielu pierwszych będzie ostatnimi|„Stoję u drzwi i pukam”
166:4	Późniejsza posługa i śmierć Abnera
167:1	Uzdrawianie wierzącego|„. . . nie zajmuj najwyższego miejsca . . .”
167:5	Faryzeusz i celnik | Nauka o małżeństwie
167:6	Piękno jako wpływ na kult
168:0	„Ja jestem zmartwychwstaniem i życiem ..... ”
168:3	„Lepiej, żeby jeden człowiek umarł...”
169:0	Oskarżenia Sanhedrynu przeciwko Jezusowi
169:4	Jezus przeżył objawienie Boga|Elohim i Jahwe
170:2	Grzech i przebaczenie
170:5	Braterstwo społeczne i braterstwo duchowe | Inny i większy Jan Chrzciciel | Chrześcijaństwo i ewangelia Jezusa
171:0	„... obiecaj mi, że moi synowie będą mieli honor... ”
171:1	Późniejsze życie Dawida Zebedeusza | Antiochia i Filadelfia
171:3	Pożegnanie Abnera
171:4	Piotr i Szymon i 100 mieczy | Ostrzeżenie przed przyjaznymi faryzeuszami
171:8	Interpretacja przypowieści przez Natanaela
172:1	Maryja namaszcza stopy Jezusa | Jezus strofuje Judasza
172:4	Grosz wdowi
173:2	„Skąd wziął się chrzest Janowy?”
173:4	Kamień, który odrzucili budowniczowie
173:5	„Zburzcie tę świątynię, a Ja ją odbuduję”.
174:0	Indywidualne pozdrowienia dla dwunastu
174:2	Czy płacenie daniny Cezarowi jest zgodne z prawem?
174:4	Czyim synem jest Wybawiciel?
174:5	„... jeśli ziarno pszenicy, wpadłszy w ziemię, nie obumrze...”|„... jeśli Ja zostanę wywyższony... w waszym życiu...”
175:1	„Pokolenie po pokoleniu wysyłaliśmy naszych proroków...”|„... ten, który chciał być największy wśród was...”|„Biada wam, uczeni w Piśmie i faryzeusze, obłudnicy!”|„... wy... oczyszczacie zewnętrzną stronę kielicha...”|„A teraz żegnam się z wami.”
175:4	Ostateczna decyzja Judasza
176:2	Opowieść w Ewangelii Mateusza
176:3	Przypowieść o talentach|„Wytrwajcie, aż przyjdę.”|Komentarze na temat rozwoju żywej prawdy
177:1	John Mark i koszyk z lunchem
177:5	Uważaj na wsparcie tłumu
178:1	Naucz się być wiernym nawet w dobrobycie | Nie wystawiaj na próbę aniołów, którzy cię strzegą
178:2	Dawid uwalnia Judasza z „torby” | Przygotowania do Ostatniej Wieczerzy
180:1	„... miłujcie się wzajemnie, tak jak Ja was umiłowałem”.
180:3	„Niech się nie trwoży serce wasze”. Nauczycielu, pokaż nam Ojca...
180:5	Komentarze na temat złotej zasady
181:1	„Daję każdemu z was wszystko, co otrzymacie.”|„Niech się nie trwoży serce wasze.”
182:1	Rozszerzenie objawienia imienia Bożego przez Jezusa
182:2	Wysyłanie posłańca do Abnera | Pożegnanie Dawida Zebedeusza
182:3	Duch jest ochoczy, ale ciało słabe
184:4	Nowe objawienie człowieka Bogu
185:2	Pisemne zarzuty trybunału Sanhedrynu
185:6	Biczowanie Jezusa|„Oto człowiek!”
186:0	Rodzina Jezusa w Betanii
186:1	Trzydzieści srebrników
186:2	„Piłat na rozprawie przed Jezusem”. „Oto Bóg i człowiek!”
187:1	„Córki jerozolimskie, nie płaczcie nade mną...” | Szymon z Cyreny
187:4	Polecenie Jezusa dane Janowi
188:0	Józef i Nikodem przed Piłatem
188:3	Co Jezus powierzył w ręce Ojca? | Status osobowości Jezusa
189:3	Wyjazd Rzeczoznawcy Personalnego
189:4	Pięć kobiet | Jezus ukazuje się Marii Magdalenie
189:5	Drugie pojawienie się – u Marii Magdaleny
190:2	Wygląd przed jego bratem Jamesem|Wygląd przed jego ziemską rodziną
191:0	Reakcje poszczególnych apostołów
191:3	Etapy postępu morontialnego
191:5	„Błogosławieni w przyszłych wiekach...”
192:1	„Chłopaki, złapaliście coś?”
193:0	Szesnaste pojawienie się (dziedziniec Nikodema)
194:0	Nowa ewangelia o Jezusie
194:2	Misja Ducha Prawdy|Trójstronne duchowe wyposażenie człowieka|Siedem wyższych duchowych wpływów
195:0	Przyczyny triumfu chrześcijaństwa na Zachodzie | Wczesne kompromisy chrześcijańskie
196:0	Żywa wiara Jezusa w Boga|„Starajcie się najpierw o królestwo niebieskie.”|„Dlaczego nazywasz Mnie dobrym?”|Co modlitwa znaczyła dla Jezusa|Dziecięca wiara Jezusa w Boga
196:2	Religia o Jezusie | Religia jako doświadczenie osobiste
196:3	Fakt, idea i relacja|Rozum, mądrość i wiara|Rzecz, znaczenie i wartość|Gdyby w człowieku nie mieszkał boski kochanek...|Moralność i religia|Ojciec jest żywą miłością
