ref	subsections
29:2	(1) Надзорници на Върховните Центрове|(2) Центрове на Хавона|(3) Центрове на Свръхвселени|(4) Центрове на Локални Вселени|(5) Центрове на Съзвездия|(6) Системни Центрове|(7) Некласифицирани Центрове
29:4	(1) Асоциирани Управляващи Енергията|(2) Механични Контролери|(3) Енергийни Трансформатори|(4) Енергийни Предаватели|(5) Първични Асоциатори|(6) Вторични Дисоциатори|(7) Франдаланките|Хронолдеките 
29:5	Първични Организатори на Възникнала Главна Силова Свързани Трансцендентални Организатори на Главна Силова 
30:1	I. Същества с Триединен Произход|II. Същества с Двоен Произход|III. Същества с Еднократен Произход|IV. Възникнали Трансцендентални Същества|V. Фрагментирани Същности на Божеството|VI. Свръхличностни Същества|VII. Некласифицирани и Неразкрити Ордени 
30:2	I. Райските Божества|II. Върховните Духове|III. Същества с Троичен Произход|IV. Синовете Божии|V. Личности на Безкрайния Дух|VI. Управляващи Енергията на Вселената|VII. Корпусът на постоянното гражданство|Съставни личностни групи 
30:3	(1) Звездните ученици|(2) Небесните занаятчии|(3) Директорите на реверсията|(4) Инструктори от разширените училища|(5) Различните резервни корпуси|(6) Студентските посетители|(7) Възходящите поклонници 
30:4	(1) Планетарни смъртни|(2) Спящи оцелели|(3) Ученици от обителските светове|(4) Моронтийни прогресисти|(5) Отделители на свръхвселената|(6) Хавонски поклонници|(7) Пристигащи в Рая 
33:6	Време на локалната вселенска 
34:6	Двойствена природа на човека 
34:7	„Това е пътят.“ 
35:4	Въплъщения на Мелхиседек 
35:8	Първични Ланонандеки|Вторични Ланонандеки|Третични Ланонандеки 
36:4	Мидсонитери|Салвингтон Светове на Завършилите 
36:5	(1) Духът на интуицията|(2) Духът на разбирането|(3) Духът на смелостта|(4) Духът на знанието|(5) Духът на съвета|(6) Духът на поклонението|(7) Духът на мъдростта 
37:2	Създадени Вечерни звезди|Възходящи Вечерни звезди|Световете на Вечерните звезди 
37:3	Световете на Архангелите 
37:5	Расови комисари|Небадонски корпус на съвършенството|Светове на слели се с Духа смъртни 
37:6	Небадонска образователна система 
37:8	Самотни Посланици|Руководител на Вселенския кръг - Андовонтия|Директор по преброяването - Салсатия|Заместник-инспектор|Назначени Стражи|Вселенски помирители|Технически съветници|Небесни регистратори|Моронтийни спътници 
37:9	(1) Сусатия|(2) Унивитация|(3) Материални Синове|(4) Мидуей Същества|Изоставящи 
37:10	Спиронги|Спорнагии|Колонии на любезното същество 
38:8	(1) Кандидати за Възнесение|(2) Херувими в средна фаза|(3) Моронтийни херувими 
38:9	(1) Първични промеждутъчни същества|(2) Вторични промеждутъчни същества 
39:1	(1) Служители-Син-Дух|_Служители на Посвещенията|(2) Придворни съветници|(3) Ориентатори на Вселените|(4) Учители-Съветници|(5) Директори на Назначенията|(6) Регистраторите|(7) Неприкачени Служители 
39:2	(1) Разузнавателен Корпус|(2) Гласът на Милостта|(3) Координатори на Духовете|(4) Помощници-Учители|(5) Транспортьорите|_Серафически техники за транспортиране|(6) Регистраторите|_Радиаторите|(7) Резервистите 
39:3	(1) Ръководители-Помощници|(2) Прогнозисти на Закона|(3) Социални Архитекти|(4) Етични сенсибилизатори|(5) Транспортьорите|(6) Регистраторите|(7) Резерви 
39:4	(1) Административни асистенти|(2) Пътеводители по Справедливостта|(3) Тълкуватели на Космическото Гражданство|(4) Ускорители на Морала|(5) Транспортьорите|(6) Регистраторите|(7) Резервите 
39:5	(1) Гласовете на градината|(2) Духовете на братството|(3) Душите на мира|(4) Духовете на доверието|(5) Превозвачите|_Тръгване на серафически транспорт|(6) Летописците|(7) Резервите
40:5	Смъртни с преходно или емпирично пребиваване на Настройчика | Смъртни от типовете, които не са се слили с Настройчика | Смъртни с потенциал за сливане с Настройчика | Неномерираната серия 
40:9	Техники за реконструкция на паметта 
42:2	(1) Пространствена сила | (2) Първична сила | (3) Възникващи енергии | a. Мощна енергия | b. Гравитационна енергия|(4) Вселенска сила|(5) Хавонска енергия|(6) Трансцендентална енергия|(7) Монота 
42:10	(1) Пред-духовни разуми|(2) Адютантни духовни разуми|(3) Развиващи се моронтийни разуми|_Космическият разум 
45:1	(1) Светът на Завършилите|(2) Моронтийният свят|(3) Ангелският свят|(4) Светът на Свръхангелите|(5) Светът на Синовете|(6) Светът на Духа|(7) Светът на Отца 
45:6	Родителски опит|Изпитателната детска градина на Сатания 
46:5	(1) Кръгове на Божиите Синове|(2) Кръгове на ангелите|(3) Кръгове на Помощните средства на Вселената|(4) Кръгове на Главните Физически Контролери|(5) Кръгове на възходящите смъртни|(6) Кръгове на учтивите колонии|(7) Кръгове на завършилите 
47:1	Необходим родителски опит 
47:3	Моронтийни спътници 
47:8	Сливане с Настройчика 
48:2	(1) Регулатори на Вериги|(2) Система Координатори|(3) Планетарни Пазители|(4) Комбинирани Контролери|(5) Стабилизатори за Връзка|(6) Селективни Разпределители|(7) Асоциирани Регистратори 
48:3	(1) Пазители на Поклонници|(2) Приемници на Поклонници и Свободни Асоциатори|(3) Домакини на Небесни Посетители|(4) Координатори и Директори за Връзка|(5) Тълкуватели и Преводачи|(6) Надзорници на Екскурзии и Реверсии|(7) Пазители на Райони и Сгради 
48:4	Небесен Хумор|Смъртен Хумор 
48:6	(1) Серафически Евангелия|_Оригинал на Двадесет и трети Псалм|(2) Расови Тълкуватели|(3) Планиращи Ума|(4) Моронтийни Съветници|_Стереоскопичен ефект на мота|(5) Техници|(6) Учители-Записвачи|_Истина и факт|(7) Служебни Резерви|_Успех, провал и его 
49:2	(1) Атмосферните типове|(2) Елементалите типове|(3) Гравитационни типове|(4) Температурни типове|(5) Електрически типове|(6) Енергизиращи типове|(7) Неназованите типове 
49:5	(1) Адаптиране към планетарната среда|_Експериментална серия, инспектирана от Табамантия|(2) Серия от мозъчни типове|(3) Серия от духовно-приемащи|(4) Планетарно-смъртни епохи|(5) Серии от родствени връзки на същества|(6) Серия от Настройчици и сливания|(7) Техники за земно бягство 
49:6	(1) Диспенсационен или групов ред на оцеляване|(2) Индивидуални порядъци на възнесение|(3) Зависимите от пробацията порядъци на възнесение|(4) Вторични модифицирани порядъци на възнесение|(5) Първичен модифициран ред на възнесение 
50:7	Агондонтери|Табамантия, агондонтер 
54:5	Дванадесет причини 
55:4	Седемте етапа на планетата|Освобождаване на промеждутъчните същества|Адамово заминаване 
55:12	Ерата на формиране на планетите|Приливно триене|Гравитационно-приливни експлозии 
57:4	Вулканичната епоха|Примитивната планетарна Атмосфера 
57:5	Неквалифицираните Надзорници на Върховния
57:6	Произход на Слънцето 
57:7	Ретроградно движение 
57:8	Ерата на земетресенията|Световният океан и първият континент 
59:1	Ерата на трилобитите 
59:2	Ерата на безгръбначните животни 
59:3	Кораловият период|Ерата на брахиоподите 
59:4	Периодът на растителния сухоземен живот|Ерата на рибите 
59:5	Папратово-горски карбонски период|Ерата на жабите Периодът на 
59:6	семеноплодните растения|Ерата на биологичните изпитания 
60:3	Периодът на цъфтящите растения|Ерата на птиците 
61:1	Ерата на ранните бозайници 
61:2	Ерата на напредналите бозайници 
61:3	Ерата на слона и коня 
61:4	Последната голяма миграция на бозайниците 
62:3	Произход на племената маймуни 
64:6	(1) Червеният човек|(2) Оранжевият човек|(3) Жълтият човек|(4) Зеленият човек|(5) Синият човек|(6) Индиговата раса|_Цел на шестте раси 
65:1	(1) Физическото ниво на електрохимия|(2) Обичайната средна фаза на квазиморонтийното съществуване|(3) Напредналото полудуховно ниво 
65:7	Механично-необучим ум|Немеханичен преживяващ ум 
66:3	(1) Съветът за храната и материалното благосъстояние|(2) Съвет по опитомяване и използване на животните|(3) Съветници относно завладяването на хищни животни|(4) Факултет по разпространение и съхранение на знания|(5) Комисията по индустрия и търговия|(6) Колежът на разкритата религия|(7) Пазителите на здравето и живота|(8) Планетарният съвет по изкуство и наука|(9) Управителите на напредналите племенни отношения|(10) Върховният съд на племенната координация и расовото сътрудничество 
68:5	(1) Етапът на събиране|(2) Етапът на лов|(3) Етапът на пасторализъм|(4) Земеделският етап 
68:6	Съотношението земя-човек 
69:1	(1) Институции за самоподдържане|(2) Институции за самовъзпроизвеждане|(3) Институции за самоудовлетворяване 
70:2	Съвременен индустриализъм срещу милитаризъм 
73:0	Инспекцията на Табамантия 
76:3	Сетийското жречество 
76:5	Посланието на Михаил 
78:7	Историята на Ной 
80:2	Наводнение на Средиземно море 
81:2	(1) Овладяване на огъня|(2) Опитомяване на животни|(3) Поробване на пленници|(4) Частна собственост 
81:4	(1) Кавказоид раси|(2) Монголоидните раси|(3) Негроидните раси 
81:5	Сила и право 
81:6	(1) Природни обстоятелства|(2) Капиталови стоки|(3) Научни знания|(4) Човешки ресурси|(5) Ефективност на материалните ресурси|(6) Ефективност на езика|(7) Ефективност на механичните устройства|(8) Характер на факлоносците|(9) Расови идеали|(10) Координация на специалисти|(11) Устройства за намиране на място|(12) Готовност за сътрудничество|(13) Ефективно и мъдро лидерство|(14) Социални промени|(15) Предотвратяване на преходния срив 
88:2	Образи и идоли|„Свещени книги“ 
89:3	Култът към въздържанието 
89:7	Блудница в храма 
91:2	Молитва срещу магия 
92:4	(1) Даламатските учения|(2) Едемските учения|(3) Мелхиседек от Салим|(4) Исус от Назарет|(5) Документите на Урантия
92:6	Единадесет живи религии 
93:4	Символът на вярата | Седемте заповеди 
94:1	Ригведа 
94:2	Доктрина за прераждането 
94:8	Евангелието на Гаутама | Моралните заповеди 
96:5	Материалистично провидение 
97:5	Михей и Авдия 
97:9	Ефрем и Юда | Саул и Давид | Соломон и данъчно облагане | Израел и Юда | Унищожение на Израелското царство | Краят на Юдейското царство | Вавилонският плен 
98:4	Фригийският култ към Кибела и Атис | Египетският култ към Озирис и Изида | Иранският култ към Митра 
101:3	Дванадесет илюстрации на духовната вяра 
101:6	Седем аспекта на спасението 
106:1	Бог Седмократният 
106:2	Върховното същество 
106:3	Троицата Крайно 
106:4	Крайно Божество 
106:5	Троицата Абсолют 
106:6	Безкрайният космос 
106:8	(1) Нивото на трите Троици | (2) Нивото на емпиричното Божество | (3) Нивото на АЗ СЪМ 
108:2	На Урантия | В други светове 
108:3	Почитта на Табамантия 
109:6	Настройчикът, който обитаваше Исус 
109:7	Вселичностни същества 
110:7	Молбата на Настройчика към душата 
111:7	Пазител на изявлението на съдбата 
112:0	Четиринадесет аспекта на личността 
114:4	Най-висши регентства 
114:6	(1) Епохалните ангели | (2) Прогресът ангели|(3) Религиозните пазители|(4) Ангелите на националния живот|(5) Ангелите на расите|(6) Ангелите на бъдещето|(7) Ангелите на просветлението|(8) Ангелите на здравето|(9) Домашните серафими|(10) Ангелите на трудолюбието|(11) Ангелите на развлечението|(12) Ангелите на свръхчовешкото служение 
116:1	Космическият ум 
116:5	Проблемът с равновесието 
117:2	Синове, тринитизирани от създания, и растеж 
117:4	Космически морал - върховен дълг 
117:5	Трансцендентация на финалиста|Последици от човешкия растеж 
118:1	Емпирични (субективни) времеви единици 
118:3	Истина и факт|Пространство и модел 
118:8	Времевият управител на прогреса 
121:4	(1) Епикурейецът|(2) Стоикът|(3) Циникът|(4) Скептикът 
121:5	Мистериозните религии 
121:8	(1) Евангелието от Марк|(2) Евангелието от Матей|(3) Евангелието от Лука|(4) Евангелието от Йоан|_Признание 
122:4	„Домът Давид“ 
122:8	Легендата за пастирите|Тримата свещеници от Ур|„Витлеемската звезда“ 
122:10	Полетът към Египет 
123:0	Престоят в Египет 
123:1	Четвъртата година на Исус 
123:2	Отглеждане на деца 
123:4	Материални инциденти 
124:1	Картината на пода | Климат в Галилея 
124:2	Яков, синът на каменоделеца 
124:3	Епизодът от Скитопол 
124:4	Личен морал и групова лоялност 
124:6	Мария, Марта и Лазар 
126:3	Произход на „Отче наш“ | „Човешкият син“ | Кой е Месията?  
127:2	Епизодът за Зилота
127:3	С Яков на Пасхата | Посещение на Елисавета и Йоан | Смъртта на Амос 
127:4	Отглеждане на децата 
127:6	Посещение на Йерусалим за Пасхата
128:1	Нарастващо осъзнаване на божествеността|С Йосиф на Пасхата 
128:2	Като ковач в Сефорис 
128:3	Със Симон на Пасхата|Исус се среща със Стефан 
128:5	Александрийското предложение 
128:6	С Юда на Пасхата|„Чичо Исус Навин ни разкаже една история“ 
128:7	Бракът на Яков|Бракът на Мириам|Яков, глава на семейството на Йосиф 
129:1	Зеведей от Капернаум|Исус, корабостроителят 
129:2	Исус посещава Йерусалим|Среща с Гонод и Ганид 
129:3	Цел на пътуването до Рим 
130:1	Дискусия за доброто и злото 
130:2	Търговецът от Монголия|Гръцкият работник и римският бригадир|Божията воля и човешката воля 
130:8	Ездра, отстъпилият от вярата евреин 
132:0	Влияние върху тридесет и двама религиозни водачи 
132:4	Към римския сенатор|Към римския войник|Към оратора на форума|Към бедния човек, лъжливо обвинен 
132:7	Безразсъдният езичник|„Нека ти и аз създадем нова религия.“ 
133:0	Кастовата система на Индия 
133:2	Мъжът, който малтретира жена си 
133:3	Крисп, главен управител на синагогата|Юстус, търговецът|Двете общественички 
133:4	Към мелничаря|Към римския стотник|Към водача на Митра|Към епикурейския учител|Към гръцкия предприемач|Към римския съдия|Към господарката на гръцкия хан|Към китайския търговец|Към пътешественика от Британия|Към избягалото момче|Към осъдения престъпник 
134:1	Завръщане в Назарет|Бракът на Симон; бракът на Юда 
134:7	Самотни скитания 
134:8	Край на бунта на Луцифер|Суверенитетът на Небадон 
134:9	Посещение с Йоан в Йерусалим|Работа в лодкостроителницата на Зеведей 
135:8	Кръщение на Исус 
136:3	Среща с Гавраил|Завършване на вселенския суверенитет 
136:4	Пътят на Отца 
136:5	Персонализиран Настройчик, командващ|Нечувствителност на Настройчика към времето 
136:6	Пътят на нормалното земно съществуване 
136:7	Подчинение на естествения закон 
136:8	Отказ от компромис със злото 
136:9	Отхвърляне на трона на Давид 
136:10	„Ще бъда подчинен на волята на моя Отец.“ 
137:1	Андрей и Петър|Яков и Йоан 
138:3	Не праведните, а грешниците 
140:3	„Нагорната проповед“ 
140:5	Щастливи са бедните духом - смирените|Щастливи са онези, които гладуват и жадуват за правда...|Щастливи са кротките|Щастливи са чистите по сърце|Щастливи са онези, които скърбят|Щастливи са милостивите|Щастливи са миротворците|Щастливи са онези, които са преследвани 
140:6	„Аз гледам отвъд деянието...“|Относно развода|Справедливост и милост|„Те правят добро - не ги притеснявай.“ 
140:8	(1) Изпълняване на волята на Отца|(2) Политическо отношение|(3) Социално отношение|(4) Икономическо отношение|(5) Лична религия 
141:3	Личността на Исус|Появата на Исус 
141:4	Служител на болните 
141:6	Персиецът Техерма  
141:7	Учение за царството|Спасение чрез вяра; свобода чрез истина
142:0	Посещение при Анна 
142:2	Яков от Крит 
142:3	Шест еврейски концепции за Бога|По-ранните десет заповеди 
142:8	Лагерът в Гетсиманския парк 
143:1	„Те подцениха нашето послание.“|„Приличате ли на слаби хора?“ 
143:3	Три дни на планината Сартава 
143:6	В лагер на планината Гаризим 
144:5	Седем молитви от други светове 
144:8	„... кажете на Йоан, че не е забравен.“ 
145:0	Посещение при Рут 
145:2	Религията е лично преживяване|Младият епилептик|Майката на съпругата на Петър 
146:2	Молитва, благодарност и поклонение|Справедливост и милост|Молитва и лични усилия|Етична молитва 
146:3	Религия, наука и философия|Увереността в истината|Посещението при Зевулон 
146:4	Работа в мините|Изцеление на прокажения 
146:5	Тит благородникът 
147:2	Разделяне от апостолите на Йоан 
147:4	Въпросът на Натанаил за златното правило 
147:5	Притча за лихваря|Статут и напредък 
147:6	Шестимата съгледвачи|„Съботата беше направена за човека...“ 
148:8	Кирмет от Багдад 
148:9	Кръщение на трима от шпионите 
149:0	Разузнавателната организация на Давид 
149:1	Лечебните феномени 
149:2	Две грешки на ранното християнство|Славата на Исус като лечител|Неговото признание за равенството на жените|Очарованието на неговата личност 
149:4	Коментари за гнева|Относно добре балансираните характери 
150:3	Беседа на тема „Магия и суеверие“ 
151:5	Бурята на езерото 
152:0	Вероника от Кесария Филипова 
152:6	Повече за притчата за сеяча 
153:2	„Аз съм хлябът на живота.“ 
153:4	Момчето, обладано от злия дух|„Как може Сатана да изгони Сатана?“ 
153:5	Изоставяне на половинчатите последователи 
154:2	Затваряне на синагогите 
154:4	„Какво да правим с Исус?“ 
155:3	Истина и вероизповедание|Произход на религиозните традиции 
156:2	„Този ​​свят е само мост .....“ 
156:5	Притча за глупавия дърводелец|Изкушение и човешка природа|Основни елементи на материалния успех|Духовен живот и самоуважение|Идеали и идеи|Такт, чар и мъдрост 
156:6	Отношението на еврейските водачи 
157:0	Исус се опитва да види семейството си 
157:1	„Рибата със сикъл в устата си.“ 
157:3	„Кой казват хората, че съм аз?“ 
157:6	Четирите етапа от живота на Исус | Нови авторитетни изявления на 
158:4	Яков от Сафед 
158:5	„Вярвам, че Господи, помогни на моето неверие.“ 
159:1	„Докога ще съгрешава брат ми против мен?“ | Притча за разплатата с настойниците | Опасности от лична преценка 
159:4	„Каква е истината за Писанията?“ 
159:5	„...носи товара втора миля.“ 
160:1	Трите движещи сили на живота | Решаване на проблеми и богослужебна медитация | Предразсъдъци и разпознаване на истината | 
160:2	Социализираща ценност на приятелството | Голямата ценност на брака | 
160:4	Основи на временния живот | Фактори на материалния успех | Значение на провала 
160:5	Какво е религията? | Идеята за Бог и идеалът за Бог | Отец е крайната ценност | „Но готови ли сме да платим цената .....?“ 
161:1	Петте точки на Натанаил 
161:2	Беседа от Натанаил и Томас 
161:3	Възгледите на промеждутъчните същества
162:0	„Учителю... заповядай огън да слезе от небето...“ 
162:2	Евер, служителят на Синедриона. 
163:1	Жътвата е изобилна, но работниците са малко. 
163:2	Богатство и любов към богатството. 
163:3	Притча за работниците в лозето. 
163:4	Наставленията на Исус|Проповедта за ръкополагането на Петър. 
165:3	„Пазете се от кваса на фарисеите...“|„... дори космите на главата ви са преброени.“ 
165:4	Притча за глупавия богаташ|„Където е съкровището ви, там ще бъде и сърцето ви.“|„Каква полза ще имате, ако спечелите целия свят...?“ 
165:5	„Погледнете кремовете как растат...“ 
166:1	Церемониално измиване на ръцете. 
166:3	Правият и тесен път|Много от първите ще бъдат последни|„Аз стоя на вратата и чукам“ 
166:4	По-късното служение и смъртта на Авенир. 
167:1	Изцеление на вярващия|„... не сядайте на първия стол...“ 
167:5	Фарисеят и бирникът | Учение за брака 
167:6	Красотата като влияние върху поклонението 
168:0	„Аз съм възкресението и животът .....“ 
168:3	„По-добре е един човек да умре...“ 
169:0	Обвиненията на Синедриона срещу Исус 
169:4	Исус е живял откровение за Бога | Елохим и Яхве 
170:2	Грях и прошка 
170:5	Социално братство и духовно братство | Друг и по-велик Йоан Кръстител | Християнство и евангелието на Исус 
171:0	„... обещай ми, че тези мои синове ще бъдат почетени .....“ 
171:1	По-късният живот на Давид Зеведеев | Антиохия и Филаделфия 
171:3	Сбогом на Авенир 
171:4	Петър и Симон и 100-те меча | Предупреждение към приятелските фарисеи 
171:8	Тълкуване на притчата от Натанаил 
172:1	Мария помазва краката на Исус | Исус смъмря Юда 
172:4	Лептата на вдовицата 
173:2	„Кръщението на Йоан, откъде беше?“ 
173:4	Камъкът, който строителите отхвърлиха 
173:5	„Разрушете този храм и... Аз ще го въздигна.“ 
174:0	Индивидуални поздрави към дванадесетте 
174:2	Законно ли е да се дава данък на Цезаря? 
174:4	Избавителят, чий син е той? 
174:5	„... освен ако пшенично зърно не падне в земята и не умре...“|„... ако бъда издигнат... във вашия живот...“ „ 
175:1	От поколение на поколение изпращахме нашите пророци...“|„... онзи, който иска да бъде най-голям между вас...“|„Горко вам, книжници и фарисеи, лицемери!“|„... вие... очиствате външната страна на чашата...“|„А сега се сбогувам с вас.“ 
175:4	Окончателното решение на Юда 
176:2	Разказът в Евангелието на Матей 
176:3	Притча за талантите|„Продължавайте, докато дойда.“|Коментари върху растежа на живата истина 
177:1	Йоан Марк и кошницата за обяд 
177:5	Давид освобождава Юда от „торбата“|Приготовления за Тайната вечеря 
178:1	„... обичайте се един друг, както Аз ви възлюбих.“ 
178:2	Пазете се от подкрепата на множеството
180:1	Научете се да бъдете верни дори в просперитет|Не изкушавайте ангелите на вашето ръководство 
180:3	„Нека не се смущават сърцата ви.“|„Учителю, покажи ни Отца...“ 
180:5	Коментари върху златното правило 
181:1	„На всеки от вас давам всичко, което ще получите.“|„Нека не се смущава сърцето ви.“ 
182:1	Разширяването на откровението на Божието име от Исус 
182:2	Изпращане на бегача при Авенир|Сбогуването на Давид Зеведеев 
182:3	Духът е бодър, но плътта е слаба 
184:4	Ново откровение на човека към Бога 
185:2	Писаните обвинения на трибунала на Синедриста 
185:6	Бичуването на Исус|„Ето човека!“ 
186:0	Семейството на Исус във Витания 
186:1	Тридесетте сребърника 
186:2	„Пилат на съд пред Исус.“|„Ето Бог и човек!“ 
187:1	„Дъщери йерусалимски, не плачете за Мене...“ | Симон от Киринея 
187:4	Заповедта на Исус към Йоан, 
188:0	Йосиф и Никодим пред Пилат 
188:3	Какво повери Исус в ръцете на Отца? | Статус на личността на Исус 
189:3	Заминаването на Личностния Настройчик 
189:4	Петте жени | Исус се явява на Мария Магдалена 
189:5	Второ явяване - на Мария Магдалена 
190:2	Появяване на брат му Яков | Появяване на земното му семейство 
191:0	Реакции на отделните апостоли 
191:3	Етапи на моронтийно развитие 
191:5	„Блажени са онези, които идват във вековете...“ 
192:1	„Момчета, хванахте ли нещо?“ 
193:0	Шестнадесетото явяване (дворът на Никодим) 
194:0	Новото евангелие за Исус 
194:2	Мисията на Духа на истината|Тройният духовен дар на човека|Седемте висши духовни влияния 
195:0	Причини за триумфа на християнството на Запада|Ранното християнство прави компромиси с 
196:0	живата вяра на Исус в Бога|„Търсете първо небесното царство.“|„Защо ме наричаш благ?“|Какво е означавала молитвата за Исус|Детската вяра на Исус в Бога 
196:2	Религията за Исус|Религията като личен опит 
196:3	Факт, идея и връзка|Разум, мъдрост и вяра|Нещо, смисъл и ценност|Освен ако божествен любовник не живееше в човека...|Морал и религия|Отецът е жива любов
