ref	subsections
48:6	(1) 天使の福音｜詩篇第23篇の原文｜(2) 人種の解釈者｜(3) マインドプランナー｜(4) モロンティアのカウンセラー｜モタの立体効果｜(5) 技術者｜(6) 記録者兼教師｜真実と事実｜(7) 奉仕の予備軍｜成功、失敗、そして自我
49:2	(1) 大気型|(2) 元素型|(3) 重力型|(4) 温度型|(5) 電気型|(6) エネルギー型|(7) 名前のない型
49:5	(1) 惑星環境への適応|_タバマンティアが調査した実験シリーズ|(2) 脳型シリーズ|(3) 霊的受容シリーズ|(4) 惑星-死すべき時代|(5) 生物-親族シリーズ|(6) 調整者-融合シリーズ|(7) 地球脱出技術
49:6	（1）ディスペンセーション的または集団的な生存秩序|（2）個々の昇天秩序|（3）試練依存の昇天秩序|（4）二次的修正昇天秩序|（5）一次的修正昇天秩序
50:7	アゴンドンターズ｜タバマンティア・アゴンドンター
54:5	12の理由
55:4	惑星上の7つの段階｜ミッドウェーアーの解放｜アダムの出発
55:12	最高裁判所の無資格の監督者
57:4	太陽の起源
57:5	逆行運動
57:6	惑星形成時代｜潮汐摩擦｜重力潮汐爆発
57:7	火山時代|原始惑星大気
57:8	地震の時代|世界の海と最初の大陸
59:1	三葉虫時代
59:2	無脊椎動物時代
59:3	サンゴ時代｜腕足動物時代
59:4	陸上植物時代|魚類時代
59:5	シダ林石炭紀|カエルの時代
59:6	種子植物期|生物学的苦難の時代
60:3	開花植物の時代|鳥類の時代
61:1	初期哺乳類の時代
61:2	高度な哺乳類の時代
61:3	象と馬の時代
61:4	最後の哺乳類の大移動
62:3	猿族の起源
64:6	(1) 赤い人|(2) オレンジ色の人|(3) 黄色い人|(4) 緑の人|(5) 青い人|(6) 藍色の人種|_6つの人種の目的
65:1	（1）電気化学の物理的レベル｜（2）準モロンティアル存在の通常の中間段階｜（3）高度な半霊的レベル
65:7	機械的で教えられない心|非機械的に経験する心
66:3	(1) 食糧および物質的福祉に関する評議会|(2) 動物の家畜化および利用に関する委員会|(3) 捕食動物の征服に関する顧問団|(4) 知識の普及および保全に関する学部|(5) 産業および貿易に関する委員会|(6) 啓示宗教大学|(7) 健康と生命の守護者|(8) 芸術と科学に関する惑星評議会|(9) 高度な部族関係の統治者|(10) 部族調整および人種協力の最高裁判所
68:5	（1）採集段階｜（2）狩猟段階｜（3）牧畜段階｜（4）農業段階
68:6	土地と人の比率
69:1	(1) 自己維持の制度 | (2) 自己永続の制度 | (3) 自己満足の制度
70:2	近代産業主義対軍国主義
73:0	タバマンティアの検査
76:3	セト派の聖職者
76:5	ミカエルのメッセージ
78:7	ノアの物語
80:2	地中海の洪水
81:2	(1) 火の調教|(2) 動物の家畜化|(3) 捕虜の奴隷化|(4) 私有財産
81:4	（1）コーカソイド人種｜（2）モンゴロイド人種｜（3）ネグロイド人種
81:5	力と権利
81:6	(1) 自然環境|(2) 資本財|(3) 科学的知識|(4) 人的資源|(5) 物質的資源の有効性|(6) 言語の有効性|(7) 機械装置の有効性|(8) 聖火ランナーの性格|(9) 人種的理想|(10) 専門家の調整|(11) 場所を見つけるための手段|(12) 協力する意欲|(13) 効果的で賢明なリーダーシップ|(14) 社会の変化|(15) 過渡期の崩壊の防止
88:2	像と偶像|「聖なる書物」
89:3	禁欲カルト
89:7	寺院の売春
91:2	祈りと魔術
92:4	(1) ダラマテスの教え|(2) エデンの教え|(3) サレムのメルキゼデク|(4) ナザレのイエス|(5) ユランチア文書
92:6	11の現存する宗教
93:4	信条｜七つの戒律
94:1	リグ・ヴェーダ
94:2	輪廻転生の教義
94:8	ゴータマの福音｜道徳的戒律
96:5	唯物論的摂理
97:5	ミカとオバデヤ
97:9	エフライムとユダ｜サウルとダビデ｜ソロモンと課税｜イスラエルとユダ｜イスラエル王国の滅亡｜ユダ王国の終焉｜バビロン捕囚
98:4	フリギアのキュベレーとアッティスの信仰|エジプトのオシリスとイシスの信仰|イランのミトラスの信仰
101:3	霊的信仰の12の例え
101:6	救済の7つの側面
106:1	七重の神
106:2	至高の存在
106:3	三位一体の究極
106:4	究極の神
106:5	三位一体の絶対
106:6	無限の宇宙
106:8	(1) 三つの三位一体のレベル｜(2) 経験的神性のレベル｜(3) 我ありのレベル
108:2	ユランチアについて|他の世界について
108:3	タバマンティアの貢物
109:6	イエスに宿った調整者
109:7	全人格的な存在
110:7	魂へのアジャスターの嘆願
111:7	運命の守護者の声明
112:0	性格の14の側面
114:4	最高摂政
114:6	(1) 画期的な天使たち|(2) 進歩の天使たち|(3) 宗教的守護者たち|(4) 国民生活の天使たち|(5) 人種の天使たち|(6) 未来の天使たち|(7) 啓蒙の天使たち|(8) 健康の天使たち|(9) 家庭のセラフィムたち|(10) 産業の天使たち|(11) 娯楽の天使たち|(12) 超人的な奉仕の天使たち
116:1	宇宙の心
116:5	均衡の問題
117:2	被造物三位一体の息子と成長
117:4	宇宙的道徳 - 至高の義務
117:5	究極の超越｜人間の成長の反響
118:1	経験的（主観的）時間単位
118:3	真実と事実|空間とパターン
118:8	進歩の時間の統治者
121:4	(1) エピクロス派|(2) ストア派|(3) 犬儒派|(4) 懐疑派
121:5	神秘宗教
121:8	(1) マルコによる福音書|(2) マタイによる福音書|(3) ルカによる福音書|(4) ヨハネによる福音書|_謝辞
122:4	「ダビデの家」
122:8	羊飼いの伝説|ウルの三人の祭司|「ベツレヘムの星」
122:10	エジプトへの逃避
123:0	エジプト滞在
123:1	イエスの4年目
123:2	子育て
123:4	物質的な事故
124:1	床の絵｜ガリラヤの気候
124:2	石工の息子ジェイコブ
124:3	スキトポリスのエピソード
124:4	個人の道徳と集団への忠誠心
124:6	マリア、マルタ、ラザロ
126:3	「主の祈り」の起源|「人の子」|救世主とは誰か？
127:2	熱心党のエピソード
127:3	過越祭でのヤコブと｜エリザベスとヨハネの訪問｜アモスの死
127:4	子育て
127:6	エルサレムへの過越祭訪問
128:1	神性への意識の高まり｜過越祭でヨセフと共に
128:2	セフォリスの鍛冶屋として
128:3	過越祭でシモンと共に|イエスはステファノと出会う
128:5	アレクサンドリアのプロポーズ
128:6	過越祭でユダと｜「ジョシュアおじさん、お話を聞かせて」
128:7	ジェームズの結婚|ミリアムの結婚|ジョセフ家の家長ジェームズ
129:1	カペナウムのゼベダイ|船大工のイエス
129:2	イエスのエルサレム訪問|ゴノドとガニドとの出会い
129:3	ローマ旅行の目的
130:1	善と悪についての議論
130:2	モンゴルの商人|ギリシャの労働者とローマの職長|神の意志と人間の意志
130:8	背教したユダヤ人エズラ
132:0	32人の宗教指導者に影響を与えた
132:4	ローマの元老院議員へ|ローマの兵士へ|フォーラムの演説者へ|不当に告発された貧しい人へ
132:7	無思慮な異教徒「君と私で新しい宗教を作ろう。」
133:0	インドのカースト制度
133:2	妻を虐待する男
133:3	シナゴーグの最高責任者クリスプス｜商人ユストゥス｜二人の公務員の女性
133:4	粉屋へ|ローマの百人隊長へ|ミトラ教の指導者へ|エピクロス派の教師へ|ギリシャの請負業者へ|ローマの裁判官へ|ギリシャの宿屋の女主人へ|中国人商人へ|イギリスからの旅行者へ|家出少年へ|死刑囚へ
134:1	ナザレへの帰還|シモンの結婚、ユダの結婚
134:7	孤独な放浪
134:8	ルシファーの反乱の終焉｜ネバドンの統治
134:9	エルサレムでヨハネと会う｜ゼベダイの舟屋で働く
135:8	イエスの洗礼
136:3	ガブリエルとの会談｜宇宙主権の完成
136:4	父の道
136:5	パーソナライズされた調整者が指揮を執る|調整者の時間に対する鈍感さ
136:6	地上での通常の存在の道
136:7	自然法への従順
136:8	悪との妥協を拒否
136:9	ダビデの王位の拒否
136:10	「わたしは父の御心に従います。」
137:1	アンデレとペテロ|ヤコブとヨハネ
138:3	義人ではなく罪人
140:3	「山上の垂訓」
140:5	心の貧しい人、謙虚な人は幸いです。|正義に飢え渇く人は幸いです。|柔和な人は幸いです。|心の清い人は幸いです。|悲しむ人は幸いです。|慈悲深い人は幸いです。|平和を実現する人は幸いです。|迫害される人は幸いです。
140:6	「私は行為の先を見ています…」|離婚について|正義と慈悲|「彼らはよくやっている。彼らを煩わせないで。」
140:8	（1）父の御心を行うこと|（2）政治的態度|（3）社会的態度|（4）経済的態度|（5）個人的な宗教
141:3	イエスの性格｜イエスの容姿
141:4	病人の奉仕者
141:6	ペルシャのテヘルマ
141:7	王国についての教え|信仰による救い、真理による自由
142:0	アンナス訪問
142:2	クレタ島のヤコブ
142:3	神に関する6つのヘブライ語の概念｜初期の十戒
142:8	ゲッセマネ公園のキャンプ
143:1	「彼らは私たちのメッセージを軽視しました。」|「あなたは弱虫に似ていますか？」
143:3	サルタバ山での3日間
143:6	ゲリジム山のキャンプにて
144:5	異世界からの7つの祈り
144:8	「…ジョンに、彼は忘れられていないと伝えてください。」
145:0	ルースを訪ねる
145:2	宗教は個人的な経験です｜若いてんかん患者｜ピーターの妻の母
146:2	祈り、感謝、礼拝|正義と慈悲|祈りと個人の努力|倫理的な祈り
146:3	宗教、科学、哲学|真実の保証|ゼブルムの訪問
146:4	鉱山での作業|ハンセン病患者の治療
146:5	貴族テトス
147:2	ヨハネの使徒たちとの別れ
147:4	黄金律に関するナサニエルの質問
147:5	金貸しのたとえ話|状態と進歩
147:6	六人の斥候|「安息日は人のために定められた…」
148:8	バグダッドのキルメス
148:9	3人のスパイの洗礼
149:0	ダビデの諜報組織
149:1	治癒現象
149:2	初期キリスト教の2つの誤り｜イエスの治癒者としての名声｜女性の平等性を認めていたこと｜イエスの個性の魅力
149:4	怒りについてのコメント|バランスの取れたキャラクターについて
150:3	「魔法と迷信」についての講話
151:5	湖の嵐
152:0	カイサリア・フィリピのヴェロニカ
152:6	種まき人のたとえ話について
153:2	「わたしは命のパンです。」
153:4	悪霊にとりつかれた少年|「サタンはどうしてサタンを追い出せるのか？」
153:5	半端な信者の離脱
154:2	シナゴーグの閉鎖
154:4	「イエスをどうしたらいいでしょうか？」
155:3	真実と信条|宗教的伝統の起源
156:2	「この世界はただの橋に過ぎない……」
156:5	愚かな大工のたとえ話|誘惑と人間性|物質的成功の本質|精神的な生活と自尊心|理想とアイデア|機転、魅力、そして知恵
156:6	ユダヤ人指導者の態度
157:0	イエスは家族に会おうとする
157:1	「口にシェケルを持っている魚」
157:3	「人々はわたしのことを何者だと言っているか？」
157:6	イエスの生涯の4つの段階|新たな権威ある宣言
158:4	サフェドのジェームズ
158:5	「主よ、私は信じます。私の不信仰を助けてください。」
159:1	「兄弟は何度私に対して罪を犯すべきでしょうか？」|管理人との清算のたとえ話|個人的な判断の危険性
159:4	「聖書についての真理とは何ですか？」
159:5	「…一マイルほど荷物を運ぶ。」
160:1	人生の三つの衝動|問題解決と崇拝の瞑想|偏見と真実の認識
160:2	友情の社会化の価値|結婚の大きな価値
160:4	現世の人生の本質|物質的成功の要因|失敗の意味
160:5	宗教とは何ですか？|神の考えと神の理想|父は最終的な価値です|「しかし、私たちは代償を払うつもりでしょうか.....？」
161:1	ナサニエルの5つの論点
161:2	ナサニエルとトーマスの談話
161:3	中間者たちの見解
162:0	「先生……天から火が降るように命じてください……」
162:2	サンヘドリンの役人エベル
163:1	収穫は豊かだが、働き手が少ない
163:2	富と富への愛
163:3	ぶどう園の労働者のたとえ話
163:4	イエスの指示|ペテロの叙任説教
165:3	「パリサイ人のパン種に気をつけなさい。…」|「…あなたたちの頭の毛さえも数えられている」
165:4	愚かな金持ちのたとえ話|「あなたの宝のあるところに、あなたの心もある。」|「たとえ全世界を手に入れても、何の得があるでしょう.....？」
165:5	「ユリがどのように成長するか考えてみてください...」
166:1	儀式的な手洗い
166:3	まっすぐで狭い道｜多くの先人は後になる｜「私は戸口に立ってノックしている」
166:4	アブネルのその後の宣教と死
167:1	信者を癒す|「…上座に座ってはならない…」
167:5	パリサイ人と徴税人|結婚についての教え
167:6	礼拝に影響を与える美
168:0	「わたしは復活であり、命である・・・」
168:3	「一人が死ぬほうがましだ……」
169:0	サンヘドリンによるイエスに対する告発
169:4	イエスは神の啓示を生きた|エロヒムとヤハウェ
170:2	罪と赦し
170:5	社会的​​な兄弟愛と精神的な兄弟愛｜もう一人の、そして偉大な洗礼者ヨハネ｜キリスト教とイエスの福音
171:0	「……これらの私の息子たちが名誉を得ることを私に約束してください……」
171:1	ダビデ・ゼベダイの晩年|アンティオキアとフィラデルフィア
171:3	アブネルとの別れ
171:4	ペテロとシモンと100本の剣｜友好的なパリサイ人への警告
171:8	ナサニエルの寓話の解釈
172:1	マリアがイエスの足に油を塗る|イエスがユダを叱責する
172:4	やもめのレプタ
173:2	「ヨハネの洗礼はどこから来たのですか？」
173:4	建築者たちが拒んだ石
173:5	「この神殿を破壊すれば……わたしはそれを建て直す。」
174:0	十二使徒への個別の挨拶
174:2	カエサルに貢物を捧げることは合法ですか？
174:4	救世主は誰の息子ですか？
174:5	「一粒の麦が地に落ちて死ななければ…」|「…わたしがあなたがたの人生において高く上げられるならば…」
175:1	「私たちは代々預言者を遣わしてきました . . . 」|「. . . あなた方の中で一番偉い人になりたい人は . . . 」|「偽善者である律法学者、パリサイ人よ、あなた方は災いを受けます！」|「. . . あなた方は . . . 杯の外側をきよめなさい . . 」|「さて、私はあなた方と別れます。」
175:4	ユダの最終決断
176:2	マタイによる福音書の記述
176:3	タラントのたとえ話｜「わたしが来るまで続けなさい。」｜生きた真理の成長についてのコメント
177:1	ジョン・マークとランチバスケット
177:5	群衆の支持に気をつけろ
178:1	繁栄の中にあっても忠実であることを学びなさい|あなたの監督の天使たちを誘惑してはならない
178:2	ダビデはユダから「袋」を解放する|最後の晩餐の準備
180:1	「……わたしがあなたがたを愛したように，あなたがたも互いに愛し合いなさい。」
180:3	「心配しないでください。」|「先生、父なる神を私たちに示してください。」
180:5	黄金律に関するコメント
181:1	「わたしは、あなたがたが受けるすべてのものをあなたがたに与えます。」|「心配しないでください。」
182:1	イエスによる神の名の啓示の拡大
182:2	アブネルへの伝令の派遣|ダビデ・ゼベダイの別れ
182:3	心は意欲的だが肉体は弱い
184:4	神に対する人間の新たな啓示
185:2	サンヘドリスト法廷の告発書
185:6	イエスの鞭打ち|「見よ、この人だ！」
186:0	ベタニアのイエスの家族
186:1	銀貨30枚
186:2	「ピラトはイエスの前で裁判にかけられる。」|「見よ、神であり人である！」
187:1	「エルサレムの娘たちよ、私のために泣かないでください…」|キレネのシモン
187:4	イエスのヨハネへの命令
188:0	ピラトの前に立つヨセフとニコデモ
188:3	イエスは父なる神の手に何を託したのか？|イエスの人格の地位
189:3	パーソナライズされた調整者の出発
189:4	5人の女性|マグダラのマリアに現れるイエス
189:5	二度目の出現 - マグダラのマリア
190:2	兄弟ジェームズへの出現|地上の家族への出現
191:0	個々の使徒の反応
191:3	モロンティアの進行段階
191:5	「後の世の人々は幸いである……」
192:1	「君たち、何か釣れたか？」
193:0	16番目の出現（ニコデモの中庭）
194:0	イエスについての新しい福音
194:2	真理の霊の使命|人間の三重の霊的賜物|七つの高次の霊的影響
195:0	西洋におけるキリスト教の勝利の理由|初期キリスト教の妥協
196:0	イエスの神への生きた信仰|「まず天の御国を求めなさい。」|「なぜ私を善人と呼ぶのですか？」|イエスにとって祈りが意味するもの|イエスの神への子供のような信仰
196:2	イエスに関する宗教|個人的な経験としての宗教
196:3	事実、考え、関係|理性、知恵、信仰|物、意味、価値|人間の中に神の愛が宿っていなければ…|道徳と宗教|父は生きた愛である
