ref	subsections
29:4	(1) מנהלי כוח משויכים|(2) בקרים מכניים|(3) שנאי אנרגיה|(4) משדרי אנרגיה|(5) אסוציאטורים ראשוניים|(6) דיסוציאטורים משניים|(7) הפרנדלנקים|הכרונולדקים
29:5	מארגני כוח מאסטר ראשיים מאורעים מארגני כוח מאסטר טרנסצנדנטליים שותפים
30:1	א. ישויות משולשות | ב. ישויות ממקור כפול | ג. ישויות ממקור יחיד | ד. ישויות טרנסצנדנטליות שהתפתחו | ה. ישויות אלוהות מקוטעות | ו. ישויות על-אישיות | ז. סדרים לא מסווגים ולא מתגלים
30:2	א. אלוהויות גן העדן | ב. הרוחות העליונות | ג. הישויות שמקורן בשילוש הקדוש | ד. בני האל | ה. אישיויות הרוח האינסופית | ו. מנהלי הכוח של היקום | ז. סגל האזרחות הקבועה | קבוצות אישיות מורכבות
30:3	(1) תלמידי הכוכבים | (2) בעלי המלאכה השמימיים | (3) מנהלי החזרה | (4) מדריכי בית הספר להרחבה | (5) חיל המילואים השונים | (6) תלמידי המבקרים | (7) עולי הרגל העולים
30:4	(1) בני תמותה פלנטריים|(2) ניצולים ישנים|(3) תלמידי עולם העליון|(4) מתקדמים מורונטיים|(5) מחלקות יקום-על|(6) עולי רגל של האוונה|(7) הגעות לגן עדן
33:6	זמן היקום המקומי
34:6	טבעו הכפול של האדם
34:7	"זו הדרך."
35:4	גלגולי מלכיצדק
35:8	לאנונדקס ראשוני|לנונדקס שניוני|לנונדקס שלישוני
36:4	המידסוניטרים|עולמות הסופינאים של סאלווינגטון
36:5	(1) רוח האינטואיציה | (2) רוח ההבנה | (3) רוח האומץ | (4) רוח הדעת | (5) רוח העצה | (6) רוח הפולחן | (7) רוח החוכמה
37:2	כוכבי ערב שנבראו|כוכבי ערב עולים|עולמות כוכבי הערב
37:3	עולמות המלאכים
37:5	נציבי גזע | חיל השלמות של נבאדון | עולמות בני התמותה המותכים ברוח
37:6	מערכת החינוך של נבאדון
37:8	שליחים בודדים|מפקח מעגלי יקום-אנדובונטיה|מנהל מפקד האוכלוסין-סלסאטיה|מפקח שותף|זקיפים שהוקצו|מפשרים אוניברסליים|יועצים טכניים|רושמים שמימיים|בני לוויה מורונטיים
37:9	(1) סוסאטיה|(2) יוניוויטיה|(3) בנים חומריים|(4) יצורים אמצעיים|נוטשים
37:10	הספירונגה|הספורנגיה|באדיבות מושבות
38:8	(1) מועמדים להתעלות | (2) כרובים שלב אמצע | (3) כרובים מורונטיים
38:9	(1) אמצעי הדרך העיקריים | (2) אמצעי הדרך המשניים
39:1	(1) משרתים רוח-בן | מלווים במשימות | (2) יועצי חצר | (3) מדריכי יקום | (4) יועצי ההוראה | (5) מנהלי ההשמה | (6) הרשמים | (7) משרתים בלתי קשורים
39:2	(1) חיל המודיעין|(2) קול הרחמים|(3) מתאמי רוח|(4) עוזרי מורים|(5) המובילים|_טכניקות הובלה סרפיות|(6) המקליטים|_שדרנים|(7) המילואים
39:3	(1) עוזרי פיקוח | (2) חזאים משפטיים | (3) אדריכלים חברתיים | (4) רגישים אתיים | (5) המובילים | (6) המקליטים | (7) המילואים
39:4	(1) עוזרים אדמיניסטרטיביים|(2) מדריכי צדק|(3) פרשנים של אזרחות קוסמית|(4) מחרישי מוסר|(5) המובילים|(6) הרשם|(7) המילואים
39:5	(1) קולות הגן | (2) רוחות האחווה | (3) נשמות השלום | (4) רוחות האמון | (5) המובילים | יציאתו של משלוח שרפי | (6) המקליטים | (7) המילואים
40:5	בני תמותה של שהייה חולפת או חווייתית של מכוונן|בני תמותה מסוגים שאינם מתמזגים עם מכוונן|בני תמותה בעלי פוטנציאל להתמזגות עם מכוונן|הסדרה הלא ממוספרת
40:9	טכניקות של שחזור זיכרון
42:2	(1) עוצמת חלל | (2) כוח קדמוני | (3) אנרגיות מתפרצות | _א. אנרגיית פויסנט | _ב. אנרגיית כבידה | (4) כוח יקום | (5) אנרגיית האוונה | (6) אנרגיה טרנסצנדנטלית | (7) מונוטה
42:10	(1) תודעות רוח-סייעות טרום-המסייעות|(2) תודעות רוח-סייעות|(3) תודעות מורונטיות מתפתחות|_התודעה הקוסמית
45:1	(1) עולם הסופיונים | (2) עולם המורונטיה | (3) עולם המלאכים | (4) עולם המלאכים-על | (5) עולם הבנים | (6) עולם הרוח | (7) עולם האב
45:6	חוויה הורית|מעון המבחן של שטניה
46:5	(1) מעגלי בני האלוהים | (2) מעגלי המלאכים | (3) מעגלי עוזרי היקום | (4) מעגלי בקרי המאסטר הפיזיים | (5) מעגלי בני התמותה העולים | (6) מעגלי מושבות הנימוס | (7) מעגלי הסופיונים
47:1	ניסיון הורי נדרש
47:3	בני לוויה מורונטיים
47:8	היתוך שמאי
48:2	(1) רגולטורים מעגליים | (2) מתאמי מערכת | (3) שומרים פלנטריים | (4) בקרים משולבים | (5) מייצבים קישוריים | (6) ממיינים סלקטיביים | (7) רשמים משויכים
48:3	(1) שומרי עולי רגל | (2) מקבלי עולי רגל ומשתפים חופשיים | (3) מארחים למבקרים שמימיים | (4) רכזים ומנהלי קישור | (5) מתורגמנים ומתרגמים | (6) מפקחי טיולים והסעות | (7) שומרי אזור ומבנים
48:4	הומור שמימי|הומור תמותה
48:6	(1) אוונגלים סרפיים | _המקור של תהילים עשרים ושלושה | (2) פרשנים גזעיים | (3) מתכנני תודעה | (4) יועצים מורונטיים | _האפקט הסטריאוסקופי של מוטה | (5) טכנאים | (6) מקליטים-מורים | _אמת ועובדה | (7) עתודות שירות | _הצלחה, כישלון ואגו
49:2	(1) סוגי האטמוספירה | (2) סוגי היסודות | (3) סוגי הכבידה | (4) סוגי הטמפרטורה | (5) סוגי החשמל | (6) סוגי האנרגיה | (7) סוגי האלמונים
49:5	(1) הסתגלות לסביבה פלנטרית|_סדרות ניסויים שנבדקו על ידי טבמנטיה|(2) סדרות מסוג מוח|(3) סדרות קליטת רוח|(4) תקופות פלנטריות-בני תמותה|(5) סדרות קרבה יצורית|(6) סדרות התמזגות מכווננים|(7) טכניקות של בריחה ארצית
49:6	(1) סדר ההישרדות הדיספנסציוני או הקבוצתי | (2) סדרי ההתעלות האישיים | (3) סדרי ההתעלות התלויים בתקופת הניסיון | (4) סדרי ההתעלות המשניים המתוקנים | (5) סדר ההתעלות הראשוני המתוקן
50:7	אגונדונטרים|טבמנטיה אגונדונטרית
54:5	שתים עשרה סיבות
55:4	שבעת השלבים על פני כוכב לכת|שחרור אמצעי החיים|עזיבתו של אדם
55:12	המפקחים הבלתי מוסמכים של העליון
57:4	מקור השמש
57:5	תנועה לאחור
57:6	עידן היווצרות כוכבי הלכת|חיכוך גאות ושפל|פיצוצי כבידה-גאות ושפל
57:7	העידן הגעשי | האטמוספירה הפלנטרית הפרימיטיבית
57:8	עידן רעידות האדמה|אוקיינוס ​​העולם והיבשת הראשונה
59:1	עידן הטרילוביטים
59:2	עידן חסרי החוליות
59:3	תקופת האלמוגים | עידן הברכיופודים
59:4	תקופת החיים הצמחיים ביבשה | עידן הדגים
59:5	תקופת הקרבון של יער השרך | עידן הצפרדעים
59:6	תקופת הזרעים והצמחים | עידן הצרות הביולוגיות
60:3	תקופת הפריחה של הצמחים | עידן הציפורים
61:1	עידן היונקים המוקדמים
61:2	עידן היונקים המתקדמים
61:3	עידן הפיל והסוס
61:4	נדידת היונקים הגדולה האחרונה
62:3	מקורם של שבטי הסימיאן
64:6	(1) האיש האדום|(2) האיש הכתום|(3) האיש הצהוב|(4) האיש הירוק|(5) האיש הכחול|(6) גזע האינדיגו|_מטרת ששת הגזעים
65:1	(1) הרמה הפיזית של אלקטרוכימיה | (2) שלב האמצע הרגיל של קיום קוואזי-מורונטי | (3) הרמה החצי-רוחנית המתקדמת
65:7	תודעה מכנית-לא ניתנת ללמידה|תודעה חווה לא מכנית
66:3	(1) המועצה לרווחת מזון וחומרים | (2) המועצה לביות וניצול בעלי חיים | (3) היועצים בנוגע לכיבוש בעלי חיים טורפים | (4) הפקולטה להפצה ושימור ידע | (5) הוועדה לתעשייה ומסחר | (6) המכללה לדת הנגלה | (7) שומרי הבריאות והחיים | (8) המועצה הפלנטרית לאמנות ומדע | (9) מושלי יחסי שבט מתקדמים | (10) בית המשפט העליון לתיאום שבטי ושיתוף פעולה גזעי
68:5	(1) שלב האיסוף|(2) שלב הציד|(3) שלב הפסטורליה|(4) שלב החקלאות
68:6	יחס הקרקע-אדם
69:1	(1) מוסדות של קיום עצמי | (2) מוסדות של הנצחה עצמית | (3) מוסדות של סיפוק עצמי
70:2	תיעוש מודרני לעומת מיליטריזם
73:0	הבדיקה של טבמנטיה
76:3	כהונת שת
76:5	ההודעה של מייקל
78:7	סיפורו של נח
80:2	הצפות הים התיכון
81:2	(1) אילוף האש | (2) ביות בעלי חיים | (3) שעבוד שבויים | (4) רכוש פרטי
81:4	(1) הגזעים הקווקזואידים | (2) הגזעים המונגולואידים | (3) הגזעים הכושים
81:5	יכולת וצדק
81:6	(1) נסיבות טבעיות|(2) מוצרי הון|(3) ידע מדעי|(4) משאבי אנוש|(5) יעילות משאבים חומריים|(6) יעילות השפה|(7) יעילותם של מכשירים מכניים|(8) אופי נושאי הלפיד|(9) האידיאלים הגזעיים|(10) תיאום מומחים|(11) אמצעים למציאת מקום|(12) נכונות לשתף פעולה|(13) מנהיגות יעילה וחכמה|(14) שינויים חברתיים|(15) מניעת התמוטטות מעבר
88:2	תמונות ופסלים|"ספרים קדושים"
89:3	כת השליטה על היבשת
89:7	זנות בית המקדש
91:2	תפילה מול קסם
92:4	(1) תורות דלמטיות | (2) תורות גן עדן | (3) מלכיצדק משלם | (4) ישוע מנצרת | (5) מסמכי אורנטיה
92:6	אחת עשרה דתות חיות
93:4	שבע המצוות
94:1	הריג-ודה
94:2	דוקטרינת גלגול נשמות
94:8	הבשורה של גאוטמה | המצוות המוסריות
96:5	השגחה חומרית
97:5	מיכה ועובדיה
97:9	אפרים ויהודה|שאול ודוד|שלמה ומסים|ישראל ויהודה|חורבן ממלכת ישראל|סוף ממלכת יהודה|גלות בבל
98:4	הפולחן הפריגי של קיבל ואטיס|הפולחן המצרי של אוזיריס ואיזיס|הפולחן האיראני של מיתרס
101:3	שנים עשר דוגמאות לאמונה רוחנית
101:6	שבעה היבטים של גאולה
106:1	אלוהים שבעת העמודים
106:2	הישות העליונה
106:3	השילוש הקדוש האולטימטיבי
106:4	אלוהות אולטימטיבית
106:5	השילוש המוחלט
106:6	הקוסמוס האינסופי
106:8	(1) רמת שלושת השילושים | (2) רמת האלוהות החווייתית | (3) רמת ה"אני הנני"
108:2	באורנטיה|בעולמות אחרים
108:3	המחווה של טבמנטיה
109:6	המכוון ששכן בישוע
109:7	ישויות כל-אישיות
110:7	תחינתו של המכוון לנשמה
111:7	הצהרת שומר הגורל
112:0	ארבעה עשר היבטים של אישיות
114:4	רוב הרשויות הגבוהות
114:6	(1) מלאכי התקופה | (2) מלאכי הקדמה | (3) השומרים הדתיים | (4) מלאכי החיים הלאומיים | (5) מלאכי הגזעים | (6) מלאכי העתיד | (7) מלאכי ההארה | (8) מלאכי הבריאות | (9) שרפי הבית | (10) מלאכי התעשייה | (11) מלאכי ההשתעעות | (12) מלאכי השירות העל-אנושי
116:1	התודעה הקוסמית
116:5	בעיית שיווי המשקל
117:2	בנים ששולשו על ידי יצורים וצמיחה
117:4	מוסר קוסמי - חובה עליונה
117:5	התעלות של סופיונים|השלכות הצמיחה האנושית
118:1	יחידות זמן חווייתיות (סובייקטיביות)
118:3	אמת ועובדה|מרחב ודפוס
118:8	מושל הזמן של הקידמה
121:4	(1) האפיקורוס | (2) הסטואי | (3) הציניקן | (4) הספקן
121:5	דתות המסתורין
121:8	(1) הבשורה לפי מרקוס | (2) הבשורה לפי מתי | (3) הבשורה לפי לוקס | (4) הבשורה לפי יוחנן | _תודה
122:4	"בית דוד"
122:8	אגדת הרועים|שלושת הכוהנים מאור|"כוכב בית לחם"
122:10	הטיסה למצרים
123:0	השהות במצרים
123:1	שנתו הרביעית של ישו
123:2	גידול ילדים
123:4	תאונות חומריות
124:1	התמונה על הרצפה|אקלים בגליל
124:2	יעקב בן הסתת
124:3	פרק סקיתופוליס
124:4	מוסר אישי ונאמנות קבוצתית
124:6	מרים, מרתה ולזרוס
126:3	מקור "תפילת האדון" | "בן האדם" | מי הוא המשיח?
127:2	פרק הקנאים
127:3	עם יעקב בפסח | ביקור אליזבת ויוחנן | מות עמוס
127:4	גידול הילדים
127:6	ביקור פסח בירושלים
128:1	מודעות גוברת לאלוהות | עם יוסף בפסח
128:2	כנפח בספורוס
128:3	עם שמעון בפסח | ישוע פוגש את סטפנוס
128:5	ההצעה האלכסנדרונית
128:6	עם יהודה בפסח | "דוד יהושע מספר לנו סיפור"
128:7	נישואיו של יעקב | נישואיה של מרים | יעקב ראש משפחתו של יוסף
129:1	זבדי מכפר נחום | ישוע בונה הסירות
129:2	ישוע מבקר בירושלים | פגישה עם גונד וגניד
129:3	מטרת הטיול לרומא
130:1	דיון על טוב ורע
130:2	הסוחר ממונגוליה|הפועל היווני ומנהל העבודה הרומי|רצון האל ורצון האדם
130:8	עזרא, היהודי הנסתר
132:0	השפעה על שלושים ושניים מנהיגים דתיים
132:4	לסנאטור הרומי|לחייל הרומי|לדובר בפורום|לעני, שהואשם על שווא
132:7	הפגאני חסר המחשבה | "בואו אתה ואני ניצור דת חדשה."
133:0	מערכת הקאסטות של הודו
133:2	האיש שמתעלל באשתו
133:3	קריספוס, ראש בית הכנסת | יוסטוס הסוחר | שתי הנשים הציבוריות
133:4	לטוחן|לראש המאה הרומי|למנהיג המיתרא|למורה האפיקוראי|לקבלן היווני|לשופט הרומי|לבעלת הפונדק היווני|לסוחר הסיני|לנוסע מבריטניה|לנער הנמלט|לפושע הנידון
134:1	חזרה לנצרת | נישואי שמעון; נישואי יהודה
134:7	נדודים בודדים
134:8	סוף מרד לוציפר | ריבונות נבאדון
134:9	ביקור אצל יוחנן בירושלים | עבודה בחנות הסירות של זבדי
135:8	טבילת ישוע
136:3	פגישה עם גבריאל | השלמת ריבונות היקום
136:4	דרכו של האב
136:5	מתאם אישי בפיקוד | חוסר רגישות של המתאם לזמן
136:6	נתיב הקיום הארצי הרגיל
136:7	ציות לחוק הטבע
136:8	סירוב להתפשר עם הרוע
136:9	דחיית כס מלכותו של דוד
136:10	"אהיה כפוף לרצון אבי."
137:1	אנדרו ופיטר | יעקב ויוחנן
138:3	לא צדיקים אלא חוטאים
140:3	"הדרשה על ההר"
140:5	אשרי עניי הרוח - הענוים| אשרי הרעבים והצמאים לצדקה...| אשרי הענוים| אשרי טהורי הלב| אשרי האבלים| אשרי הרחמנים| אשרי עושי השלום| אשרי הנרדפים
140:6	"אני מסתכל מעבר למעשה..."|לגבי גירושין|צדק וחסד|"הם עושים טוב - אל תטרידו אותם."
140:8	(1) עשיית רצון האב | (2) גישה פוליטית | (3) גישה חברתית | (4) גישה כלכלית | (5) דת אישית
141:3	אישיותו של ישוע | מראהו של ישוע
141:4	שר לחולים
141:6	טהרמה הפרסית
141:7	לימוד על המלכות | ישועה על ידי אמונה; חירות דרך אמת
142:0	ביקור אצל אנאס
142:2	יעקב מכרתים
142:3	שש מושגים עבריים על אלוהים | עשרת הדיברות הקודמות
142:8	המחנה בפארק גת שמנים
143:1	"הם זלזלו במסר שלנו."|"האם אתם דומים לחלשים?"
143:3	שלושה ימים על הר סרטבה
143:6	במחנה על הר גריזים
144:5	שבע תפילות מעולמות אחרים
144:8	"... תגידו לג'ון שהוא לא נשכח."
145:0	ביקור אצל רות
145:2	דת היא חוויה אישית|האפילפטי הצעיר|אמה של אשתו של פיטר
146:2	תפילה, הודיה ותפילה|צדק וחסד|תפילה ומאמץ אישי|תפילה אתית
146:3	דת, מדע ופילוסופיה|הבטחת האמת|הביקור בזבולום
146:4	עבודה במכרות | ריפוי המצורע
146:5	טיטוס האציל
147:2	פרידה משליחי יוחנן
147:4	השאלה של נתנאל לגבי כלל הזהב
147:5	משל המלווה בריבית|מעמד והתקדמות
147:6	ששת המרגלים|"השבת נוצרה למען האדם..."
148:8	כרמת מבגדד
148:9	טבילת שלושה מהמרגלים
149:0	ארגון המודיעין של דוד
149:1	תופעות הריפוי
149:2	שתי טעויות של הנצרות הקדומה|תהילתו של ישו כמרפא|הכרתו בשוויון נשים|קסם אישיותו
149:4	תגובות על כעס|נוגע לדמויות מאוזנות היטב
150:3	הרצאה על "קסם ואמונות טפלות"
151:5	הסערה על האגם
152:0	ורוניקה מקיסריה-פיליפי
152:6	עוד על משל הזורע
153:2	אני לחם החיים.
153:4	הילד אחוז רוח רעה | "כיצד יכול השטן לגרש את השטן?"
153:5	נטישת המאמינים חסרי הלב
154:2	סגירת בתי הכנסת
154:4	"מה נעשה עם ישוע?"
155:3	אמת ואמונה|מקורן של מסורות דתיות
156:2	"העולם הזה הוא רק גשר..."
156:5	משל הנגר הטיפש|פיתוי וטבע האדם|יסודות ההצלחה החומרית|חיים רוחניים וכבוד עצמי|אידיאלים ורעיונות|טאקט, קסם וחוכמה
156:6	גישתם של המנהיגים היהודים
157:0	ישוע מנסה לראות את משפחתו
157:1	"הדג עם שקל בפיו".
157:3	"מי אנשים אומרים שאני?"
157:6	ארבעת שלבי חייו של ישוע | הצהרות מוסמכות חדשות
158:4	יעקב מצפת
158:5	"אדוני, אני מאמין, עזור לי לחוסר אמונתי."
159:1	"כמה פעמים יחטא לי אחי?" | משל על החשבון עם הסוכנים | סכנות השיפוט האישי
159:4	"מהי האמת על כתבי הקודש?"
159:5	"... לשאת את התרמיל קילומטר שני."
160:1	שלושת דחפי החיים|פתרון בעיות ומדיטציה סגידה|דעות קדומות והכרה באמת
160:2	הערך החברתי של החברות|הערך הגדול של הנישואין
160:4	יסודות החיים הגשמיים|גורמי הצלחה חומרית|משמעות הכישלון
160:5	מהי דת?|רעיון האל והאידיאל של האל|האב הוא הערך הסופי|"אבל האם אנחנו מוכנים לשלם את המחיר...?"
161:1	חמש הנקודות של נתנאל
161:2	נאום מאת נתנאל ותומס
161:3	דעותיהם של האמצעונים
162:0	"אדון... ציווה על אש לרדת מן השמים..."
162:2	עבר, קצין הסנהדרין
163:1	הקציר רב אך הפועלים מעטים
163:2	עושר ואהבת העושר
163:3	משל הפועלים בכרם
163:4	הוראותיו של ישוע | דרשת ההסמכה של פטרוס
165:3	"היזהרו מחמצת הפרושים..." | "... אפילו שערות ראשכם ספורות"
165:4	משל העשיר הטיפש | "במקום בו אוצרך יהיה גם לבך." | "מה תועיל אם תזכה בכל העולם...?"
165:5	"התבוננו בחבצלות, כיצד הן גדלות..."
166:1	שטיפת ידיים טקסית
166:3	הדרך הישרה והצרה|רבים מהראשונים יהיו אחרונים|"אני עומד בפתח ודופק"
166:4	כהונתו המאוחרת ומותו של אבנר
167:1	ריפוי המאמין|"... אל תשב על המושב הראשון..."
167:5	הפרושי והמוכס | הוראה על נישואין
167:6	יופי כהשפעה על הפולחן
168:0	"אני התחייה והחיים..."
168:3	"עדיף שאדם אחד ימות..."
169:0	האשמות הסנהדרין נגד ישוע
169:4	ישוע חי התגלות של אלוהים | אלוהים ויהוה
170:2	חטא וסליחה
170:5	אחווה חברתית ואחווה רוחנית|יוחנן המטביל נוסף וגדול יותר|נצרות ובשורת ישוע
171:0	"... הבטיח לי שבני אלה יזכו לכבוד..."
171:1	מאוחר חייו של דוד זבדי | אנטיוכיה ופילדלפיה
171:3	פרידה מאבנר
171:4	פטרוס ושמעון ו-100 החרבות | אזהרה מפני הפרושים הידידותיים
171:8	פירוש המשל של נתנאל
172:1	מרים מושחת את רגלי ישוע | ישוע נוזף ביהודה
172:4	חלקה של האלמנה
173:2	"טבילת יוחנן, מאיפה הייתה?"
173:4	האבן אשר דחו הבונים
173:5	"החריבו את בית המקדש הזה ו... אקים אותו."
174:0	ברכות אישיות לשנים עשר
174:2	האם מותר לתת מס לקיסר?
174:4	הגואל, בן של מי הוא?
174:5	"... אלא אם כן גרגר חיטה נופל ארצה וימות..." | "... אם אורם... בחייכם..."
175:1	"דור אחר דור שלחנו את נביאינו..."|"... זה שרוצה להיות גדול ביניכם..."|"אוי לכם, סופרים ופרושים, צבועים!"|"... אתם... מנקים את החלק החיצוני של הכוס..."|"ועכשיו אני נפרד מכם."
175:4	ההחלטה הסופית של יהודה
176:2	הסיפור בבשורת מתי
176:3	משל הכישרונות | "המשיכו עד שאבוא." | הערות על צמיחת האמת החיה
177:1	ג'ון מארק וסל ארוחת הצהריים
177:5	היזהרו מתמיכת ההמונים
178:1	למד להיות נאמן גם בשגשוג | אל תנסה את מלאכי השגחתך
178:2	דוד משחרר את יהודה מה"שק" | סידורי הסעודה האחרונה
180:1	"...אהבו זה את זה כשם שאני אהבתי אתכם."
180:3	"אל ייבהל לבבכם." | "רבי, הראה לנו את האב..."
180:5	הערות על כלל הזהב
181:1	"אני נותן לכל אחד מכם את כל אשר תקבל." | "אל ייבהל לבכם."
182:1	הרחבת גילוי שם אלוהים על ידי ישוע
182:2	שליחת הרץ לאבנר | הפרידה מדוד זבדי
182:3	הרוח חפצה אך הבשר חלש
184:4	גילוי חדש של האדם לאלוהים
185:2	כתבי האישום הכתובים של בית הדין של הסנהדרין
185:6	מלקותיו של ישוע | "הנה האיש!"
186:0	משפחתו של ישו בביתוניה
186:1	שלושים מטבעות הכסף
186:2	"פילטוס עומד לדין לפני ישוע." | "הנה אלוהים ואדם!"
187:1	"בנות ירושלים, אל תבכו עליי..." | שמעון מקירניה
187:4	הצו של ישוע ליוחנן
188:0	יוסף וניקודמוס לפני פילטוס
188:3	מה הטיל ישוע בידי האב? | מעמד אישיותו של ישוע
189:3	עזיבתו של המאשר האישי
189:4	חמש הנשים | ישוע מופיע בפני מרים המגדלית
189:5	הופעה שנייה - בפני מרים המגדלית
190:2	הופעה לאחיו ג'יימס | הופעה למשפחתו הארצית
191:0	תגובותיהם של השליחים השונים
191:3	שלבי התקדמות מורונטיה
191:5	"אשרי אלה אשר יהיו בדורות הבאים..."
192:1	"חבר'ה, תפסתם משהו?"
193:0	ההופעה השש עשרה (חצר ניקודמוס)
194:0	הבשורה החדשה על ישוע
194:2	משימתה של רוח האמת|מתנתו הרוחנית המשולשת של האדם|שבע ההשפעות הרוחניות הגבוהות יותר
195:0	סיבות לניצחון הנצרות במערב | פשרות נוצריות מוקדמות
196:0	אמונתו החיה של ישוע באלוהים|"בקשו תחילה את מלכות השמים."|"למה אתם קוראים לי טוב?"|מה משמעותה של תפילה עבור ישוע|אמונתו הילדותית של ישוע באלוהים
196:2	הדת סביב ישו | הדת כחוויה אישית
196:3	עובדה, רעיון ויחס|היגיון, חוכמה ואמונה|דבר, משמעות וערך|אלא אם כן חי באדם אוהב אלוהי...|מוסר ודת|האב הוא אהבה חיה
