ref	subsections
28:4	(1) Ühise Toimija Hääl|(2) Seitsme Meistervaimu Hääl|(3) Loojate-Poegade Hääl|(4) Inglivägede Hääl|(5) Raadiovastuvõtjad|(6) Transpordiisiksed|(7) Reservkorpus
28:5	(1) Tarkuse Hääl|(2) Filosoofia Hing|(3) Hingede Ühendus|(4) Nõu Süda|(5) Olemasolu Rõõm|(6) Teenimise Rahuldus|(7) Vaimude Eristaja
28:6	(1) Päritolu tähtsus | (2) Halastuse mälestus | (3) Aja tähtsus | (4) Usalduse pidulikkus | (5) Teenimise pühadus | (6) ja (7) Suuruse saladus ja headuse hing
29:2	(1) Ülimite Keskuste Juhendajad|(2) Havona Keskused|(3) Superuniversumi Keskused|(4) Kohaliku Universumi Keskused|(5) Tähtkujude Keskused|(6) Süsteemi Keskused|(7) Liigitamata Keskused
29:4	(1) Abivõimsussuunajad|(2) Mehaanilised kontrollerid|(3) Energiamuundurid|(4) Energiaedastajad|(5) Esmased ühendajad|(6) Teisese astme eraldajad|(7) Frandalankid|Kronoldekid
29:5	Esmased tekkinud Meisterjõukorraldajad Assotsieerunud Transtsendentaalsed Meisterjõukorraldajad
30:1	I. Kolmapäritoluga olendid | II. Kahepäritoluga olendid | III. Ühepäritoluga olendid | IV. Ilmunud transtsendentaalsed olendid | V. Jumaluse fragmenteerunud olendid | VI. Ülisisikulised olendid | VII. Liigitamata ja ilmutamata olendite klassid
30:2	I. Paradiisijumalused | II. Ülimad Vaimud | III. Kolmsus-päritolu olendid | IV. Jumala Pojad | V. Lõpmatu Vaimu isiksused | VI. Universumi Võimsusesuunajad | VII. Püsivate Kodanike Korpus | Liitisiksuste Grupid
30:3	(1) Täheüliõpilased|(2) Taevased käsitöölised|(3) Tagasipöördumisjuhid|(4) Laienduskoolide juhendajad|(5) Erinevad reservkorpused|(6) Õpilaskülalised|(7) Tõusvad palverändurid
30:4	(1) Planeedi surelikud|(2) Magavad ellujääjad|(3) Eluasemeilmade õpilased|(4) Morontia edasiliikujad|(5) Superuniversumite hoolealused|(6) Havona palverändurid|(7) Paradiisi saabujad
33:6	Kohaliku universumi aeg
34:6	Inimese kahetine olemus
34:7	"See on tee."
35:4	Melkisedeki kehastused
35:8	Esmased Lanonandekid|Teisesed Lanonandekid|Tertsiaarsed Lanonandekid
36:4	Midsoniterid | Salvingtoni Lõpptulnukate Maailmad
36:5	(1) Intuitsiooni vaim | (2) Mõistmise vaim | (3) Julguse vaim | (4) Teadmiste vaim | (5) Nõu vaim | (6) Kummardamise vaim | (7) Tarkuse vaim
37:2	Loodud õhtutähed | Tõusvad õhtutähed | Õhtutähtede maailmad
37:3	Peainglite maailmad
37:5	Rassikomissarid|Nebadoni Täiuslikkuse Korpus|Vaimuga ühtesulanud surelike maailmad
37:6	Nebadoni haridussüsteem
37:8	Üksildased Sõnumitoojad|Universumi Ringkonna Juhendaja - Andovontia|Rahvaloenduse Juhataja - Salsatia|Abiinspektor|Määratud Vahimehed|Universaalsed Lepitajad|Tehnilised Nõustajad|Taevased kroonikud|Morontia Kaaslased
37:9	(1) Susatia|(2) Univitatia|(3) Ainelised Pojad|(4) Keskteelised olendid|Hüljatud
37:10	Spironga | Spornagia | Viisakuskolooniad
38:8	(1) Ülestõusmiskandidaadid|(2) Keskmise faasi keerubid|(3) Morontia keerubid
38:9	(1) Esmased keskteelised | (2) Teisejärgulised keskteelised
39:1	(1) Poja-Vaimu Teenindajad|_Annustumise saatjad|(2) Kohtu Nõustajad|(3) Universumi Orienteerijad|(4) Õpetavad Nõuandjad|(5) Ülesannete Juhendajad|(6) Kroonikud|(7) Sõltumatud Teenindajad
39:2	(1) Luurekorpus|(2) Halastuse Hääl|(3) Vaimukoordinaatorid|(4) Abiõpetajad|(5) Transportijad|_Seeravite transporditehnikad|(6) Kronikud|_Räägitegijad|(7) Reservväelased
39:3	(1) Juhendajad-assistendid|(2) Õigusteaduse ennustajad|(3) Sotsiaalsed arhitektid|(4) Eetilised sensibiliseerijad|(5) Transportijad|(6) Registreerijad|(7) Reservväelased
39:4	(1) Administratiivassistendid|(2) Õigluse teejuhid|(3) Kosmilise kodakondsuse tõlgendajad|(4) Moraali kiirendajad|(5) Transportijad|(6) Kronologikud|(7) Reservväelased
39:5	(1) Aia Hääled|(2) Vennaskonna Vaimud|(3) Rahu Hinged|(4) Usalduse Vaimud|(5) Transportijad|_Seeravi transpordi lahkumine|(6) Kroonikud|(7) Reservväelased
40:5	Kohandajaga mööduva või kogemusliku viibimise surelikud|Kohandajaga mitteühineva tüübi surelikud|Kohandajaga ühtesulamise potentsiaaliga surelikud|Nummerdamata seeria
40:9	Mälu rekonstrueerimise tehnikad
42:2	(1) Kosmose võimsus|(2) Ürgjõud|(3) Emergentsed energiad|_a. Võimas energia|_b. Gravitatsioonienergia|(4) Universumi võimsus|(5) Havona energia|(6) Transtsendentaalne energia|(7) Monota
42:10	(1) Eel-vaimu meeled | (2) Abivaimu meeled | (3) Arenevad morontia meeled | Kosmiline meel
45:1	(1) Lõppsaanute maailm|(2) Morontiamaailm|(3) Inglite maailm|(4) Superinglite maailm|(5) Poegade maailm|(6) Vaimude maailm|(7) Isa maailm
45:6	Vanemlik kogemus | Satania katseaeg
46:5	(1) Jumala Poegade ringid | (2) Inglite ringid | (3) Universumi Abiliste ringid | (4) Füüsiliste Peajuhtijate ringid | (5) Tõususurelike ringid | (6) Viisakuskolooniate ringid | (7) Lõpetanute ringid
47:1	Nõutav vanemlik kogemus
47:3	Morontia kaaslased
47:8	Reguleerija sulandumine
48:2	(1) Vooluringide Reguleerijad|(2) Süsteemi Koordineerijad|(3) Planeetide Valvurid|(4) Kombineeritud Kontrolörid|(5) Sidestabilisaatorid|(6) Selektiivsed Sorteerijad|(7) Kaasregistreerijad
48:3	(1) Palverändurite eestkostjad|(2) Palverändurite vastuvõtjad ja vabaühendused|(3) Taevaste külastajate võõrustajad|(4) Koordinaatorid ja kontaktisikud|(5) Tõlgid ja tõlkijad|(6) Ekskursioonide ja tagasisõitude juhendajad|(7) Ala ja hoone valvurid
48:4	Taevane huumor | Surelik huumor
48:6	(1) Seeravitest Evangeeliumid | _Kahekümne kolmanda psalmi originaal | (2) Rassilise tõlgenduse andjad | (3) Mõtteplaneerijad | (4) Morontianõustajad | _Mota stereoskoopiline efekt | (5) Tehnikud | (6) Kroonikud-õpetajad | _Tõde ja faktid | (7) Teenimisreservid | _Edu, ebaõnnestumine ja ego
49:2	(1) Atmosfääritüübid | (2) Elementide tüübid | (3) Gravitatsioonitüübid | (4) Temperatuuritüübid | (5) Elektritüübid | (6) Energiat andvad tüübid | (7) Nimetud tüübid
49:5	(1) Planeedi keskkonnaga kohanemine | _Tabamantia poolt inspekteeritud eksperimentaalne seeria | (2) Aju-tüüpi seeria | (3) Vaimude vastuvõtu seeria | (4) Planeedi-surelike epohhid | (5) Olendide-suguluse seeriad | (6) Kohandaja-sulamise seeria | (7) Maapealse põgenemise tehnikad
49:6	(1) Ellujäämise usuline ehk grupikord | (2) Individuaalsed tõusukorrad | (3) Katseajal põhinevad tõusukorrad | (4) Teisejärgulised modifitseeritud tõusukorrad | (5) Esmane modifitseeritud tõusukord
50:7	Agondonterid|Tabamantia ja agondonter
54:5	Kaksteist põhjust
55:4	Planeedi seitse etappi | Keskteeliste vabanemine | Aadama lahkumine
55:12	Ülima kvalifikatsioonita juhendajad
57:4	Päikese päritolu
57:5	Retrograadne liikumine
57:6	Planeetide tekkimise ajastu | Loodete hõõrdumine | Gravitatsioonist tingitud loodete plahvatused
57:7	Vulkaaniline ajastu | Primitiivne planetaarne atmosfäär
57:8	Maavärinate ajastu | Maailmameri ja esimene manner
59:1	Trilobiitide ajastu
59:2	Selgrootute loomade ajastu
59:3	Korallide ajastu | Käsijalgsete ajastu
59:4	Vegetatiivse maismaaelu periood | Kalade ajastu
59:5	Sõnajalametsa karboni ajastu | Konnade ajastu
59:6	Seemne-istutuse periood | Bioloogiliste raskuste ajastu
60:3	Õistaimede periood | Lindude ajastu
61:1	Varaste imetajate ajastu
61:2	Edasijõudnud imetajate ajastu
61:3	Elevandi ja hobuse ajastu
61:4	Viimane suur imetajate ränne
62:3	Simiani hõimude päritolu
64:6	(1) Punane mees|(2) Oranž mees|(3) Kollane mees|(4) Roheline mees|(5) Sinine mees|(6) Indigorass|_Kuue rassi eesmärk
65:1	(1) Elektrokeemia füüsiline tasand | (2) Kvaasimorontiaalse eksistentsi tavapärane keskfaas | (3) Edasijõudnud poolspirituaalne tasand
65:7	Mehaaniline-mitteõpetatav meel | Mittemehaaniline kogev meel
66:3	(1) Toidu ja materiaalse heaolu nõukogu | (2) Loomade kodustamise ja kasutamise nõukogu | (3) Röövloomade alistamise nõunikud | (4) Teadmiste levitamise ja säilitamise teaduskond | (5) Tööstuse ja kaubanduse komisjon | (6) Ilmutatud religiooni kolleegium | (7) Tervise ja elu kaitsjad | (8) Planeedi kunsti ja teaduse nõukogu | (9) Edasijõudnud hõimude suhete valitsejad | (10) Hõimude koordineerimise ja rassilise koostöö ülemkohus
68:5	(1) Kogumisetapp | (2) Jahipidamisetapp | (3) Karjakasvatuse etapp | (4) Põllumajanduse etapp
68:6	Maa ja inimese suhe
69:1	(1) Enesealalhoidmise institutsioonid | (2) Enesepüüdmise institutsioonid | (3) Eneserahuldamise institutsioonid
70:2	Kaasaegne industrialism versus militarismi
73:0	Tabamantia ülevaatus
76:3	Setiitide preesterkond
76:5	Michaeli sõnum
78:7	Noa lugu
80:2	Vahemere üleujutus
81:2	(1) Tule taltsutamine|(2) Loomade kodustamine|(3) Vangide orjastamine|(4) Eraomand
81:4	(1) Kaukaasia rassid | (2) Mongoliidsed rassid | (3) Neegrid rassid
81:5	Võim ja õigus
81:6	(1) Looduslikud olud|(2) Kapitalikaubad|(3) Teaduslikud teadmised|(4) Inimressursid|(5) Materiaalsete ressursside tõhusus|(6) Keele tõhusus|(7) Mehaaniliste seadmete tõhusus|(8) Tõrvikukandjate iseloom|(9) Rassilised ideaalid|(10) Spetsialistide koordineerimine|(11) Koha leidmise vahendid|(12) Koostöövalmidus|(13) Tõhus ja tark juhtimine|(14) Sotsiaalsed muutused|(15) Üleminekuperioodi kokkuvarisemise ennetamine
88:2	Kujud ja ebajumalad | „Pühad raamatud”
89:3	Kontinentsi kultus
89:7	Templihooramine
91:2	Palve versus maagia
92:4	(1) Dalamati õpetused | (2) Eedeni õpetused | (3) Saalemi Melkisedek | (4) Jeesus Naatsaretlane | (5) Urantia kirjad
92:6	Üksteist elavat religiooni
93:4	Usutunnistus | Seitse käsku
94:1	Rigveeda
94:2	Reinkarnatsiooni doktriin
94:8	Gautama evangeelium | Moraalsed käsud
96:5	Materialistlik ettehooldus
97:5	Miika ja Obadja
97:9	Efraim ja Juuda|Saul ja Taavet|Saalomon ja maksustamine|Iisrael ja Juuda|Iisraeli kuningriigi häving|Juuda kuningriigi lõpp|Babüloonia vangipõlv
98:4	Früügia Kübele ja Attise kultus | Egiptuse Osirise ja Isise kultus | Iraani Mithrase kultus
101:3	Kaksteist näidet vaimsest usust
101:6	Päästmise seitse aspekti
106:1	Seitsmekordne Jumal
106:2	Kõrgeim Olend
106:3	Kolmainsus Ülim
106:4	Ülim jumalus
106:5	Kolmainsus Absoluut
106:6	Kosmos on lõpmatu
106:8	(1) Kolme Kolmsuse tasand | (2) Kogemusliku Jumaluse tasand | (3) MINA OLEN tasand
108:2	Urantial | Teistel maailmadel
108:3	Tabamantia austusavaldus
109:6	Jeesuses elanud Kohandaja
109:7	Kõikjalt isikustatud olendid
110:7	Kohandaja palve hingele
111:7	Saatuse kaitsja avaldus
112:0	Isiksuse neliteist aspekti
114:4	Kõrgeimad regentsid
114:6	(1) Ajastu inglid | (2) Progressi inglid | (3) Usulised kaitsjad | (4) Rahvusliku elu inglid | (5) Rasside inglid | (6) Tuleviku inglid | (7) Valgustuse inglid | (8) Tervise inglid | (9) Koduseeravid | (10) Töö inglid | (11) Meelelahutuse inglid | (12) Üleinimliku teenistuse inglid
116:1	Kosmiline meel
116:5	Tasakaalu probleem
117:2	Olendite poolt kolmainsustatud pojad ja kasv
117:4	Kosmiline moraal – kõrgeim kohustus
117:5	Lõpptasemel transtsendent | Inimese kasvu tagajärjed
118:1	Kogemuslikud (subjektiivsed) ajaühikud
118:3	Tõde ja fakt | Ruum ja muster
118:8	Progressi ajaline valitseja
121:4	(1) Epikuurlane|(2) Stoik|(3) Küünik|(4) Skeptik
121:5	Müsteeriumireligioonid
121:8	(1) Markuse evangeelium|(2) Matteuse evangeelium|(3) Luuka evangeelium|(4) Johannese evangeelium|_Tänuavaldus
122:4	„Taaveti sugu”
122:8	Karjaste legend | Kolm Uri preestrit | „Petlemma täht“
122:10	Lend Egiptusesse
123:0	Viibimine Egiptuses
123:1	Jeesuse neljas aasta
123:2	Lastekasvatus
123:4	Materiaalsed õnnetused
124:1	Pilt põrandal | Kliima Galileas
124:2	Kiviraidur Jaakob poeg
124:3	Skythopolise episood
124:4	Isiklik moraal ja grupi lojaalsus
124:6	Maarja, Marta ja Laatsarus
126:3	„Meisa palve” päritolu | „Inimese Poeg” | Kes on Messias?
127:2	"Seloodi" episood
127:3	Jaakobusega paasapühal | Elisabeti ja Johannese külaskäik | Aamose surm
127:4	Laste kasvatamine
127:6	Paasapühade külastus Jeruusalemma
128:1	Kasvav teadlikkus jumalikkusest | Joosepiga paasapühal
128:2	Sepphorises sepana
128:3	Siimoniga paasapühal | Jeesus kohtub Stefanosega
128:5	Aleksandria ettepanek
128:6	Juudaga paasapühal | „Onu Joosua jutustab meile loo“
128:7	Jaakobuse abielu|Miriami abielu|Jaakobus, Joosepi perekonnapea
129:1	Kapernauma Sebedeus | Jeesus, paadiehitaja
129:2	Jeesus külastab Jeruusalemma | Kohtumine Gonodi ja Ganidiga
129:3	Rooma reisi eesmärk
130:1	Hea ja kurja arutelu
130:2	Mongoolia kaupmees | Kreeka tööline ja Rooma töödejuhataja | Jumala tahe ja inimese tahe
130:8	Esra, taganenud juut
132:0	Mõju kolmekümnele kahele usujuhile
132:4	Rooma senaatorile|Rooma sõdurile|Foorumil kõnelejale|Vaesele mehele, keda valesti süüdistati
132:7	Mõtlematu pagan | „Loome teiega uue religiooni.“
133:0	India kastisüsteem
133:2	Mees kohtles oma naist halvasti
133:3	Krispus, sünagoogi ülem | Justus, kaupmees | Kaks avalikku naist
133:4	Möldrile|Rooma tsentuuriole|Mithrase juhile|Epikuurlase õpetajale|Kreeka töövõtjale|Rooma kohtunikule|Kreeka kõrtsi perenaisele|Hiina kaupmehele|Britanniast pärit rändurile|Põgenenud poisile|Hukkamõistetud kurjategijale
134:1	Tagasipöördumine Naatsaretti | Siimona abielu; Juuda abielu
134:7	Üksildased rännakud
134:8	Luciferi mässu lõpp | Nebadoni suveräänsus
134:9	Külaskäik Johannesega Jeruusalemmas | Töö Sebedee paaditöökojas
135:8	Jeesuse ristimine
136:3	Konverents Gabrieliga | Universumi suveräänsuse lõpuleviimine
136:4	Isa tee
136:5	Isikupärastatud Kohandaja käsutuses | Kohandaja tundetus aja suhtes
136:6	Normaalse maise eksistentsi tee
136:7	Loomuseadusele kuuletumine
136:8	Keeldumine kurjusega kompromissile minemast
136:9	Taaveti trooni tagasilükkamine
136:10	„Ma allun oma Isa tahtele.“
137:1	Andreas ja Peetrus | Jaakobus ja Johannes
138:3	Mitte õiged, vaid patused
140:3	„Mäejutlus”
140:5	Õnnelikud on vaimult vaesed – alandlikud | Õnnelikud on need, kes nälgivad ja janunevad õiguse järele... | Õnnelikud on tasased | Õnnelikud on puhta südamega | Õnnelikud on need, kes leinavad | Õnnelikud on halastajad | Õnnelikud on rahutegijad | Õnnelikud on need, keda taga kiusatakse
140:6	„Ma vaatan teost kaugemale...“ | Lahutusest | Õiglusest ja halastusest | „Nad teevad hästi – ärge tehke neile tüli.“
140:8	(1) Isa tahte täitmine|(2) Poliitiline hoiak|(3) Sotsiaalne hoiak|(4) Majanduslik hoiak|(5) Isiklik religioon
141:3	Jeesuse isiksus | Jeesuse välimus
141:4	Teeni haigeid
141:6	Pärsia Teherma
141:7	Õpetus kuningriigist | Päästmine usu läbi; vabadus tõe kaudu
142:0	Külaskäik Annase juurde
142:2	Kreeta Jaakob
142:3	Kuus heebrea mõistet Jumalast | Varasemad kümme käsku
142:8	Ketsemani pargis asuv laager
143:1	„Nad tegid meie sõnumile kergekäelise märkuse.“ | „Kas te meenutate nõrku?“
143:3	Kolm päeva Sartaba mäel
143:6	Gerizimi mäe laagris
144:5	Seitse palvet teistest maailmadest
144:8	„...ütle Johnile, et teda pole unustatud.“
145:0	Külasta Ruthi
145:2	Religioon on isiklik kogemus | Noor epileptik | Peetri naise ema
146:2	Palve, tänu ja jumalateenistus | Õiglus ja halastus | Palve ja isiklik pingutus | Eetiline palve
146:3	Religioon, teadus ja filosoofia | Tõe kindlus | Külaskäik Sebulumisse
146:4	Töö kaevanduses | Pidalitõbise mehe tervendamine
146:5	Titus, aadlik
147:2	Eraldatus Johannese apostlitest
147:4	Nathanieli küsimus kuldreegli kohta
147:5	Rahalaenuandja tähendamissõna | Seisund ja edusammud
147:6	Kuus maakuulajat: „Hingamispäev on seatud inimese jaoks...“
148:8	Bagdadi Kirmeth
148:9	Kolme maakuulaja ristimine
149:0	Davidi luureorganisatsioon
149:1	Tervenemisnähtused
149:2	Varakristluse kaks viga | Jeesuse kuulsus ravitsejana | Tema naiste võrdõiguslikkuse tunnustamine | Tema isiksuse võlu
149:4	Kommentaarid viha kohta | Tasakaalustatud tegelaskujude kohta
150:3	Arutlus teemal „Maagia ja ebausk”
151:5	Torm järvel
152:0	Caesarea-Philippi Veronica
152:6	Lisateavet külvaja tähendamissõna kohta
153:2	„Mina olen eluleib.“
153:4	Kurja vaimu poolt vallatud poiss | „Kuidas saab Saatan Saatana välja ajada?“
153:5	Poolikute järgijate hülgamine
154:2	Sünagoogide sulgemine
154:4	„Mida me peaksime Jeesusega tegema?“
155:3	Tõde ja usutunnistus | Usutraditsioonide päritolu
156:2	"See maailm on ainult sild..."
156:5	Tähendamissõna rumalast puusepast | Kiusatus ja inimloomus | Materiaalse edu põhialused | Vaimne elu ja enesest lugupidamine | Ideaalid ja ideed | Taktitunne, sarm ja tarkus
156:6	Juudi juhtide suhtumine
157:0	Jeesus püüab oma perekonda näha
157:1	„Kala, kellel oli seekel suus.“
157:3	„Kelleks mehed mind peavad?“
157:6	Jeesuse elu neli etappi | Uued autoriteetsed avaldused
158:4	James Safedist
158:5	"Issand, ma usun, aita mu uskmatust."
159:1	„Kui tihti võib mu vend mu vastu pattu teha?“ | Tähendamissõna majapidajatega arveldamisest | Isikliku hinnangu ohud
159:4	„Mis on tõde Pühakirja kohta?“
159:5	„...vii pakk veel ühe miili jagu kaasa.“
160:1	Elu kolm liikumapanevat jõudu | Probleemide lahendamine ja kummardav meditatsioon | Eelarvamused ja tõe äratundmine
160:2	Sõpruse sotsialiseeriv väärtus | Abielu suur väärtus
160:4	Ilmaliku elu põhialused | Materiaalse edu tegurid | Ebaõnnestumise tähendus
160:5	Mis on religioon?|Jumala idee ja Jumala ideaal|Isa on lõplik väärtus|„Aga kas me oleme valmis hinda maksma...?“
161:1	Nathanieli viis punkti
161:2	Nathanieli ja Thomase diskursus
161:3	Keskteeliste vaated
162:0	„Isand... käsi tulel taevast alla tulla...“
162:2	Eeber, Suurkohtu ametnik
163:1	Saak on külluslik, aga töötegijaid on vähe
163:2	Rikkus ja rikkusearmastus
163:3	Tähendamissõna viinamäe töölistest
163:4	Jeesuse juhised | Peetruse ordinatsioonijutlus
165:3	„Hoiduge variseride haputaignast...” | „...teie juuksekarvadki on ära loetud”
165:4	Mõistulugu rumalast rikkast mehest | „Kus on su varandus, seal on ka su süda.“ | „Mis kasu sellest on, kui sa võidad terve maailma...?“
165:5	"Mõelge liiliatele, kuidas nad kasvavad ..."
166:1	Tseremoniaalne kätepesu
166:3	Kitsas ja sirge tee | Paljud esimesed jäävad viimasteks | „Ma seisan ukse taga ja koputan“
166:4	Abneri hilisem teenimistöö ja surm
167:1	Uskliku tervendamine|„...ära istu esimesele istmele...“
167:5	Variser ja tölner | Õpetus abielust
167:6	Ilu kui kummardamist vääriv tegur
168:0	„Mina olen ülestõusmine ja elu...“
168:3	„Parem on, et üks inimene sureb...“
169:0	Sanhedrini süüdistused Jeesuse vastu
169:4	Jeesus elas Jumala ilmutusena | Elohim ja Jahve
170:2	Patt ja andestus
170:5	Sotsiaalne vendlus ja vaimne vendlus | Teine ja suurem Ristija Johannes | Kristlus ja Jeesuse evangeelium
171:0	„... luba mulle, et need mu pojad saavad au osaliseks...“
171:1	David Zebedee hilisem elu | Antiookia ja Filadelfia
171:3	Hüvastijätt Abneriga
171:4	Peetrus ja Siimon ning 100 mõõka | Hoiatus sõbralike variseride eest
171:8	Naatanaeli tähendamissõna tõlgendus
172:1	Maarja võiab Jeesuse jalgu | Jeesus noomib Juudast
172:4	Lesknaise lepto
173:2	„Kust oli Johannese ristimine?”
173:4	Kivi, mille ehitajad hülgasid
173:5	„Hävitage see tempel ja ... mina püstitan selle uuesti.”
174:0	Individuaalsed tervitused kaheteistkümnele
174:2	Kas on seaduslik Caesarile makse maksta?
174:4	Päästja, kelle poeg ta on?
174:5	„... välja arvatud juhul, kui nisuiva kukub maasse ja sureb...” | „... kui mind ülendatakse... teie elus...”
175:1	„Põlvest põlve oleme saatnud oma prohveteid...”|„...kes teie seast tahab olla suurim...”|„Häda teile, kirjatundjad ja variserid, te silmakirjatsejad!”|„...te...puhastate karika väliskülje...”|„Ja nüüd ma jätan teiega hüvasti.”
175:4	Juuda lõplik otsus
176:2	Matteuse evangeeliumi jutustus
176:3	Tähendamissõna talentidest | „Jätkake, kuni ma tulen.“ | Kommentaarid elava tõe kasvu kohta
177:1	John Mark ja lõunakorv
177:5	Hoidu rahvahulga toetusest
178:1	Õpi olema ustav isegi õitsengus | Ära kiusa oma juhendavaid ingleid
178:2	Taavet vabastab Juuda „kotist” | Korraldused viimaseks õhtusöömaajaks
180:1	„...armastage üksteist nõnda, nagu mina teid olen armastanud.”
180:3	„Ärgu teie südamed ehmugu.“ | „Isand, näita meile Isa...“
180:5	Kommentaarid kuldreegli kohta
181:1	„Ma annan igaühele teist kõik, mida te vastu võtate.“ | „Ärgu olgu teie süda mures.“
182:1	Jeesuse laiendatud arusaam Jumala nime ilmutusest
182:2	Jooksja Abneri juurde saatmine | Taavet Sebedee hüvastijätt
182:3	Vaim on küll valmis, aga liha on nõrk
184:4	Inimese uus ilmutus Jumalale
185:2	Suurkohtu kirjalikud süüdistused
185:6	Jeesuse piitsutamine | „Ennäe inimest!“
186:0	Jeesuse perekond Betaanias
186:1	Kolmkümmend hõbemünti
186:2	„Pilatuse kohtu all Jeesuse ees.“ | „Ennäe, Jumal ja inimene!“
187:1	„Jeruusalemma tütred, ärge nutke minu pärast...“ | Siimon Küreenest
187:4	Jeesuse käsk Johannesele
188:0	Joosep ja Nikodeemus Pilatuse ees
188:3	Mida Jeesus Isa kätte usaldas? | Jeesuse isiksuse staatus
189:3	Isikupärastatud Kohandaja lahkumine
189:4	Viis naist | Jeesus ilmub Maarja Magdaleenale
189:5	Teine ilmumine - Maarja Magdaleenale
190:2	Ilmumine oma vennale Jamesile | Ilmumine oma maise perekonna ees
191:0	Üksikute apostlite reaktsioonid
191:3	Morontia progresseerumise etapid
191:5	„Õndsad on need, kes elavad tulevastel ajastutel...“
192:1	"Poisid, kas te olete midagi kätte saanud?"
193:0	Kuueteistkümnes ilmumine (Nikodeemose õuel)
194:0	Uus evangeelium Jeesusest
194:2	Tõe Vaimu missioon | Inimese kolmekordne vaimne annetus | Seitse kõrgemat vaimset mõjujõudu
195:0	Kristluse võidukäigu põhjused õhtumaal | Varakristlikud kompromissid
196:0	Jeesuse elav usk Jumalasse|„Otsige esmalt taevariiki.”|„Miks te nimetate mind heaks?”|Mida palve Jeesusele tähendas|Jeesuse lapselik usk Jumalasse
196:2	Jeesusest rääkiv religioon | Religioon kui isiklik kogemus
196:3	Fakt, idee ja seos|Mõistus, tarkus ja usk|Asi, tähendus ja väärtus|Kui inimeses ei elaks jumalik armastaja...|Moraal ja religioon|Isa on elav armastus
