ref	subsections
39:2	(1) Underrättelsekåren|(2) Barmhärtighetens Röst|(3) Andekoordinatorer|(4) Assisterande lärare|(5) Transportörerna|_Serafiska transporttekniker|(6) Upptecknarna|_Sändarna|(7) Reserverna
39:3	(1) Handledande assistenter|(2) Juridiska prognosmakare|(3) Sociala arkitekter|(4) Etiska sensibilisatorer|(5) Transportörerna|(6) Inspelarerna|(7) Reservstyrkorna
39:4	(1) Administrativa assistenter | (2) Rättviseguider | (3) Tolkare av kosmiskt medborgarskap | (4) Moralens påskyndare | (5) Transportörerna | (6) Upptecknarna | (7) Reserverna
39:5	(1) Trädgårdens röster|(2) Broderskapets andar|(3) Fredens själar|(4) Tillitens andar|(5) Transportörerna|_Avgång av en serafisk transportör|(6) Upptecknarna|(7) Reservstyrkorna
40:5	Dödliga av den övergående eller erfarenhetsmässiga Riktarens vistelse|Dödliga av typen som inte är Riktare-fusion|Dödliga med Riktare-fusionspotential|Den onumrerade serien
40:9	Tekniker för minnesrekonstruktion
42:2	(1) Rymdpotens|(2) Urkraft|(3) Emergenta energier|_a. Puissant energi|_b. Gravitationsenergi|(4) Universumskraft|(5) Havonaenergi|(6) Transcendental energi|(7) Monota
42:10	(1) Preadjutant-andesinnen|(2) Adjutant-andesinnen|(3) Utvecklande morontiasinnen|_Det kosmiska sinnet
45:1	(1) Finalitvärlden|(2) Morontiavärlden|(3) Änglavärlden|(4) Superänglavärlden|(5) Sönernas värld|(6) Andens värld|(7) Faderns värld
45:6	Föräldraerfarenhet|Satanias prövotidningsbarnkammare
46:5	(1) Guds Söners Cirklar|(2) Änglarnas Cirklar|(3) Universumshjälparnas Cirklar|(4) De Mästarliga Fysiska Övervakarnas Cirklar|(5) De uppstigande dödligas Cirklar|(6) Artighetskoloniernas Cirklar|(7) Finaliternas Cirklar
47:1	Nödvändig föräldraerfarenhet
47:3	Morontiaföljeslagare
47:8	Justerare fusion
48:2	(1) Kretsregulatorer|(2) Systemkoordinatorer|(3) Planetära förvaltare|(4) Kombinerade styrenheter|(5) Sambandsstabilisatorer|(6) Selektiva sorterare|(7) Associerade registratorer
48:3	(1) Pilgrimväktare|(2) Pilgrimmottagare och fria associatörer|(3) Värdar för himmelska besökare|(4) Samordnare och kontaktledare|(5) Tolkar och översättare|(6) Utflykts- och återvändshandledare|(7) Områdes- och byggnadsvakter
48:4	Himmelsk humor|Dödlig humor
48:6	(1) Serafiska Evangelister|_Originalet till den tjugotredje psalmen|(2) Rastolkare|(3) Tankeplanerare|(4) Morontiarådgivare|_Stereoskopisk effekt av mota|(5) Tekniker|(6) Upptecknare-Lärare|_Sanning och fakta|(7) Omvårdnadsreserver|_Framgång, misslyckande och ego
49:2	(1) De atmosfäriska typerna|(2) De elementära typerna|(3) Gravitationstyperna|(4) Temperaturtyperna|(5) De elektriska typerna|(6) De energigivande typerna|(7) De namnlösa typerna
49:5	(1) Anpassning till planetarisk miljö|_Experimentell serie inspekterad av Tabamantia|(2) Hjärntypsserie|(3) Andemottagningsserie|(4) Planetariska dödliga epoker|(5) Varelse-släktskapsserier|(6) Riktare-fusionsserie|(7) Tekniker för jordisk flykt
49:6	(1) Den dispensationella eller gruppmässiga överlevnadsordningen | (2) De individuella uppstigningsorden | (3) De prövotidsberoende uppstigningsorden | (4) De sekundära modifierade uppstigningsorden | (5) Den primära modifierade uppstigningsorden
50:7	Agondonter|Tabamantia en agondonter
54:5	Tolv skäl
55:4	De sju stadierna på en planet|Frigörelse av mellanvarelser|Adamisk avfärd
55:12	Den Högstes okvalificerade handledare
57:4	Solens ursprung
57:5	Retrograd rörelse
57:6	Planetbildningseran|Tidvattenfriktion|Tyngdkrafts-tidvattenexplosioner
57:7	Vulkanåldern|Den primitiva planetariska atmosfären
57:8	Jordbävningarnas tidsålder | Världshavet och den första kontinenten
59:1	Trilobitåldern
59:2	Ryggradslösa djurens tidsålder
59:3	Korallperioden|Brachiopodernas tidsålder
59:4	Den vegetativa landlivsperioden | Fiskarnas tidsålder
59:5	Karbonperioden i ormbunksskogen | Grodornas tidsålder
59:6	Frö- och plantperioden | Den biologiska vedermödans tidsålder
60:3	Blomningsperioden | Fåglarnas tidsålder
61:1	De tidiga däggdjurens tidsålder
61:2	De avancerade däggdjurens tidsålder
61:3	Elefantens och hästens tidsålder
61:4	Den sista stora däggdjursmigrationen
62:3	Simianstammarnas ursprung
64:6	(1) Den röda mannen|(2) Den orangea mannen|(3) Den gula mannen|(4) Den gröna mannen|(5) Den blå mannen|(6) Den indigofarga rasen|_Syftet med de sex raserna
65:1	(1) Den fysiska nivån av elektrokemi|(2) Den vanliga mellanfasen av kvasi-morontiell existens|(3) Den avancerade halvandliga nivån
65:7	Mekaniskt-icke-lärbart sinne|Icke-mekaniskt upplevande sinne
66:3	(1) Rådet för livsmedel och materiell välfärd | (2) Nämnden för domesticering och utnyttjande av djur | (3) Rådgivarna angående erövring av rovdjur | (4) Fakulteten för spridning och bevarande av kunskap | (5) Kommissionen för industri och handel | (6) Kollegiet för uppenbarad religion | (7) Väktarna av hälsa och liv | (8) Planetrådet för konst och vetenskap | (9) Styrarna för avancerade stamrelationer | (10) Högsta domstolen för stamsamordning och rassamarbete
68:5	(1) Insamlingsstadiet|(2) Jaktstadiet|(3) Betesmarksstadiet|(4) Jordbruksstadiet
68:6	Förhållandet mellan mark och man
69:1	(1) Institutioner för självförsörjning | (2) Institutioner för självförsörjning | (3) Institutioner för självtillfredsställelse
70:2	Modern industrialism kontra militarism
73:0	Tabamantias inspektion
76:3	Det setitiska prästerskapet
76:5	Michaels meddelande
78:7	Noas berättelse
80:2	Översvämningar av Medelhavet
81:2	(1) Eldens tämjande|(2) Djurens domesticering|(3) Förslavning av fångar|(4) Privat egendom
81:4	(1) De kaukasiska raserna|(2) De mongoliska raserna|(3) De negroida raserna
81:5	Makt och rätt
81:6	(1) Naturliga omständigheter|(2) Kapitalvaror|(3) Vetenskaplig kunskap|(4) Mänskliga resurser|(5) Materiella resursers effektivitet|(6) Språkets effektivitet|(7) Mekaniska anordningars effektivitet|(8) Fackelbärarnas karaktär|(9) Rasidealen|(10) Samordning av specialister|(11) Platsfinnande anordningar|(12) Viljan att samarbeta|(13) Effektivt och klokt ledarskap|(14) Sociala förändringar|(15) Förebyggande av övergångssammanbrott
88:2	Bilder och avgudar|"Heliga böcker"
89:3	Kontinenskulten
89:7	Tempelhora
91:2	Bön kontra magi
92:4	(1) Dalamaternas läror | (2) Edeniska lärorna | (3) Melkisedek från Salem | (4) Jesus från Nasaret | (5) Urantia-dokumenten
92:6	Elva levande religioner
93:4	Trosbekännelsen|De sju budorden
94:1	Rigveda
94:2	Läran om reinkarnation
94:8	Gautamas evangelium | De moraliska buden
96:5	Materialistisk försyn
97:5	Mika och Obadja
97:9	Efraim och Juda|Saul och David|Salomo och beskattning|Israel och Juda|Israels rikes förstörelse|Judas rikes slut|Den babyloniska fångenskapen
98:4	Den frygiska kulten av Kybele och Attis|Den egyptiska kulten av Osiris och Isis|Den iranska kulten av Mithras
101:3	Tolv illustrationer av andlig tro
101:6	Sju aspekter av frälsning
106:1	Gud den sjufaldige
106:2	Den Högsta Varelsen
106:3	Den ultimata treenigheten
106:4	Den ultimata gudomen
106:5	Den absoluta treenigheten
106:6	Kosmos oändligt
106:8	(1) Nivån av tre Treenigheter | (2) Nivån av erfarenhetsmässig Gudom | (3) Nivån av JAG ÄR
108:2	På Urantia|På andra världar
108:3	Tabamantias hyllning
109:6	Riktaren som bodde i Jesus
109:7	Allmänpersonliga varelser
110:7	Riktarens vädjan till själen
111:7	En ödets väktares uttalande
112:0	Fjorton aspekter av personligheten
114:4	De flesta höga regenterna
114:6	(1) De epokala änglarna|(2) Framstegsänglarna|(3) De religiösa väktarna|(4) Det nationella livets änglar|(5) Rasernas änglar|(6) Framtidens änglar|(7) Upplysningens änglar|(8) Hälsans änglar|(9) Hemmeseraferna|(10) Flitens änglar|(11) Avkopplingens änglar|(12) Övermänsklig verksamhets änglar
116:1	Det kosmiska sinnet
116:5	Problemet med jämvikt
117:2	Varelsernas treenigade söner och tillväxt
117:4	Kosmisk moral - högsta plikt
117:5	Finalittranscendation|Återverkningar av mänsklig tillväxt
118:1	Erfarenhetsmässiga (subjektiva) tidsenheter
118:3	Sanning och fakta|Rum och mönster
118:8	Tidshövdingen för framsteg
121:4	(1) Epikuréen|(2) Stoikern|(3) Cynikern|(4) Skeptikern
121:5	De mystiska religionerna
121:8	(1) Markusevangeliet | (2) Matteusevangeliet | (3) Lukasevangeliet | (4) Johannesevangeliet | _Tack
122:4	"Davids hus"
122:8	Legenden om herdarna|De tre prästerna från Ur|"Betlehemsstjärnan"
122:10	Flygningen till Egypten
123:0	Vistelsen i Egypten
123:1	Jesu fjärde år
123:2	Barnuppfostran
123:4	Väsentliga olyckor
124:1	Bilden på golvet|Klimatet i Galileen
124:2	Jakob, stenhuggarens son
124:3	Scythopolis-avsnittet
124:4	Personlig moral och grupplojalitet
124:6	Maria, Marta och Lasarus
126:3	Ursprunget till "Förevars bön" | "Människosonen" | Vem är Messias?
127:2	Zealot-avsnittet
127:3	Med Jakob vid påsken | Elisabets och Johannes besök | Amos död
127:4	Att uppfostra barnen
127:6	Påskbesök i Jerusalem
128:1	Växande medvetenhet om gudomlighet | Med Josef vid påsken
128:2	Som smed i Sepphoris
128:3	Med Simon vid påsken | Jesus möter Stefanus
128:5	Det alexandrinska förslaget
128:6	Med Jude vid påsken | ”Farbror Josua berättar en historia för oss”
128:7	Jakobs äktenskap|Miriams äktenskap|Jakob, Josefs familjeöverhuvud
129:1	Sebedeus från Kapernaum | Jesus båtbyggaren
129:2	Jesus besöker Jerusalem | Möter Gonod och Ganid
129:3	Syftet med resan till Rom
130:1	Diskussion om gott och ont
130:2	Köpmannen från Mongoliet|Den grekiske arbetaren och den romerske förmannen|Guds vilja och människans vilja
130:8	Esra, den avfällige juden
132:0	Inflytande på trettiotvå religiösa ledare
132:4	Till den romerske senatorn|Till den romerske soldaten|Till talaren på forumet|Till den fattige mannen, falskeligen anklagad
132:7	Den tanklösa hedningen | "Låt oss skapa en ny religion, du och jag."
133:0	Indiens kastsystem
133:2	Mannen som misshandlade sin fru
133:3	Krispus, synagogans översteföreståndare | Justus, köpmannen | De två offentliga kvinnorna
133:4	Till mjölnaren|Till den romerske centurionen|Till den mithraiske ledaren|Till den epikureiske läraren|Till den grekiske entreprenören|Till den romerske domaren|Till värdinnan på det grekiska värdshuset|Till den kinesiske köpmannen|Till resenären från Britannien|Till den förrymde pojken|Till den dömde brottslingen
134:1	Återvända till Nasaret | Simons äktenskap; Judas äktenskap
134:7	Ensamma vandringar
134:8	Slutet på Luciferupproret | Nebadons suveränitet
134:9	Besök med Johannes i Jerusalem | Arbete i Zebedeus båtverkstad
135:8	Jesu dop
136:3	Konferens med Gabriel | Fullbordandet av universums suveränitet
136:4	Faderns väg
136:5	Personlig justerare i befäl | Justerares okänslighet för tid
136:6	Den normala jordiska tillvarons väg
136:7	Lydnad mot naturlagen
136:8	Vägran att kompromissa med ondskan
136:9	Avslag på Davids tron
136:10	"Jag skall lyda min Faders vilja."
137:1	Andreas och Petrus | Jakob och Johannes
138:3	Inte de rättfärdiga utan syndare
140:3	Bergspredikan
140:5	Lyckliga är de fattiga i anden – de ödmjuka | Lyckliga är de som hungrar och törstar efter rättfärdighet... | Lyckliga är de ödmjuka | Lyckliga är de renhjärtade | Lyckliga är de som sörjer | Lyckliga är de barmhärtiga | Lyckliga är de som stifter fred | Lyckliga är de som förföljs
140:6	”Jag ser bortom själva handlingen ...” | Angående skilsmässa | Rättvisa och barmhärtighet | ”De gör det bra – besvära dem inte.”
140:8	(1) Att göra Faderns vilja | (2) Politisk attityd | (3) Social attityd | (4) Ekonomisk attityd | (5) Personlig religion
141:3	Jesu personlighet | Jesu utseende
141:4	Tjänare till de sjuka
141:6	Teherma den persiska
141:7	Undervisning om riket | Frälsning genom tro; frihet genom sanning
142:0	Besök hos Annas
142:2	Jakob av Kreta
142:3	Sex hebreiska uppfattningar om Gud | De tidigare tio budorden
142:8	Lägret i Getsemaneparken
143:1	"De förringade vårt budskap." | "Liknar ni veklingar?"
143:3	Tre dagar på berget Sartaba
143:6	I läger på berget Gerisim
144:5	Sju böner från andra världar
144:8	"... säg till John att han inte är bortglömd."
145:0	Besök med Rut
145:2	Religion är en personlig upplevelse|Den unge epileptikern|Peters frus mamma
146:2	Bön, tacksägelse och tillbedjan|Rättvisa och barmhärtighet|Bön och personlig ansträngning|Etisk bön
146:3	Religion, vetenskap och filosofi|Sanningens försäkran|Besöket i Sebulum
146:4	Arbete i gruvorna|Att bota den spetälske mannen
146:5	Titus, adelsmannen
147:2	Separation från Johannes apostlar
147:4	Nathaniels fråga om den gyllene regeln
147:5	Liknelsen om penninglånaren|Status och framsteg
147:6	De sex spionerna|”Sabbaten blev till för människans skull…”
148:8	Kirmet från Bagdad
148:9	Dop av tre av spionerna
149:0	Davids underrättelseorganisation
149:1	De helande fenomenen
149:2	Två misstag i den tidiga kristendomen|Jesu berömmelse som helbrägdagörare|Hans erkännande av kvinnors jämlikhet|Hans personlighet
149:4	Kommentarer om ilska|Angående välbalanserade karaktärer
150:3	Diskurs om "Magi och vidskepelse"
151:5	Stormen på sjön
152:0	Veronica från Caesarea Filippi
152:6	Mer om liknelsen om såningsmannen
153:2	"Jag är livets bröd."
153:4	Pojken besatt av den onda anden | ”Hur kan Satan driva ut Satan?”
153:5	Desertering av de halvhjärtade anhängarna
154:2	Stängningen av synagogorna
154:4	"Vad ska vi göra med Jesus?"
155:3	Sanning och trosbekännelse|Ursprunget till religiösa traditioner
156:2	"Denna värld är bara en bro ..."
156:5	Liknelsen om den dåre snickaren|Frestelse och mänsklig natur|Det väsentliga för materiell framgång|Andligt liv och självrespekt|Idealer och idéer|Takt, charm och visdom
156:6	De judiska ledarnas attityd
157:0	Jesus försöker träffa sin familj
157:1	"Fisken med en shekel i munnen."
157:3	"Vem säger människorna att jag är?"
157:6	De fyra stadierna i Jesu liv | Nya auktoritativa uttalanden
158:4	Jakob av Safed
158:5	"Herre, jag tror, ​​hjälp min otro."
159:1	"Hur ofta skall min broder synda mot mig?" | Liknelsen om uppgörelsen med förvaltarna | Farorna med personligt omdöme
159:4	"Vad är sanningen om Skrifterna?"
159:5	"... bär packningen en andra mil."
160:1	Livets tre drivkrafter|Problemlösning och tillbedjansfull meditation|Fördomar och insikten om sanningen
160:2	Vänskapens socialiserande värde|Äktenskapets stora värde
160:4	Det timliga livets grunder|Faktorer för materiell framgång|Betydelsen av misslyckande
160:5	Vad är religion?|Idén om Gud och idealet om Gud|Fadern är det slutgiltiga värdet|"Men är vi villiga att betala priset .....?"
161:1	Nathaniels fem poäng
161:2	Föreläsning av Nathaniel och Thomas
161:3	Mellanväselns åsikter
162:0	”Mästare ... befallde eld att komma ner från himlen ...”
162:2	Eber, ämbetsmannen i Sanhedrin
163:1	Skörden är riklig men arbetarna är få
163:2	Rikedom och kärlek till rikedom
163:3	Liknelsen om arbetarna i vingården
163:4	Jesu instruktioner | Petrus ordinationspredikan
165:3	"Akta er för fariséernas surdeg..." | "... till och med hårstrån på era huvuden är räknade"
165:4	Liknelsen om den dåre rike mannen | ”Där din skatt är, där kommer också ditt hjärta att vara.” | ”Vad gagnar det om du vinner hela världen ...?”
165:5	"Se på liljorna, hur de växer..."
166:1	Ceremoniell handtvätt
166:3	Den raka och smala vägen|Många som är de första skall bli de sista|"Jag står vid dörren och bultar"
166:4	Abners senare tjänstgöring och död
167:1	Helande av den troende | “... sitt inte ner på den främsta platsen ...”
167:5	Farisén och publikanen | Undervisning om äktenskapet
167:6	Skönhet som ett inflytande för dyrkan
168:0	"Jag är uppståndelsen och livet ..."
168:3	"Det är bättre att en man dör ..."
169:0	Sanhedrins anklagelser mot Jesus
169:4	Jesus levde en uppenbarelse av Gud|Elohim och Jahve
170:2	Synd och förlåtelse
170:5	Socialt brödraskap och andligt brödraskap|En annan och större Johannes Döparen|Kristendomen och Jesu evangelium
171:0	"... lova mig att dessa mina söner ska få ära ..."
171:1	David Zebedeios senare liv | Antiokia och Filadelfia
171:3	Farväl till Abner
171:4	Petrus och Simon och de 100 svärden | Varning för de vänliga fariséerna
171:8	Nathaniels tolkning av liknelsen
172:1	Maria smörjer Jesu fötter | Jesus tillrättavisar Judas
172:4	Änkans öre
173:2	"Johannes' dop, varifrån kom det?"
173:4	Stenen som byggarna förkastade
173:5	”Förstör detta tempel, så skall jag upprätta det igen.”
174:0	Individuella hälsningar till de tolv
174:2	Är det tillåtet att betala tribut till kejsaren?
174:4	Befriaren, vems son är han?
174:5	"... om inte vetekornet faller i jorden och dör ..." | "... om jag blir upphöjd ... i era liv ..."
175:1	”Generation efter generation har vi sänt våra profeter ...”|”... den som vill vara störst bland er ...”|”Ve er, skriftlärda och fariséer, hycklare!”|”... ni ... rengör utsidan av bägaren ...”|”Och nu tar jag farväl av er.”
175:4	Judas slutgiltiga beslut
176:2	Berättelsen i Matteusevangeliet
176:3	Liknelsen om talenterna | ”Fortsätt tills jag kommer.” | Kommentarer om den levande sanningens tillväxt
177:1	John Mark och lunchkorgen
177:5	Se upp för stödet från mängden
178:1	Lär dig att vara trogen även i framgång | Fresta inte änglarna i din övervakning
178:2	David befriar Judas från "påsen" | Arrangemang för den sista måltiden
180:1	"... älska varandra så som jag har älskat er."
180:3	”Låt inte era hjärtan oroas.”|”Mästare, visa oss Fadern…”
180:5	Kommentarer om den gyllene regeln
181:1	"Jag ger var och en av er allt ni vill ta emot." | "Låt inte era hjärtan oroas."
182:1	Jesu utvidgning av uppenbarelsen av Guds namn
182:2	Skicka löparen till Abner | David Zebedee tar avsked
182:3	Anden är villig men köttet är svagt
184:4	En ny uppenbarelse av människan för Gud
185:2	Sanhedristdomstolens skriftliga anklagelser
185:6	Jesu gissling | ”Se mannen!”
186:0	Jesu familj i Betania
186:1	De trettio silvermynten
186:2	”Pilatus står inför Jesus.” | ”Se, Gud och människor!”
187:1	"Jerusalems döttrar, gråt inte över mig ..." | Simon från Cyrene
187:4	Jesu uppmaning till Johannes
188:0	Josef och Nikodemus inför Pilatus
188:3	Vad anförtrodde Jesus i Faderns händer? | Status för Jesu personlighet
189:3	Den personliga justerarens avgång
189:4	De fem kvinnorna|Jesus visar sig för Maria Magdalena
189:5	Andra framträdandet - för Maria Magdalena
190:2	Visande för sin bror Jakob | Visande för sin jordiska familj
191:0	Reaktioner från de enskilda apostlarna
191:3	Stadier av morontiaprogression
191:5	"Saliga är de som kommer i tidsåldrarna ..."
192:1	"Grabbar, har ni fångat något?"
193:0	Det sextonde framträdandet (Nikodemus gård)
194:0	Det nya evangeliet om Jesus
194:2	Sanningens Andes uppdrag|Människans trefaldiga andliga gåva|De sju högre andliga influenserna
195:0	Skäl till kristendomens triumf i västerlandet | Tidiga kristna kompromisser
196:0	Jesu levande tro på Gud | ”Sök först himmelriket.” | ”Varför kallar du mig god?” | Vad bön betydde för Jesus | Jesu barnsliga tro på Gud
196:2	Religionen om Jesus | Religion som en personlig erfarenhet
196:3	Faktum, idé och relation|Förnuft, visdom och tro|Ting, mening och värde|Om inte en gudomlig älskare levde i människan...|Moral och religion|Fadern är levande kärlek
