ref	subsections
39:1	(1) خادمان پسر-روح|_مأموران اعطایی|(2) مشاوران دربار|(3) جهت‌دهندگان جهان|(4) مشاوران آموزشی|(5) مدیران واگذاری|(6) ثبت‌کنندگان|(7) خادمان غیرمرتبط 
39:2	(1) سپاه اطلاعات|(2) صدای رحمت|(3) هماهنگ‌کنندگان روح|(4) دستیاران آموزگار|(5) انتقال‌دهندگان|_تکنیک‌های انتقال سرافی|(6) ثبت‌کنندگان|_پخش‌کنندگان|(7) ذخیره‌ها 
39:3	(1) دستیاران سرپرست|(2) پیش‌بینی‌کنندگان قانون|(3) اجتماعی معماران|(4) حساس‌کنندگان اخلاقی|(5) حمل‌کنندگان|(6) ثبت‌کنندگان|(7) نیروهای ذخیره 
39:4	(1) دستیاران اداری|(2) راهنمایان عدالت|(3) مفسران کیهانی شهروندی|(4) زنده‌کننده‌های اخلاق|(5) ناقلان|(6) ثبت‌کنندگان|(7) ذخایر 
39:5	(1) صداهای باغ|(2) ارواح برادری|(3) ارواح صلح|(4) ارواح امانت|(5) ناقلان|_عزیمت یک انتقال سراف|(6) ثبت‌کنندگان|(7) ذخایر
40:5	انسان‌های موقت یا تجربیِ دارای تنظیم‌کننده موقت|انسان‌های غیر از انواع پیوند با تنظیم‌کننده|انسان‌های دارای پتانسیل پیوند با تنظیم‌کننده|سری بدون شماره 
40:9	تکنیک‌های بازسازی حافظه 
42:2	(1) توانمندی فضایی|(2) نیروی اولیه|(3) انرژی‌های نوظهور|_الف. انرژی قدرتمند|_ب. انرژی جاذبه|(4) قدرت جهان|(5) انرژی هاونا|(6) انرژی متعالی|(7) مونوتا 
42:10	(1) اذهان پیش از روح آجودان|(2) اذهان یاور-روح|(3) اذهان مورانشیا در حال تکامل|_ذهن کیهانی 
45:1	(1) دنیای پایان دهندگان|(2) دنیای مورانشیا|(3) دنیای فرشتگان|(4) دنیای ابرفرشتگان|(5) دنیای پسران|(6) دنیای روح|(7) دنیای پدر 
45:6	تجربه والدینی|مهد کودک آزمایشی سِتانیا 
46:5	(1) دایره‌های پسران خدا|(2) دایره‌های فرشتگان|(3) دایره‌های یاران جهان|(4) دایره‌های کنترل‌کنندگان اصلی فیزیکی|(5) دایره‌های انسان‌های در حال صعود|(6) دایره‌های کلونی‌های محترم|(7) دایره‌های پایان دهندگان 
47:1	تجربه لازم والدینی 
47:3	یاران مورانشیا 
47:8	پیوند با تنظیم‌کننده 
48:2	(1) تنظیم‌کنندگان مدار|(2) هماهنگ‌کنندگان سیستم|(3) متولیان سیاره‌ای|(4) کنترل‌کنندگان ترکیبی|(5) تثبیت‌کننده‌های رابط|(6) دسته‌بندی‌کنندگان انتخابی|(7) ثبت‌کنندگان وابسته 
48:3	(1) نگهبانان زائر|(2) دریافت‌کنندگان زائر و مرتبطین آزاد|(3) میزبانان بازدیدکنندگان آسمانی|(4) هماهنگ‌کنندگان و مدیران رابط|(5) مفسران و مترجمان|(6) سرپرستان گشت و گذار و بازگشت|(7) متولیان منطقه و ساختمان 
48:4	شوخ طبعی آسمانی|شوخ طبعی انسانی 
48:6	(1) مژده‌دهندگان سراف|_اصل مزمور بیست و سوم|(2) مفسران نژادی|(3) برنامه‌ریزان ذهن|(4) مشاوران مورانشیا|_اثر برجسته‌نمایی موتا|(5) تکنسین‌ها|(6) معلمان-ضبط‌کنندگان|_حقیقت و واقعیت|(7) خدمت ذخایر|_موفقیت، شکست، و نفس 
49:2	(1) انواع جوی|(2) انواع عنصری|(3) انواع جاذبه|(4) انواع دما|(5) انواع الکتریکی|(6) انواع انرژی دهنده|(7) انواع بی نام 
49:5	(1) سازگاری با محیط سیاره ای|_سری آزمایشی بررسی شده توسط تابامانتیا|(2) سری نوع مغز|(3) سری پذیرش روح|(4) دوره های سیاره ای-فانی|(5) سریال های خویشاوندی موجودات|(6) سری آمیختگی تنظیم کننده|(7) تکنیک های فرار زمینی 
49:6	(1) نظم بقای دوره ای یا گروهی|(2) سلسله مراتب صعود فردی|(3) سلسله مراتب صعود وابسته به آزمایش|(4) سلسله مراتب صعود ثانویه اصلاح شده|(5) نظم صعود اولیه اصلاح شده 
50:7	آگوندانترها|تابامانتیا یک آگوندانترها 
54:5	دوازده دلیل 
55:4	هفت مرحله در یک سیاره|رهایی از بینابینی‌ها|عزیمت آدم| 
55:12	|دوران تشکیل سیارات|اصطکاک جزر و مدی|انفجارهای گرانشی-جزر و مدی| 
57:4	عصر آتشفشانی|جو اولیه سیاره‌ای 
57:5	سرپرستان بی‌قید و شرط خداوند متعال
57:6	منشأ حرکت قهقرایی 
57:7	خورشید 
57:8	عصر زلزله‌ها | اقیانوس جهانی و قاره اول 
59:1	عصر تریلوبیت‌ها عصر 
59:2	بی‌مهرگان-جانوران 
59:3	دوره مرجان‌ها | عصر بازوپایان 
59:4	دوره حیات رویشی خشکی | عصر ماهی‌ها دوره 
59:5	کربنیفر سرخس-جنگل‌ها | عصر قورباغه‌ها دوره 
59:6	بذر-گیاهان | عصر رنج بیولوژیکی دوره 
60:3	گیاهان گلدار | عصر پرندگان 
61:1	عصر پستانداران اولیه عصر 
61:2	پستانداران پیشرفته 
61:3	عصر فیل و اسب 
61:4	آخرین مهاجرت بزرگ پستانداران 
62:3	منشأ قبایل میمون 
64:6	(1) مرد قرمز | (2) مرد نارنجی | (3) مرد زرد | (4) مرد سبز | (5) مرد آبی | (6) نژاد نیلی | _هدف شش نژاد (1 
65:1	) سطح فیزیکی الکتروشیمی | (2) مرحله میانی معمول وجود شبه مورونی | (3) سطح نیمه معنوی پیشرفته 
65:7	مکانیکی-غیرقابل آموزش ذهن | ذهن تجربه‌گر غیرمکانیکی 
66:3	(1) شورای غذا و رفاه مادی | (2) هیئت اهلی‌سازی و بهره‌برداری از حیوانات | (3) مشاوران مربوط به غلبه بر حیوانات درنده | (4) هیئت انتشار و حفاظت از دانش | (5) کمیسیون صنعت و تجارت | (6) دانشکده دین وحیانی | (7) نگهبانان سلامت و زندگی | (8) شورای سیاره‌ای هنر و علم | (9) حاکمان روابط قبیله‌ای پیشرفته | (10) دادگاه عالی هماهنگی قبیله‌ای و همکاری نژادی 
68:5	(1) مرحله جمع‌آوری | (2) مرحله شکار | (3) مرحله چوپانی | (4) مرحله کشاورزی 
68:6	نسبت زمین-انسان 
69:1	(1) نهادهای خودنگهداری | (2) نهادهای خودپایداری | (3) نهادهای خودارضایی 
70:2	صنعت‌گرایی مدرن در مقابل نظامی‌گری 
73:0	بازرسی تابامانتیا 
76:3	کاهنان شیث 
76:5	پیام میکائیل 
78:7	داستان 
80:2	طوفان نوح در مدیترانه 
81:2	(1) رام کردن آتش | (2) اهلی کردن حیوانات|(3) به بردگی گرفتن اسیران|(4) مالکیت خصوصی 
81:4	(1) نژادهای قفقازی|(2) نژادهای مغولی|(3) نژادهای سیاه‌پوست 
81:5	قدرت و حق 
81:6	(1) شرایط طبیعی|(2) کالاهای سرمایه‌ای|(3) دانش علمی|(4) منابع انسانی|(5) اثربخشی منابع مادی|(6) اثربخشی زبان|(7) اثربخشی دستگاه‌های مکانیکی|(8) شخصیت مشعل‌داران|(9) آرمان‌های نژادی|(10) هماهنگی متخصصان|(11) دستگاه‌های مکان‌یابی|(12) تمایل به همکاری|(13) رهبری مؤثر و خردمندانه|(14) تغییرات اجتماعی|(15) جلوگیری از فروپاشی انتقالی 
88:2	تصاویر و بت‌ها|«کتاب‌های مقدس» 
89:3	فرقه پرهیزگاری فاحشگی 
89:7	معابد 
91:2	دعا در برابر جادو
92:4	(1) آموزه‌های دلماتیایی|(2) آموزه‌های عدن|(3) ملکیصدق سالیم|(4) عیسی ناصری|(5) مقالات یورنشیا 
92:6	یازده دین زنده 
93:4	اعتقادنامه|هفت فرمان آموزه 
94:1	ریگ-ودا 
94:2	در مورد تناسخ 
94:8	انجیل گوتاما|فرامین اخلاقی 
96:5	مشیت الهی مادی 
97:5	میکاه و عوبدیا 
97:9	افرایم و یهودا|شائول و داوود|سلیمان و مالیات|اسرائیل و یهودا|نابودی پادشاهی اسرائیل|پایان پادشاهی یهودا|اسارت بابلی 
98:4	فرقه فریگیایی سیبل و آتیس|فرقه مصری اوزیریس و ایسیس|فرقه ایرانی میترا 
101:3	دوازده تصویر از ایمان معنوی 
101:6	هفت جنبه از رستگاری 
106:1	خدای هفتگانه 
106:2	موجود متعال 
106:3	تثلیث نهایی 
106:4	الوهیت نهایی 
106:5	تثلیث مطلق 
106:6	کیهان بی‌نهایت 
106:8	(1) سطح سه تثلیث|(2) سطح الوهیت تجربی|(3) سطح من هستم 
108:2	در یورنشیا|در کرات دیگر 
108:3	، ادای احترام تابامانتیا، 
109:6	تنظیم‌کننده‌ای که در عیسی ساکن بود، 
109:7	موجودات همه‌شخصیتی 
110:7	، التماس تنظیم‌کننده به روح 
111:7	، نگهبان سرنوشت 
112:0	، چهارده جنبه از شخصیت، 
114:4	والامرتبه‌ترین‌ها 
114:6	(1) فرشتگان دوره‌ای|(2) فرشتگان پیشرفت|(3) نگهبانان مذهبی|(4) فرشتگان زندگی ملی|(5) فرشتگان نژادها|(6) فرشتگان آینده|(7) فرشتگان روشنایی|(8) فرشتگان سلامت|(9) سرافیم خانگی|(10) فرشتگان صنعت|(11) فرشتگان انحراف|(12) فرشتگان خدمت فوق بشری، 
116:1	ذهن کیهانی، 
116:5	مسئله تعادل 
117:2	، پسران تثلیث‌یافته مخلوق و رشد 
117:4	، اخلاق کیهانی-وظیفه عالی 
117:5	، تعالی پایان‌دهنده|پیامدهای رشد انسان، 
118:1	واحدهای زمانی تجربی (ذهنی) 
118:3	، حقیقت و واقعیت|فضا و الگو 
118:8	، حاکم زمان پیشرفت 
121:4	(1) اپیکوری|(2) رواقی|(3) بدبین|(4) شکاک 
121:5	ادیان رمزآلود 
121:8	(1) انجیل مرقس|(2) انجیل متی|(3) انجیل لوقا|(4) انجیل یوحنا|_تشکر 
122:4	«خانه داوود» 
122:8	افسانه چوپانان|سه کاهن از اور|«ستاره بیت لحم» 
122:10	فرار به مصر 
123:0	اقامت در مصر 
123:1	سال چهارم عیسی 
123:2	تربیت فرزند 
123:4	حوادث مادی 
124:1	تصویر روی زمین|آب و هوای جلیل 
124:2	پسر یعقوب سنگ‌تراش 
124:3	واقعه سکتاپولیس 
124:4	اخلاق شخصی و وفاداری گروهی 
124:6	مریم، مارتا و ایلعازر 
126:3	منشأ «دعای ربانی»|«پسر انسان»|مسیح کیست؟ 
127:2	واقعه متعصب
127:3	با یعقوب در عید فصح | دیدار الیزابت و یوحنا | مرگ عاموس 
127:4	درباره پادشاهی | نجات از طریق ایمان؛ آزادی از طریق حقیقت 
127:6	تربیت فرزندان 
128:1	بازدید از عید فصح در اورشلیم
128:2	افزایش آگاهی از الوهیت | با یوسف در عید فصح 
128:3	به عنوان آهنگر در صفوریه 
128:5	با شمعون در عید فصح | ملاقات عیسی با استیفان 
128:6	خواستگاری اسکندریه 
128:7	با یهودا در عید فصح | «عمو یوشع برای ما داستانی تعریف کن» 
129:1	ازدواج یعقوب | ازدواج مریم | یعقوب، رئیس خانواده یوسف 
129:2	زبدی اهل کفرناحوم | عیسی قایق‌ساز، 
129:3	بازدید عیسی از اورشلیم | ملاقات با گناد و گنید 
130:1	هدف سفر به روم 
130:2	بحث در مورد خیر و شر 
130:8	تاجر مغولی | کارگر یونانی و سرکارگر رومی | اراده خدا و اراده انسان 
132:0	عزرا، یهودی مرتد 
132:4	تأثیر بر سی و دو رهبر مذهبی 
132:7	به سناتور رومی | به سرباز رومی | به سخنران در انجمن | به مرد فقیری که به دروغ متهم شده بود، 
133:0	بت‌پرست بی‌فکر | «بیایید من و تو دین جدیدی بسازیم.» 
133:2	نظام طبقاتی هند 
133:3	مردی که با همسرش 
133:4	کریسپوس، حاکم ارشد کنیسه، بدرفتاری می‌کرد | جاستوس، تاجر | دو زنِ خدمتکار 
134:1	به آسیابان | به افسر رومی | به رهبر میترایی | به معلم اپیکوری | به پیمانکار یونانی | به قاضی رومی | به بانوی مهمانخانه یونانی | به تاجر چینی | به مسافری از بریتانیا | به پسر فراری | به مجرم محکوم 
134:7	بازگشت به ناصره | ازدواج شمعون؛ ازدواج یهودا 
134:8	سرگردانی‌های انفرادی 
134:9	پایان شورش لوسیفر | حاکمیت نبادان 
135:8	ملاقات با یوحنا در اورشلیم | کار در کارگاه قایق‌سازی زبدی 
136:3	غسل تعمید عیسی 
136:4	کنفرانس با جبرئیل | تکمیل حاکمیت جهان 
136:5	راه پدر 
136:6	تنظیم‌کننده شخصی‌شده در رأس امور | عدم حساسیت تنظیم‌کننده به زمان 
136:7	مسیر وجود عادی زمینی 
136:8	اطاعت از قانون طبیعی 
136:9	امتناع از سازش با شر 
136:10	رد تخت داوود 
137:1	"من مطیع اراده پدرم خواهم بود." 
138:3	اندرو و پطرس|یعقوب و یوحنا 
140:3	نه پارسایان، بلکه گناهکاران 
140:5	«موعظه سر کوه» 
140:6	خوشا به حال فقیران در روح - فروتنان | خوشا به حال گرسنه و تشنه عدالت... | خوشا به حال فروتنان | خوشا به حال پاکدلان | خوشا به حال سوگواران | خوشا به حال مهربانان | خوشا به حال صلح‌جویان | خوشا به حال آزار دیدگان 
140:8	«من فراتر از عمل می‌بینم...» | درباره طلاق | عدالت و رحمت | «نیکی می‌کنند، ایشان را آزار مده.» 
141:3	(1) انجام اراده پدر | (2) نگرش سیاسی | (3) نگرش اجتماعی | (4) نگرش اقتصادی | (5) دین شخصی 
141:4	شخصیت عیسی | ظهور عیسی 
141:6	وزیر بیماران تِهرما 
141:7	دیدار 
142:0	پارسی با حَنّا 
142:2	یعقوب اهل کِرِت 
142:3	شش مفهوم عبری از خدا | ده فرمان پیشین 
142:8	اردوگاه در پارک جتسیمانی
143:1	«پیام ما را سبک شمردند.»|«آیا شما به ضعیفان شباهت دارید؟» 
143:3	سه روز در کوه سارتابا 
143:6	در اردوگاه کوه جرزیم 
144:5	هفت دعا از جهان‌های دیگر 
144:8	«... به یحیی بگویید که او فراموش نشده است.» 
145:0	ملاقات با روت 
145:2	دین یک تجربه شخصی است|جوان مبتلا به صرع|مادر همسر پطرس 
146:2	دعا، شکرگزاری و عبادت|عدالت و رحمت|دعا و تلاش شخصی|دعای اخلاقی 
146:3	دین، علم و فلسفه|اطمینان از حقیقت|ملاقات در زبولوم 
146:4	کار در معادن|شفای مرد جذامی 
146:5	تیطوس اشراف‌زاده 
147:2	جدایی از حواریون یوحنا 
147:4	سوال ناتانائیل درباره قانون طلایی 
147:5	تمثیل رباخوار|مقام و پیشرفت 
147:6	شش جاسوس|«سبت برای انسان ساخته شده است...» 
148:8	کیرمت بغدادی 
148:9	غسل تعمید سه نفر از جاسوسان 
149:0	سازمان اطلاعاتی داوود 
149:1	پدیده شفا 
149:2	دو اشتباه مسیحیت اولیه | شهرت عیسی به عنوان یک شفادهنده | شناخت او از برابری زنان | جذابیت شخصیت او 
149:4	نظرات در مورد خشم | در مورد شخصیت‌های متعادل 
150:3	گفتار در مورد "جادو و خرافات" 
151:5	طوفان در دریاچه 
152:0	ورونیکای قیصریه-فیلیپی 
152:6	اطلاعات بیشتر در مورد مَثَل کشاورز 
153:2	"من نان حیات هستم". 
153:4	پسری که توسط روح شیطانی تسخیر شده است | "شیطان چگونه می‌تواند شیطان را بیرون کند؟" 
153:5	ترک پیروان مردد 
154:2	تعطیلی کنیسه‌ها 
154:4	"با عیسی چه کنیم؟" 
155:3	حقیقت و عقیده | منشأ سنت‌های مذهبی 
156:2	"این دنیا فقط یک پل است ....." 
156:5	مَثَل نجار نادان | وسوسه و طبیعت انسانی | اصول موفقیت مادی | زندگی معنوی و عزت نفس | آرمان‌ها و ایده‌ها | تدبیر، جذابیت و خرد 
156:6	نگرش رهبران یهودی عیسی تلاش می‌کند خانواده‌اش را 
157:0	"ماهی با یک سکه در دهانش" 
157:1	ببیند . 
157:3	«مردم مرا که می‌دانند؟» 
157:6	چهار مرحله از زندگی عیسی|بیانیه‌های معتبر جدید 
158:4	یعقوب صفدی 
158:5	«ای پروردگار، من ایمان دارم، به بی‌ایمانی من کمک کن.» 
159:1	«برادرم چند بار باید علیه من گناه کند؟»|مَثَلِ حساب با مباشران|خطرات قضاوت شخصی 
159:4	«حقیقت کتاب مقدس چیست؟» 
159:5	«... بار را یک مایل دیگر حمل کن.» 
160:1	سه انگیزه زندگی|حل مسئله و مراقبه پرستشی|تعصب و شناخت حقیقت 
160:2	ارزش اجتماعی دوستی|ارزش والای ازدواج 
160:4	گفتمان ناتانائیل و توماس 
160:5	دیدگاه‌های بینابینی‌ها 
161:1	اصول زندگی دنیوی|عوامل موفقیت مادی|معنای شکست
161:2	دین چیست؟|ایده خدا و آرمان خدا|پدر ارزش نهایی است|«اما آیا ما حاضریم بهای آن را بپردازیم...؟» 
161:3	پنج نکته ناتانیل 
162:0	«استاد... آتش از آسمان فرود آور...» 
162:2	عابر، رئیس شورای عالی یهود 
163:1	برداشت فراوان است اما کارگران کم هستند 
163:2	ثروت و عشق به ثروت 
163:3	تمثیل کارگران در تاکستان 
163:4	دستورالعمل‌های عیسی|موعظه انتصاب پطرس 
165:3	«از خمیرمایه فریسیان برحذر باشید...»|«... حتی موهای سر شما شمرده شده است» 
165:4	تمثیل مرد ثروتمند نادان|«هر جا گنج تو باشد، قلب تو نیز آنجا خواهد بود.»|«اگر تمام دنیا را به دست آوری چه سودی خواهد داشت...؟» 
165:5	«به سوسن‌ها بنگرید، چگونه رشد می‌کنند...» 
166:1	مراسم شستن دست‌ها 
166:3	راه مستقیم و باریک|بسیاری از کسانی که اول هستند، آخر خواهند شد|«من بر در ایستاده‌ام و می‌کوبم» 
166:4	خدمت بعدی و مرگ ابنر 
167:1	شفای مؤمن|«... بر صدر ننشین...» 
167:5	فریسی و باجگیر|آموزه در مورد ازدواج 
167:6	زیبایی به عنوان عاملی برای پرستش 
168:0	«من قیامت و حیات هستم.....» 
168:3	«بهتر است که یک نفر بمیرد...» 
169:0	اتهامات شورای عالی یهود علیه عیسی 
169:4	عیسی مکاشفه‌ای از خدا را زیست | الوهیم و یهوه 
170:2	گناه و بخشش 
170:5	برادری اجتماعی و برادری معنوی | یحیی تعمید دهنده دیگر و بزرگتر | مسیحیت و انجیل عیسی 
171:0	«... به من قول دهید که این پسران من احترام خواهند داشت .....» 
171:1	اواخر زندگی داوود زبدی | انطاکیه و فیلادلفیا 
171:3	وداع با ابنر 
171:4	پطرس و شمعون و صد شمشیر | هشدار فریسیان دوستانه 
171:8	تفسیر ناتانیل از تمثیل 
172:1	مریم پاهای عیسی را مسح می‌کند | عیسی یهودا را سرزنش می‌کند 
172:4	پول بیوه 
173:2	«تعمید یحیی از کجا بود؟» 
173:4	سنگی که سازندگان رد کردند 
173:5	«این معبد را ویران کنید و... من آن را برپا خواهم کرد.» 
174:0	درودهای فردی به دوازده نفر 
174:2	آیا دادن خراج به قیصر قانونی است؟ 
174:4	نجات‌دهنده، پسر کیست؟ 
174:5	«... مگر اینکه دانه گندمی به زمین بیفتد و بمیرد...»|«... اگر من در زندگی شما بالا برده شوم...» 
175:1	«نسل به نسل پیامبران خود را فرستاده‌ایم...»|«... آن که می‌خواهد در میان شما بزرگترین باشد...»|«وای بر شما ای کاتبان و فریسیان ریاکار!»|«... شما... بیرون پیاله را پاک کنید...»|«و اکنون از شما خداحافظی می‌کنم.» 
175:4	تصمیم نهایی یهودا 
176:2	روایت در تمثیل قنطارها در انجیل متی 
176:3	|«ادامه دهید تا من بیایم.»|نظراتی در مورد رشد حقیقت زنده 
177:1	یوحنا مرقس و سبد ناهار 
177:5	مراقب حمایت جمعیت باشید
178:1	یاد بگیرید که حتی در رفاه نیز وفادار باشید|فرشتگان نظارت خود را وسوسه نکنید 
178:2	داوود یهودا را از «کیسه» خلاص می‌کند | مقدمات شام آخر 
180:1	«... یکدیگر را دوست داشته باشید، همانطور که من شما را دوست داشته‌ام.»
180:3	«دل‌هایتان مضطرب نشود.»|«استاد، پدر را به ما نشان بده...» 
180:5	نظرات در مورد قانون طلایی 
181:1	«من به هر یک از شما هر آنچه را که دریافت خواهید کرد، می‌دهم.»|«دلتان مضطرب نشود.» 
182:1	بسط مکاشفه نام خدا توسط عیسی 
182:2	، فرستادن دونده به ابنر|خداحافظی داوود زبدی، 
182:3	روح مشتاق است اما جسم ضعیف است، 
184:4	مکاشفه‌ای جدید از انسان به خدا، 
185:2	اتهامات کتبی دادگاه سنهدریست، 
185:6	تازیانه زدن عیسی|«این مرد را ببینید!» 
186:0	خانواده عیسی در بیت عنیا، 
186:1	سی سکه نقره 
186:2	«پیلاتس در حضور عیسی محاکمه می‌شود.»|«این خدا و انسان را ببینید!» 
187:1	«ای دختران اورشلیم، برای من گریه نکنید...»|شمعون از قیروانی، 
187:4	دستور عیسی به یوحنا، 
188:0	یوسف و نیقودیموس در حضور پیلاطس. 
188:3	عیسی چه چیزی را به دستان پدر سپرد؟|وضعیت شخصیت عیسی. 
189:3	عزیمت تنظیم‌کننده شخصی‌شده. 
189:4	پنج زن|عیسی بر مریم مجدلیه ظاهر می‌شود. 
189:5	دومین ظهور - بر مریم مجدلیه. 
190:2	ظهور بر برادرش یعقوب.|ظهور بر خانواده زمینی‌اش. 
191:0	واکنش‌های هر یک از حواریون. 
191:3	مراحل پیشرفت مورانشیا. 
191:5	«خوشا به حال کسانی که در اعصار آینده خواهند بود...» 
192:1	«پسران، آیا چیزی گرفته‌اید؟» 
193:0	شانزدهمین ظهور (حیاط نیکودیموس) 
194:0	انجیل جدید درباره عیسی 
194:2	رسالت روح حقیقت | موهبت معنوی سه‌گانه انسان | هفت تأثیر معنوی والاتر 
195:0	دلایل پیروزی مسیحیت در غرب | مسیحیت اولیه 
196:0	ایمان زنده عیسی به خدا را به خطر می‌اندازد | «اول پادشاهی آسمان را بجویید.» | «چرا مرا نیکو می‌نامید؟» | دعایی که برای عیسی معنا داشت | ایمان کودکانه عیسی به خدا 
196:2	دین درباره عیسی | دین به عنوان یک تجربه شخصی 
