ref	subsections
30:4	(1) Planetos Mirtingieji|(2) Miegantys Išlikėliai|(3) Gyvenamųjų Pasaulių Studentai|(4) Morontijos Progresuotojai|(5) Supervisatos Globiniai|(6) Havonos Piligrimai|(7) Atvykėliai į Rojų
33:6	Vietinės visatos laikas
34:6	Dvilypi žmogaus prigimtis
34:7	„Štai kelias.“
35:4	Melchizedeko įsikūnijimai
35:8	Pirminiai Lanonandekai|Antriniai Lanonandekai|Tretiniai Lanonandekai
36:4	Midsonitai | Salvingtono Užbaigtųjų Pasauliai
36:5	(1) Intuicijos dvasia|(2) Supratimo dvasia|(3) Drąsos dvasia|(4) Žinių dvasia|(5) Patarimo dvasia|(6) Garbinimo dvasia|(7) Išminties dvasia
37:2	Sukurtos Vakaro žvaigždės | Kylančios Vakaro žvaigždės | Vakaro žvaigždžių pasauliai
37:3	Arkangelų pasauliai
37:5	Rasių komisijos nariai | Nebadono Tobulumo Korpusas | Su Dvasia susiliejusių Mirtingųjų Pasauliai
37:6	Nebadono švietimo sistema
37:8	Atsiskyrę Pasiuntiniai|Visatos Grandinės Prižiūrėtojas-Andovonta|Surašymo Direktorius-Salsatija|Asocijuotasis Inspektorius|Paskirti Sargybiniai|Visuotiniai Taikintojai|Techniniai Patarėjai|Dangiškieji Registruotojai|Morontijos Kompanionai
37:9	(1) Susatija|(2) Univitatija|(3) Materialieji Sūnūs|(4) Tarpinės Būtybės|Abandontoriai
37:10	Spironga | Spornagija | Mandagumo kolonijos
38:8	(1) Pakilimo kandidatai|(2) Vidurinės fazės cherubinai|(3) Morontiniai cherubinai
38:9	(1) Pirminės Tarpinės Būtybės | (2) Antrinės Tarpinės Būtybės
39:1	(1) Sūnaus-Dvasios Tarnai|_Padovanojimų palydovai|(2) Teismo Patarėjai|(3) Visatos Orientatoriai|(4) Mokymo Patarėjai|(5) Užduočių Vadovai|(6) Registruotojai|(7) Nepriskirti Tarnai
39:2	(1) Žvalgybos korpusas|(2) Gailestingumo balsas|(3) Dvasiniai koordinatoriai|(4) Mokytojų padėjėjai|(5) Transportuotojai|_Serafinės transportavimo technikos|(6) Registruotojai|_Transliuotojai|(7) Rezerviniai
39:3	(1) Prižiūrintieji padėjėjai|(2) Teisės prognozuotojai|(3) Socialiniai architektai|(4) Etikos jautrikliai|(5) Transportininkai|(6) Registruotojai|(7) Rezervininkai
39:4	(1) Administracijos padėjėjai|(2) Teisingumo vadovai|(3) Kosminės pilietybės aiškintojai|(4) Moralės greitintojai|(5) Transportuotojai|(6) Registruotojai|(7) Rezervininkai
39:5	(1) Sodo Balsai|(2) Brolystės Dvasios|(3) Taikos Sielos|(4) Pasitikėjimo Dvasios|(5) Transportuotojai|_Serafinio transporto išvykimas|(6) Registruotojai|(7) Rezerviniai
40:5	Mirtingieji, gyvenantys laikinai arba patirtiškai kaip Derintojai|Mirtingieji, kurių tipai nesusilieja su Derintoju|Mirtingieji, turintys Derintojo susiliejimo potencialą|Nenumeruotos serijos
40:9	Atminties rekonstrukcijos metodai
42:2	(1) Erdvės potencija|(2) Pirmapradė jėga|(3) Išsiveržiančios energijos|_a. Galinga energija|_b. Gravitacinė energija|(4) Visatos galia|(5) Havonos energija|(6) Transcendentinė energija|(7) Monota
42:10	(1) Ikiadjutantinės dvasios protai | (2) Pagalbinės dvasios protai | (3) Besivystantys morontiniai protai | Kosminis protas
45:1	(1) Užbaigtųjų pasaulis|(2) Morontinis pasaulis|(3) Angelų pasaulis|(4) Superangelų pasaulis|(5) Sūnų pasaulis|(6) Dvasios pasaulis|(7) Tėvo pasaulis
45:6	Tėvų patirtis | Satanijos bandomasis darželis
46:5	(1) Dievo Sūnų apskritimai|(2) Angelų apskritimai|(3) Visatos Padėjėjų apskritimai|(4) Pagrindinių Fizinių Kontrolierių apskritimai|(5) Kylančiųjų mirtingųjų apskritimai|(6) Mandagumo kolonijų apskritimai|(7) Užbaigtųjų apskritimai
47:1	Būtina tėvų patirtis
47:3	Morontiniai kompanionai
47:8	Derintojo suliejimas
48:2	(1) Grandinių Reguliuotojai|(2) Sistemų Koordinatoriai|(3) Planetų Saugotojai|(4) Jungtiniai Kontrolieriai|(5) Ryšių Stabilizatoriai|(6) Atrankiniai Asortimentuotojai|(7) Asocijuoti Registratoriai
48:3	(1) Piligrimų sargai|(2) Piligrimų priėmėjai ir laisvieji bendradarbiai|(3) Dangiškųjų lankytojų šeimininkai|(4) Koordinatoriai ir ryšių direktoriai|(5) Vertėjai žodžiu ir raštu|(6) Ekskursijų ir atvirų kelionių vadovai|(7) Teritorijų ir pastatų prižiūrėtojai
48:4	Dangiškas humoras | Mirtingojo humoras
48:6	(1) Serafiniai Evangelistai|_Dvidešimt trečiosios Psalmės Originalas|(2) Rasių Aiškintojai|(3) Proto Planuotojai|(4) Morontiniai Patarėjai|_Stereoskopinis Motos efektas|(5) Technikai|(6) Registruotojai-Mokytojai|_Tiesa ir faktas|(7) Tarnystės Rezervai|_Sėkmė, nesėkmė ir ego
49:2	(1) Atmosferos tipai | (2) Elementų tipai | (3) Gravitacijos tipai | (4) Temperatūros tipai | (5) Elektriniai tipai | (6) Energiją teikiantys tipai | (7) Neįvardyti tipai
49:5	(1) Prisitaikymas prie planetinės aplinkos|_Tabamantijos patikrintos eksperimentinės serijos|(2) Smegenų tipo serijos|(3) Dvasios priėmimo serijos|(4) Planetos-mirtingųjų epochos|(5) Padarų-giminystės serijos|(6) Derintojų-susiliejimo serijos|(7) Žemiškojo pabėgimo metodai
49:6	(1) Dispensacinė arba grupinė išlikimo tvarka | (2) Individualios kilimo tvarka | (3) Nuo bandomojo laikotarpio priklausančios kilimo tvarka | (4) Antrinės modifikuotos kilimo tvarka | (5) Pirminė modifikuota kilimo tvarka
50:7	Agondonteriai|Tabamantia ir agondonteriai
54:5	Dvylika priežasčių
55:4	Septynios planetos stadijos | Tarpinių būtybių paleidimas | Adomo išvykimas
55:12	Nekvalifikuoti Aukščiausiojo Prižiūrėtojai
57:4	Saulės kilmė
57:5	Retrogradinis judėjimas
57:6	Planetų formavimosi era | Potvynių ir atoslūgių trintis | Gravitacijos ir potvynių sprogimai
57:7	Vulkaninis amžius | Primityvi planetų atmosfera
57:8	Žemės drebėjimų amžius | Pasaulinis vandenynas ir pirmasis žemynas
59:1	Trilobitų amžius
59:2	Bestuburių gyvūnų amžius
59:3	Koralų laikotarpis | Brachiopodų amžius
59:4	Vegetatyvinis sausumos gyvybės laikotarpis | Žuvų amžius
59:5	Paparčių miškų karbono periodas | Varlių amžius
59:6	Sėklų-sodų laikotarpis | Biologinių išbandymų amžius
60:3	Žydinčių augalų laikotarpis | Paukščių amžius
61:1	Ankstyvųjų žinduolių amžius
61:2	Išsivysčiusių žinduolių amžius
61:3	Dramblio ir arklio amžius
61:4	Paskutinė didžioji žinduolių migracija
62:3	Simianų genčių kilmė
64:6	(1) Raudonasis žmogus|(2) Oranžinis žmogus|(3) Geltonasis žmogus|(4) Žalias žmogus|(5) Mėlynasis žmogus|(6) Indigo rasė|_Šešių rasių paskirtis
65:1	(1) Fizinis elektrochemijos lygmuo | (2) Įprasta kvazi-morontinio egzistavimo vidurio fazė | (3) Išsivysčiusis pusiau dvasinis lygmuo
65:7	Mechaninis-neišmokomas protas | Nemechaninis patiriantis protas
66:3	(1) Maisto ir materialinės gerovės taryba | (2) Gyvūnų prijaukinimo ir panaudojimo valdyba | (3) Patarėjai plėšriųjų gyvūnų užkariavimo klausimais | (4) Žinių sklaidos ir išsaugojimo fakultetas | (5) Pramonės ir prekybos komisija | (6) Apreikštosios religijos kolegija | (7) Sveikatos ir gyvybės sergėtojai | (8) Planetinė meno ir mokslo taryba | (9) Pažangių genčių santykių valdytojai | (10) Aukščiausiasis genčių koordinavimo ir rasinio bendradarbiavimo teismas
68:5	(1) Rinkimo etapas | (2) Medžioklės etapas | (3) Ganymo etapas | (4) Žemės ūkio etapas
68:6	Žemės ir žmogaus santykis
69:1	(1) Savęs išlaikymo institucijos | (2) Savęs įtvirtinimo institucijos | (3) Savęs tenkinimo institucijos
70:2	Šiuolaikinis industrializmas prieš militarizmą
73:0	Tabamantijos patikrinimas
76:3	Setitų kunigystė
76:5	Mykolo žinutė
78:7	Nojaus istorija
80:2	Viduržemio jūros potvyniai
81:2	(1) Ugnies sutramdymas | (2) Gyvūnų prijaukinimas | (3) Belaisvių pavergimas | (4) Privati ​​nuosavybė
81:4	(1) Kaukazoidų rasės | (2) Mongoloidų rasės | (3) Negroidų rasės
81:5	Galia ir teisė
81:6	(1) Gamtinės aplinkybės | (2) Kapitalinės prekės | (3) Mokslinės žinios | (4) Žmogiškieji ištekliai | (5) Materialinių išteklių efektyvumas | (6) Kalbos efektyvumas | (7) Mechaninių prietaisų efektyvumas | (8) Fakelų nešėjų charakteris | (9) Rasiniai idealai | (10) Specialistų koordinavimas | (11) Vietos paieškos priemonės | (12) Noras bendradarbiauti | (13) Efektyvus ir išmintingas vadovavimas | (14) Socialiniai pokyčiai | (15) Pereinamojo laikotarpio žlugimo prevencija
88:2	Atvaizdai ir stabai | „Šventosios knygos“
89:3	Kontinencijos kultas
89:7	Šventyklos paleistuvės
91:2	Malda prieš magiją
92:4	(1) Dalamatijos mokymai | (2) Edeno mokymai | (3) Melchizedekas iš Salemo | (4) Jėzus iš Nazareto | (5) Urantijos dokumentai
92:6	Vienuolika gyvų religijų
93:4	Tikėjimo išpažinimas | Septyni įsakymai
94:1	Rigveda
94:2	Reinkarnacijos doktrina
94:8	Gautamos evangelija | Moralės įsakymai
96:5	Materialistinė apvaizda
97:5	Michėjas ir Abdijas
97:9	Efraimas ir Judas | Saulius ir Dovydas | Saliamonas ir mokesčiai | Izraelis ir Judas | Izraelio karalystės sunaikinimas | Judo karalystės pabaiga | Babilono nelaisvė
98:4	Frygų Kibelės ir Ačio kultas | Egipto Ozirio ir Izidės kultas | Irano Mitros kultas
101:3	Dvylika dvasinio tikėjimo pavyzdžių
101:6	Septyni išganymo aspektai
106:1	Septynkartis Dievas
106:2	Aukščiausioji Būtybė
106:3	Trejybės galutinis
106:4	Galutinė dievybė
106:5	Trejybės Absoliutas
106:6	Begalinis kosmosas
106:8	(1) Trijų Trejybių lygmuo | (2) Patirtinės Dievybės lygmuo | (3) AŠ ESU lygmuo
108:2	Urantijoje | Kituose pasauliuose
108:3	Tabamantijos duoklė
109:6	Derintojas, gyvenęs Jėzuje
109:7	Visapersonės būtybės
110:7	Derintojo prašymas sielai
111:7	Likimo sergėtojo pareiškimas
112:0	Keturiolika asmenybės aspektų
114:4	Aukščiausi regentai
114:6	(1) Epochiniai angelai|(2) Pažangos angelai|(3) Religiniai sargai|(4) Nacionalinio gyvenimo angelai|(5) Rasių angelai|(6) Ateities angelai|(7) Apšvietos angelai|(8) Sveikatos angelai|(9) Namų serafimai|(10) Pramogų angelai|(11) Pramogų angelai|(12) Antžmogiškos tarnystės angelai
116:1	Kosminis protas
116:5	Pusiausvyros problema
117:2	Kūrinių sutrejybinti sūnūs ir augimas
117:4	Kosminė moralė – aukščiausia pareiga
117:5	Užbaigtųjų transcendencija | Žmogaus augimo pasekmės
118:1	Patirtiniai (subjektyvūs) laiko vienetai
118:3	Tiesa ir faktas | Erdvė ir modelis
118:8	Laiko valdytojas progresui
121:4	(1) Epikūrininkas|(2) Stoikas|(3) Cinikas|(4) Skeptikas
121:5	Misterinės religijos
121:8	(1) Morkaus evangelija | (2) Mato evangelija | (3) Luko evangelija | (4) Jono evangelija |_Padėka
122:4	„Dovydo namai“
122:8	Piemenų legenda | Trys Uro kunigai | „Betliejaus žvaigždė“
122:10	Skrydis į Egiptą
123:0	Viešnagė Egipte
123:1	Ketvirti Jėzaus metai
123:2	Vaikų auginimas
123:4	Materialinės avarijos
124:1	Paveikslas ant grindų | Klimatas Galilėjoje
124:2	Akmenininko sūnus Jokūbas
124:3	Scitopolio epizodas
124:4	Asmeninė moralė ir lojalumas grupei
124:6	Marija, Marta ir Lozorius
126:3	„Viešpaties maldos“ kilmė | „Žmogaus Sūnus“ | Kas yra Mesijas?
127:2	„Zeloto“ epizodas
127:3	Su Jokūbu per Pesachą | Elzbietos ir Jono apsilankymas | Amoso ​​mirtis
127:4	Vaikų auginimas
127:6	Paschos vizitas Jeruzalėje
128:1	Augantis dieviškumo suvokimas | Su Juozapu per Pesachą
128:2	Kaip kalvis Sepforyje
128:3	Su Simonu per Pesaką | Jėzus sutinka Steponą
128:5	Aleksandrijos pasiūlymas
128:6	Su Judu per Pesachą | „Dėdė Jozuė papasakok mums istoriją“
128:7	Jokūbo santuoka|Miriamos santuoka|Jokūbas, Juozapo šeimos galva
129:1	Zebediejus iš Kafarnaumo | Jėzus, laivų statytojas
129:2	Jėzaus apsilankymas Jeruzalėje | Susitikimas su Gonodu ir Ganidu
129:3	Kelionės į Romą tikslas
130:1	Diskusija apie gėrį ir blogį
130:2	Prekybininkas iš Mongolijos | Graikų darbininkas ir romėnų brigadininkas | Dievo valia ir žmogaus valia
130:8	Ezra, atsimetęs žydas
132:0	Įtaka trisdešimt dviem religiniams lyderiams
132:4	Romos senatoriui|Romos kareiviui|Kalbėtojui forume|Vargšui, neteisingai apkaltintam
132:7	Neapgalvotas pagonis | „Sukurkime mudu naują religiją.“
133:0	Indijos kastų sistema
133:2	Vyras skriaudė savo žmoną
133:3	Krispas, vyriausiasis sinagogos valdytojas | Justas, pirklys | Dvi viešos moterys
133:4	Malūnininkui|Romos šimtininkui|Mitrų vadui|Epikūro mokytojui|Graikų rangovui|Romos teisėjui|Graikų užeigos šeimininkei|Kinų pirkliui|Keliautojui iš Britanijos|Bėgliui vaikinui|Pasmerktam nusikaltėliui
134:1	Grįžimas į Nazaretą | Simono vedybos; Judo vedybos
134:7	Vieniši klajonės
134:8	Liuciferio maišto pabaiga | Nebadono suverenitetas
134:9	Lankymasis pas Joną Jeruzalėje | Darbas Zebediejaus valčių dirbtuvėse
135:8	Jėzaus krikštas
136:3	Konferencija su Gabrieliu | Visatos suvereniteto užbaigimas
136:4	Tėvo kelias
136:5	Personalizuotas Derintojas vadovauja | Derintojo nejautrumas laikui
136:6	Normalaus žemiškojo egzistavimo kelias
136:7	Paklusnumas prigimtinei teisei
136:8	Atsisakymas eiti į kompromisus su blogiu
136:9	Dovydo sosto atmetimas
136:10	„Aš būsiu paklusnus savo Tėvo valiai.“
137:1	Andriejus ir Petras | Jokūbas ir Jonas
138:3	Ne teisieji, o nusidėjėliai
140:3	„Kalno pamokslas“
140:5	Laimingi vargšai dvasia – nuolankieji | Laimingi tie, kurie alksta ir trokšta teisumo... | Laimingi romieji | Laimingi tyraširdžiai | Laimingi tie, kurie liūdi | Laimingi gailestingieji | Laimingi taikdariai | Laimingi persekiojami
140:6	„Aš žvelgiu giliau nei veiksmas...“ | Dėl skyrybų | Teisingumas ir gailestingumas | „Jie gerai daro – netrukdykite jiems.“
140:8	(1) Tėvo valios vykdymas | (2) Politinis požiūris | (3) Socialinis požiūris | (4) Ekonominis požiūris | (5) Asmeninė religija
141:3	Jėzaus asmenybė | Jėzaus išvaizda
141:4	Tarnauti ligoniams
141:6	Persų kalba – Teherma
141:7	Mokymas apie karalystę | Išgelbėjimas tikėjimu; laisvė per tiesą
142:0	Apsilankymas pas Aną
142:2	Jokūbas iš Kretos
142:3	Šešios hebrajų Dievo sampratos | Ankstesni dešimt įsakymų
142:8	Stovykla Getsemanės parke
143:1	„Jie nekreipė dėmesio į mūsų žinią.“ | „Ar jūs panašūs į silpnuolius?“
143:3	Trys dienos ant Sartabos kalno
143:6	Stovykloje ant Gerizimo kalno
144:5	Septynios maldos iš kitų pasaulių
144:8	„...pasakykite Jonui, kad jis nepamirštas.“
145:0	Apsilankymas pas Rūtą
145:2	Religija yra asmeninė patirtis | Jaunas epileptikas | Petro žmonos motina
146:2	Malda, padėka ir garbinimas | Teisingumas ir gailestingumas | Malda ir asmeninės pastangos | Etiška malda
146:3	Religija, mokslas ir filosofija | Tiesos užtikrinimas | Apsilankymas Zebulume
146:4	Darbas kasyklose | Raupsuotojo gydymas
146:5	Titas, didikas
147:2	Atsiskyrimas nuo Jono apaštalų
147:4	Nathanielio klausimas apie auksinę taisyklę
147:5	Palyginimas apie pinigų skolintoją | Statusas ir pažanga
147:6	Šeši šnipai | „Šabas buvo padarytas žmogui...“
148:8	Kirmetas iš Bagdado
148:9	Trijų šnipų krikštas
149:0	Deivido žvalgybos organizacija
149:1	Gijimo reiškiniai
149:2	Dvi ankstyvosios krikščionybės klaidos | Jėzaus, kaip gydytojo, šlovė | Jo pripažinimas moterų lygybės | Jo asmenybės žavesys
149:4	Komentarai apie pyktį | Dėl subalansuotų personažų
150:3	Pokalbis tema „Magija ir prietarai“
151:5	Audra ant ežero
152:0	Veronika iš Cezarėjos-Filipiečių
152:6	Daugiau apie sėjėjo palyginimą
153:2	„Aš esu gyvenimo duona.“
153:4	Berniukas, kurį apsėdo piktoji dvasia | „Kaip šėtonas gali išvaryti šėtoną?“
153:5	Nedrąsių pasekėjų dezertyravimas
154:2	Sinagogų uždarymas
154:4	„Ką darysime su Jėzumi?“
155:3	Tiesa ir tikėjimas | Religinių tradicijų kilmė
156:2	„Šis pasaulis tėra tiltas...“
156:5	Kvailo dailidės palyginimas | Pagunda ir žmogaus prigimtis | Materialinės sėkmės pagrindai | Dvasinis gyvenimas ir savigarba | Idealai ir idėjos | Taktiškumas, žavesys ir išmintis
156:6	Žydų vadovų požiūris
157:0	Jėzus bando pamatyti savo šeimą
157:1	„Žuvis su šekeliu burnoje.“
157:3	„Kuo mane vyrai laiko?“
157:6	Keturi Jėzaus gyvenimo etapai | Nauji autoritetingi pareiškimai
158:4	Jokūbas iš Safedo
158:5	„Viešpatie, tikiu, padėk mano netikėjimui“.
159:1	„Kiek kartų mano brolis gali man nusidėti?“ | Palyginimas apie atsiskaitymą su prievaizdais | Asmeninio vertinimo pavojai
159:4	„Kokia yra tiesa apie Šventąjį Raštą?“
159:5	„...nunešk kuprinę dar vieną mylią.“
160:1	Trys gyvenimo varomosios jėgos | Problemų sprendimas ir garbinanti meditacija | Išankstinis nusistatymas ir tiesos pripažinimas
160:2	Draugystės socializacinė vertė | Didžioji santuokos vertė
160:4	Žemiškojo gyvenimo pagrindai | Materialinės sėkmės veiksniai | Nesėkmės prasmė
160:5	Kas yra religija?|Dievo idėja ir Dievo idealas|Tėvas yra galutinė vertybė|„Bet ar mes norime mokėti kainą...?“
161:1	Nathaniel pelnė penkis taškus
161:2	Nathaniel ir Thomas diskursas
161:3	Tarpinių būtybių požiūris
162:0	„Mokytojau... liepk ugniai kristi iš dangaus...“
162:2	Eberas, Sanhedrino pareigūnas
163:1	Derlius didelis, bet darbininkų mažai
163:2	Turtas ir meilė turtams
163:3	Palyginimas apie darbininkus vynuogyne
163:4	Jėzaus nurodymai | Petro įšventinimo pamokslas
165:3	„Saugokitės fariziejų raugo...“ | „...net jūsų galvos plaukai suskaičiuoti“
165:4	Palyginimas apie kvailą turtuoli | „Kur tavo lobis, ten ir tavo širdis.“ | „Kokia gi tau nauda, ​​jei laimėtum visą pasaulį...?“
165:5	„Pažiūrėkite į lelijas, kaip jos auga...“
166:1	Ceremoninis rankų plovimas
166:3	Tiesaus ir siauro kelio | Daugelis pirmųjų bus paskutiniai | „Aš stoviu prie durų ir beldžiuosi“
166:4	Vėlesnė Abnerio tarnystė ir mirtis
167:1	Tikinčiojo gydymas|„...nesėsk į pirmąją vietą...“
167:5	Fariziejus ir muitininkas | Mokymas apie santuoką
167:6	Grožis kaip garbinimo įtaka
168:0	„Aš esu prisikėlimas ir gyvenimas...“
168:3	„Geriau, kad vienas žmogus mirtų...“
169:0	Sinedriono kaltinimai Jėzui
169:4	Jėzus gyveno Dievo apreiškimu | Elohimu ir Jahve
170:2	Nuodėmė ir atleidimas
170:5	Socialinė brolybė ir dvasinė brolybė | Kitas ir didesnis Jonas Krikštytojas | Krikščionybė ir Jėzaus Evangelija
171:0	„...pažadėk man, kad šie mano sūnūs bus garbingi...“
171:1	Vėlesnis Dovydo Zebediejaus gyvenimas | Antiochija ir Filadelfija
171:3	Atsisveikinimas su Abneriu
171:4	Petras ir Simonas bei 100 kalavijų | Įspėjimas apie draugiškus fariziejus
171:8	Natanaelio palyginimo interpretacija
172:1	Marija patepa Jėzaus kojas | Jėzus sudraudė Judą
172:4	Našlės skatikas
173:2	„Iš kur buvo Jono krikštas?“
173:4	Akmuo, kurį statytojai atmetė
173:5	„Sugriaukite šią šventyklą, o... aš ją atstatysiu.“
174:0	Individualūs sveikinimai dvylikai
174:2	Ar teisėta mokėti duoklę Cezariui?
174:4	Išvaduotojas, kieno jis sūnus?
174:5	„...nebent kviečio grūdas nekris į žemę ir numirs...“ | „...jei aš būsiu išaukštintas... jūsų gyvenime...“
175:1	„Iš kartos po kartos siuntėme savo pranašus...“|„...kas nori būti didžiausias tarp jūsų...“|„Vargas jums, veidmainiai Rašto aiškintojai ir fariziejai!“|„...jūs...valote taurės išorę...“|„O dabar aš su jumis atsisveikinu.“
175:4	Judo galutinis sprendimas
176:2	Pasakojimas Mato evangelijoje
176:3	Talentų palyginimas | „Tęskite, kol ateisiu.“ | Komentarai apie gyvosios tiesos augimą
177:1	Jonas Markas ir pietų krepšelis
177:5	Saugokitės minios palaikymo
178:1	Išmokite būti ištikimi net ir klestėjimo metu | Negundykit savo globėjų angelų
178:2	Dovydas išlaisvina Judą iš „maišo“ | Paskutinės vakarienės pasiruošimas
180:1	„...mylėkite vienas kitą, kaip aš jus mylėjau.“
180:3	„Tenebūgštauja jūsų širdys.“ | „Mokytojau, parodyk mums Tėvą...“
180:5	Komentarai apie auksinę taisyklę
181:1	„Aš kiekvienam iš jūsų duodu viską, ką tik gausite.“ | „Tenebūgštauja jūsų širdis.“
182:1	Jėzaus išplėstas Dievo vardo apreiškimas
182:2	Bėgiko siuntimas pas Abnerį | Dovydo Zebediejaus atsisveikinimas
182:3	Dvasia ryžtinga, bet kūnas silpnas
184:4	Naujas žmogaus apreiškimas Dievui
185:2	Sanhedrino tribunolo rašytiniai kaltinimai
185:6	Jėzaus nuplakimas | „Štai žmogus!“
186:0	Jėzaus šeima Betanijoje
186:1	Trisdešimt sidabrinių monetų
186:2	„Pilotas teisiamas Jėzaus akivaizdoje.“ | „Štai Dievas ir žmogus!“
187:1	„Jeruzalės dukros, neverk dėl manęs...“ | Simonas iš Kirėnės
187:4	Jėzaus nurodymas Jonui
188:0	Juozapas ir Nikodemas prieš Pilotą
188:3	Ką Jėzus pavedė Tėvo rankoms? | Jėzaus asmenybės statusas
189:3	Personalizuoto Derintojo išvykimas
189:4	Penkios moterys | Jėzus pasirodo Marijai Magdalietei
189:5	Antras pasirodymas – Marijai Magdalietei
190:2	Pasirodymas broliui Jokūbui | Pasirodymas savo žemiškai šeimai
191:0	Atskirų apaštalų reakcijos
191:3	Morontinės progresijos etapai
191:5	„Palaiminti tie, kurie gyvens ateinančiais amžiais...“
192:1	"Vyrukai, ar ką nors pagavote?"
193:0	Šešioliktas pasirodymas (Nikodemo kieme)
194:0	Naujoji evangelija apie Jėzų
194:2	Tiesos Dvasios misija | Žmogaus trigubas dvasinis apdovanojimas | Septynios aukštesnės dvasinės įtakos
195:0	Krikščionybės triumfo Vakaruose priežastys | Ankstyvųjų krikščionių kompromisai
