ref	subsections
27:1	Φύση της ανάπαυσης
28:4	(1) Η Φωνή του Συνδεδεμένου Δρώντος|(2) Η Φωνή των Επτά Κυρίαρχων Πνευμάτων|(3) Η Φωνή των Δημιουργών Υιών|(4) Η Φωνή των Αγγελικών Στρατιών|(5) Δέκτες Εκπομπής|(6) Προσωπικότητες Μεταφοράς|(7) Το Σώμα Εφέδρων
28:5	(1) Η Φωνή της Σοφίας|(2) Η Ψυχή της Φιλοσοφίας|(3) Η Ένωση των Ψυχών|(4) Η Καρδιά της Συμβουλής|(5) Η Χαρά της Ύπαρξης|(6) Η Ικανοποίηση της Υπηρεσίας|(7) Ο Διακριτής των Πνευμάτων
28:6	(1) Η Σημασία της Προέλευσης|(2) Η Μνήμη του Ελέους|(3) Η Σημασία του Χρόνου|(4) Η Επίσημη Εορτή της Εμπιστοσύνης|(5) Η Ιερότητα της Υπηρεσίας|(6) και (7) Το Μυστικό του Μεγαλείου και η Ψυχή της Καλοσύνης
29:2	(1) Επόπτες Υπέρτατων Κέντρων|(2) Κέντρα Χαβόνα|(3) Κέντρα Υπερσύμπαντος|(4) Κέντρα Τοπικού Σύμπαντος|(5) Κέντρα Αστερισμών|(6) Κέντρα Συστημάτων|(7) Μη Ταξινομημένα Κέντρα
29:4	(1) Αναπληρωτές Διευθυντές Ενέργειας|(2) Μηχανικοί Ελεγκτές|(3) Μετασχηματιστές Ενέργειας|(4) Μεταδότες Ενέργειας|(5) Πρωτεύοντες Συσχετιστές|(6) Δευτερεύοντες Διαχωριστές|(7) Οι Frandalanks|Οι Chronoldeks
29:5	Κύριοι Οργανωτές της Κύριας Δύναμης που έχουν Συμβεί, Συνεργάτες Οργανωτές της Υπερβατικής Κύριας Δύναμης
30:1	I. Τριαδικής Προέλευσης Όντα|II. Διπλής Προέλευσης Όντα|III. Μονοκατευθυνόμενα Όντα|IV. Συμβαίνοντα Υπερβατικά Όντα|V. Κατακερματισμένες Οντότητες της Θεότητας|VI. Υπερπροσωπικά Όντα|VII. Μη Ταξινομημένες και Μη Αποκαλυμμένες Τάξεις
30:2	I. Οι Θεότητες του Παραδείσου|II. Τα Υπέρτατα Πνεύματα|III. Τα Όντα Τριαδικής Προέλευσης|IV. Οι Υιοί του Θεού|V. Προσωπικότητες του Απείρου Πνεύματος|VI. Οι Διευθυντές Δύναμης του Σύμπαντος|VII. Το Σώμα των Μόνιμων Πολιτών|Σύνθετες Ομάδες Προσωπικοτήτων
30:3	(1) Οι Αστρικοί Μαθητές|(2) Οι Ουράνιοι Τεχνίτες|(3) Οι Διευθυντές Αναστροφής|(4) Εκπαιδευτές Σχολείων Επέκτασης|(5) Τα Διάφορα Σώματα Εφέδρων|(6) Οι Μαθητές Επισκέπτες|(7) Οι Ανερχόμενοι Προσκυνητές
30:4	(1) Πλανητικοί Θνητοί|(2) Κοιμώμενοι Επιζώντες|(3) Μαθητές των Κόσμων Δωμάτων|(4) Προοδευτικοί της Μοροντίας|(5) Θάλαμοι Υπερσύμπαντος|(6) Προσκυνητές της Χαβόνα|(7) Αφίξεις στον Παράδεισο
33:6	Τοπική ώρα σύμπαντος
34:6	Διπλή φύση του ανθρώπου
34:7	«Αυτός είναι ο τρόπος.»
35:4	Ενσαρκώσεις Μελχισεδέκ
35:8	Πρωτοβάθμια Lanonandeks|Δευτεροβάθμια Lanonandeks|Τριτοβάθμια Lanonandeks
36:4	Οι ενδιάμεσοι|Κόσμοι των Τελικών του Σάλβινγκτον
36:5	(1) Το πνεύμα της διαίσθησης|(2) Το πνεύμα της κατανόησης|(3) Το πνεύμα του θάρρους|(4) Το πνεύμα της γνώσης|(5) Το πνεύμα της συμβουλής|(6) Το πνεύμα της λατρείας|(7) Το πνεύμα της σοφίας
37:2	Δημιουργημένα Εσπερινά Άστρα|Ανερχόμενα Εσπερινά Άστρα|Οι Κόσμοι των Εσπερινών Άστρων
37:3	Οι Κόσμοι των Αρχαγγέλων
37:5	Επίτροποι Φυλής|Σώμα Τελειότητας Νέβαδον|Κόσμοι των Πνευματικά Συγχωνευμένων Θνητών
37:6	Εκπαιδευτικό σύστημα Νέβαδον
37:8	Μοναχικοί Αγγελιοφόροι|Επόπτης Κύκλωμα Σύμπαντος-Αντοβοντία|Διευθυντής Απογραφής-Σαλσατία|Αναπληρωτής Επιθεωρητής|Εντεταλμένοι Φρουροί|Συμπαντικοί Συμφιλιωτές|Τεχνικοί Σύμβουλοι|Ουράνιοι Καταγραφείς|Σύντροφοι της Μοροντία
37:9	(1) Σουσατία|(2) Γιουνιβιτάτια|(3) Υλικοί Υιοί|(4) Μεσοδιάστατα Πλάσματα|Εγκαταλελειμμένοι
37:10	Οι Σπιρόνγκα|Τα Σπορνάγια|Αποικίες ευγενείας
38:8	(1) Υποψήφιοι Ανάληψης|(2) Χερουβείμ Μέσης Φάσης|(3) Χερουβείμ Μοροντιανής
38:9	(1) Πρωτεύοντες Μεσοδιάστατοι|(2) Δευτερεύοντες Μεσοδιάστατοι
39:1	(1) Λειτουργοί Υιών-Πνευμάτων|_Υπάλληλοι Επιχορήγησης|(2) Σύμβουλοι της Αυλής|(3) Προσανατολιστές του Σύμπαντος|(4) Οι Σύμβουλοι Διδασκαλίας|(5) Διευθυντές Αποστολής|(6) Οι Καταγραφείς|(7) Μη Συνδεδεμένοι Λειτουργοί
39:2	(1) Το Σώμα Πληροφοριών|(2) Η Φωνή του Ελέους|(3) Συντονιστές Πνευμάτων|(4) Βοηθοί Δάσκαλοι|(5) Οι Μεταφορείς|_Τεχνικές Σεραφικής Μεταφοράς|(6) Οι Ηχογράφοι|_Εκπομπείς|(7) Οι Εφεδρικοί
39:3	(1) Βοηθοί Επόπτη|(2) Νομικοί Προγνώστες|(3) Κοινωνικοί Αρχιτέκτονες|(4) Ηθικοί Ευαισθητοποιητές|(5) Οι Μεταφορείς|(6) Οι Καταγραφείς|(7) Οι Εφεδρικοί
39:4	(1) Διοικητικοί Βοηθοί|(2) Οδηγοί Δικαιοσύνης|(3) Ερμηνευτές της Κοσμικής Ιθαγένειας|(4) Επιταχυντές της Ηθικής|(5) Οι Μεταφορείς|(6) Οι Καταγραφείς|(7) Οι Εφεδρικοί
39:5	(1) Οι Φωνές του Κήπου|(2) Τα Πνεύματα της Αδελφότητας|(3) Οι Ψυχές της Ειρήνης|(4) Τα Πνεύματα της Εμπιστοσύνης|(5) Οι Μεταφορείς|_Αναχώρηση ενός σεραφικού μεταφορέα|(6) Οι Καταγραφείς|(7) Οι Εφεδρικοί
40:5	Θνητοί της παροδικής ή εμπειρικής παραμονής του Προσαρμοστή|Θνητοί των τύπων μη-σύντηξης Προσαρμοστή|Θνητοί δυναμικού σύντηξης Προσαρμοστή|Η μη αριθμημένη σειρά
40:9	Τεχνικές ανακατασκευής μνήμης
42:2	(1) Διαστημική ισχύς|(2) Αρχέγονη δύναμη|(3) Αναδυόμενες ενέργειες|_a. Ισχυρή ενέργεια|_b. Βαρυτική ενέργεια|(4) Συμπαντική δύναμη|(5) Ενέργεια Χαβόνα|(6) Υπερβατική ενέργεια|(7) Μονότα
42:10	(1) Προ-επικουρικές-πνευματικές διάνοιες|(2) Επικουρικές-πνευματικές διάνοιες|(3) Εξελισσόμενες μοροντιανές διάνοιες|_Η κοσμική διάνοια
45:1	(1) Ο Κόσμος των Τελικιστών|(2) Ο Κόσμος της Μοροντίας|(3) Ο Αγγελικός Κόσμος|(4) Ο Κόσμος των Υπεραγγέλων|(5) Ο Κόσμος των Υιών|(6) Ο Κόσμος του Πνεύματος|(7) Ο Κόσμος του Πατέρα
45:6	Γονική εμπειρία | Το βρεφονηπιακό σταθμό επιτήρησης της Σατάνια
46:5	(1) Κύκλοι των Υιών του Θεού|(2) Κύκλοι των αγγέλων|(3) Κύκλοι των Συμπαντικών Βοηθών|(4) Κύκλοι των Κυρίαρχων Φυσικών Ελεγκτών|(5) Κύκλοι των ανερχόμενων θνητών|(6) Κύκλοι των αποικιών της ευγένειας|(7) Κύκλοι των τελικιστών
47:1	Απαραίτητη γονική εμπειρία
47:3	Σύντροφοι της Μοροντίας
47:8	Σύντηξη ρυθμιστή
48:2	(1) Ρυθμιστές Κυκλωμάτων|(2) Συντονιστές Συστήματος|(3) Πλανητικοί Θεματοφύλακες|(4) Συνδυασμένοι Ελεγκτές|(5) Σταθεροποιητές Σύνδεσης|(6) Επιλεκτικοί Διαχωριστές|(7) Συνεργαζόμενοι Καταχωρητές
48:3	(1) Φύλακες Προσκυνητών|(2) Υποδοχείς Προσκυνητών και Ελεύθεροι Συνεργάτες|(3) Υποδοχείς Ουράνιων Επισκεπτών|(4) Συντονιστές και Διευθυντές Σύνδεσης|(5) Διερμηνείς και Μεταφραστές|(6) Επόπτες Εκδρομών και Επιστροφών|(7) Φύλακες Περιοχής και Κτιρίου
48:4	Ουράνιο χιούμορ | Θνητό χιούμορ
48:6	(1) Σεραφικά Ευαγγέλια|_Πρωτότυπο του Εικοστού Τρίτου Ψαλμού|(2) Φυλετικοί Ερμηνευτές|(3) Σχεδιαστές Νου|(4) Μοροντιανοί Σύμβουλοι|_Στερεοσκοπικό φαινόμενο της Μότα|(5) Τεχνικοί|(6) Καταγραφείς-Δάσκαλοι|_Αλήθεια και γεγονός|(7) Εφεδρικά Διακονήματα|_Επιτυχία, αποτυχία και εγώ
49:2	(1) Οι ατμοσφαιρικοί τύποι|(2) Οι στοιχειακοί τύποι|(3) Οι βαρυτικοί τύποι|(4) Οι θερμοκρασιακοί τύποι|(5) Οι ηλεκτρικοί τύποι|(6) Οι ενεργοποιητικοί τύποι|(7) Οι ανώνυμοι τύποι
49:5	(1) Προσαρμογή στο πλανητικό περιβάλλον|_Πειραματική σειρά που επιθεωρήθηκε από την Tabamantia|(2) Σειρά τύπου εγκεφάλου|(3) Σειρά υποδοχής πνευμάτων|(4) Πλανητικές-θνητές εποχές|(5) Σειρά συγγένειας πλασμάτων|(6) Σειρά σύντηξης Προσαρμοστή|(7) Τεχνικές γήινης διαφυγής
49:6	(1) Η διαιρετική ή ομαδική τάξη επιβίωσης|(2) Οι ατομικές τάξεις ανόδου|(3) Οι δοκιμαστικά εξαρτώμενες τάξεις ανόδου|(4) Οι δευτερεύουσες τροποποιημένες τάξεις ανόδου|(5) Η πρωταρχική τροποποιημένη τάξη ανόδου
50:7	Αγκοντόντερς|Ταμπαμαντία και αγκοντόντερ
54:5	Δώδεκα λόγοι
55:4	Τα επτά στάδια σε έναν πλανήτη|Απελευθέρωση των μεσοδιάστατων|Αναχώρηση από τον Αδάμ
55:12	Οι Ανειδίκευτοι Επόπτες του Ανώτατου
57:4	Προέλευση του Ήλιου
57:5	Ανάδρομη κίνηση
57:6	Η εποχή του σχηματισμού πλανητών|Παλιρροιακή τριβή|Βαρυτικές-παλιρροιακές εκρήξεις
57:7	Η Ηφαιστειακή Εποχή | Η Πρωτόγονη Πλανητική Ατμόσφαιρα
57:8	Η Εποχή των Σεισμών | Ο Παγκόσμιος Ωκεανός και η Πρώτη Ήπειρος
59:1	Η Τριλοβιτική Εποχή
59:2	Η Εποχή των Ασπόνδυλων Ζώων
59:3	Η Περίοδος των Κοραλλιών | Η Εποχή των Βραχιόποδων
59:4	Η περίοδος της φυτικής ζωής στην ξηρά | Η εποχή των ψαριών
59:5	Η Λιθανθρακοφόρος Περίοδος του Δάσους Φτέρης | Η Εποχή των Βατράχων
59:6	Η Περίοδος του Σπόρου-Φυτεύματος | Η Εποχή της Βιολογικής Θλίψης
60:3	Η Περίοδος Ανθοφορίας των Φυτών | Η Εποχή των Πουλιών
61:1	Η εποχή των πρώιμων θηλαστικών
61:2	Η Εποχή των Προηγμένων Θηλαστικών
61:3	Η Εποχή του Ελέφαντα και του Αλόγου
61:4	Η Τελευταία Μεγάλη Μετανάστευση Θηλαστικών
62:3	Η προέλευση των φυλών των Πιθήκων
64:6	(1) Ο κόκκινος άνθρωπος|(2) Ο πορτοκαλί άνθρωπος|(3) Ο κίτρινος άνθρωπος|(4) Ο πράσινος άνθρωπος|(5) Ο μπλε άνθρωπος|(6) Η φυλή indigo|_Σκοπός των έξι φυλών
65:1	(1) Το φυσικό επίπεδο της ηλεκτροχημείας|(2) Η συνήθης μεσαία φάση της οιονεί μοροντιανής ύπαρξης|(3) Το προηγμένο ημι-πνευματικό επίπεδο
65:7	Μηχανικός-μη διδακτός νους | Μη μηχανικός βιωματικός νους
66:3	(1) Το συμβούλιο για την ευημερία των τροφίμων και των υλικών αγαθών|(2) Το συμβούλιο εξημέρωσης και αξιοποίησης των ζώων|(3) Οι σύμβουλοι σχετικά με την κατάκτηση των αρπακτικών ζώων|(4) Η σχολή για τη διάδοση και τη διατήρηση της γνώσης|(5) Η επιτροπή για τη βιομηχανία και το εμπόριο|(6) Το κολέγιο της αποκαλυφθείσας θρησκείας|(7) Οι φύλακες της υγείας και της ζωής|(8) Το πλανητικό συμβούλιο για την τέχνη και την επιστήμη|(9) Οι κυβερνήτες των προηγμένων φυλετικών σχέσεων|(10) Το ανώτατο δικαστήριο του φυλετικού συντονισμού και της φυλετικής συνεργασίας
68:5	(1) Το στάδιο της συλλογής|(2) Το στάδιο του κυνηγιού|(3) Το στάδιο της ποιμενικής δραστηριότητας|(4) Το στάδιο της γεωργίας
68:6	Η αναλογία γης-εργάτη
69:1	(1) Θεσμοί αυτοσυντήρησης|(2) Θεσμοί αυτοδιαιώνισης|(3) Θεσμοί αυτοϊκανοποίησης
70:2	Σύγχρονος βιομηχανισμός έναντι μιλιταρισμού
73:0	Επιθεώρηση της Ταμπαμάντια
76:3	Το Σεθιτικό ιερατείο
76:5	Το μήνυμα του Μάικλ
78:7	Η ιστορία του Νώε
80:2	Πλημμύρες στη Μεσόγειο
81:2	(1) Η τιθάσευση της φωτιάς|(2) Η εξημέρωση των ζώων|(3) Η υποδούλωση των αιχμαλώτων|(4) Ιδιωτική ιδιοκτησία
81:4	(1) Οι Καυκάσιες φυλές|(2) Οι Μογγολικές φυλές|(3) Οι Νεγροειδείς φυλές
81:5	Δύναμη και δίκιο
81:6	(1) Φυσικές συνθήκες|(2) Κεφαλαιουχικά αγαθά|(3) Επιστημονική γνώση|(4) Ανθρώπινοι πόροι|(5) Αποτελεσματικότητα των υλικών πόρων|(6) Αποτελεσματικότητα της γλώσσας|(7) Αποτελεσματικότητα των μηχανικών συσκευών|(8) Χαρακτήρας των λαμπαδηδρόμων|(9) Τα φυλετικά ιδανικά|(10) Συντονισμός ειδικών|(11) Συσκευές εύρεσης τόπου|(12) Η προθυμία για συνεργασία|(13) Αποτελεσματική και σοφή ηγεσία|(14) Κοινωνικές αλλαγές|(15) Η πρόληψη της μεταβατικής κατάρρευσης
88:2	Εικόνες και είδωλα | «Ιερά Βιβλία»
89:3	Η λατρεία της εγκράτειας
89:7	Πορνεία του ναού
91:2	Προσευχή εναντίον μαγείας
92:4	(1) Οι διδασκαλίες του Νταλαματίου|(2) Οι διδασκαλίες του Εδέμ|(3) Ο Μελχισεδέκ του Σάλεμ|(4) Ο Ιησούς από τη Ναζαρέτ|(5) Τα Έγγραφα της Ουράντια
92:6	Έντεκα ζωντανές θρησκείες
93:4	Το Σύμβολο της Πίστεως | Οι επτά εντολές
94:1	Η Ριγκ-Βέδα
94:2	Δόγμα της μετενσάρκωσης
94:8	Το Ευαγγέλιο του Γκαουτάμα | Οι ηθικές εντολές
96:5	Υλιστική Πρόνοια
97:5	Μιχαίας και Οβαδίας
97:9	Εφραΐμ και Ιούδας|Σαούλ και Δαβίδ|Σολομώντας και φορολογία|Ισραήλ και Ιούδας|Καταστροφή του Βασιλείου του Ισραήλ|Τέλος του Βασιλείου του Ιούδα|Η Βαβυλωνιακή αιχμαλωσία
98:4	Η Φρυγική λατρεία της Κυβέλης και του Άττη|Η Αιγυπτιακή λατρεία του Όσιρι και της Ίσιδας|Η Ιρανική λατρεία του Μίθρα
101:3	Δώδεκα παραδείγματα πνευματικής πίστης
101:6	Επτά πτυχές της σωτηρίας
106:1	Θεός ο Επτάπτυχος
106:2	Το Υπέρτατο Ον
106:3	Η απόλυτη Τριάδα
106:4	Απόλυτη Θεότητα
106:5	Η Απόλυτη Τριάδα
106:6	Το άπειρο σύμπαν
106:8	(1) Το επίπεδο των τριών Τριάδων|(2) Το επίπεδο της εμπειρικής Θεότητας|(3) Το επίπεδο του ΕΓΩ ΕΙΜΑΙ
108:2	Στην Ουράντια | Σε άλλους κόσμους
108:3	Φόρος τιμής της Ταμπαμάντια
109:6	Ο Προσαρμοστής που ενοικούσε στον Ιησού
109:7	Παντοδύναμα όντα
110:7	Η έκκληση του Προσαρμοστή προς την ψυχή
111:7	Ένας φύλακας της δήλωσης του πεπρωμένου
112:0	Δεκατέσσερις πτυχές της προσωπικότητας
114:4	Οι περισσότερες Υψηλές Αντιβασιλείες
114:6	(1) Οι άγγελοι εποχής|(2) Οι άγγελοι προόδου|(3) Οι θρησκευτικοί φύλακες|(4) Οι άγγελοι της εθνικής ζωής|(5) Οι άγγελοι των φυλών|(6) Οι άγγελοι του μέλλοντος|(7) Οι άγγελοι της φώτισης|(8) Οι άγγελοι της υγείας|(9) Τα σεραφείμ του σπιτιού|(10) Οι άγγελοι της εργασίας|(11) Οι άγγελοι της διασκέδασης|(12) Οι άγγελοι της υπεράνθρωπης διακονίας
116:1	Το κοσμικό μυαλό
116:5	Το πρόβλημα της ισορροπίας
117:2	Τριαδοποιημένοι από πλάσματα γιοι και ανάπτυξη
117:4	Κοσμική ηθική - υπέρτατο καθήκον
117:5	Υπέρβαση των Τελικών | Επιπτώσεις της ανθρώπινης ανάπτυξης
118:1	Βιωματικές (υποκειμενικές) χρονικές μονάδες
118:3	Αλήθεια και γεγονός | Χώρος και μοτίβο
118:8	Ο κυβερνήτης του χρόνου της προόδου
121:4	(1) Ο Επικούρειος|(2) Ο Στωικός|(3) Ο Κυνικός|(4) Ο Σκεπτικιστής
121:5	Οι μυστηριώδεις θρησκείες
121:8	(1) Το Ευαγγέλιο του Μάρκου|(2) Το Ευαγγέλιο του Ματθαίου|(3) Το Ευαγγέλιο του Λουκά|(4) Το Ευαγγέλιο του Ιωάννη|_Ευχαριστίες
122:4	Ο «οίκος του Δαβίδ»
122:8	Ο θρύλος των βοσκών|Οι τρεις ιερείς από την Ουρ|Το «Άστρο της Βηθλεέμ»
122:10	Η πτήση προς την Αίγυπτο
123:0	Η παραμονή στην Αίγυπτο
123:1	τέταρτο έτος του Ιησού
123:2	Ανατροφή παιδιών
123:4	Υλικά ατυχήματα
124:1	Η εικόνα στο πάτωμα | Κλίμα στη Γαλιλαία
124:2	Ιακώβ, ο γιος του λιθοξόου
124:3	Το επεισόδιο της Σκυθόπολης
124:4	Προσωπική ηθική και ομαδική αφοσίωση
124:6	Μαρία, Μάρθα και Λάζαρος
126:3	Προέλευση της «Προσευχής του Κυρίου» | Ο «Υιός του Ανθρώπου» | Ποιος είναι ο Μεσσίας;
127:2	Το επεισόδιο του Ζηλωτή
127:3	Με τον Ιάκωβο στο Πάσχα|Επίσκεψη της Ελισάβετ και του Ιωάννη|Θάνατος του Αμώς
127:4	Ανατροφή των παιδιών
127:6	Επίσκεψη στην Ιερουσαλήμ για το Πάσχα
128:1	Αυξανόμενη επίγνωση της θεότητας | Με τον Ιωσήφ στο Πάσχα
128:2	Ως σιδηρουργός στη Σεφφόρη
128:3	Με τον Σίμωνα το Πάσχα | Ο Ιησούς συναντά τον Στέφανο
128:5	Η Αλεξανδρινή πρόταση
128:6	Με τον Ιούδα στο Πάσχα | «Θείε Τζόσουα, πες μας μια ιστορία»
128:7	Ο γάμος του Ιακώβου|Ο γάμος της Μίριαμ|Ο Ιάκωβος, επικεφαλής της οικογένειας του Ιωσήφ
129:1	Ζεβεδαίος ο Καπερναούμ | Ιησούς ο ναυπηγός
129:2	Ο Ιησούς επισκέπτεται την Ιερουσαλήμ | Συνάντηση με τον Γκονόντ και τον Γκανίντ
129:3	Σκοπός του ταξιδιού στη Ρώμη
130:1	Συζήτηση για το καλό και το κακό
130:2	Ο έμπορος από τη Μογγολία|Ο Έλληνας εργάτης και ο Ρωμαίος εργοδηγός|Το θέλημα του Θεού και το θέλημα του ανθρώπου
130:8	Έσδρας, ο αποστάτης Εβραίος
132:0	Επιρροή σε τριάντα δύο θρησκευτικούς ηγέτες
132:4	Προς τον Ρωμαίο γερουσιαστή|Προς τον Ρωμαίο στρατιώτη|Προς τον ομιλητή στο φόρουμ|Στον φτωχό, ψευδώς κατηγορούμενο
132:7	Ο απερίσκεπτος παγανιστής|«Ας φτιάξουμε εγώ κι εσύ μια νέα θρησκεία.»
133:0	Το σύστημα καστών της Ινδίας
133:2	Ο άντρας κακομεταχειρίζεται τη γυναίκα του
133:3	Κρίσπος, αρχισυνάγωγος|Ιούστος, ο έμπορος|Οι δύο δημόσιες γυναίκες
133:4	Στον μυλωνά|Στον Ρωμαίο εκατόνταρχο|Στον Μιθραϊκό ηγέτη|Στον Επικούρειο δάσκαλο|Στον Έλληνα εργολάβο|Στον Ρωμαίο δικαστή|Στην οικοδέσποινα του ελληνικού πανδοχείου|Στον Κινέζο έμπορο|Στον ταξιδιώτη από τη Βρετανία|Στον δραπέτη νεαρό|Στον καταδικασμένο εγκληματία
134:1	Επιστροφή στη Ναζαρέτ|Γάμος του Σίμωνα· γάμος του Ιούδα
134:7	Μοναχικές περιπλανήσεις
134:8	Τέλος της Εξέγερσης του Εωσφόρου | Η κυριαρχία του Νέβαδον
134:9	Επίσκεψη με τον Ιωάννη στην Ιερουσαλήμ | Εργασία στο ναυπηγείο του Ζεβεδαίου
135:8	Βάπτισμα του Ιησού
136:3	Συνάντηση με τον Γαβριήλ | Ολοκλήρωση της κυριαρχίας του σύμπαντος
136:4	Ο τρόπος του Πατέρα
136:5	Εξατομικευμένος Προσαρμοστής σε Κυβερνήσεις | Μη Ευαισθησία του Προσαρμοστή στον Χρόνο
136:6	Η πορεία της κανονικής γήινης ύπαρξης
136:7	Υπακοή στο φυσικό δίκαιο
136:8	Άρνηση συμβιβασμού με το κακό
136:9	Απόρριψη του θρόνου του Δαβίδ
136:10	«Θα υποταχθώ στο θέλημα του Πατέρα μου».
137:1	Ανδρέας και Πέτρος | Ιάκωβος και Ιωάννης
138:3	Όχι οι δίκαιοι αλλά οι αμαρτωλοί
140:3	Η «Επί του Όρους Ομιλία»
140:5	Μακάριοι οι πτωχοί τω πνεύματι—οι ταπεινοί|Μακάριοι όσοι πεινούν και διψούν για δικαιοσύνη...|Μακάριοι οι πραείς|Μακάριοι οι καθαροί στην καρδιά|Μακάριοι όσοι πενθούν|Μακάριοι οι ελεήμονες|Μακάριοι οι ειρηνοποιοί|Μακάριοι όσοι διώκονται
140:6	«Κοιτάζω πέρα ​​από την πράξη...» | Όσον αφορά το διαζύγιο | Δικαιοσύνη και έλεος | «Καλώς το κάνουν - μην τους ενοχλείτε».
140:8	(1) Εκτέλεση του Θέλήματος του Πατέρα|(2) Πολιτική στάση|(3) Κοινωνική στάση|(4) Οικονομική στάση|(5) Προσωπική θρησκεία
141:3	Η προσωπικότητα του Ιησού | Η εμφάνιση του Ιησού
141:4	Διακονώ τους αρρώστους
141:6	Τεχέρμα ο Πέρσης
141:7	Διδασκαλία για τη βασιλεία | Σωτηρία δια πίστεως· ελευθερία δια της αληθείας
142:0	Επίσκεψη στην Άννα
142:2	Ιάκωβος της Κρήτης
142:3	Έξι εβραϊκές έννοιες για τον Θεό | Οι πρώτες δέκα εντολές
142:8	Η κατασκήνωση στο Πάρκο Γεθσημανή
143:1	«Έκαναν υποτίμηση του μηνύματός μας». | «Μοιάζετε με αδύναμους;»
143:3	Τρεις μέρες στο όρος Σαρτάμπα
143:6	Σε στρατόπεδο στο Όρος Γαριζίν
144:5	Επτά προσευχές από άλλους κόσμους
144:8	«...πες στον Τζον ότι δεν τον έχει ξεχάσει.»
145:0	Επίσκεψη με τη Ρουθ
145:2	Η θρησκεία είναι μια προσωπική εμπειρία | Ο νεαρός επιληπτικός | Η μητέρα της γυναίκας του Πέτρου
146:2	Προσευχή, ευχαριστία και λατρεία|Δικαιοσύνη και έλεος|Προσευχή και προσωπική προσπάθεια|Ηθική προσευχή
146:3	Θρησκεία, επιστήμη και φιλοσοφία|Η βεβαιότητα της αλήθειας|Η επίσκεψη στο Ζεβούλουμ
146:4	Εργασία στα ορυχεία | Θεραπεία του λεπρού
146:5	Τίτος ο ευγενής
147:2	Αποχωρισμός από τους αποστόλους του Ιωάννη
147:4	Η ερώτηση του Ναθάνιελ σχετικά με τον χρυσό κανόνα
147:5	Παραβολή του τοκογλύφου | Κατάσταση και πρόοδος
147:6	Οι έξι κατάσκοποι|«Το Σάββατο έγινε για τον άνθρωπο...»
148:8	Κίρμεθ της Βαγδάτης
148:9	Βάπτιση τριών κατασκόπων
149:0	Η οργάνωση πληροφοριών του Ντέιβιντ
149:1	Τα θεραπευτικά φαινόμενα
