ref	subsections
48:3	(1) Zarándokőrök|(2) Zarándokfogadók és szabad társulóik|(3) Mennyei látogatók házigazdái|(4) Koordinátorok és összekötő igazgatók|(5) Tolmácsok és fordítók|(6) Kirándulás- és visszatérésfelügyelők|(7) Terület- és épületőrök
48:4	Mennyei humor|Halandó humor
48:6	(1) Szeráfi evangélisták|_A huszonharmadik zsoltár eredetije|(2) Faji értelmezők|(3) Elmetervezők|(4) Morontia tanácsadók|_A mota sztereoszkopikus hatása|(5) Szakemberek|(6) Jegyző-tanítók|_Igazság és tény|(7) Segédleti tartalékok|_Siker, kudarc és ego
49:2	(1) A légköri típusok|(2) Az elemi típusok|(3) A gravitációs típusok|(4) A hőmérsékleti típusok|(5) Az elektromos típusok|(6) Az energizáló típusok|(7) A meg nem nevezett típusok
49:5	(1) Alkalmazkodás a bolygó környezetéhez|_Tabamantia által vizsgált kísérleti sorozat|(2) Agy-típusú sorozat|(3) Szellem-befogadó sorozat|(4) Bolygó-halandó korszakok|(5) Teremtmény-rokonsági sorozatok|(6) Igazító-fúziós sorozat|(7) A földi menekülés technikái
49:6	(1) A túlélés diszpenzációs vagy csoportos rendje|(2) Az egyéni felemelkedési rendek|(3) A próbaidőtől függő felemelkedési rendek|(4) A másodlagos módosított felemelkedési rendek|(5) Az elsődleges módosított felemelkedési rend
50:7	Agondonterek|Tabamantia és agondonter
54:5	Tizenkét ok
55:4	A bolygó hét szakasza | A közteslények elszabadulása | Ádámi távozás
55:12	A Legfelsőbb Minősítetlen Felügyelői
57:4	A Nap eredete
57:5	Retrográd mozgás
57:6	A bolygóképződés korszaka|Árapály-súrlódás|Gravitációs árapály-robbanások
57:7	A vulkáni kor | Az őslégkör
57:8	A földrengések kora | A világóceán és az első kontinens
59:1	A trilobiták kora
59:2	A gerinctelen állatok kora
59:3	A korallkorszak | A brachiopodák kora
59:4	A vegetatív szárazföldi élet időszaka | A halak kora
59:5	A páfrányerdő karbon időszaka | A békák kora
59:6	A vetőmag-növény korszaka | A biológiai megpróbáltatások kora
60:3	A virágos növények korszaka | A madarak kora
61:1	A korai emlősök kora
61:2	A fejlett emlősök kora
61:3	Az elefánt és a ló kora
61:4	Az utolsó nagy emlősvándorlás
62:3	A simián törzsek eredete
64:6	(1) A vörös ember|(2) A narancssárga ember|(3) A sárga ember|(4) A zöld ember|(5) A kék ember|(6) Az indigó faj|_A hat faj célja
65:1	(1) Az elektrokémia fizikai szintje | (2) A kvázi-morontiális létezés szokásos középső szakasza | (3) A fejlett félspirituális szint
65:7	Mechanikus-nem tanítható elme | Nem mechanikus, tapasztaló elme
66:3	(1) Az élelmezési és anyagi jóléti tanács | (2) Az állatok háziasításával és hasznosításával foglalkozó testület | (3) A ragadozó állatok leigázásával foglalkozó tanácsadók | (4) A tudás terjesztésével és megőrzésével foglalkozó kar | (5) Az ipari és kereskedelmi bizottság | (6) A kinyilatkoztatott vallás kollégiuma | (7) Az egészség és az élet őrei | (8) A művészet és a tudomány bolygótanácsa | (9) A fejlett törzsi kapcsolatok irányítói | (10) A törzsi koordináció és a faji együttműködés legfelsőbb bírósága
68:5	(1) Gyűjtési szakasz|(2) Vadászati ​​szakasz|(3) Pásztorkodási szakasz|(4) Mezőgazdasági szakasz
68:6	A föld-ember arány
69:1	(1) Önfenntartás intézményei|(2) Önfenntartás intézményei|(3) Önkielégülés intézményei
70:2	Modern iparosítás kontra militarizmus
73:0	Tabamantia ellenőrzése
76:3	A szétita papság
76:5	Mihály üzenete
78:7	Noé története
80:2	A Földközi-tenger áradása
81:2	(1) A tűz megszelídítése|(2) Az állatok háziasítása|(3) A foglyok rabszolgasorba taszítása|(4) Magántulajdon
81:4	(1) Kaukázusi rasszok|(2) Mongoloid rasszok|(3) Negroid rasszok
81:5	Erő és jog
81:6	(1) Természeti körülmények|(2) Tőkejavak|(3) Tudományos ismeretek|(4) Emberi erőforrások|(5) Anyagi erőforrások hatékonysága|(6) A nyelv hatékonysága|(7) Mechanikus eszközök hatékonysága|(8) A fáklyavivők jelleme|(9) A faji eszmék|(10) Szakemberek koordinációja|(11) Helymeghatározó eszközök|(12) Együttműködési hajlandóság|(13) Hatékony és bölcs vezetés|(14) Társadalmi változások|(15) Az átmeneti összeomlás megelőzése
88:2	Képek és bálványok | „Szent könyvek”
89:3	A kontinencia kultusza
89:7	Templomi paráznaság
91:2	Ima kontra mágia
92:4	(1) A dalamatai tanítások|(2) Az édeni tanítások|(3) A sálemi Melkisédek|(4) A názáreti Jézus|(5) Az Urantia írások
92:6	Tizenegy élő vallás
93:4	A hitvallás | A hét parancsolat
94:1	A Rigvéda
94:2	A reinkarnáció tana
94:8	Gautama evangéliuma | Az erkölcsi parancsolatok
96:5	Anyagias gondviselés
97:5	Mikeás és Abdiás
97:9	Efraim és Júda|Saul és Dávid|Salamon és az adóztatás|Izrael és Júda|Izrael királyságának pusztulása|Júda királyságának vége|Babiloni fogság
98:4	Kübelé és Attisz fríg kultusza | Ozirisz és Ízisz egyiptomi kultusza | Mithrász iráni kultusza
101:3	A lelki hit tizenkét példája
101:6	Az üdvösség hét aspektusa
106:1	A Hétszeres Isten
106:2	A Legfelsőbb Lény
106:3	A Szentháromság Végsősége
106:4	Végső istenség
106:5	A Szentháromság Abszolút
106:6	A kozmosz végtelen
106:8	(1) A három Háromság szintje|(2) A megtapasztalható Istenség szintje|(3) Az ÉN VAGYOK szintje
108:2	Az Urantián | Más világokon
108:3	Tabamantia tisztelgése
109:6	A Jézusban lakozó Igazító
109:7	Mindenszemélyű lények
110:7	Az Igazító könyörgése a lélekhez
111:7	A sors őrzőjének kijelentése
112:0	A személyiség tizennégy aspektusa
114:4	Legmagasabb régensek
114:6	(1) A korszakalkotó angyalok|(2) A haladás angyalai|(3) A vallási őrangyalok|(4) A nemzeti élet angyalai|(5) A fajok angyalai|(6) A jövő angyalai|(7) A megvilágosodás angyalai|(8) Az egészség angyalai|(9) Az otthoni szeráfok|(10) Az iparkodás angyalai|(11) A szórakozás angyalai|(12) Az emberfeletti szolgálat angyalai
116:1	A kozmikus elme
116:5	Az egyensúly problémája
117:2	Teremtmény által szentháromságossá tett fiak és a növekedés
117:4	Kozmikus erkölcs – legfőbb kötelesség
117:5	Véglegességi transzcendencia | Az emberi növekedés következményei
118:1	Tapasztalati (szubjektív) időegységek
118:3	Igazság és tény|Tér és minta
118:8	A haladás időkorlátozója
121:4	(1) Az epikureus|(2) A sztoikus|(3) A cinikus|(4) A szkeptikus
121:5	A misztériumvallások
121:8	(1) Márk evangéliuma|(2) Máté evangéliuma|(3) Lukács evangéliuma|(4) János evangéliuma|_Köszönetnyilvánítás
122:4	A „Dávid háza”
122:8	A pásztorok legendája | A három ur-i pap | A „betlehemi csillag”
122:10	A repülőút Egyiptomba
123:0	Az egyiptomi tartózkodás
123:1	Jézus negyedik éve
123:2	Gyermeknevelés
123:4	Anyagi balesetek
124:1	A kép a padlón | Galilea éghajlata
124:2	Jákob, a kőműves fia
124:3	A Szkítópolisz epizód
124:4	Személyes erkölcs és csoporthűség
124:6	Mária, Márta és Lázár
126:3	Az „Miatyánk” eredete | Az „Ember Fia” | Ki a Messiás?
127:2	A Zealot epizód
127:3	Jakabbal a húsvéton | Erzsébet és János látogatása | Ámosz halála
127:4	A gyermekek nevelése
127:6	Pészah látogatás Jeruzsálemben
128:1	Az istenség tudatosságának növekedése | Józseffel a húsvétkor
128:2	Kovácsként Szepphoriszban
128:3	Simonnal a húsvétkor | Jézus találkozik Istvánnal
128:5	Az alexandriai javaslat
128:6	Júdással a pászkaünnepkor | „Józsua bácsi meséljen nekünk egy történetet”
128:7	Jakab házassága|Miriám házassága|Jakab, József családjának feje
129:1	Kapernaumi Zebedeus | Jézus, a hajóépítő
129:2	Jézus meglátogatja Jeruzsálemet | Találkozás Gonoddal és Ganiddal
129:3	A római utazás célja
130:1	A jó és a rossz megvitatása
130:2	A mongóliai kereskedő | A görög munkás és a római munkavezető | Isten akarata és az ember akarata
130:8	Ezsdrás, a visszaesett zsidó
132:0	Hatás harminckét vallási vezetőre
132:4	A római szenátornak|A római katonának|A fórumon szónoknak|A hamisan vádolt szegény embernek
132:7	A meggondolatlan pogány|„Alkossunk veled és én egy új vallást.”
133:0	India kasztrendszere
133:2	A férfi rosszul bánik a feleségével
133:3	Kriszpusz, a zsinagóga főelnöke | Justus, a kereskedő | A két közéleti hölgy
133:4	A molnárnak|A római századosnak|A Mithrász-vezérnek|Az epikureus tanítónak|A görög vállalkozónak|A római bírónak|A görög fogadó úrnőjének|A kínai kereskedőnek|A brit utazónak|A szökött fiúnak|Az elítélt bűnözőnek
134:1	Visszatérés Názáretbe | Simon házassága; Júdás házassága
134:7	Magányos vándorlások
134:8	A Lucifer-lázadás vége | Nebadon szuverenitása
134:9	Látogatás Jánosnál Jeruzsálemben | Munka Zebedeus hajóműhelyében
135:8	Jézus keresztelése
136:3	Konferencia Gábriellel | A világegyetem szuverenitásának beteljesülése
136:4	Az Atya útja
136:5	Személyre szabott Igazító parancsnokságban|Az Igazító időérzéketlensége
136:6	A normális földi lét útja
136:7	Engedelmesség a természeti törvényeknek
136:8	A gonosszal való kompromisszum megtagadása
136:9	Dávid trónjának elutasítása
136:10	„Engedélyt fogok adni Atyám akaratának.”
137:1	András és Péter | Jakab és János
138:3	Nem az igazak, hanem a bűnösök
140:3	A „Hegyi beszéd”
140:5	Boldogok a lelki szegények – az alázatosak|Boldogok, akik éhezik és szomjazzák az igazságot...|Boldogok a szelídek|Boldogok a tisztaszívűek|Boldogok, akik gyászolnak|Boldogok az irgalmasok|Boldogok a béketeremtők|Boldogok, akiket üldöznek
140:6	„A cselekedeten túl látok…”|A válásról|Igazságosságról és irgalmasságról|„Jól teszik – ne háborgasd őket.”
140:8	(1) Az Atya akaratának teljesítése|(2) Politikai beállítottság|(3) Társadalmi beállítottság|(4) Gazdasági beállítottság|(5) Személyes vallásosság
141:3	Jézus személyisége | Jézus megjelenése
141:4	Szolgáld a betegeket
141:6	Teherma, a perzsa
141:7	A királyságról szóló tanítás | Üdvösség hit által; szabadság az igazság által
142:0	Látogatás Annásnál
142:2	Krétai Jákob
142:3	Isten hat héber fogalma | A korábbi tízparancsolat
142:8	A tábor a Getsemáni parkban
143:1	„Könnyűvé tették az üzenetünket.” | „Gyengékre hasonlítotok?”
143:3	Három nap a Sartaba-hegyen
143:6	A Gerizim-hegyen lévő táborban
144:5	Hét ima más világokból
144:8	„…mondd meg Johnnak, hogy nem feledkeztünk meg róla.”
145:0	Látogass el Ruthhoz
145:2	A vallás személyes élmény | A fiatal epilepsziás | Péter feleségének anyja
146:2	Ima, hálaadás és imádat | Igazságosság és irgalom | Ima és személyes erőfeszítés | Etikus ima
146:3	Vallás, tudomány és filozófia | Az igazság bizonyossága | A zebuloni látogatás
146:4	Bányamunka | A leprás férfi gyógyítása
146:5	Titus, a nemesember
147:2	Elszakadás János apostolaitól
147:4	Nathaniel kérdése az aranyszabályról
147:5	A uzsorás példázata | Állapot és fejlődés
147:6	A hat kém|„A szombat az emberért lett…”
148:8	Bagdadi Kirmeth
148:9	Három kém megkeresztelése
149:0	David hírszerző szervezete
149:1	A gyógyító jelenségek
149:2	A korai kereszténység két tévedése|Jézus gyógyítóként való hírneve|A nők egyenlőségének elismerése|Személyiségének varázsa
149:4	Megjegyzések a haragról | Kiegyensúlyozott karakterekről
150:3	Beszéd a „Mágia és babona” témában
151:5	A vihar a tavon
152:0	Cézáreai-Filippi Veronika
152:6	Több a magvető példázatáról
153:2	„Én vagyok az élet kenyere.”
153:4	A gonosz szellem által megszállt fiú | „Hogyan űzheti ki Sátán Sátánt?”
153:5	A félszívű követők elhagyása
154:2	A zsinagógák bezárása
154:4	„Mit tegyünk Jézussal?”
155:3	Igazság és hitvallás | A vallási hagyományok eredete
156:2	„Ez a világ csak egy híd…”
156:5	A bolond ács példázata|Kísértés és emberi természet|Az anyagi siker lényege|Spirituális élet és önbecsülés|Eszmék és eszmék|Tapintat, báj és bölcsesség
156:6	A zsidó vezetők hozzáállása
157:0	Jézus megpróbálja látni a családját
157:1	„A hal, amelynek egy sekel van a szájában.”
157:3	„Kinek mondanak engem az emberek?”
157:6	Jézus életének négy szakasza | Új mérvadó kijelentések
158:4	Safedi Jakab
158:5	„Hiszek Uram, segíts hitetlenségemen!”
159:1	„Hányszor vétkezhet ellenem az én atyámfia?” | Példabeszéd a sáfárokkal való elszámolásról | A személyes ítélkezés veszélyei
159:4	„Mi az igazság a Szentírással kapcsolatban?”
159:5	„…vigyük a hátizsákot még egy mérföldet.”
160:1	Az élet három hajtóereje | Problémamegoldás és imádatos meditáció | Előítélet és az igazság felismerése
160:2	A barátság szocializáló értéke | A házasság nagy értéke
160:4	A földi élet lényege|Az anyagi siker tényezői|A kudarc jelentése
160:5	Mi a vallás?|Isten eszméje és Isten ideálja|Az Atya a végső érték|„De hajlandóak vagyunk-e megfizetni az árát.....?”
161:1	Nathaniel öt pontja
161:2	Nathaniel és Thomas diskurzusa
161:3	A közteslények nézetei
162:0	„Mester… parancsold, hogy tűz szálljon le az égből…”
162:2	Éber, a Szanhedrin tisztje
163:1	Sok a termés, de kevés a munkás
163:2	A gazdagság és a gazdagság szeretete
163:3	A szőlős munkásokról szóló példázat
163:4	Jézus utasításai | Péter felszentelési prédikációja
165:3	„Óvakodjatok a farizeusok kovászától…” | „…még a hajatok szálai is számon vannak tartva”
165:4	A bolond gazdag ember példázata|„Ahol a kincsed van, ott lesz a szíved is.”|„Mit használ, ha az egész világot megnyered.....?”
165:5	„Gondoljátok meg a liliomokat, hogyan nőnek…”
166:1	Ünnepi kézmosás
166:3	Az egyenes és keskeny út|Sok első utolsó lesz|„Az ajtó előtt állok és zörgetek”
166:4	Abner későbbi szolgálata és halála
167:1	A hívő gyógyítása|„…ne ülj az első helyre…”
167:5	A farizeus és a vámszedő | Tanítás a házasságról
167:6	A szépség mint imádandó tényező
168:0	„Én vagyok a feltámadás és az élet…”
168:3	„Jobb, ha egy ember hal meg…”
169:0	A Szanhedrin vádjai Jézus ellen
169:4	Jézus Isten kinyilatkoztatását élte | Elohim és Jahve
170:2	Bűn és megbocsátás
170:5	Társadalmi testvériség és lelki testvériség | Egy másik és nagyobb Keresztelő János | A kereszténység és Jézus evangéliuma
171:0	„…ígéred meg nekem, hogy ezek a fiaim tiszteletben részesülnek…”
171:1	Dávid Zebedeus későbbi élete | Antiókia és Filadelfia
171:3	Búcsú Abnertől
171:4	Péter, Simon és a 100 kard | Figyelmeztetés a barátságos farizeusoknak
171:8	Nátánael példázat-értelmezése
172:1	Mária megkeni Jézus lábát | Jézus megdorgálja Júdást
172:4	Az özvegy fillére
173:2	„Honnan volt János keresztsége?”
173:4	A kő, amelyet az építők elvetettek
173:5	„Rontsátok le ezt a templomot, és… én felépítem azt.”
174:0	Egyéni üdvözlet a tizenkettőnek
174:2	Szabad-e adót fizetni Caesarnak?
174:4	A Megváltó, kinek a fia ő?
174:5	„…kivéve, ha a búzaszem a földbe esik és elhal…” | „…ha felemeltetem… az életetekben…”
175:1	„Nemzedékről nemzedékre küldtük prófétáinkat…”|„…aki a legnagyobb akar lenni közöttetek…”|„Jaj nektek, képmutató írástudók és farizeusok!”|„…ti…megtisztítjátok a pohár külsejét…”|„Most pedig búcsút veszek tőletek.”
175:4	Júdás végső döntése
176:2	A Máté evangéliumában szereplő beszámoló
176:3	A talentumok példázata | „Tovább menjetek, míg eljövök.” | Megjegyzések az élő igazság növekedéséről
177:1	János Márk és az uzsonnáskosár
177:5	Óvakodj a sokaság támogatásától
178:1	Tanulj meg hűségesnek lenni még a jólétben is! Ne kísértsd a felügyeleted alatt álló angyalokat!
178:2	Dávid megszabadítja Júdást a „zsáktól” | Az utolsó vacsora előkészületei
180:1	„…szeressétek egymást, ahogyan én szerettelek titeket.”
180:3	„Ne nyugtalankodjék a ti szívetek.” | „Mester, mutasd meg nekünk az Atyát…”
180:5	Hozzászólások az aranyszabályról
181:1	„Mindegyikőtöknek mindent megadok, amit csak kapni fogtok.” | „Ne nyugtalankodjék a ti szívetek.”
182:1	Jézus Isten nevének kinyilatkoztatásának kibővítése
182:2	A futár Abnerhez küldése | Dávid Zebedeus búcsúja
182:3	A lélek kész, de a test gyenge
184:4	Az ember új kinyilatkoztatása Istennek
185:2	A Szanhedrin törvényszék írásos vádirata
185:6	Jézus megkorbácsolása | „Íme, az ember!”
186:0	Jézus családja Betániában
186:1	A harminc ezüstpénz
186:2	„Pilátus Jézus előtt áll a bíróságon.” | „Íme, Isten és ember!”
187:1	„Jeruzsálem leányai, ne sírjatok miattam…” | Cirenei Simon
187:4	Jézus parancsa Jánosnak
188:0	József és Nikodémus Pilátus előtt
188:3	Mit ajánlott Jézus az Atya kezébe? | Jézus személyiségének állapota
189:3	A Személyre Szabályozó távozása
189:4	Az öt asszony | Jézus megjelenik Mária Magdolnának
189:5	Második megjelenés - Mária Magdolnának
190:2	Megjelenés testvérének, Jakabnak | Megjelenés földi családjának
191:0	Az egyes apostolok reakciói
191:3	A morontia fejlődés szakaszai
191:5	„Boldogok a jövendő korokban…”
192:1	„Srácok, fogtatok valamit?”
193:0	A tizenhatodik megjelenés (Nikodémusz udvara)
194:0	Az új evangélium Jézusról
194:2	Az Igazság Lelkének küldetése | Az ember hármas szellemi adottsága | A hét magasabb rendű szellemi befolyás
195:0	A kereszténység nyugati diadalának okai | Korai keresztény kompromisszumok
196:0	Jézus élő hite Istenben|„Keressétek először a mennyek országát.”|„Miért mondasz engem jónak?”|Mit jelentett Jézusnak az ima|Jézus gyermeki hite Istenben
196:2	A Jézusról szóló vallás | A vallás mint személyes élmény
196:3	Tény, eszme és kapcsolat|Értelem, bölcsesség és hit|Dolog, jelentés és érték|Hacsak nem él az emberben egy isteni szerető...|Erkölcs és vallás|Az Atya az élő szeretet
