#https://urantia-book.org/urantiabook/bible_refs/Acts_1.html

Book	Ch:Vs	1st Ed Page:Line	Paper:Sec:Ppgh	Key Words	Class
Acts of the Apostles	2:33	2044:34-35	191:6.3/7-8	Spirit of Truth+	C
Acts of the Apostles	2:33	2057:23-24	193:5.2/5-6	Send Spirit of Truth+	S
Acts of the Apostles	2:33	365:32-33	32:5.8/8-10	Spirit of Truth+	C
Acts of the Apostles	2:33	1328:22-23	120:2.6/16-17	Spirit of Truth+	C
Acts of the Apostles	2:33	1949:3-5	180:4.5/5-9	I will send "my spirit"+	C
Acts of the Apostles	2:33	224:21	20:1.6/5	Son poured out spirit on flesh+	C
Acts of the Apostles	2:33	1961:24-28	181:2.24/9-15	Spirit of Truth will be with you+	C
Acts of the Apostles	2:33	230:7-8	20:6.8/12-15	Spirit of truth+	C
Acts of the Apostles	2:33	1536:12-14	137:8.7/2-5	Spirit of Truth+	C
Acts of the Apostles	2:33	382:11	34:7.1/8-9	Spirit of Truth+	C
Acts of the Apostles	2:33	1328:5	120:2.4/9	Spirit of Truth+	C
Acts of the Apostles	2:33	2035:38-39	190:5.4/55-56	Pour out spirit on all flesh+	C
Acts of the Apostles	2:33	1954:2	181:1.4/3	Pour out my spirit on all flesh+	C
Acts of the Apostles	2:33	1642:18	146:3.6/15-17	Spirit of Truth+	C
Acts of the Apostles	2:33	1958:6-8	181:2.14/7-10	Follow new teacher in hearts+	C
Acts of the Apostles	2:33	241:40-42	21:5.7/5-8	Spirit of Truth+	C
Acts of the Apostles	2:33	1951:44-46	180:6.3/all	Spirit of Truth+	C
Acts of the Apostles	2:33	1591:15-16	141:4.5/14-15	Jesus to pour out His spirit+	C
Acts of the Apostles	2:33	1947:14-17	180:3.3/all	Promise of comforter+	C
Acts of the Apostles	2:33	1340:25-26	121:7.5/7-8	New spirit, live in men's hearts+	C
Acts of the Apostles	2:33	1130:31-35	103:1.6/3-12	Spirit in man (Spirit of Truth)+	C
Acts of the Apostles	2:33	596:31-32	52:5.6/11-12	Spirit poured out on all flesh+	R
Acts of the Apostles	2:36	2066:39	194:4.4/15-16	2nd part: All filled with spirit	R
Acts of the Apostles	2:38,41	1865:16-17	170:5.13/8-11	Baptism, admission to social order+	C
Acts of the Apostles	2:38-39	1954:3-4	181:1.4/6-7	As many as receive him blessed	C
Acts of the Apostles	2:41	1549:28	139:1.6/13-14	2,000 souls added to kingdom	S
Acts of the Apostles	2:41	2060:22-25	194:1.4/all	Baptizing converts	S
Acts of the Apostles	2:41-42	2067:19-21	194:4.7/2-5	Steadfast in fellowship	R
Acts of the Apostles	2:42	1861:29	170:2.20/18	Fellowship of faithful	S
Acts of the Apostles	2:42	1584:32-33	140:10.1/18-19	Fellowship with God+	C
Acts of the Apostles	2:44	2067:22-24	194:4.7/8-11	Shared living	S
Acts of the Apostles	2:44-45	976:25	89:3.2/8-9	Property seen as spiritual handicap	C
Acts of the Apostles	2:45	2067:31-32	194:4.7/23-26	Selling of assets	S
Acts of the Apostles	2:46	1558:41-42	139:6.5/12-14	Came to bring gladness	C
Acts of the Apostles	2:46-47a	2066:24-26	194:4.3/1-5	1st part: They took food gladly	R
Acts of the Apostles	3:2,10	1379:4	125:1.5/3	Gate Beautiful	R
Acts of the Apostles	3:16	1739:43-48	156:5.12/all	Implicit faith+	C
Acts of the Apostles	3:18	2066:37-38	194:4.4/12-14	2nd part: All filled with spirit	R
Acts of the Apostles	3:19-21a	2066:41-44	194:4.4/20-24	2nd part: All filled with spirit	R
Acts of the Apostles	3:24	1062:18	97:1.1/1	Samuel, first Hebrew prophet	C
Acts of the Apostles	3:25	1509:26	136:1.1/14-15	Seed of Abraham+	R
Acts of the Apostles	4:10-12	2069:10-11	195:0.2/4-7	Proclaimed "gospel"+	C
Acts of the Apostles	4:10-12	2029:20-23	190:0.4/all	Faith in resurrection+	C
Acts of the Apostles	4:12	2035:16	190:5.4/15	Gospel of Salvation of God+	C
Acts of the Apostles	4:12	2034:3	190:4.1/16-17	Gospel of Salvation+	C
Acts of the Apostles	4:13	2077:24-26	195:6.9/4-6	Unlearned Galileans	S
Acts of the Apostles	4:13	1548:20-21	139:0.4/2-3	Ignorant and unlearned men	R
Acts of the Apostles	4:20	1545:21-23	138:8.4/all	Speak only what hear; not hearsay	S
Acts of the Apostles	4:24	34:6	2:1.2/2-3	Faithful and Divine Creator+	C
Acts of the Apostles	4:24	0004:12-13	0:2.9/all	God as Creator of everything+	C
Acts of the Apostles	4:24	74:11-12	6:1.3/8-10	God made everything+	C
Acts of the Apostles	4:24	1011:32-33	92:6.6/13-14	God created heaven & earth+	C
Acts of the Apostles	4:24	1444:5-6	131:2.2/1-3	God created everything+	C
Acts of the Apostles	4:24	1453:41-42	131:10.2/11-13	God made all things and beings+	C
Acts of the Apostles	4:24	1048:19-21	95:5.9/4-7	God created world & all in it	R
Acts of the Apostles	4:24	1454:28-29	131:10.6/4	The Creator+	C
Acts of the Apostles	4:24	1598:38	142:3.7/3	Universal Creator+	C
Acts of the Apostles	4:24	21:9-10	1:0.1/8-11	God created heaven & earth+	C
Acts of the Apostles	4:24	1409:7	128:1.10/22-23	Creator of heaven & earth	C
Acts of the Apostles	4:25	1725:35-36	155:1.3/2-3	Why do the heathen rage	C
Acts of the Apostles	4:25-26	1725:12-14	155:1.1/2-7	Why do the heathen rage	R
Acts of the Apostles	4:31b-32	2066:26-30	194:4.3/6-12	2nd part: All filled with spirit	R
Acts of the Apostles	4:32	2065:32-33	194:3.17/7-8	Spirit unity	R
Acts of the Apostles	4:33	1957:13-14	181:2.11/3-4	Preach gospel in great power	S
Acts of the Apostles	5:1-10	60:16	4:5.3/5	Strike down people in anger+	C
Acts of the Apostles	5:14	1671:23-24	149:2.8/6-8	Women disciples	S
Acts of the Apostles	5:17-18	2067:46	194:4.10/6-8	Leaders jailed	S
Acts of the Apostles	5:19	865:27-28	77:8.12/6-8	Angel opens prison doors	R
Acts of the Apostles	5:29-32	2069:10-11	195:0.2/4-7	Proclaimed "gospel"+	C
Acts of the Apostles	5:34,38-39	2067:47-51	194:4.10/9-15	Gamaliel's advice	S
Acts of the Apostles	5:40	2068:3	194:4.10/16	Sadducees take advice	S
Acts of the Apostles	6:8-7:60	1411:37-39	128:3.6/1-5	Stoning of Stephen	S
Acts of the Apostles	6:8-7:60	1456:22-23	132:0.5/18-20	Stephen's stoning	C
Acts of the Apostles	7:30	947:16	85:4.2/18	Angels of fire	C
Acts of the Apostles	7:32	1900:43-44	174:3.4/14-16	God of living	C
Acts of the Apostles	7:32	1900:27	174:3.2/26-28	God of living	C
Acts of the Apostles	7:48	1016:25	93:3.2/12	Most High+	C
Acts of the Apostles	7:48	488:15	43:3.1/1	Most Highs+	C
Acts of the Apostles	7:48	1015:21-23	93:2.3/5-9	Most High God+	C
Acts of the Apostles	7:51-60	2068:15-17	194:4.11/18-22	Stoning of Stephen	S
Acts of the Apostles	7:53	1241:13	113:0.1/19	Received by ministry of angels	R
Acts of the Apostles	7:55-56	64:33	5:2.2/3-4	Right hand of the Father	R
Acts of the Apostles	7:55-56	418:6-7	38:0.1/4-7	Right hand of God	C
Acts of the Apostles	7:55-56	148:46-47	13:2.7/11	Right hand of God	R
Acts of the Apostles	7:55-56	239:45-46	21:4.4/1-5	Right hand of God	R
Acts of the Apostles	7:58	1411:44-46	128:3.6/15-18	Saul of Tarsus	S
Acts of the Apostles	7:60	2018:46-47	188:5.6/13	Lay not this sin to their charge	R
Acts of the Apostles	8:1b	2068:26	194:4.13/1-2	New persecutions	S
Acts of the Apostles	8:5	2049:12-13	192:2.11/5-7	Preach to Gentiles	S
Acts of the Apostles	8:5-6,12-16	1557:36-38	139:5.9/12-16	Philip did not lay on hands	S
Acts of the Apostles	8:5-8	1616:6-9	143:6.6/6-14	Groundwork for Philip	S
Acts of the Apostles	8:12	1865:16-17	170:5.13/8-11	Baptism, admission to social order+	C
Acts of the Apostles	8:14-17	1557:38-40	139:5.9/17-19	As done by Peter & John	S
Acts of the Apostles	8:14-25	1551:21-22	139:2.7/1-4	Peter defended adding gentiles	C
Acts of the Apostles	8:32	1977:44-46	183:5.5/all	Jesus silent along the way	S
Acts of the Apostles	8:37	1748:8	157:5.1/12	Jesus, the Son of God+	C
Acts of the Apostles	8:37	1509:25	136:1.1/13	Jesus, Son of God+	R
Acts of the Apostles	8:37	1205:1-2	110:2.2/8-11	Co-operation & consent+	C
Acts of the Apostles	8:37	1590:4	141:3.5/10	Gospel of Divine Sonship+	C
Acts of the Apostles	8:40	1430:42-45	130:2.5/5-10	Philip's harvest	C
Acts of the Apostles	9:1-9,20	1099:6-7	100:5.3/6-9	Paul's conversion	C
Acts of the Apostles	9:1-20	2091:32-34	196:2.1/10-14	Pauline Christianity	C
Acts of the Apostles	9:17	2067:21	194:4.7/5-6	Called "brother" & "sister"	C
Acts of the Apostles	9:36-42	1428:41	130:1.3/8-9	Dorcas' house in Joppa	C
Acts of the Apostles	9:43	1428:41-43	130:1.3/9-12	Simon the tanner's conversion	S
Acts of the Apostles	10:1-48	1430:45-46	130:2.5/10-13	Cornelius' conversion	S
Acts of the Apostles	10:2,22	1333:40-41	121:2.5/1-3	"God-fearing" gentiles	S
Acts of the Apostles	10:5-6	1428:4-5	130:1.1/1-2	Gadiah and Simon	C
Acts of the Apostles	10:7	1333:40-41	121:2.5/1-3	"Devout" gentiles	S
Acts of the Apostles	10:9-16	1713:26-28	153:3.6/21-25	Peter's vivid dream	S
Acts of the Apostles	10:24	1226:2	112:0.10/7	God is no respecter of persons	C
Acts of the Apostles	10:34	1608:20	143:1.5/8-9	No respecter of persons	C
Acts of the Apostles	10:34	1541:38-41	138:4.2/13-18	Equality for all who seek God	C
Acts of the Apostles	10:34	1958:12-16	181:2.14/17-25	God/Son no respecter of persons	C
Acts of the Apostles	10:34	1536:37	137:8.11/1-3	Neither Jew nor Gentile	C
Acts of the Apostles	10:34	1564:16-17	139:10.9/7-8	Jesus is no respecter of persons	C
Acts of the Apostles	10:34	2047:37	192:2.2/8-9	God is no respecter of persons	C
Acts of the Apostles	10:34	1899:18	174:2.2/10-11	Jesus is no respecter of persons	C
Acts of the Apostles	10:34	1831:8	166:4.11/8-9	God is no respecter of persons	C
Acts of the Apostles	10:34	27:8	1:4.6/7	God is no respecter of persons	C
Acts of the Apostles	10:34	1468:30	133:0.3/22-23	God is no respecter of persons	C
Acts of the Apostles	10:34	454:17-19	40:10.13/4-9	God is no respecter of persons	C
Acts of the Apostles	10:34	138:22	12:7.8/5-7	God is no respecter of persons	C
Acts of the Apostles	10:34	1909:35	175:2.3/24	God is no respecter of persons	C
Acts of the Apostles	10:34	46:32-33	3:1.12/13-14	God is no respecter of persons	C
Acts of the Apostles	10:34	1731:6-7	155:6.2/16-17	God is no respecter of races	C
Acts of the Apostles	10:34	36:43-44	2:3.1/9-10	God is no respecter of persons	C
Acts of the Apostles	10:34	1568:30-31	140:1.2/6-7	Not the God of Jew or Gentile	S
Acts of the Apostles	10:34	1487:12-13	134:4.7/3-5	All people are spiritually equal	C
Acts of the Apostles	10:34	1662:46-47	148:6.2/16-18	No respecter of persons	C
Acts of the Apostles	10:34	1290:43-44	117:6.22/1	No respecter of persons	C
Acts of the Apostles	10:34	1736:10-12	156:2.4/9-12	No favoritism by God	C
Acts of the Apostles	10:34	1679:23-25	150:1.3/15-18	Equality of persons	C
Acts of the Apostles	10:34	2033:14-15	190:3.1/22-25	In kingdom, no differences	C
Acts of the Apostles	10:34	2034:1-2	190:4.1/12-14	Neither Jew nor Gentile	S
Acts of the Apostles	10:34	1536:10	137:8.6/5-6	No respecter of persons	C
Acts of the Apostles	10:35	1861:42-44	170:3.2/3-7	Also need righteousness+	S
Acts of the Apostles	10:36	1409:2	128:1.10/14	Lord of all	C
Acts of the Apostles	10:38	602:5-6	53:1.4/8-10	The devil+	C
Acts of the Apostles	10:38	1102:27	100:7.8/3-4	He went about doing good	R
Acts of the Apostles	10:38	1590:11	141:3.6/11	Jesus went about doing good	S
Acts of the Apostles	10:38	1875:23	171:7.9/8-9	Jesus went about doing good	R
Acts of the Apostles	10:38	1770:24	159:5.10/15-16	Jesus went about doing good	C
Acts of the Apostles	10:38	1509:27	136:1.1/17	Anointed one+	R
Acts of the Apostles	10:38	1786:33	161:2.9/2-3	Jesus went about doing good	C
Acts of the Apostles	10:41	2031:34-35	190:2.1/5-7	Jesus appeared to believers	S
Acts of the Apostles	10:42-43	1820:44-45	165:3.8/13-14	Whosoever will may come+	C
Acts of the Apostles	10:42-43	39:7	2:5.2/8-9	Whosoever will may come+	C
Acts of the Apostles	10:42-43	365:29	32:5.8/3-4	Whosoever will may come+	C
Acts of the Apostles	10:43	1829:44-45	166:3.7/18-19	Whosoever will may come+	C
Acts of the Apostles	10:43	1454:40	131:10.7/10-12	Whosoever will are saved+	C
Acts of the Apostles	10:43	1567:4	139:12.7/15-16	Whosoever will may come+	C
Acts of the Apostles	10:43	1102:18-19	100:7.6/6-7	Whosoever will may come+	C
Acts of the Apostles	10:47	1593:13	141:6.5/8-9	Baptism with the spirit+	C
Acts of the Apostles	10:47	2061:43-46	194:2.10/all	Baptism of the spirit+	C
Acts of the Apostles	11:16	1593:13	141:6.5/8-9	Baptism with the spirit+	C
Acts of the Apostles	11:16	2061:43-46	194:2.10/all	Baptism of the spirit+	C
Acts of the Apostles	11:16	1536:34-36	137:8.10/all	John's baptism sign of repentance	S
Acts of the Apostles	11:23	1342:16	121:8.8/7	Grace of Lord Jesus Christ	R
Acts of the Apostles	11:25-26	1492:18-21	134:7.3/9-14	Paul in Antioch	S
Acts of the Apostles	11:26	1333:44-45	121:2.5/9-11	First called "Christians" in Antioch	S
Acts of the Apostles	11:26b	2068:27-28	194:4.13/4-5	First called "Christians" at Antioch	S
Acts of the Apostles	11:29-30	2067:34-35	194:4.7/28-31	Antioch collection for Jerusalem	S
Acts of the Apostles	12:1-2	2048:36-37	192:2.8/12-14	Faith when you are sacrificed	C
Acts of the Apostles	12:1-2	1958:25-26	181:2.15/14-16	James "drinks cup"	S
Acts of the Apostles	12:1-2	1553:28-30	139:3.8/17-22	James martyrdom	S
Acts of the Apostles	12:7-10	865:28-30	77:8.12/8-11	Peter's deliverance	C
Acts of the Apostles	13:24	1584:31-32	140:10.1/16-17	John's, a baptism of repentance	C
Acts of the Apostles	13:26	1820:44-45	165:3.8/13-14	Whosoever will may come+	C
Acts of the Apostles	13:26	1829:44-45	166:3.7/18-19	Whosoever will may come+	C
Acts of the Apostles	13:26	1454:40	131:10.7/10-12	Whosoever will are saved+	C
Acts of the Apostles	13:26	365:29	32:5.8/3-4	Whosoever will may come+	C
Acts of the Apostles	13:26	39:7	2:5.2/8-9	Whosoever will may come+	C
Acts of the Apostles	13:26	1102:18-19	100:7.6/6-7	Whosoever will may come+	C
Acts of the Apostles	13:26	1567:4	139:12.7/15-16	Whosoever will may come+	C
Acts of the Apostles	13:26-39	2069:10-11	195:0.2/4-7	Proclaimed "gospel"+	C
