#https://urantia-book.org/urantiabook/bible_refs/Psalms_1.html

Book	Ch:Vs	1st Ed Page:Line	Paper:Sec:Ppgh	Key Words	Class
Psalms	86:10	640:19-21	56:4.4/1-5	God is one+	C
Psalms	86:10	21:8-9	1:0.1/7-8	No God beside you+	C
Psalms	86:10	115:16	10:7.1/3	The Lord our God is one God+	C
Psalms	86:10	1058:27-28	96:5.5/6-7	The Lord is one God+	C
Psalms	86:10	1453:36	131:10.2/1	One God+	C
Psalms	86:10	31:36	1:7.6/10	The Lord God is one+	R
Psalms	86:10	513:41	45:4.8/5	One God+	C
Psalms	86:10	1009:32-33	92:5.8/7-8	One God+	C
Psalms	86:10	1011:32	92:6.6/13	One God+	C
Psalms	86:15	39:40	2:5.7/11	God is merciful+	C
Psalms	88:1	41:6	2:6.3/11	God of salvation+	C
Psalms	89:6	1063:35-36	97:1.7/8-9	Pt 2: Who can compare	R
Psalms	89:7	495:20-21	43:9.1/4	Assemblies of Paradise	R
Psalms	89:18	1536:6	137:8.4/11	pt 7 For he is our king	R
Psalms	89:26	23:24	1:1.5/16	Calling God "our Father"+	R
Psalms	89:26	22:28-30	1:1.1/12-14	Calling God "our Father"+	C
Psalms	89:26	25:4	1:3.1/5	Offspring of God+	C
Psalms	89:26-27	1676:17-18	149:6.8/7-8	God is our Father+	C
Psalms	89:26-27	1454:16-17	131:10.5/1-3	God is MY Father+	C
Psalms	89:26-27	1590:35	141:4.2/3	God is our Father+	C
Psalms	89:26-27	1454:46-47	131:10.8/9-11	Father-child relationship+	C
Psalms	89:26-27	2067:8-9	194:4.6/9-10	God: loving Father of all men+	C
Psalms	89:26-27	1454:29-30	131:10.6/5-7	Father-child relationship+	C
Psalms	90:2	23:31	1:1.6/11-12	Everlasting God+	C
Psalms	90:4	153:28-29	14:1.5/16-18	Thousand years but a day	R
Psalms	90:10	858:5	77.2.11/14	Three score and ten	R
Psalms	91:1	55:7-8	4:1.4/5-8	Dwells in secret places	R
Psalms	91:1	1704:16-17	152:5.3/16-17	God dwells in the secret place	R
Psalms	91:1	1445:45-46	131:2.10/16-19	Secret place of God	R
Psalms	91:1	488:37-39	43:3.4/10-12	He who dwells in secret place	R
Psalms	91:1,09	488:15	43:3.1/1	Most Highs+	C
Psalms	91:1,09	1016:25	93:3.2/12	Most High+	C
Psalms	91:1,09	1015:21-23	93:2.3/5-9	Most High God+	C
Psalms	91:10-12	1519:35-38	136:7.2/4-9	No evil shall befall you	R
Psalms	92:1,08	488:15	43:3.1/1	Most Highs+	C
Psalms	92:1,08	1016:25	93:3.2/12	Most High+	C
Psalms	92:1,08	1015:21-23	93:2.3/5-9	Most High God+	C
Psalms	92:1-2	1445:8-10	131:2.7/7-10	Good to give thanks	R
Psalms	92:1-2	1640:38-40	146:2.15/11-15	Good to give thanks to God	C
Psalms	92:1-2	1454:27-28	131:10.6/2-3	Praise God for works	C
Psalms	92:4	1640:40	146:2.15/16	God makes glad through work	C
Psalms	92:5	1444:12	131:2.2/15	Lord's work is great	R
Psalms	93:1	1444:31-32	131:2.4/16-17	Lord reigns+	R
Psalms	94:2	1409:8	128:1.10/24-25	Judge of all the earth+	C
Psalms	96:10	1444:31-32	131:2.4/16-17	Lord reigns+	R
Psalms	96:11	1444:31	131:2.4/15-16	Let heavens be glad	R
Psalms	97:6	1444:33-34	131:2.5/1-2	Heavens cry righteous, glory	R
Psalms	10:3	1822:32	165:4.8/27-28	Lord abhors the covetous	R
Psalms	100:3	1444:34-35	131:2.5/3-5	God made us, not we	R
Psalms	100:3	24:9	1:2.3/11	God consciousness	C
Psalms	100:5	1454:29	131:10.6/5	The Mercy+	C
Psalms	100:5	1444:35-36	131:2.5/5	Mercy and truth everlasting	R
Psalms	100:5	39:40	2:5.7/11	God is merciful+	C
Psalms	100:5	1598:40	142:3.7/4-5	All-merciful+	C
Psalms	100:5	38:10-11	2:4.1/9-10	His mercy is everlasting+	R
Psalms	100:5	75:30-31	6:3.2/1-3	Mercy ministry+	C
Psalms	100:5:	1608:25	143:1.6/2	God delights in mercy+	C
Psalms	102:17	1639:37-38	146:2.9/11-13	God hears cries of needy	R
Psalms	102:25	654:1-3	57:3.8/1-5	Michael's creation+	C
Psalms	102:25	235:37-38	21:2.1/1-4	Creator Sons create	C
Psalms	102:25	234:3-4	21:0.1/1-3	Creator Sons+	C
Psalms	103:8	1444:18	131:2.3/7-8	God merciful and gracious	R
Psalms	103:8,11,17	75:30-31	6:3.2/1-3	Mercy ministry+	C
Psalms	103:8,11,17	1598:40	142:3.7/4-5	All-merciful+	C
Psalms	103:8,11,17	1608:25	143:1.6/2	God delights in mercy+	C
Psalms	103:8,17	39:40	2:5.7/11	God is merciful+	C
Psalms	103:8,17	1454:29	131:10.6/5	The Mercy+	C
Psalms	103:13	2087:12-13	196:0.2/8-9	Concept of "father"	C
Psalms	103:13-14	1662:20-22	148:5.5/19-23	He remembers you are dust	R
Psalms	103:14	49:15	3:3.2/20-22	He knows your frame: dust	R
Psalms	103:14	1240:3-4	112:7.19/1-2	Our frame is dust+	C
Psalms	103:17	1446:13	131:2.13/4-5	Merciful and just to children	R
Psalms	103:17	1444:23-24	131:2.4/1-4	Mercy of God is everlasting	R
Psalms	103:17	38:10-11	2:4.1/9-10	His mercy is everlasting+	R
Psalms	104:1-32	0004:12-13	000:2.9/all	God as Controller+	C
Psalms	104:2	21:8-12	1:0.1/12-14	Pt 3: Creator covers self	R
Psalms	104:2-9	319:3-5	29:0.1/1-5	Physical creation+	C
Psalms	104:4	947:16	85:4.2/18	Angels of fire	C
Psalms	104:24	1444:12-13	131:2.2/15-16	In wisdom He made all things	R
Psalms	104:30	55:13	4:1.5/3-4	Send forth creator sons	R
Psalms	104:30	55:23-24	4:1.6/13-14	Constantly renewed	C
Psalms	104:30	34:7	2:1.2/6	Unlimited spirit	C
Psalms	104:30	403:41-45	36:6.1/all	Life, both material and spiritual	C
Psalms	104:30	376:10-11	34:2.4/7-8	You send forth your spirit	R
Psalms	105:6,43	1058:38-39	96:5.6/11-12	Chosen people of God+	C
Psalms	105:6,43	1055:6	96:2.3/5-6	Chosen people+	C
Psalms	105:6,43	1075:29-31	97:10.1/1-6	Chosen people+	C
Psalms	105:6,43	1065:37	97:4.2/21	Chosen people+	C
Psalms	105:6,43	1018:25	93:5.1/2	Chosen people+	R
Psalms	105:6,43	1334:23	121:2.8/26	Chosen people+	R
Psalms	105:9-10	965:11-12	87:6.9/1-3	Sacred vows and oaths+	C
Psalms	106:8	1454:29	131:10.6/4	The Power+	C
Psalms	106:8	1454:2	131:10.3/10-11	God is all powerful+	C
Psalms	106:8	23:15	1:1.4/16	God's power	C
Psalms	106:8	1598:40	142:3.7/4	All-powerful+	C
Psalms	106:31	1017:35	93:4.5/15	Counted for righteousness	R
Psalms	106:45	36:1-2	2:2.2/5-7	God is said to repent+	C
Psalms	106:45	58:6	4:3.4/1-2	God is said to repent	C
Psalms	107:1	75:30-31	6:3.2/1-3	Mercy ministry+	C
Psalms	107:1	38:11-12	2:4.1/11	His mercy endures forever+	R
Psalms	107:1	1598:40	142:3.7/4-5	All-merciful+	C
Psalms	107:1	1454:29	131:10.6/5	The Mercy+	C
Psalms	107:1	39:40	2:5.7/11	God is merciful+	C
Psalms	107:1	1608:25	143:1.6/2	God delights in mercy+	C
Psalms	107:8,15	1454:27-28	131:10.6/2-3	Praise God for works	C
Psalms	107:8,15,21,31	1444:37-38	131:2.5/8-10	Praise God for His goodness	R
Psalms	107:21,31	1454:27-28	131:10.6/2-3	Praise God for works	C
Psalms	110:1	418:6-7	38:0.1/4-7	Right hand of God	C
Psalms	110:1	64:33	5:2.2/3-4	Right hand of the Father	R
Psalms	110:1	239:45-46	21:4.4/1-5	Right hand of God	R
Psalms	110:1	1902:2-3	174:4.6/17-19	David's Lord	R
Psalms	110:1	148:46-47	13:2.7/11	Right hand of God	C
Psalms	110:4	58:6	4:3.4/1-2	God repents not (by choice)	C
Psalms	110:4	1017:9-10	93:3.7/6-7	Priest forever, as Melchizedek	R
Psalms	110:4	514:16	45:4.16/4-5	Machiventa Melchizedek	R
Psalms	110:4	491:43-44	43:5.17/15-16	Melchizedek, king of Salem	R
Psalms	110:4	36:1-2	2:2.2/5-7	God repents not (by choice)	C
Psalms	110:4	584:8-9	51:3.9/4-5	Melchizedek	C
Psalms	110:4	1015:26-28	93:2.4/4-9	Melchizedek's other names	C
Psalms	110:4	1024:17-18	93:9.11/11-12	A minister forever	R
Psalms	111:1	495:20-21	43:9.1/4	Assemblies of Paradise	R
Psalms	111:2	1444:12	131:2.2/15	Lord's work is great	R
Psalms	111:4	1444:24-25	131:2.4/4-5	God gracious, compassionate	R
Psalms	111:4	41:5-6	2:6.3/10-11	Pt 1: Lord is gracious+	R
Psalms	111:6	23:15	1:1.4/16	God's power	C
Psalms	111:6	1454:2	131:10.3/10-11	God is all powerful+	C
Psalms	111:6	1598:40	142:3.7/4	All-powerful+	C
