#https://urantia-book.org/urantiabook/bible_refs/Luke_1.html

Book	Ch:Vs	1st Ed Page:Line	Paper:Sec:Ppgh	Key Words	Class
Luke	2:40	402:45-46	36:5.12/1-4	Spirit of wisdom	C
Luke	2:42	1374:3	124:6.1/1	Journey to Jerusalem	S
Luke	2:43	1381:5-18	125:3.1/all	Parents left without Jesus	S
Luke	2:44	1381:19-27	125:3.2/all	Parents discover Jesus missing	S
Luke	2:45	1381:41-46	125:4.2/8-17	Parents return and search	S
Luke	2:46	1384:1-2	125:6.4/10-15	Finding Jesus	S
Luke	2:46	1382:25-33	125:5.1/all	Third day in the temple	S
Luke	2:47	1382:34-47	125:5.2-7/all	Thought provoking questions	S
Luke	2:47	1383:1-16	125:5.8/all	Sagacious understanding	S
Luke	2:48	1384:3-9	125:6.5/all	Mary's scolding	R
Luke	2:49	1316:16	119:6.5/14-15	About Father's business	C
Luke	2:49	1102:48	100:7.12/8	His Father's business	R
Luke	2:49	1625:3-4	144:6.3/27-28	Father's business, other realms	C
Luke	2:49	1376:11-12	124:6.15/13-15	The hour has come	R
Luke	2:49	1390:45	126:3.10/3-4	About His Father's business	R
Luke	2:49	1403:15	127:5.4/8-9	About His Father's business	R
Luke	2:49	1384:21-24	125:6.7/6-11	Jesus' reply	R
Luke	2:49	1389:46-47	126:3.5/6	About His Father's business	R
Luke	2:50-51	1384:36-39	125:6.10/all	Return to Galilee	S
Luke	2:52	1387:46-47	126:1.7/2-3	Jesus grew in favor man & God	R
Luke	3:1	1512:22-29	136:2.8/all	Chronology of events	C
Luke	3:2	1497:30-33	135.2.3/7-12	"Wilderness" of Judea	C
Luke	3:2-3	1501:37-42	135:6.1/1-11	John begins to preach	S
Luke	3:2-6	1501:29-30	135:5.8/1-3	John's announcement	S
Luke	3:3	1584:31-32	140:10.1/16-17	John's, a baptism of repentance	C
Luke	3:3	1495:34-35	134:9.8/4-5	Kingdom at hand; repent	R
Luke	3:3	1502:12-13	135:6.4/4	Baptize for remission of sins	R
Luke	3:3	1503:31	135:7.3/6	Repent and be baptised	R
Luke	3:3,07	1545:39	138:8.8/9-10	Repent, flee wrath to come	R
Luke	3:3,07,16	947:1-2	85:4.1/5-7	Baptism+	C
Luke	3:3,07,16	964:37	87:6.5/10-11	Water baptism	C
Luke	3:3,16	1625:30-35	144:6.9/all	Meaning of baptism	C
Luke	3:4-5	1502:28-33	135:6.6/5-15	John's reply	R
Luke	3:6	2034:3	190:4.1/16-17	Gospel of Salvation+	C
Luke	3:6	2035:16	190:5.4/15	Gospel of Salvation of God+	C
Luke	3:7	1501:35	135:5.8/12-13	Flee from the wrath to come	R
Luke	3:7-9	1502:37-44	135:6.7/1-19	John's tactless message	R
Luke	3:9	1571:32-37	140:3.19/3-12	Requirement to bear good fruit	C
Luke	3:9	2054:36-39	193:2.2/37-43	Required to bear good fruit	S
Luke	3:9	1601:9-10	142:5.2/1-3	Judge by fruits of spirit	C
Luke	3:9	1572:27	140:4.7/1	Requirement to bear good fruit	C
Luke	3:9-10	1502:39-44	135:6.7/9-19	Worthy fruit	R
Luke	3:10-11	1502:47-50	135:6:8/1-7	John's classes for disciples	S
Luke	3:12	1421:10	129:1.11/5	The "Master"+	R
Luke	3:12	1672:8	149:2.12/10-11	Men called him Master+	C
Luke	3:12-13	1502:50-51	135:6.8/7-9	Lesson to tax gatherers	S
Luke	3:14	1503:1-2	135:6.8/9-11	Lesson for soldiers	S
Luke	3:15	1509:3-5	136:0.1/1-5	People expecting the Messiah	C
Luke	3:15	1334:4-8	121:2.7/all	Most Jews expecting the Messiah	S
Luke	3:15-17	1503:20-23	135:7.2/1-7	John denies that he is Messiah	S
Luke	3:16	1593:13	141:6.5/8-9	Baptism with the spirit+	C
Luke	3:16	2061:43-46	194:2.10/all	Baptism of the spirit+	C
Luke	3:16	1536:34-36	137:8.10/all	John's baptism sign of repentance	S
Luke	3:16-17	1503:24-28	135:7.2/8-16	John but forerunner of Messiah	R
Luke	3:19	1506:38-40	135:10.3/6-10	John arrested	S
Luke	3:19	1506:27-29	135:10.2/2-5	John attacks Herod	S
Luke	3:19	1506:31-34	135.10.2/9-15	John's social gospel	S
Luke	3:21	1504:11-14	135:8.3/1-7	Jesus goes to Pella	S
Luke	3:21	1510:45	136:2.1/2	Jesus' baptism	S
Luke	3:21	1511:48	136:2.4/9	Heavens were opened	R
Luke	3:21-22	1506:6-8	135:9.7/14-19	Descending spirit, voice	S
Luke	3:22	1511:39	136:2.3/28-29	This is my beloved son	R
Luke	3:22	1504:34-42	135:8.6/1-16	Jesus' Baptism & God's voice	S
Luke	3:22	1511:37-40	136:2.3/24-31	Personalized Adjuster	S
Luke	3:22	946:38-39	85:3.4/15	Dove of peace	C
Luke	3:22	1512:5-6	136:2.5/1-3	Voice of Personalized Adjuster	S
Luke	3:22	538:10-11	47:8.4/9-10	This is a beloved son	R
Luke	3:23	1051:10	95:7.3/18-19	Carpenter's son	C
Luke	3:23	1345:15-20	122:1.3/all	Jesus' parents	S
Luke	3:23-24	1347:39-42	122:4.3/5-10	Adopted ancestor	C
Luke	3:23-37	1348:7-11	122:4.4/22-28	Genealogies wrong	S
Luke	3:23-38	1344:26-33	122:1.1/1-15	Lineage of Joseph	S
Luke	4:1	377:33	34:4.1/5-6	Holy Spirit+	C
Luke	4:1	96:10	8:5.5/8-9	Spirit of God (Holy Spirit)+	C
Luke	4:1	95:38-40	8:5.3/1-4	Spirit of God (Holy Spirit)+	C
Luke	4:1	1130:31-35	103:1.6/3-12	Spirit in man (Holy Spirit)+	C
Luke	4:1	1492:33-36	134:7.6/all	Adjuster leads Jesus to mountain	S
Luke	4:1-2	1515:25-26	136:4.8/1-4	Decision making	S
Luke	4:1-13	1514:36-42	136:4.5/1-13	Reason for "40 days"	C
Luke	4:1-13	1504:44	135:8.6/19-20	40 days alone	S
Luke	4:1-13	1512:30	136:3.1/1	The "forty days"	S
Luke	4:1-14	1327:24-28	120:2.2/20-26	Terminate rebellion	C
Luke	4:2	1314:13-14	119:4.4/19-20	All points tried and tested	R
Luke	4:2	1514:24-26	136:4.3/1-5	Jesus did not "fast" as such	C
Luke	4:2	1493:14-15	134:8.3/1-3	Jesus fasts / eats	S
Luke	4:2	1313:17	119:3.7/10-11	All points tried and tested	R
Luke	4:2	1314:45-46	119:5.2/14-15	All points tried and tested	R
Luke	4:2-6,13	602:5-6	53:1.4/8-10	The devil+	C
Luke	4:2-13	1493:33-45	134:8.6-8/all	"Temptation" of Jesus	S
Luke	4:3	1517:43-48	136:6.1/15-25	So-called "temptation" to get food	S
Luke	4:3-4	1518:24-25	136:6.4/12-14	Man not live by bread alone	R
Luke	4:4	1777:21	160:3.1/5-6	Man cannot live by bread alone	R
Luke	4:5	1522:33	136:9.6/10-12	"Temptation" to control kingdoms	S
Luke	4:8	609:44-45	53:8.4/9-10	Get thee behind me Satan	R
Luke	4:8	1522:17-18	136:9.3/11-13	Serve Lord God only+	R
Luke	4:9-11	1521:2-4	136:8.5/7-11	Decides not to walk off temple	C
Luke	4:9-11	1519:23-33	136:7.1/7-25	So-called "temptation" to jump	S
Luke	4:13	1514:27-28	136:4.3/6-9	"Temptation" was earlier	C
Luke	4:14	1526:6	137:2.2/1-2	Jesus to Galilee	S
Luke	4:14	1506:11-12	135:9.9/1-3	Jesus goes to Galilee	S
Luke	4:16-20	1391:36-38	126:4.1/7-10	Jesus' 1st worship service	S
Luke	4:16a	1683:36-43	150:6.3/all	Return to Nazareth	S
Luke	4:16b	1684:37-38	150:8.1/1-4	Crowd at Synagogue	S
Luke	4:17-19	1686:7-11	150:8.9/all	Jesus reads prophets	S
Luke	4:17a	1685:45-49	150:8.8/1-8	Jesus handed scroll	S
Luke	4:18	1509:27	136:1.1/17	Anointed one+	R
Luke	4:18	1626:43-45	144:8.3/1-5	Good tidings preached to poor	C
Luke	4:18	1570:23-25	140:3.2/1-5	Free spiritual captives	C
Luke	4:18	1328:14-15	120:2.6/1-2	Free spiritual captives	C
Luke	4:18	1584:4-5	140:9.2/8	Liberate spiritual captives	S
Luke	4:18	1594:12	141:7.8/4-5	Began work with poor	S
Luke	4:20-22a	1686:12-16	150:8.10/all	People pleased	S
Luke	4:21	1686:14	150:8.10/4-5	Today are scriptures fulfilled	R
Luke	4:22	1711:22-24	153:2.10/10-14	Are you not carpenter's son?	C
Luke	4:22	1051:10	95:7.3/18-19	Carpenter's son	C
Luke	4:22b-24	1686:28-35	150:9.1/all	Opposition grows	S
Luke	4:24	1538:19	138:0.2/3-6	Prophet not without honor	C
Luke	4:28-30	1686:45-62	150:9.3/all	Jesus escapes mob	S
Luke	4:31	1687:16-17	150:9.4/3-5	Return to Capernaum	S
Luke	4:31	1629:18-19	145:2.1/1-3	Jesus preaches in synagogue	S
Luke	4:31	1628:3-4	145:0.1/1-2	Jesus & apostles to Capernaum	S
Luke	4:31-32	1630:42-44	145:2.11/all	Jesus taught with authority	S
Luke	4:33-35	1630:45-51	145:2.12/all	Healing of epileptic	S
Luke	4:36-37	1631:14-16	145:2.14/1-8	Report of healing	S
Luke	4:38	1550:24-26	139:2.1/2-5	Simon's wife & mother-in-law	S
Luke	4:38-39	1631:23-27	145:2.15/7-13	Peter's ill mother-in-law	S
Luke	4:40	1632:1-2	145:3.2/1-4	Crowd at sundown	S
Luke	4:40-41	1633:6-14	145:3.10/1-18	The healing at sundown	S
Luke	4:41	1509:25	136:1.1/13	Jesus, Son of God+	R
Luke	4:41	1748:8	157:5.1/12	Jesus, the Son of God+	C
Luke	4:41	1590:4	141:3.5/10	Gospel of Divine Sonship+	C
Luke	4:42a	1634:42-45	145:5.1/10-15	Jesus' retreat	S
Luke	4:42b	1635:20-28	145:5.5/all	Crowds seek Jesus for healing	S
Luke	4:43	1856:23-24	169:4.6/5-6	Kingdom of God+	S
Luke	4:43	1710:16	153:2.4/11	Kingdom of God+	C
Luke	4:43	1608:22-24	143:1.5/11-15	Gospel of the kingdom+	C
Luke	4:43	1588:25-28	141:2.1/4-8	Kingdom of God already here+	C
Luke	4:43	382:1-3	34:6.13/16-19	Kingdom of God+	C
Luke	4:43	2035:40-41	190:5.4/58-60	Gospel of the kingdom+	S
Luke	4:43	1536:8	137:8.6/1-2	Proclaim setting up of kingdom+	C
Luke	4:43	1635:41-47	145:5.7/1-12	Jesus must teach, not heal	S
Luke	4:43	2052:34-35	193:0.4/1-3	Gospel of the kingdom+	C
Luke	4:44	1636:9-10	145:5.8/9-11	Begin 1st preaching tour	S
Luke	5:1-3	1628:27-35	145:1.1/all	Jesus speaks from boat	S
Luke	5:1-9	1524:25-41	137:1.3/all	Simon Peter selected	S
Luke	5:1-11	1550:24	139:2.1/1	Simon joins apostles	C
Luke	5:4-11	1628:36-50	145:1.2/all	Draught of fishes	S
Luke	5:5	1590:4-5	141:3.5/10-12	People called him "Master"+	S
Luke	5:10	1103:14	100:7.15/2-3	Fear not	R
Luke	5:10	1552:25-27	139:3.1/6-9	James Zebedee	S
Luke	5:10	1582:19	140:8.20/27	"Fear not" said Jesus	R
Luke	5:10	1550:26-27	139:2.1/6-8	Fishing partners	S
Luke	5:10-11	1525:18-41	137:1.6/all	James & John selected	S
Luke	5:10-11	1553:40-43	139:4.1/1-6	John Zebedee	S
Luke	5:10b	1544:47	138:7.6/2-4	Apostles to be fishers of men	C
Luke	5:12-13	1643:27-41	146:4.3/all	Leper cured	S
Luke	5:14	1669:16	149:1.2/15	Tell no man	S
Luke	5:14	1520:20-21	136:8.1/20	Tell no man of time-shortening	S
Luke	5:14-15	1643:42-51	146:4.4/1-18	Leper told people	S
Luke	5:17	1666:30-38	148:9.1/all	Preaching in Galilee	S
Luke	5:18-20	1666:39-58	148:9.2/all	Paralytic healed	S
Luke	5:21	1667:13-27	148:9.2/all	Pharisees provoked	S
Luke	5:22-26	1667:16-27	148:9.3/7-20	Jesus responds by healing	S
Luke	5:24	1407:26-27	128:1.2/1-4	Son of Man+	C
Luke	5:24	1501:22-28	135:5.7/8-17	The Son of Man+	R
Luke	5:24	1509:24	136:1.1/11	# 2 The Son of Man+	R
Luke	5:24	1390:4	126:3.6/4	Son of Man+	R
Luke	5:27	2089:50	196:0.13/12	Supreme requirement: "follow me"+	S
Luke	5:27-28	1559:21-23	139:7.1/1-5	Matthew Levi, publican	C
Luke	5:27-28	1957:43-44	181:2.13/10-13	Many changes since answer "call"	S
Luke	5:27-28	1560:7-10	139:7.6/1-8	Example for business	C
Luke	5:27-28	1540:16-21	138:3.1/all	Matthew selected	S
Luke	5:29	1540:31-35	138:3.4/all	Matthew's banquet	S
Luke	5:29-30	1342:17-18	121:8.8/9-10	Friend of publicans, sinners	R
Luke	5:30	1850:18-19	169:0.4/all	Eats with publicans and sinners	S
Luke	5:30	1540:34	138:3.4/7-8	Publicans and sinners	R
Luke	5:30	1851:7-8	169:1.2/25-27	Friend of publicans and sinners	S
Luke	5:30-32	1540:42-65	138:3.6/all	Jesus defends meal	S
Luke	5:32	1750:10-11	157:6.9/1-2	Jesus came to call sinners	S
Luke	5:32	1537:17-19	137:8.16/8-11	Jesus came to call sinners	S
Luke	5:33	1609:24	143:2.3/5-6	Old order: fasting & prayer	C
Luke	5:33	976:16-17	89:3.1/2-3	Ritual fasting+	C
Luke	5:33-38	1655:28-47	147:7.2/1-38	Discourse on fasting	S
Luke	5:36-38	1609:26-27	143:2.3/8-11	Old things and new	C
Luke	5:39	1656:5-9	147:7.3/4-12	Old and new wine	C
Luke	6:1-2	1654:29-49	147:6.4/1-36	Apostles rub grain on Sabbath	S
Luke	6:1-2	1850:22-23	169:0.6/all	Pick corn on Sabbath	S
Luke	6:3-5	1654:49-61	147:6.4/37-58	Jesus lord of Sabbath	S
Luke	6:6-10a	1665:7-26	148:7.2/all	Man with withered hand	S
Luke	6:6-11	1850:22-23	169:0.6/all	Heals on Sabbath	S
Luke	6:10b-11	1665:27-34	148:7.3/1-13	Hand made whole	S
Luke	6:14	1559:13	139:6.9/1	Nathaniel Bartholomew	C
Luke	6:14	1550:29-30	139:2.2/3-5	Simon re-named Peter	S
Luke	6:14	1549:35	139:1.7/3-4	Peter's brother	R
Luke	6:14-16	1548:2	139:0.1/1	The twelve apostles	S
Luke	6:14-16	1539:34-36	138:2.2/1-5	Bible names for the Apostles	S
Luke	6:14-16	1681:36-38	150:4.1/15-19	Apostles named	S
Luke	6:15	1561:2	139:8.1/1-2	Thomas Didymus	C
Luke	6:15	1564:34	139:11.1/1	Simon Zelotes added	C
Luke	6:15	1559:21-23	139:7.1/1-5	Matthew Levi, publican	C
Luke	6:15-16	1563:15	139:9.1/1-2	Alpheus twins: James & Judas	C
Luke	6:16	1565:42	139:12.1/1-2	Judas Iscariot chosen	C
Luke	6:17	1568:3-5	140:0.1/1-4	Ordination sermon	S
Luke	6:19	1669:20	149:1.3/6-7	Power gone forth	S
Luke	6:20	1856:23-24	169:4.6/5-6	Kingdom of God+	S
Luke	6:20	1608:22-24	143:1.5/11-15	Gospel of the kingdom+	C
Luke	6:20	1536:8	137:8.6/1-2	Proclaim setting up of kingdom+	C
Luke	6:20	2052:34-35	193:0.4/1-3	Gospel of the kingdom+	C
Luke	6:20	382:1-3	34:6.13/16-19	Kingdom of God+	C
Luke	6:20	2093:16	196:2.8/1-2	Blessed are the poor	S
Luke	6:20	2035:40-41	190:5.4/58-60	Gospel of the kingdom+	S
Luke	6:20	1570:8	140:3.1/1	Jesus begins ordination sermon	S
Luke	6:20-38	1859:41-43	170:2.4/all	New ethical yardstick	S
Luke	6:20b	1573:42	140:5.7/1-2	The poor in spirit, the humble	S
Luke	6:20b	1570:27-28	140:3.3/all	Happy are the poor in spirit	S
Luke	6:21	1865:14-16	170:5.13/5-8	Hunger & thirst for righteousness	S
Luke	6:21	1739:20	156:5.7/7	Hunger for righteousness	C
Luke	6:21a	1570:29-30	140:3.4/all	Hunger, thirst, for righteousness	S
Luke	6:21a	1574:6-7	140:5.8/1-2	Hunger, thirst for righteousness	S
Luke	6:21b	1575:3	140:5.16/1-2	Mourners comforted	C
Luke	6:21b	1570:35-36	140:3.8/all	Happy are those who weep	S
Luke	6:21b	1776:41	160:2.9/8-9	Happy are they who mourn	R
Luke	6:22-23a	1575:34-37	140:5.20/all	Persecuted for righteousness	C
Luke	6:22-23a	1570:39-42	140:3.11/all	Happy are the persecuted	S
Luke	6:22-30,35	1860:3-4	170:2.7/1-3	Reward to righteous	S
Luke	6:24	2093:16-17	196:2.8/2-4	Jesus condemned the rich	C
Luke	6:27,35	1134:1-2	103:5.2/11	Love enemies	C
Luke	6:27,35	1897:16-17	174:0.2/14	Love your enemies	S
Luke	6:27,35	1580:7	140:8.6/all	Love your enemies	S
Luke	6:27,35	1454:43-44	131:10.8/4-5	Love your enemies	C
Luke	6:27-28	2064:31-32	194:3.11/9-10	Vanquish hate by love	S
Luke	6:27-28	1571:10-11	140:3.15/1-4	Love your enemies	S
Luke	6:27-31	1454:20-21	131:10.5/9-11	Do to others as God does	C
Luke	6:27-38	1771:2-3	159:5.13/9-11	Positive admoniton golden rule	S
Luke	6:28	1932:21	178:1.17/3-5	Mercy to spiteful abuser	S
Luke	6:28	1640:1-2	146:2.11/6-8	Pray for enemies	S
Luke	6:28-31	1590:20	141:3.8/6	Resist not evil (forgive it)	R
Luke	6:29	1571:5-7	140:3.14/5-9	Resist not injustice	S
Luke	6:29	1770:29-30	159:5.11/1-3	Give other garment	S
Luke	6:29a	1770:9-12	159:5.9/11-17	Turn other cheek	R
Luke	6:31	1650:40-41	147:4.3/19-20	Golden rule	S
Luke	6:31	1454:35-36	131:10.7/2-4	Golden rule	C
Luke	6:31	1133:39-41	103:5.1/3-7	Golden Rule from Adjuster	C
Luke	6:31	1650:15-17	147:4.1/5-8	Golden rule	S
Luke	6:31	1931:23-24	178:1.12/8-10	Golden Rule	S
Luke	6:31	1949:43	180:5.5/1	Golden Rule	S
Luke	6:31	1464:37-38	132:5.10/18-19	Golden rule	C
Luke	6:31	1585:29	140:10.5/11	Golden rule restated	S
Luke	6:31	1571:11-12	140:3.15/4-5	New "Golden Rule"	S
Luke	6:35-36	1855:46-47	169:4.2/12-13	Father revealed by Son+	S
Luke	6:35-36	1328:40-41	120:2.8/5-7	Jesus to reveal God to mankind+	C
Luke	6:35-36	1820:41-42	165:3.8/7-8	Came to reveal Father+	C
Luke	6:35-36	196:10	16:9.6/1	Jesus revealed God to man+	C
Luke	6:35-36	232:42-44	20:10.3/1-6	Creator Sons reveal Father+	C
Luke	6:36	2067:8-9	194:4.6/9-10	God: loving Father of all men+	C
Luke	6:36	1764:2-5	159:1.5/28-34	God's mercy to merciful	C
Luke	6:36	1454:46-47	131:10.8/9-11	Father-child relationship+	C
Luke	6:36	1454:29-30	131:10.6/5-7	Father-child relationship+	C
Luke	6:36	1571:15-16	140:3.16/6-7	Be merciful as God is merciful	S
Luke	6:36	1710:15	153:2.4/8-9	Jesus came to reveal Father+	C
Luke	6:36	1590:35	141:4.2/3	God is our Father+	C
Luke	6:36	1676:17-18	149:6.8/7-8	God is our Father+	C
Luke	6:36	1454:16-17	131:10.5/1-3	God is MY Father+	C
Luke	6:36-38	1475:4-7	133:4.7/10-16	Justice, fairness, & mercy+	C
Luke	6:37	1580:42	140:8.12/10-11	Judge not lest you be judged	R
Luke	6:37	1571:18-20	140:3.17/1-6	Save men, not judge them	S
Luke	6:37	1454:43	131:10.8/3-4	Judge not	C
Luke	6:37	2017:44-45	188:4.13/10-11	Forgive our debts as we forgive	R
Luke	6:37b	1862:5-6	170:3.4/all	We are forgiven as we forgive+	S
Luke	6:37b	1638:34-41	146:2.4/8-21	Forgiveness+	C
Luke	6:38	1474:44-45	133:4.7/1-4	Judge justly	C
Luke	6:39	1771:9-10	159:5.14/12	Blind leading blind	R
Luke	6:39	1713:4-5	153:3.5/18-19	If blind lead blind both fall into pit	S
Luke	6:39	1907:38-40	175:1.15/all	Blind lead the blind	S
Luke	6:39	1571:25-26	140:3.18/3-5	Blind lead blind	S
Luke	6:40	1681:43-44	150:4.2/8-12	Master & servant relationship	C
