#https://urantia-book.org/urantiabook/bible_refs/Mark_1.html

Book	Ch:Vs	1st Ed Page:Line	Paper:Sec:Ppgh	Key Words	Class
Mark	1:14-15	1588:45	141:2.2/4	Gospel of the Kingdom	C
Mark	1:14-15	1536:8	137:8.6/1-2	Proclaim setting up of kingdom+	C
Mark	1:14-15,23-25	1710:16	153:2.4/11	Kingdom of God+	C
Mark	1:15	1801:6	163:1.4/1-2	Kingdom of God/heaven at hand	S
Mark	1:15	1502:3	135:6.2/13-14	Kingdom of heaven at hand	R
Mark	1:15	1866:7	170:5.19/2-3	Kingdom of God is at hand	R
Mark	1:15	1503:2-4	135:6.8/11-13	Lesson for everyone	S
Mark	1:15	1596:21	142:1.1/8	Kingdom of God is at hand	C
Mark	1:15	1569:24	140:1.6/12-13	Kingdom is at hand	C
Mark	1:15	1537:11-12	137:8.15/4-5	Kingdom at hand	S
Mark	1:16	1628:27-35	145:1.1/all	Simon and David	C
Mark	1:16	1548:32-35	139:1.1/7-11	Andrew	S
Mark	1:16	1550:26-27	139:2.1/6-8	Fishing partners	S
Mark	1:16-18	1550:24	139:2.1/1	Simon joins apostles	C
Mark	1:16-18	1524:25-41	137:1.3/all	Simon Peter selected	S
Mark	1:16-18	1524:9-20	137:1.1/all	Andrew selected	S
Mark	1:16-18	1549:11-13	139:1.4/4-5	Andrew brings brother Simon	S
Mark	1:17	1544:47	138:7.6/2-4	Apostles to be fishers of men	C
Mark	1:17-18	1628:36-50	145:1.2/all	Fishers of men	C
Mark	1:19-20	1553:40-43	139:4.1/1-6	John Zebedee	S
Mark	1:19-20	1525:18-41	137:1.6/all	James & John selected	S
Mark	1:19-20	1552:25-27	139:3.1/6-9	James Zebedee	S
Mark	1:21	1629:18-19	145:2.1/1-3	Jesus preaches in synagogue	S
Mark	1:21	1526:6	137:2.2/1-2	Jesus to Galilee	S
Mark	1:21-22	1630:42-44	145:2.11/all	Jesus taught with authority	S
Mark	1:21a	1628:3-4	145:0.1/1-2	Jesus & apostles to Capernaum	S
Mark	1:22	1571:47-48	140:3.21/1-3	Jesus spoke with authority	S
Mark	1:23-26	1630:45-51	145:2.12/all	Healing of epileptic	S
Mark	1:27-28	1631:14-16	145:2.14/1-8	Report of healing	S
Mark	1:30	1550:24-26	139:2.1/2-5	Simon's wife & mother-in-law	S
Mark	1:32-33	1632:1-2	145:3.2/1-4	Crowd at sundown	S
Mark	1:34	1633:6-14	145:3.10/1-18	The healing at sundown	S
Mark	1:35	1634:42-45	145:5.1/10-15	Jesus' retreat	S
Mark	1:36-37a	1635:8-11	145:5.3/1-7	Search for Jesus	S
Mark	1:37b	1635:20-28	145:5.5/all	Crowds seek Jesus for healing	S
Mark	1:38	1635:41-47	145:5.7/1-12	Jesus must teach, not heal	S
Mark	1:39	1636:9-10	145:5.8/9-11	Begin 1st preaching tour	S
Mark	1:39	1643:17-18	146:4.1/19-21	Synagogues open	S
Mark	1:40-41	1905:23-24	175:1.1/8-10	Healed by faith+	C
Mark	1:40-42	1643:27-41	146:4.3/all	Leper cured	S
Mark	1:43-44	1669:16	149:1.2/15	Tell no man	S
Mark	1:43-45	1643:42-51	146:4.4/1-18	Leper told people	S
Mark	1:44	1520:20-21	136:8.1/20	Tell no man of time-shortening	S
Mark	2:1-2	1666:30-38	148:9.1/all	Preaching in Galilee	S
Mark	2:3-5	1666:39-58	148:9.2/all	Paralytic healed	S
Mark	2:6-7	1667:13-27	148:9.2/all	Pharisees provoked	S
Mark	2:8-12	1667:16-27	148:9.3/7-20	Jesus responds by healing	S
Mark	2:10	1509:24	136:1.1/11	# 2 The Son of Man+	R
Mark	2:10	1501:22-28	135:5.7/8-17	The Son of Man+	R
Mark	2:10	1390:4	126:3.6/4	Son of Man+	R
Mark	2:10	1407:26-27	128:1.2/1-4	Son of Man+	C
Mark	2:14	2089:50	196:0.13/12	Supreme requirement: "follow me"+	S
Mark	2:14	1540:16-21	138:3.1/all	Matthew selected	S
Mark	2:14	1957:43-44	181:2.13/10-13	Many changes since answer "call"	S
Mark	2:14	1560:7-10	139:7.6/1-8	Example for business	C
Mark	2:14	1875:20	171:7.9/3	As Jesus passed by	R
Mark	2:14	1559:21-23	139:7.1/1-5	Matthew Levi, publican	C
Mark	2:14	1874:46-47	171:7.5/2	As Jesus passed by	R
Mark	2:15	1540:31-35	138:3.4/all	Matthew's banquet	S
Mark	2:15-16	1850:18-19	169:0.4/all	Eats with publicans and sinners	S
Mark	2:15-16	1540:34	138:3.4/7-8	Publicans and sinners	R
Mark	2:15-16	1851:7-8	169:1.2/25-27	Friend of publicans and sinners	S
Mark	2:16-17	1540:42-65	138:3.6/all	Jesus defends meal	S
Mark	2:17	1537:17-19	137:8.16/8-11	Jesus came to call sinners	S
Mark	2:17b	1750:10-11	157:6.9/1-2	Jesus came to call sinners	S
Mark	2:18	1609:24	143:2.3/5-6	Old order: fasting & prayer	C
Mark	2:18	976:16-17	89:3.1/2-3	Ritual fasting+	C
Mark	2:18-22	1655:28-47	147:7.2/1-38	Discourse on fasting	S
Mark	2:21-22	1609:26-27	143:2.3/8-11	Old things and new	C
Mark	2:23-24	1654:29-49	147:6.4/1-36	Apostles rub grain on Sabbath	S
Mark	2:23-24	1850:22-23	169:0.6/all	Pick corn on Sabbath	S
Mark	2:25-28	1654:49-61	147:6.4/37-58	Jesus lord of Sabbath	S
Mark	3:1-5	1850:22-23	169:0.6/all	Heals on Sabbath	S
Mark	3:1-5a	1665:7-26	148:7.2/all	Man with withered hand	S
Mark	3:5b-6	1665:27-34	148:7.3/1-13	Hand made whole	S
Mark	3:7-8	1669:9-16	149:1.2/5-15	Healings	S
Mark	3:11	1748:8	157:5.1/12	Jesus, the Son of God+	C
Mark	3:11	1509:25	136:1.1/13	Jesus, Son of God+	R
Mark	3:11	1590:4	141:3.5/10	Gospel of Divine Sonship+	C
Mark	3:13	1550:29-30	139:2.2/3-5	Simon re-named Peter	S
Mark	3:13-14	1584:1-3	140:9.2/1-5	Consecration & commission	S
Mark	3:14-15	1681:28-29	150:4.1/1-4	Apostles gather	S
Mark	3:15	1801:7	163:1.4/3-4	Minister to sick	S
Mark	3:16-19	1539:34-36	138:2.2/1-5	Bible names for the Apostles	S
Mark	3:16-19	1681:36-38	150:4.1/15-19	Apostles named	S
Mark	3:16-19	1548:2	139:0.1/1	The twelve apostles	S
Mark	3:17	1552:23	139:3.1/2-3	Sons of thunder	R
Mark	3:17	1955:37	181:2.4/1-2	Sons of thunder	S
Mark	3:17	1553:9	139:3.5/13	Sons of thunder	R
Mark	3:18	1563:37	139:9.5/1-2	AKA Thaddeus & Lebbeus	C
Mark	3:18	1564:34	139:11.1/1	Simon Zelotes added	C
Mark	3:18	1561:2	139:8.1/1-2	Thomas Didymus	C
Mark	3:18	1559:13	139:6.9/1	Nathaniel Bartholomew	C
Mark	3:18	1559:21-23	139:7.1/1-5	Matthew Levi, publican	C
Mark	3:18	1563:15	139:9.1/1-2	Alpheus twins: James & Judas	C
Mark	3:19	1565:42	139:12.1/1-2	Judas Iscariot chosen	C
Mark	3:21	1546:37-38	138:9.2/11-12	Family saw Jesus as beside himself	S
Mark	3:21	1594:15-16	141:7.8/10-12	Jesus thought beside himself	S
Mark	3:21	1537:30	137:8.18/12-13	Many believed Jesus was crazy	R
Mark	3:22	1924:46	177:4.3/3	Prince of devils	C
Mark	3:22	602:11	53:1.5/4	Beelzebub: disloyal midwayer	C
Mark	3:22	1850:24-25	169:0.7/all	In league with devils	S
Mark	3:22	863:27	77:7.4/4-5	Beelzebub	C
Mark	3:22,30	1714:6-13	153:4.2/all	Pharisee says Beelzebub did it	S
Mark	3:23-30	1714:14-32	153:4.3/all	House divided cannot stand	S
Mark	3:24-25	2085:20	195:10.11/3-4	A house divided	R
Mark	3:29	569:15-17	49:6.7/3-7	Nonsurvival	C
Mark	3:31	1721:4-6	154:6.1/1-4	Jesus' family arrives	S
Mark	3:32	1721:42-48	154:6.4/1-12	Jesus told family waiting	S
Mark	3:33-35	1722:14-19	154:6.5/15-22	Who are my family?	S
Mark	3:33-35	1861:27	170:2.20/14-15	Jesus used "family of God"+	S
Mark	3:35	1589:5	141:2.2/16-18	Father's will becomes your will+	C
Mark	3:35	1102:18-19	100:7.6/6-7	Whosoever will may come+	C
Mark	3:35	1582:8	140:8.20/6-7	Voluntarily do God's "will"+	C
Mark	3:35	2088:30	196:0.8/6	Do will of God+	R
Mark	3:35	2087:11	196:0.2/4-5	Do the will of Father in heaven+	R
Mark	3:35	1567:4	139:12.7/15-16	Whosoever will may come+	C
Mark	3:35	1303:7	118:8.11/12	My will that your will be done+	R
Mark	3:35	1278:5-7	117:0.1/5-6	Do will of God+	C
Mark	3:35	39:7	2:5.2/8-9	Whosoever will may come+	C
Mark	3:35	1584:32-33	140:10.1/18-19	Fellowship with God+	C
Mark	3:35	1454:40-41	131:10.7/12-13	Spiritual Brotherhood	C
Mark	3:35	24:11	1:2.3/15-16	Desire to do Father's will+	C
Mark	3:35	1454:13	131:10.4/13	All men are brothers+	C
Mark	3:35	1221:33-35	111:5.6/7-10	Not my will but God's will+	C
Mark	3:35	1829:44-45	166:3.7/18-19	Whosoever will may come+	C
Mark	3:35	1861:27	170:2.20/15	Jesus taught "Father's will"+	C
Mark	3:35	1865:45-46	170:5.17/8-10	Elder brother of believers	S
Mark	3:35	2078:8	195:6.16/5-6	Doing the Father's will+	R
Mark	3:35	1453:43-44	131:10.2/14-16	Live the will of Father, reveal Him+	C
Mark	3:35	0008:42	000:5.10/3-4	People do Father's will+	R
Mark	3:35	365:29	32:5.8/3-4	Whosoever will may come+	C
Mark	3:35	1820:44-45	165:3.8/13-14	Whosoever will may come+	C
Mark	3:35	1454:40	131:10.7/10-12	Whosoever will are saved+	C
Mark	3:35	1769:40-44	159:5.8/1-9	Jesus taught positive action+	C
Mark	4:1	1594:23-24	141:7.10/1-4	Teacher from heaven	C
Mark	4:1-2	1688:21-36	151:1.1/4-29	Crowd around boat	S
Mark	4:3-9	1688:37-46	151:1.2/all	Parable of sower	S
Mark	4:8,20	1536:43	137:8.12/1-92	Kingdom like good seed	C
Mark	4:10	1689:9-14	151:1.3/all	Disciples ask meaning	S
Mark	4:11,26,30	2035:40-41	190:5.4/58-60	Gospel of the kingdom+	S
Mark	4:11,26,30	1608:22-24	143:1.5/11-15	Gospel of the kingdom+	C
Mark	4:11,26,30	1856:23-24	169:4.6/5-6	Kingdom of God+	S
Mark	4:11,26,30	382:1-3	34:6.13/16-19	Kingdom of God+	C
Mark	4:11,26,30	2052:34-35	193:0.4/1-3	Gospel of the kingdom+	C
Mark	4:11,26,30	1536:8	137:8.6/1-2	Proclaim setting up of kingdom+	C
Mark	4:11-12	1689:15-31	151:1.4/all	Jesus explains why parables	S
Mark	4:14-20	1689:46-64	151:2.2/all	Peter's interpretation	S
Mark	4:14-20	1690:18-38	151:2.3/all	Nathaniel's interpretation	C
Mark	4:16	1558:41-42	139:6.5/12-14	Came to bring gladness	C
Mark	4:21	1570:46-49	140:3.13/all	You are the light of the world	S
Mark	4:21	1692:7-10	151:3.1/16-21	Let light shine with discretion	S
Mark	4:21	1572:13-16	140:4.4/all	You are the light of the world	S
Mark	4:22	1692:10-12	151:3.1/21-24	Nothing hid,all will come to light	S
Mark	4:22	1820:7-10	165:3.2/8-13	Soon nothing hidden	S
Mark	4:25	1854:18-19	169:2.6/1-4	Faithful in little / faithful in much	S
Mark	4:25	1689:22-24	151:1.4/13-17	More given to more, less to less	S
Mark	4:25	1199:1-3	109:4.5/12-17	To have given, from have not taken	C
Mark	4:25	1692:15-16	151:3.1/29-32	He who has is given more	S
Mark	4:25	1917:27-28	176:3.5/1-4	Who has is given; has not, taken	S
Mark	4:26-29	1693:20-27	151:3.15/1-13	2nd parable of sower	S
Mark	4:30	1710:16	153:2.4/11	Kingdom of God+	C
Mark	4:30-32	1693:44-48	151:4.2/all	Parable of mustard seed	S
Mark	4:31	1931:44	178:1.15/3	Mustard seed	S
Mark	4:31	1860:38-39	170:2.14/4	Mustard seed	S
Mark	4:31-32	1583:10-11	140:8.27/11-12	Character growth	C
Mark	4:33-34	1694:16-19	151:4.7/all	Many other parables	S
Mark	4:35-36	1694:21-25	151:5.1/all	Crossing to other side	S
Mark	4:37	1694:26-28	151:5.2/1-4	Violent storm	S
Mark	4:38	1421:10	129:1.11/5	The "Master"+	R
Mark	4:38	1694:42-51	151:5.4/all	Jesus slept, awakened	S
Mark	4:38	1672:8	149:2.12/10-11	Men called him Master+	C
Mark	4:39-41	1695:7-20	151:5.5/all	Rebukes crew, storm abates	S
Mark	5:1	1695:35-39	151:6.1/all	Arrive Kheresa (Gadara)	S
Mark	5:1-13	1765:8-12	159:2.4/6-13	Source of preacher's gospel	C
Mark	5:2-3	1695:40-48	151:6.2/all	Lunatic at large	S
Mark	5:4	1695:44-48	151:6.2/9-15	Lunatic broke shackles	S
Mark	5:5	1696:1-8	151:6.3/all	Lunatic's antics	S
Mark	5:6-7	1696:9-14	151:6.4/all	Lunatic recognizes Jesus	S
Mark	5:7	488:15	43:3.1/1	Most Highs+	C
Mark	5:7	1016:25	93:3.2/12	Most High+	C
Mark	5:7	1015:21-23	93:2.3/5-9	Most High God+	C
Mark	5:8	1696:15-18	151:6.5/1-7	Jesus "heals" lunatic	S
Mark	5:11-16	1696:26-41	151:6.6/all	Legend about pigs	S
Mark	5:15	1696:18-25	151:6.5/8-19	Lunatic cured	S
Mark	5:16-17	1696:42-53	151:6.7/all	Local response	S
Mark	5:18-20	1697:5-12	151:6.8/all	Fate of lunatic	S
Mark	5:21-24	1698:4-14	152:0.1/all	Jairus' request: heal daughter	S
Mark	5:23,36	1905:23-24	175:1.1/8-10	Healed by faith+	C
Mark	5:25-33	1698:15-31	152:0.2/all	Healing of woman's hemorrhage	S
Mark	5:25-34	1875:13-14	171:7.8/1-4	Woman's faith healed her	S
Mark	5:30	1669:20	149:1.3/6-7	Power gone forth	S
Mark	5:34	1698:32-34	152:0.3/1-5	Faith made her whole	S
Mark	5:35-43	1699:8-25	152:1.1/all	Healing Jairus' daughter	S
Mark	5:36	1103:14	100:7.15/2-3	Fear not	R
Mark	5:36	1582:19	140:8.20/27	"Fear not" said Jesus	R
Mark	5:43	1520:20-21	136:8.1/20	Tell no man of time-shortening	S
Mark	5:43	1669:16	149:1.2/15	Tell no man	S
Mark	5:43	1699:32-33	152:1.2/13-16	Tell no man	S
Mark	6:1	1683:36-43	150:6.3/all	Return to Nazareth	S
Mark	6:2,34	1594:23-24	141:7.10/1-4	Teacher from heaven	C
Mark	6:2a	1684:37-38	150:8.1/1-4	Crowd at Synagogue	S
Mark	6:2b	1686:15-16	150:8.10/7-9	People astonished	S
Mark	6:3	1370:11	124:3.4/1-2	Jesus' brother, Jude	C
Mark	6:3	1362:1-2	123:4.9/all	Jesus' brother, Joseph	C
Mark	6:3	1357:5-6	123:1:5/1-4	Jesus' brother, James	C
Mark	6:3	1367:18	124:1.7/1-2	Jesus' sister, Martha	C
Mark	6:3	1357:47-48	123:2.3/4-6	Jesus' sister, Miriam	C
Mark	6:3	1389:21	126:3.2/1-2	Sister Ruth born	C
Mark	6:3	1365:9-10	123:6.7/all	Jesus' brother, Simon	C
Mark	6:3	1051:10	95:7.3/18-19	Carpenter's son	C
Mark	6:3	1711:22-24	153:2.10/10-14	Are you not carpenter's son?	C
Mark	6:3	1345:15-20	122:1.3/all	Jesus' parents	S
Mark	6:3-4	1686:28-35	150:9.1/all	Opposition grows	S
Mark	6:4	1538:19	138:0.2/3-6	Prophet not without honor	C
Mark	6:5-6	1686:40-44	150:9.2/10-14	No "miracles"	S
Mark	6:7	1681:32-33	150:4.1/9-10	Send out apostles two by two	S
Mark	6:7	2055:23	193:3.2/26-27	Sent out two and two	S
Mark	6:8-9	1800:34-35	163:1.3/11-12	Take no purse or clothing	S
Mark	6:8-9	1584:7	140:9.3/1-2	No money or extra clothes	S
Mark	6:10	1800:37-42	163:1.3/15-24	Stay in same place	S
Mark	6:11	1801:8-13	163:1.4/5-14	Plans for acceptance, rejection	S
Mark	6:12-13	1682:21-23	150:4.4/all	Apostles leave to teach	S
Mark	6:13b	1678:9	150:0.2/2-4	Annointing sick with oil	C
Mark	6:14	1717:12-17	154:0.2/1-13	Herod's attitude toward Jesus	C
Mark	6:14-20	1717:17-23	154:0.2/11-22	Herod's fears	S
Mark	6:17-19	1508:7-15	135:12.2/all	Herod and John	S
Mark	6:17b-19	1506:31-34	135.10.2/9-15	John's social gospel	S
Mark	6:17b-19	1506:27-29	135:10.2/2-5	John attacks Herod	S
Mark	6:20	1508:15-18	135:12.3/all	John meets Herod	S
Mark	6:21	1508:23-27	135:12.5/all	Herod's birthday feast	S
Mark	6:27-29	1627:35-38	144:9.1/1-7	John the Baptist killed, buried	S
Mark	6:31-32	1700:20-21	152:2.1/12-14	Jesus leaves	S
Mark	6:33-34	1700:27-30	152:2.2/all	People follow	S
Mark	6:35-37	1701:14-27	152:2.6/all	No food for crowd	S
Mark	6:38	1701:28-35	152:2.7/all	Five loaves, two fishes	S
Mark	6:39-40	1701:36-41	152:2.8/all	Bring food, seat crowd	S
Mark	6:41-44	1701:42-49	152:2.9/all	Feeding 5,000	S
Mark	6:45	1703:5-7	152:4.1/1-4	Disciples enter boat	S
Mark	6:46	1702:44-50	152:3.3/all	Mob leaves, Jesus prays	S
Mark	6:47-51a	1703:11-21	152:4.2/1-19	Jesus' "walk on water"	S
Mark	6:48-50	1519:46	136:7.3/4-6	Jesus never walked on water	C
Mark	6:50	1102:29	100:7.9/4	Be of good cheer	R
Mark	6:50	1582:19	140:8.20/27	"Fear not" said Jesus	R
Mark	6:50	1103:14	100:7.15/2-3	Fear not	R
Mark	6:53	1703:40-41	152:5.1/1-4	Arrive ashore	S
Mark	7:1-6	1850:22-23	169:0.6/all	Apostles didn't wash hands	S
Mark	7:1-13	1712:21-35	153:3.3/1-27	Ceremonial hand washing	S
Mark	7:14-23	1712:43-62	153:3.5/all	Defilement proceeds from heart	S
Mark	7:14-23	1671:42-43	149:2.11/1-4	Clean hearts	C
Mark	7:22	962:34-38	87:5.4/1-8	Evil eye	C
Mark	7:24	1734:22-23	156:1.2/1-3	Tell no one, Jesus rests	S
Mark	7:24a	1734:3-4	156:0.1/1-3	Arrive in area of Sidon	S
Mark	7:25-26a	1734:17-19	156:1.1/all	Syrian woman	S
Mark	7:25-30	1905:23-24	175:1.1/8-10	Healed by faith+	C
Mark	7:26b	1734:29-38	156:1.3/all	She asks healing of daughter	S
Mark	7:27-28	1735:5-14	156:1.5/all	Even dogs eat crumbs	S
Mark	7:27-28	1809:35	164:1.2/12-13	Gentile dogs	R
Mark	7:29-30	1735:21-25	156:1.7/1-8	Daughter healed	S
Mark	7:36	1520:20-21	136:8.1/20	Tell no man of time-shortening	S
Mark	7:36	1669:16	149:1.2/15	Tell no man	S
Mark	8:1-9	1701:42-49	152:2.9/all	Feeding 4,000	C
Mark	8:11	1744:40-44	157:2.1/11-21	Pharisee asks for a sign	S
Mark	8:11	1520:6	136:7.4/3-5	No supernatural sign	C
Mark	8:11-12	1520:22	136:8.1/23	Jesus refused to show a sign	R
Mark	8:11-12	1714:41-47	153:4.5/all	Pharisees ask for a sign	C
Mark	8:12	1745:2-4	157:2.1/31-34	No sign given	S
Mark	8:15	1751:25	157:7.4/3	Beware leaven of Pharisees	S
Mark	8:15	1745:10-11	157:2.2/10-12	Beware the leaven of Pharisees	S
Mark	8:15	1820:4-5	165:3.2/3-4	Beware leaven of Pharisees	S
Mark	8:18	1745:17	157:2.2/23-24	Eyes see not, ears hear not	S
Mark	8:23	1044:42-43	95:2.6/1-3	Spittle as healing agent	C
Mark	8:26	1520:20-21	136:8.1/20	Tell no man of time-shortening	S
Mark	8:27a	1745:29-30	157:3.1/1-4	Jesus and 12 to Caesarea-Philippi	S
Mark	8:27b	1745:45-47	157:3.3/all	"Who do men say I am?"	S
Mark	8:28	1746:10-14	157:3.5/8-14	Answer: "various prophets"	S
Mark	8:29	1939:1-3	179:3.2/7-10	Peter first "believer"	S
Mark	8:29a	1746:14-17	157:3.5/14-20	"Who do you say I am?"	S
Mark	8:29b	1748:2-3	157:5.1/1-4	Unquestioned divinity	S
Mark	8:29b	1746:19-20	157:3.5/22-24	"You are the Christ"	S
Mark	8:30	1746:24-25	157:3.6/5-7	Tell no man	S
Mark	8:30	1669:16	149:1.2/15	Tell no man	S
Mark	8:30-31	1631:23-27	145:2.15/7-13	Peter's ill mother-in-law	S
Mark	8:31	1954:11-13	181:1.5/9-12	Must die but will rise	C
Mark	8:31	2001:14	186:3.4/5-6	Rise again on third day	C
Mark	8:31	2052:16-18	193:0.2/9-12	Told of death & resurrection+	S
Mark	8:31	1872:38	171:4.8/8-9	Rising on third day+	C
Mark	8:31	1952:16-17	180:6.7/6-8	Must die but will rise	S
Mark	8:31	2035:17-20	190:5.4/18-22	Foretold death, resurrection+	S
Mark	8:31	1594:23-24	141:7.10/1-4	Teacher from heaven	C
Mark	8:31	1759:39-46	158:7.3/1-14	Apostles hear passion again	S
Mark	8:31	1962:32	181:2.30/1	Promise: rise the third day	C
Mark	8:31	1871:30-42	171:4.2/10-31	Warning: crucifixion, resurrection+	S
Mark	8:31	1759:10-14	158:6.5/10-18	Foretelling passion	S
Mark	8:32	1760:1-4	158:7.3/17-22	Peter protests	S
Mark	8:33	609:44-45	53:8.4/9-10	Get thee behind me Satan	R
Mark	8:33	1760:10-15	158:7.4/10-18	Jesus rebukes Peter	S
Mark	8:34	1770:22-23	159:5.10/12-14	Take up responsibilities, follow me	S
Mark	8:34	1760:17-19	158:7.5/4-6	Take up responsibilities, follow me	S
Mark	8:34	1577:28-29	140:6.11/1-3	Take up responsibilities, follow me	S
Mark	8:34	2089:50	196:0.13/12	Supreme requirement: "follow me"+	S
Mark	8:34	1869:41	171:2.3/1-2	You who follow must pay price	S
Mark	8:34-35	1820:44-45	165:3.8/13-14	Whosoever will may come+	S
Mark	8:34-35	1829:44-45	166:3.7/18-19	Whosoever will may come+	S
Mark	8:34-35	39:7	2:5.2/8-9	Whosoever will may come+	C
Mark	8:34-35	1102:18-19	100:7.6/6-7	Whosoever will may come+	C
Mark	8:34-35	1567:4	139:12.7/15-16	Whosoever will may come+	R
Mark	8:34-35	1454:40	131:10.7/10-12	Whosoever will are saved+	R
Mark	8:34-35	1750:5-9	157:6.8/all	Disciples, follow me	S
Mark	8:34-35	365:29	32:5.8/3-4	Whosoever will may come+	C
Mark	8:34-38	1760:16-26	158:7.5/all	Cost of discipleship	S
Mark	8:35	1575:32-33	140:5.19/4-6	Who would save life, lose it	R
Mark	8:35	1760:17-20	158:7.5/4-9	Save life selfishly, lose it	S
Mark	8:35	1134:28-29	103:5.6/9-11	If save life, lose it; if lose, find	R
Mark	8:35	1782:9-10	160:5.10/9-10	Who would save life must lose it	S
