a46_190	176,2,4	Ascension	/fr/article/606/Ascension	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1991
a48_111	181,2,14	Ascension	/fr/article/606/Ascension	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1991
a50_255	181,2,20	Ascension	/fr/article/606/Ascension	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1991
a52_51	29,4,11	Ascension	/fr/article/606/Ascension	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1991
a52_96	76,2,8	Ascension	/fr/article/606/Ascension	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1991
a52_139	132,7,3	Ascension	/fr/article/606/Ascension	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1991
a52_184	142,7,3	Ascension	/fr/article/606/Ascension	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1991
a52_229	167,7,4	Ascension	/fr/article/606/Ascension	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1991
a52_274	181,2,12	Ascension	/fr/article/606/Ascension	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1991
a52_321	189,4,11	Ascension	/fr/article/606/Ascension	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1991
a52_369	191,3,3	Ascension	/fr/article/606/Ascension	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1991
a54_219	110,2,5	Ascension	/fr/article/606/Ascension	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1991
a56_840	109,2,7	Ascension	/fr/article/606/Ascension	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1991
a84_227	190,5,4	Ascension	/fr/article/606/Ascension	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1991
a16_237	150,3,7	« Canalisation et communication avec le monde des esprits »	/fr/article/606/Channeling_And_Communication_With_The_Spirit_World	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a18_333	34,6,2	« Canalisation et communication avec le monde des esprits »	/fr/article/606/Channeling_And_Communication_With_The_Spirit_World	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a18_440	34,5,3	« Canalisation et communication avec le monde des esprits »	/fr/article/606/Channeling_And_Communication_With_The_Spirit_World	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a22_186	113,5,1	« Canalisation et communication avec le monde des esprits »	/fr/article/606/Channeling_And_Communication_With_The_Spirit_World	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a24_184	77,8,12	« Canalisation et communication avec le monde des esprits »	/fr/article/606/Channeling_And_Communication_With_The_Spirit_World	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a26_351	113,5,4	« Canalisation et communication avec le monde des esprits »	/fr/article/606/Channeling_And_Communication_With_The_Spirit_World	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a30_427	113,5,5	« Canalisation et communication avec le monde des esprits »	/fr/article/606/Channeling_And_Communication_With_The_Spirit_World	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a34_393	108,4,4	« Canalisation et communication avec le monde des esprits »	/fr/article/606/Channeling_And_Communication_With_The_Spirit_World	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a36_509	53,8,6	« Canalisation et communication avec le monde des esprits »	/fr/article/606/Channeling_And_Communication_With_The_Spirit_World	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a40_128	110,7,8	« Canalisation et communication avec le monde des esprits »	/fr/article/606/Channeling_And_Communication_With_The_Spirit_World	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a40_301	110,5,5	« Canalisation et communication avec le monde des esprits »	/fr/article/606/Channeling_And_Communication_With_The_Spirit_World	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a40_440	110,4,5	« Canalisation et communication avec le monde des esprits »	/fr/article/606/Channeling_And_Communication_With_The_Spirit_World	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a40_643	110,5,6	« Canalisation et communication avec le monde des esprits »	/fr/article/606/Channeling_And_Communication_With_The_Spirit_World	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a44_565	108,4,4	« Canalisation et communication avec le monde des esprits »	/fr/article/606/Channeling_And_Communication_With_The_Spirit_World	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a46_333	114,7,9	« Canalisation et communication avec le monde des esprits »	/fr/article/606/Channeling_And_Communication_With_The_Spirit_World	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a50_244	114,7,2	« Canalisation et communication avec le monde des esprits »	/fr/article/606/Channeling_And_Communication_With_The_Spirit_World	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a52_394	93,2,8	« Canalisation et communication avec le monde des esprits »	/fr/article/606/Channeling_And_Communication_With_The_Spirit_World	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a56_427	143,3,1	« Canalisation et communication avec le monde des esprits »	/fr/article/606/Channeling_And_Communication_With_The_Spirit_World	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a58_279	110,5,5	« Canalisation et communication avec le monde des esprits »	/fr/article/606/Channeling_And_Communication_With_The_Spirit_World	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a62_550	110,1,4	« Canalisation et communication avec le monde des esprits »	/fr/article/606/Channeling_And_Communication_With_The_Spirit_World	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a66_499	53,8,6	« Canalisation et communication avec le monde des esprits »	/fr/article/606/Channeling_And_Communication_With_The_Spirit_World	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a16_631	155,1,5	Trouver le chaînon manquant	/fr/article/606/Find_the_Missing_Link	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1990
a18_380	194,4,6	Trouver le chaînon manquant	/fr/article/606/Find_the_Missing_Link	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1990
a18_838	171,7,1	Trouver le chaînon manquant	/fr/article/606/Find_the_Missing_Link	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1990
a22_161	101,6,8	Trouver le chaînon manquant	/fr/article/606/Find_the_Missing_Link	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1990
a36_193	194,4,6	Trouver le chaînon manquant	/fr/article/606/Find_the_Missing_Link	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1990
a38_1045	143,2,4	Trouver le chaînon manquant	/fr/article/606/Find_the_Missing_Link	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1990
a42_468	140,4,4	Trouver le chaînon manquant	/fr/article/606/Find_the_Missing_Link	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1990
a46_254	171,7,1	Trouver le chaînon manquant	/fr/article/606/Find_the_Missing_Link	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1990
a48_766	132,7,2	Trouver le chaînon manquant	/fr/article/606/Find_the_Missing_Link	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1990
a50_265	111,4,7	Trouver le chaînon manquant	/fr/article/606/Find_the_Missing_Link	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1990
a52_1147	110,3,4	Trouver le chaînon manquant	/fr/article/606/Find_the_Missing_Link	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1990
a54_605	100,4,3	Trouver le chaînon manquant	/fr/article/606/Find_the_Missing_Link	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1990
a56_583	34,6,8	Trouver le chaînon manquant	/fr/article/606/Find_the_Missing_Link	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1990
a58_365	180,5,11	Trouver le chaînon manquant	/fr/article/606/Find_the_Missing_Link	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1990
a22_103	194,3,15	Le droit d'auteur est-il vraiment nécessaire ?	/fr/article/606/Is_Copyright_Really_Necessary	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a26_232	194,3,9	Le droit d'auteur est-il vraiment nécessaire ?	/fr/article/606/Is_Copyright_Really_Necessary	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a30_74	140,3,14	Le droit d'auteur est-il vraiment nécessaire ?	/fr/article/606/Is_Copyright_Really_Necessary	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a36_112	194,3,18	Le droit d'auteur est-il vraiment nécessaire ?	/fr/article/606/Is_Copyright_Really_Necessary	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a40_294	192,2,11	Le droit d'auteur est-il vraiment nécessaire ?	/fr/article/606/Is_Copyright_Really_Necessary	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a46_218	159,2,1	Le droit d'auteur est-il vraiment nécessaire ?	/fr/article/606/Is_Copyright_Really_Necessary	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a48_140	159,2,4	Le droit d'auteur est-il vraiment nécessaire ?	/fr/article/606/Is_Copyright_Really_Necessary	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a56_70	140,3,14	Le droit d'auteur est-il vraiment nécessaire ?	/fr/article/606/Is_Copyright_Really_Necessary	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a62_343	2,7,10	Le droit d'auteur est-il vraiment nécessaire ?	/fr/article/606/Is_Copyright_Really_Necessary	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a74_970	159,1,3	Le droit d'auteur est-il vraiment nécessaire ?	/fr/article/606/Is_Copyright_Really_Necessary	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a76_572	180,1,1	Le droit d'auteur est-il vraiment nécessaire ?	/fr/article/606/Is_Copyright_Really_Necessary	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a80_485	100,4,4	Le droit d'auteur est-il vraiment nécessaire ?	/fr/article/606/Is_Copyright_Really_Necessary	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a88_600	191,6,2	Le droit d'auteur est-il vraiment nécessaire ?	/fr/article/606/Is_Copyright_Really_Necessary	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a28_268	53,9,2	Nouveau Prince Planétaire !	/fr/article/606/New_Planetary_Prince	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1991
a30_288	53,9,3	Nouveau Prince Planétaire !	/fr/article/606/New_Planetary_Prince	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1991
a32_329	53,9,4	Nouveau Prince Planétaire !	/fr/article/606/New_Planetary_Prince	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1991
a38_292	93,10,4	Nouveau Prince Planétaire !	/fr/article/606/New_Planetary_Prince	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1991
a42_894	93,10,5	Nouveau Prince Planétaire !	/fr/article/606/New_Planetary_Prince	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1991
a44_183	93,10,7	Nouveau Prince Planétaire !	/fr/article/606/New_Planetary_Prince	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1991
a46_411	93,10,9	Nouveau Prince Planétaire !	/fr/article/606/New_Planetary_Prince	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1991
a48_230	93,10,10	Nouveau Prince Planétaire !	/fr/article/606/New_Planetary_Prince	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1991
a36_341	194,4,6	Sur les premiers chrétiens	/fr/article/606/On_The_Early_Christians	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a18_633	155,1,5	Faire passer le message	/fr/article/606/Spreading_The_Message	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a20_348	194,4,6	Faire passer le message	/fr/article/606/Spreading_The_Message	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a32_718	54,3,3	Faire passer le message	/fr/article/606/Spreading_The_Message	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a14_156	2,7,10	Faire passer le message	/fr/article/606/Spreading_The_Message_2	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a20_111	130,6,1	Faire passer le message	/fr/article/606/Spreading_The_Message_2	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a26_158	133,5,6	Sur la conformité du groupe	/fr/article/606/On_Group_Conformity	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1993
a40_367	111,7,5	Sur la conformité du groupe	/fr/article/606/On_Group_Conformity	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1993
a56_346	196,1,3	Sur la conformité du groupe	/fr/article/606/On_Group_Conformity	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1993
a58_42	47,3,3	Sur la conformité du groupe	/fr/article/606/On_Group_Conformity	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1993
a62_516	149,2,12	Sur la conformité du groupe	/fr/article/606/On_Group_Conformity	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1993
a66_67	149,2,12	Sur la conformité du groupe	/fr/article/606/On_Group_Conformity	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1993
a70_972	110,4,5	Sur la conformité du groupe	/fr/article/606/On_Group_Conformity	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1993
a76_106	34,5,3	Sur la conformité du groupe	/fr/article/606/On_Group_Conformity	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1993
a78_398	114,7,9	Sur la conformité du groupe	/fr/article/606/On_Group_Conformity	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1993
a123_232	194,2,9	Sur la conformité du groupe	/fr/article/606/On_Group_Conformity	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1993
a127_111	194,2,4	Sur la conformité du groupe	/fr/article/606/On_Group_Conformity	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1993
a143_287	27,7,1	Sur la conformité du groupe	/fr/article/606/On_Group_Conformity	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1993
a147_485	27,7,7	Sur la conformité du groupe	/fr/article/606/On_Group_Conformity	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1993
a24_160	25,8,5	La Conférence australienne 1993	/fr/article/606/The_Australian_Conference_1993	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1993
a30_145	196,3,34	La Conférence australienne 1993	/fr/article/606/The_Australian_Conference_1993	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1993
a38_138	112,0,1	La Conférence australienne 1993	/fr/article/606/The_Australian_Conference_1993	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1993
a18_24	87,7,1	Les révélations de la vérité divine ne sont pas scellées...	/fr/article/606/The_Revelations_Of_Divine_Truth_Are_Not_Sealed	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1993
a22_215	87,7,6	Les révélations de la vérité divine ne sont pas scellées...	/fr/article/606/The_Revelations_Of_Divine_Truth_Are_Not_Sealed	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1993
a42_799	159,4,9	Les révélations de la vérité divine ne sont pas scellées...	/fr/article/606/The_Revelations_Of_Divine_Truth_Are_Not_Sealed	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1993
a22_493	99,1,2	Le but de la 5ème révélation d'époque	/fr/article/606/The_Purpose_Of_The_5th_Epochal_Revelation	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1990
a24_117	99,1,3	Le but de la 5ème révélation d'époque	/fr/article/606/The_Purpose_Of_The_5th_Epochal_Revelation	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1990
a26_14	99,2	Le but de la cinquième révélation d'époque ?	/fr/article/606/The_Purpose_Of_The_Fifth_Epochal_Revelation	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a28_473	99,4,4	Le but de la cinquième révélation d'époque ?	/fr/article/606/The_Purpose_Of_The_Fifth_Epochal_Revelation	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a32_278	99,3,4	Le but de la cinquième révélation d'époque ?	/fr/article/606/The_Purpose_Of_The_Fifth_Epochal_Revelation	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a42_248	140,3,20	Le but de la cinquième révélation d'époque ?	/fr/article/606/The_Purpose_Of_The_Fifth_Epochal_Revelation	ANZURA, Australie et Nouvelle-Zélande Association Urantia	6-0-6	1992
a42_330	28,6,18	Bulletin Six-0-Six — Volume 10 n° 1 — Janvier 1989	/fr/article/606/Vol10_1	Kathleen Swadling, Trevor Swadling, Dennis Clampitt, Ken Glasziou, Frank Wright	6-0-6	1989
a45_628	99,2,6	Bulletin Six-0-Six — Volume 10 n° 3 — Mai 1989	/fr/article/606/Vol10_3	David Regal, Frank Wright, Ann Bendall	6-0-6	1989
a81_704	196,3,35	Bulletin Six-0-Six — Volume 10 n° 3 — Mai 1989	/fr/article/606/Vol10_3	David Regal, Frank Wright, Ann Bendall	6-0-6	1989
a125_207	155,1,5	Bulletin Six-0-Six — Volume 10 n° 3 — Mai 1989	/fr/article/606/Vol10_3	David Regal, Frank Wright, Ann Bendall	6-0-6	1989
a40_315	102,7,10	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a50_124	37,8,5	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a51_215	24,5,1	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a51_258	37,8,5	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a52_444	20,9,3	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a52_487	37,2,1	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a52_530	45,7,2	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a52_573	46,5,13	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a53_254	45,4,1	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a53_297	76,6,3	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a55_186	37,3,1	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a55_229	46,3,4	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a55_272	65,1,6	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a55_315	189,3,1	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a56_188	27,0,2	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a57_210	35,4,2	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a57_253	43,5,17	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a58_201	37,5,5	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a59_303	25,2,5	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a60_164	114,5,5	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a80_413	120,1,6	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a108_359	71,8	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a110_147	71,8,14	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a112_142	195,9,5	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a126_1075	100,4,6	Bulletin Six-0-Six — Volume 10 n° 2 — Mars 1989	/fr/article/606/Vol10_2	Ann Bendall, Chris Moseley, William Wentworth	6-0-6	1989
a46_691	5,1,8	Bulletin Six-0-Six — Volume 10 n° 5 — Septembre 1989	/fr/article/606/Vol10_5	Lee & Connie Lester, Tony Rudd, Ken Glasziou, David 'Somonai' Budgerigar, Janet Weeks, Frank Wright, Audrey Morris	6-0-6	1989
a104_359	0,0,2	Bulletin Six-0-Six — Volume 10 n° 5 — Septembre 1989	/fr/article/606/Vol10_5	Lee & Connie Lester, Tony Rudd, Ken Glasziou, David 'Somonai' Budgerigar, Janet Weeks, Frank Wright, Audrey Morris	6-0-6	1989
a110_302	109,1,3	Bulletin Six-0-Six — Volume 10 n° 5 — Septembre 1989	/fr/article/606/Vol10_5	Lee & Connie Lester, Tony Rudd, Ken Glasziou, David 'Somonai' Budgerigar, Janet Weeks, Frank Wright, Audrey Morris	6-0-6	1989
a110_606	39,4,13	Bulletin Six-0-Six — Volume 10 n° 5 — Septembre 1989	/fr/article/606/Vol10_5	Lee & Connie Lester, Tony Rudd, Ken Glasziou, David 'Somonai' Budgerigar, Janet Weeks, Frank Wright, Audrey Morris	6-0-6	1989
a112_310	62,5,9	Bulletin Six-0-Six — Volume 10 n° 5 — Septembre 1989	/fr/article/606/Vol10_5	Lee & Connie Lester, Tony Rudd, Ken Glasziou, David 'Somonai' Budgerigar, Janet Weeks, Frank Wright, Audrey Morris	6-0-6	1989
a114_161	169,4,4	Bulletin Six-0-Six — Volume 10 n° 5 — Septembre 1989	/fr/article/606/Vol10_5	Lee & Connie Lester, Tony Rudd, Ken Glasziou, David 'Somonai' Budgerigar, Janet Weeks, Frank Wright, Audrey Morris	6-0-6	1989
a114_527	140,8,20	Bulletin Six-0-Six — Volume 10 n° 5 — Septembre 1989	/fr/article/606/Vol10_5	Lee & Connie Lester, Tony Rudd, Ken Glasziou, David 'Somonai' Budgerigar, Janet Weeks, Frank Wright, Audrey Morris	6-0-6	1989
a116_67	48,7,13	Bulletin Six-0-Six — Volume 10 n° 5 — Septembre 1989	/fr/article/606/Vol10_5	Lee & Connie Lester, Tony Rudd, Ken Glasziou, David 'Somonai' Budgerigar, Janet Weeks, Frank Wright, Audrey Morris	6-0-6	1989
a162_416	109,4,5	Bulletin Six-0-Six — Volume 10 n° 5 — Septembre 1989	/fr/article/606/Vol10_5	Lee & Connie Lester, Tony Rudd, Ken Glasziou, David 'Somonai' Budgerigar, Janet Weeks, Frank Wright, Audrey Morris	6-0-6	1989
a164_1065	109,3,6	Bulletin Six-0-Six — Volume 10 n° 5 — Septembre 1989	/fr/article/606/Vol10_5	Lee & Connie Lester, Tony Rudd, Ken Glasziou, David 'Somonai' Budgerigar, Janet Weeks, Frank Wright, Audrey Morris	6-0-6	1989
a244_619	61,3,8	Bulletin Six-0-Six — Volume 10 n° 5 — Septembre 1989	/fr/article/606/Vol10_5	Lee & Connie Lester, Tony Rudd, Ken Glasziou, David 'Somonai' Budgerigar, Janet Weeks, Frank Wright, Audrey Morris	6-0-6	1989
a26_182	195,9,2	Bulletin Six-0-Six — Volume 11 n° 1 — Février 1990	/fr/article/606/Vol11_1	Duane \& Lucille Faw, Frank Wright, Helen Hutchinson, Ann Bendall, Chris Moseley, William Wentworth, Audrey Morris	6-0-6	1990
